"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","영업내용",
"1690","옥외광고업","04_15_01_P","3340000","2020334011308500007","20201012","","01","영업/정상","20","정상","","","","","","","","","부산광역시 사하구 감천로 *** (감천동)","49450","하나디자인","20201028174258","U","2020-10-30 02:40:00.0","","383182.153803972","177779.61985152","옥외광고 등",
"1691","옥외광고업","04_15_01_P","3340000","1998334004708200001","19980408","","02","휴업","30","휴업","","20220525","20270524","","","","","부산광역시 사하구 괴정동 ***-**","부산광역시 사하구 괴정로 *** (괴정동)","49399","보문광고사","20220530113614","U","2022-06-04 02:40:00.0","","380319.615336373","179560.358040319","광고물제작",
"1692","옥외광고업","04_15_01_P","3340000","2009334007308500001","19750105","","02","휴업","30","휴업","","20210917","20220630","","","","","부산광역시 사하구 다대동 ***-*","부산광역시 사하구 다대동로 **, *층 (다대동)","49523","신화 디자인","20210924173804","U","2021-09-26 02:40:00.0","","380071.987171621","174962.943434687","옥외광고물(현수막) 제작",
"1693","옥외광고업","04_15_01_P","3340000","2011334007308500001","20110823","","02","휴업","30","휴업","","20210526","20260525","","","","","부산광역시 사하구 구평동 ***-*","부산광역시 사하구 구평로**번길 ** (구평동)","49454","나무로(NAMURO)","20210526183058","U","2021-05-28 02:40:00.0","","381527.395422525","176961.687981487","옥외 광고물 제작",
"1694","옥외광고업","04_15_01_P","3340000","1997334004708200003","19970221","","03","폐업","40","폐업","20060127","","","","","","","부산광역시 사하구 하단동 ***-*번지","","","간판21세기","20090604182753","I","2018-08-31 23:59:59.0","","378890.45198969","181154.519589625","광고물제작",
"1695","옥외광고업","04_15_01_P","3340000","1997334004708200006","19970414","","03","폐업","40","폐업","20101018","","","","051 2663604","","","부산광역시 사하구 다대동 **-**번지","부산광역시 사하구 다대로 ***  (다대동)","","대동광고기획","20101018135731","I","2018-08-31 23:59:59.0","","380558.188859331","175927.612300664","광고물제작",
"1696","옥외광고업","04_15_01_P","3340000","1998334004708200002","20101006","","03","폐업","40","폐업","20101006","","","","051 205 5384","","","부산광역시 사하구 하단동 ***-*번지","부산광역시 사하구 낙동남로****번길 **  (하단동)","","한성종합광고","20101006161628","I","2018-08-31 23:59:59.0","","379140.865412808","180237.776209963","광고물제작",
"1697","옥외광고업","04_15_01_P","3340000","1998334004708200003","19981211","","03","폐업","40","폐업","20060127","","","","051 2925787","","","부산광역시 사하구 하단동 ***-**번지","부산광역시 사하구 낙동남로****번길 *-*  (하단동)","","산수건축","20090604182705","I","2018-08-31 23:59:59.0","","379072.271075464","180432.156650056","광고물제작",
"1698","옥외광고업","04_15_01_P","3340000","2010334007308500003","20100422","","03","폐업","40","폐업","20200916","","","","051 203 1191","","","부산광역시 사하구 감천동 ***-**","부산광역시 사하구 감천로 *** (감천동)","","(주)하나광고기획","20201013135100","U","2020-10-15 02:40:00.0","","383182.153803972","177779.61985152","옥외광고물제작,시공",
"1699","옥외광고업","04_15_01_P","3340000","2010334007308500005","20171211","","03","폐업","40","폐업","20171211","","","","051 203 1280","","","부산광역시 사하구 당리동 ***-*번지","","","신용설비","20171215141824","I","2018-08-31 23:59:59.0","","380030.878180478","179786.818860777","옥외광고물 제작 시공",
"1700","옥외광고업","04_15_01_P","3340000","2010334007308500006","20100610","","03","폐업","40","폐업","","","","","051 202 8047","","","부산광역시 사하구 하단동 ***-**번지 에덴태양상가 *층 라호","부산광역시 사하구 낙동남로****번길 ** (하단동,에덴태양상가 *층 라호)","","디자인 느낌","20141023155342","I","2018-08-31 23:59:59.0","","378948.212695313","180472.447784417","옥외광고물 제작,시공",
"1701","옥외광고업","04_15_01_P","3340000","2005334004708200004","20050407","","03","폐업","40","폐업","20070703","","","","051 2032666","","","부산광역시 사하구 신평동 ***-*번지","","","(주)광동안전","20090604180446","I","2018-08-31 23:59:59.0","","378918.090636369","178622.491988864","옥외광고업",
"1702","옥외광고업","04_15_01_P","3340000","2005334004708200005","20050506","","03","폐업","40","폐업","20141224","","","","051 263 3343","","","부산광역시 사하구 장림동 ****-*번지","부산광역시 사하구 장림로 *** (장림동)","","부산당광고","20150707112511","I","2018-08-31 23:59:59.0","","379231.831061232","177698.852265038","광고물제작",
"1703","옥외광고업","04_15_01_P","3340000","2016334011308500004","20170220","","03","폐업","40","폐업","20170220","","","","","","","부산광역시 사하구 하단동 ***-*번지","부산광역시 사하구 낙동대로 *** (하단동)","49325","애드몬","20170830095451","I","2018-08-31 23:59:59.0","","379278.438594921","180630.14723393","옥외광고사업",
"1704","옥외광고업","04_15_01_P","3340000","2006334004708200002","20060615","","03","폐업","40","폐업","20170724","","","","","","","부산광역시 사하구 구평동 ***-*번지","","","수디자인","20170724132030","I","2018-08-31 23:59:59.0","","380982.133292016","178067.680688554","옥외광고물등 제작",
"1705","옥외광고업","04_15_01_P","3340000","2006334004708200004","20060626","","03","폐업","40","폐업","20070703","","","","051 2023088","","","부산광역시 사하구 괴정동 ***-**번지","부산광역시 사하구 괴정로 ***  (괴정동)","","한성광고","20090604182911","I","2018-08-31 23:59:59.0","","381064.439460245","179334.095989876","옥외광고물 제작",
"1706","옥외광고업","04_15_01_P","3340000","2007334004708200001","20120306","","03","폐업","40","폐업","20150123","","","","051 2035558","","","부산광역시 사하구 괴정동 ****-*번지","","","부일광고사","20150707112138","I","2018-08-31 23:59:59.0","","","","옥외광고물 제작",
"1707","옥외광고업","04_15_01_P","3340000","2007334004708200002","20070604","","03","폐업","40","폐업","20210907","","","","051 205 7909","","","부산광역시 사하구 하단동 ***-**","부산광역시 사하구 낙동대로***번길 ** (하단동)","49304","세강종합상사","20210907180011","U","2021-09-09 02:40:00.0","","378678.60122387","180906.409943736","옥외광고물 제작",
"1708","옥외광고업","04_15_01_P","3340000","2008334007208500001","20080115","","03","폐업","40","폐업","20081120","","","","051 206 0777","","","부산광역시 사하구 하단동 ***-*","","","A!동그라미","20100622164823","I","2018-08-31 23:59:59.0","","","","간판제작",
"1709","옥외광고업","04_15_01_P","3340000","2008334007208500002","20080125","","03","폐업","40","폐업","","","","","","","","부산광역시 사하구 괴정동 ***-**번지","부산광역시 사하구 괴정로 *** (괴정동)","","시원디자인","20171213142911","I","2018-08-31 23:59:59.0","","380811.745000742","179402.176935704","간판제작",
"1710","옥외광고업","04_15_01_P","3340000","2010334007308500002","20100409","","03","폐업","40","폐업","20111205","","","","0515571454","","","부산광역시 사하구 감천동 ***-*번지","부산광역시 사하구 감천로***번길 **  (감천동)","","유성강건설(주)","20111227112933","I","2018-08-31 23:59:59.0","","382751.575437488","178480.813866746","광고물제작",
"1711","옥외광고업","04_15_01_P","3340000","2010334007308500009","20101207","","03","폐업","40","폐업","20140529","","","","201 3747","","","부산광역시 사하구 하단동 ****-*번지 새론상가 ***,***호","부산광역시 사하구 하신번영로 ***, ***,***호 (하단동,새론상가)","","(주)포시즌인사이드","20140529163614","I","2018-08-31 23:59:59.0","","378655.732260287","181683.917200596","옥외광고물 제작,시공,대행",
"1712","옥외광고업","04_15_01_P","3340000","2012334007308500001","20120326","","03","폐업","40","폐업","20120724","","","","","","","부산광역시 사하구 장림동 ***-*번지","부산광역시 사하구 다대로 ***  (장림동)","","하나로기획","20120726153927","I","2018-08-31 23:59:59.0","","380219.160474128","176686.8575288","광고물 제작",
"1713","옥외광고업","04_15_01_P","3340000","2013334007308500001","20161231","","03","폐업","40","폐업","20161231","","","","264 0028","","","부산광역시 사하구 장림동","부산광역시 사하구 장림로 *** (장림동)","49458","디딤돌","20170830095359","I","2018-08-31 23:59:59.0","","380721.604511896","177957.234406991","간판.실사출력.인쇄, LED조명, 간판자재, 광고대행등",
"1714","옥외광고업","04_15_01_P","3340000","2014334011308500002","20171212","","03","폐업","40","폐업","20171212","","","","","","","부산광역시 사하구 신평동 ***-***번지","부산광역시 사하구 다대로***번길 *** (신평동)","604833","새봄광고기획","20171215141654","I","2018-08-31 23:59:59.0","","380048.143222156","178768.656823034","인쇄,광고물제작,시공",
"1715","옥외광고업","04_15_01_P","3340000","2015334011308500002","20150513","","03","폐업","40","폐업","20161202","","","","","","","부산광역시 사하구 다대동 ****-**번지 상가*층","부산광역시 사하구 다대낙조*길 ** (다대동)","604827","하랑인테리어","20170118095115","I","2018-08-31 23:59:59.0","","379075.086683475","174213.492106852","옥외광고 제작 및 설계",
"1716","옥외광고업","04_15_01_P","3340000","2015334011308500003","20171211","","03","폐업","40","폐업","20210716","","","","","","","부산광역시 사하구 하단동 *** 하단삼창아파트","부산광역시 사하구 괴정로 **, *호동 ***호 (하단동, 하단삼창아파트)","49413","우진광고기획","20211021105734","U","2021-10-23 02:40:00.0","","379697.129845413","179835.504208349","옥외광고제작시공",
"1717","옥외광고업","04_15_01_P","3340000","2015334011308500004","20151026","","03","폐업","40","폐업","20181119","","","","","","","부산광역시 사하구 하단동 ***-*번지","부산광역시 사하구 낙동남로 ****, *층 *호 (하단동)","49306","아이앤에스","20181119111953","U","2018-11-21 02:36:28.0","","378587.046676922","180368.048229728","옥외광고업",
"1718","옥외광고업","04_15_01_P","3340000","2016334011308500001","20151230","","03","폐업","40","폐업","20211005","","","","","","","부산광역시 사하구 하단동 ***-**","부산광역시 사하구 낙동대로 *** (하단동)","49324","반석광고세상","20211005114906","U","2021-10-07 02:40:00.0","","379116.321735733","180910.333202084","옥외광고업 
아크릴가공, 실사출력
일반건축공사",
"1719","옥외광고업","04_15_01_P","3340000","2017334011308500001","20170323","","03","폐업","40","폐업","","","","","051 241 6452","","","부산광역시 사하구 괴정동 ***-**번지","부산광역시 사하구 대티로 ** (괴정동)","49320","디엔디(D＆D)광고 디자인","20190906112713","U","2019-09-08 02:40:00.0","","382525.581591385","180247.517398694","옥외광고물 제작 및 설치",
"1720","옥외광고업","04_15_01_P","3340000","2017334011308500003","20191121","","03","폐업","40","폐업","20211116","","","","","","","부산광역시 사하구 하단동 *** 동아대학교","부산광역시 사하구 낙동대로***번길 **, ***호 (하단동, 산학관)","49315","스마트 인포 주식회사","20211116104442","U","2021-11-18 02:40:00.0","","379240.573215267","181413.478007094","전문디자인, 광고물 제작",
"1721","옥외광고업","04_15_01_P","3340000","2017334011308500005","20171215","","03","폐업","40","폐업","20180308","","","","","","","부산광역시 사하구 하단동 ****-*번지 가락타운*단지","부산광역시 사하구 하신번영로 ***, ***동 ***호 (하단동, 가락타운*단지)","49305","드림기획","20180315135309","I","2018-08-31 23:59:59.0","","378522.007200069","180909.306630124","광고물 설계, 설치",
"1722","옥외광고업","04_15_01_P","3340000","1991334004708200003","19910318","","03","폐업","40","폐업","20061226","","","","051 2936164","","","부산광역시 사하구 괴정동 ****-*번지","부산광역시 사하구 낙동대로 ***  (괴정동)","","에덴광고사","20090604183009","I","2018-08-31 23:59:59.0","","381905.21687100000","180018.16666300000","광고물제작",
"1723","옥외광고업","04_15_01_P","3340000","1991334004708200004","19910318","","03","폐업","40","폐업","20081015","","","","051 292 5895","","","부산광역시 사하구 괴정동 ***-**번지","부산광역시 사하구 사리로*번길 **  (괴정동)","","신성광고사","20100112113158","I","2018-08-31 23:59:59.0","","382105.500492317","179655.146285811","광고물제작",
"1724","옥외광고업","04_15_01_P","3340000","1991334004708200005","19910318","","03","폐업","40","폐업","20070125","","","","","","","부산광역시 사하구 괴정동 ****번지","","","부일광고사","20090604183039","I","2018-08-31 23:59:59.0","","","","광고물제작",
"1725","옥외광고업","04_15_01_P","3340000","1991334004708200006","19910318","","03","폐업","40","폐업","20120130","","","","051 2024974","","","부산광역시 사하구 하단동 ***-**번지","부산광역시 사하구 하신중앙로 ***  (하단동)","","동양광고사","20120131100332","I","2018-08-31 23:59:59.0","","378954.111143443","180096.956174397","광고물제작",
"1726","옥외광고업","04_15_01_P","3340000","1991334004708200011","19910318","","03","폐업","40","폐업","","","","","051 2618267","","","부산광역시 사하구 다대동 **-*번지","","","삼일종합광고","20071123104027","I","2018-08-31 23:59:59.0","","380465.758993427","176113.545792746","광고물제작",
"1727","옥외광고업","04_15_01_P","3340000","1991334004708200007","19910318","","03","폐업","40","폐업","20060810","","","","","","","부산광역시 사하구 하단동 ***-**번지","부산광역시 사하구 낙동대로***번길 *  (하단동)","","신흥광고사","20090604183137","I","2018-08-31 23:59:59.0","","379147.272722523","180885.62796254","광고물제작",
"1728","옥외광고업","04_15_01_P","3340000","1993334004708200001","19930609","","03","폐업","40","폐업","20080325","","","","","","","부산광역시 사하구 괴정동 ****-**번지","부산광역시 사하구 사리로**번길 *  (괴정동)","","부산광고사","20090604175800","I","2018-08-31 23:59:59.0","","382193.987900412","179964.026299166","광고물제작",
"1729","옥외광고업","04_15_01_P","3340000","1993334004708200002","19930611","","03","폐업","40","폐업","20060116","","","","","","","부산광역시 사하구 괴정동 ***-**번지","부산광역시 사하구 낙동대로***번길 *  (괴정동)","","삼육애드","20090604182820","I","2018-08-31 23:59:59.0","","381039.138029431","179631.64861303","광고물제작",
"1730","옥외광고업","04_15_01_P","3340000","1993334004708200003","20110519","","03","폐업","40","폐업","20161110","","","","051205 2248","","","부산광역시 사하구 괴정동 ***번지","부산광역시 사하구 낙동대로***번길 ** (괴정동)","","본광고","20170118095147","I","2018-08-31 23:59:59.0","","381493.277001865","179792.974675301","옥외광고물제작",
"1731","옥외광고업","04_15_01_P","3340000","1993334004708200004","19930504","","03","폐업","40","폐업","20090620","","","","051 2015405","","","부산광역시 사하구 하단동 ***-**번지","부산광역시 사하구 하신중앙로***번길 **  (하단동)","","인혜광고사","20100112113233","I","2018-08-31 23:59:59.0","","378613.623612549","180226.632331398","광고물제작",
"1732","옥외광고업","04_15_01_P","3340000","1991334004708200002","19910614","","03","폐업","40","폐업","20060116","","","","051 202 3088","","","부산광역시 사하구 괴정동 ***-**번지","부산광역시 사하구 괴정로 ***  (괴정동)","","한성광고","20090604185953","I","2018-08-31 23:59:59.0","","381064.439460245","179334.095989876","광고물제작업",
"1733","옥외광고업","04_15_01_P","3340000","1998334004708200005","19980321","","03","폐업","40","폐업","20080118","","","","051266 1228","","","부산광역시 사하구 장림동 ***-**번지","부산광역시 사하구 장림번영로 **  (장림동)","","아트윈","20090604190026","I","2018-08-31 23:59:59.0","","379342.355694704","177571.873573153","광고물제작",
"1734","옥외광고업","04_15_01_P","3340000","1998334004708200007","19980909","","03","폐업","40","폐업","","","","","051 2654245","","","부산광역시 사하구 하단동 ***-**번지","부산광역시 사하구 하신번영로 *** (하단동)","","현대광고산업","20140813154146","I","2018-08-31 23:59:59.0","","378531.497992261","180467.174563678","광고물제작",
"1735","옥외광고업","04_15_01_P","3340000","1999334004708200002","19990911","","03","폐업","40","폐업","20071119","","","","051 2926564","","","부산광역시 사하구 하단동 ****번지 가락상가 ***동 ***호","","","PRO-디자인","20071123103121","I","2018-08-31 23:59:59.0","","378401.951685174","179765.487232251","광고물제작",
"1736","옥외광고업","04_15_01_P","3340000","1999334004708200004","19991018","","03","폐업","40","폐업","20060523","","","","","","","부산광역시 사하구 괴정동 ***-**번지","부산광역시 사하구 괴정로 ***  (괴정동)","","그린애드","20090604182617","I","2018-08-31 23:59:59.0","","381660.484918369","179286.903779765","광고물제작",
"1737","옥외광고업","04_15_01_P","3340000","1999334004708200006","19990510","","03","폐업","40","폐업","20090430","","","","","","","부산광역시 사하구 신평동 **-**번지","부산광역시 사하구 신산로 ***-**  (신평동)","","민성광고기획","20090430162127","I","2018-08-31 23:59:59.0","","380093.036671935","178640.439190936","광고물제작",
"1738","옥외광고업","04_15_01_P","3340000","2000334004708200001","20000331","","03","폐업","40","폐업","20100726","","","","","","","부산광역시 사하구 괴정동 ***-*번지","부산광역시 사하구 낙동대로 ***  (괴정동)","","부산기획","20100831145359","I","2018-08-31 23:59:59.0","","382500.098676341","180032.736246039","광고물제작",
"1739","옥외광고업","04_15_01_P","3340000","2002334004708200004","20021010","","03","폐업","40","폐업","20091026","","","","051 2915577","","","부산광역시 사하구 당리동 ***-**번지","부산광역시 사하구 낙동대로***번길 *  (당리동)","","보성광고기획(주)","20091027142422","I","2018-08-31 23:59:59.0","","380024.275616877","180083.916030997","광고물제작",
"1740","옥외광고업","04_15_01_P","3340000","2003334004708200003","20030109","","03","폐업","40","폐업","20080402","","","","051 201 3404","","","부산광역시 사하구 다대동 ***-*번지","부산광역시 사하구 윤공단로 **-*  (다대동)","","하나애드","20090604175620","I","2018-08-31 23:59:59.0","","379649.927118832","175163.570009915","광고물제작",
"1741","옥외광고업","04_15_01_P","3340000","2003334004708200004","20080521","","03","폐업","40","폐업","20140916","","","","051 2047890","","","부산광역시 사하구 당리동 ***-*번지","부산광역시 사하구 승학로 *** (당리동)","","국도네온사","20141022104339","I","2018-08-31 23:59:59.0","","380495.582548029","180060.6370222","광고물제작",
"1742","옥외광고업","04_15_01_P","3340000","2001334004708200010","20010904","","03","폐업","40","폐업","20071119","","","","051 2927301","","","부산광역시 사하구 신평동 ***-*번지 계기조합 ***호","부산광역시 사하구 신산로**번길 **,  ***호 (신평동,계기조합)","","(주)맥피앤피","20090604180214","I","2018-08-31 23:59:59.0","","378570.210733561","179020.558347241","광고물제작",
"1743","옥외광고업","04_15_01_P","3340000","2002334004708200001","20020919","","03","폐업","40","폐업","20070124","","","","051 205 7569","","","부산광역시 사하구 괴정동 ***-*번지","부산광역시 사하구 괴정로 ***  (괴정동)","","나눔광고","20090604182445","I","2018-08-31 23:59:59.0","","381515.366039668","179316.706959609","광고물제작",
"1744","옥외광고업","04_15_01_P","3340000","2000334004708200008","20000328","","03","폐업","40","폐업","20090430","","","","051 2646431","","","부산광역시 사하구 장림동 ***-*번지","","","사인1","20090430162219","I","2018-08-31 23:59:59.0","","379481.171946751","177846.583661949","광고물제작",
"1745","옥외광고업","04_15_01_P","3340000","2001334004708200001","20010119","","03","폐업","40","폐업","20151228","","","","051 2041317","","","부산광역시 사하구 괴정동 ****-**번지","","","왕성","20160721161231","I","2018-08-31 23:59:59.0","","380653.42992451","179706.893735209","광고물제작",
"1746","옥외광고업","04_15_01_P","3340000","2001334004708200004","20090715","","03","폐업","40","폐업","20091202","","","","051201 4800","","","부산광역시 사하구 괴정동 ***-*번지","부산광역시 사하구 오작로 **  (괴정동)","","세종애드","20091208103926","I","2018-08-31 23:59:59.0","","381882.79890776","179410.575739291","광고물제작",
"1747","옥외광고업","04_15_01_P","3340000","2001334004708200005","20171211","","03","폐업","40","폐업","20171211","","","","051","","","부산광역시 사하구 당리동 ***-**번지","부산광역시 사하구 마하로 **-* (당리동)","604010","합동광고사","20171215141730","I","2018-08-31 23:59:59.0","","380775.699319982","180089.622847174","광고물제작",
"1748","옥외광고업","04_15_01_P","3340000","2005334004708200001","20050118","","03","폐업","40","폐업","20060116","","","","","","","부산광역시 사하구 감천동 ***-**번지","부산광역시 사하구 감천로**번길 **  (감천동)","","동영산업","20090604181952","I","2018-08-31 23:59:59.0","","382162.855045497","178800.644846661","광고물제작",
"1749","옥외광고업","04_15_01_P","3340000","2005334004708200002","20050203","","03","폐업","40","폐업","20061226","","","","","","","부산광역시 사하구 다대동 ***-**번지","부산광역시 사하구 윤공단로**번길 **  (다대동)","","다대광고사","20090604180909","I","2018-08-31 23:59:59.0","","379576.878322648","175024.362082158","광고물제작",
"1750","옥외광고업","04_15_01_P","3340000","2005334004708200003","20050311","","03","폐업","40","폐업","20060127","","","","051 3171035","","","부산광역시 사하구 신평동 ***번지 한성기린상가 ***호","부산광역시 사하구 다대로 ***,  ***호 (신평동,한성기린상가)","","현대애드","20090604180615","I","2018-08-31 23:59:59.0","","380345.573526256","178844.74521913","간판제조",
"1751","옥외광고업","04_15_01_P","3340000","2000334004708200004","20000805","","03","폐업","40","폐업","","","","","","","","부산광역시 사하구 당리동 ***-**번지","","","크린간판","20140813154029","I","2018-08-31 23:59:59.0","","380274.724613977","179913.059806953","광고물제작",
"1752","옥외광고업","04_15_01_P","3340000","2000334004708200005","20000704","","03","폐업","40","폐업","20051011","","","","051 2926564","","","부산광역시 사하구 하단동 ***-**번지","부산광역시 사하구 하신중앙로***번길 *  (하단동)","","광고기업연합","20090604182546","I","2018-08-31 23:59:59.0","","378953.390262465","180139.703489784","광고물제작",
"1753","옥외광고업","04_15_01_P","3340000","2000334004708200006","20001030","","03","폐업","40","폐업","","","","","051 2069170","","","부산광역시 사하구 하단동 ***-**번지","부산광역시 사하구 낙동대로 ***-* (하단동)","","그래픽마트","20171213142955","I","2018-08-31 23:59:59.0","","379313.128161186","180552.693565815","광고물제작",
"1754","옥외광고업","04_15_01_P","3340000","2003334004708200007","20030923","","03","폐업","40","폐업","","","","","","","","부산광역시 사하구 다대동 ****-**번지 다대종합상가 가동 ***호","","","이지종합광고","20141023155504","I","2018-08-31 23:59:59.0","","379219.591211362","174031.935803657","광고물제작",
"1755","옥외광고업","04_15_01_P","3340000","2004334004708200001","20040126","","03","폐업","40","폐업","20070430","","","","","","","부산광역시 사하구 당리동 ***-*번지","부산광역시 사하구 괴정로 **  (당리동)","","대림애드","20090604182336","I","2018-08-31 23:59:59.0","","379842.27302351","179838.51318622","광고물제작",
"1756","옥외광고업","04_15_01_P","3340000","2004334004708200004","20040311","","03","폐업","40","폐업","20111227","","","","051 2668066","","","부산광역시 사하구 장림동 ***-*번지","부산광역시 사하구 다대로 ***  (장림동)","","하나로기획","20120131100715","I","2018-08-31 23:59:59.0","","380219.160474128","176686.8575288","광고물제작",
"1757","옥외광고업","04_15_01_P","3340000","2004334004708200007","20040423","","03","폐업","40","폐업","20060523","","","","","","","부산광역시 사하구 당리동 ***-**번지","부산광역시 사하구 승학로 **  (당리동)","","구보기획","20090604182247","I","2018-08-31 23:59:59.0","","379673.108734558","180391.203237168","간판제작",
"1758","옥외광고업","04_15_01_P","3340000","2004334004708200008","20131213","","03","폐업","40","폐업","20170327","","","","","","","부산광역시 사하구 하단동 ***-*","부산광역시 사하구 낙동대로***번길 ** (하단동)","604848","우리광고기획","20210608092440","U","2021-06-10 02:40:00.0","","379533.286705844","180065.800677444","광고물제작",
"1759","옥외광고업","04_15_01_P","3340000","2004334004708200009","20120209","","03","폐업","40","폐업","20160928","","","","051 266 3522","","","부산광역시 사하구 다대동 ***-**번지","부산광역시 사하구 윤공단로**번길 ** (다대동)","","목화광고사","20160929150045","I","2018-08-31 23:59:59.0","","379565.173028035","174764.901715256","간판제작",
"1760","옥외광고업","04_15_01_P","3340000","2004334004708200010","20040930","","03","폐업","40","폐업","20100416","","","","","","","부산광역시 사하구 감천동 ***-**번지","부산광역시 사하구 감천로 ***  (감천동)","","하나광고기획","20100831145429","I","2018-08-31 23:59:59.0","","383182.153803972","177779.61985152","옥외광고업",
"1761","옥외광고업","04_15_01_P","3340000","2004334004708200012","20121008","","03","폐업","40","폐업","20121231","20121008","20121008","","051 264 4047","","","부산광역시 사하구 장림동 ***-*","부산광역시 사하구 장평로 *** (장림동)","","하늘광고","20210924103305","U","2021-09-26 02:40:00.0","","379851.785237898","177267.465278581","광고물제작",
"1762","옥외광고업","04_15_01_P","3340000","2004334004708200013","20041120","","03","폐업","40","폐업","20070125","","","","051 2914019","","","부산광역시 사하구 당리동 ***-**번지","부산광역시 사하구 승학로 **  (당리동)","","모닝애드","20090604182124","I","2018-08-31 23:59:59.0","","379718.816939576","180415.000280776","광고물제작",
"1763","옥외광고업","04_15_01_P","3340000","2019334011308500001","20190531","","03","폐업","40","폐업","20210531","","","","","","","","부산광역시 사하구 다대로 ***, *층 (다대동)","49503","인쇄쟁이","20210902102840","U","2021-09-04 02:40:00.0","","379675.767268704","174148.956142084","옥외광고사업",
"1764","옥외광고업","04_15_01_P","3340000","2019334011308500002","20190710","","03","폐업","40","폐업","20200903","","","","","","","","부산광역시 사하구 낙동대로 *** (하단동)","49308","코리아기획","20200907112418","U","2020-09-10 02:40:00.0","","379033.03616879","180947.319126897","옥외광고사업",
"1765","옥외광고업","04_15_01_P","3340000","2020334011308500001","20200109","","03","폐업","40","폐업","20210825","","","","","","","","부산광역시 사하구 낙동대로 ***, ***호 (괴정동)","49339","(주)더굿커뮤니케이션","20210827101228","U","2021-08-29 02:40:00.0","","382115.871857602","180000.702450066","옥외광고사업",
"1766","옥외광고업","04_15_01_P","3340000","2018334011308500006","20180725","","03","폐업","40","폐업","20210427","","","","051 9110709","","","부산광역시 사하구 괴정동 ****-**","부산광역시 사하구 낙동대로***번길 ** (괴정동)","49343","스타애드","20210427140508","U","2021-04-29 02:40:00.0","","380804.193185993","179755.388219035","옥외광고물등 제작 및 설치 등",
"1767","옥외광고업","04_15_01_P","3340000","2020334011308500003","20200402","","03","폐업","40","폐업","20201231","","","","","","","","부산광역시 사하구 다산로 *** (주)동이에코스 (다대동)","49488","해마당","20210120132504","U","2021-01-22 02:40:00.0","","378434.105927748","175732.203002674","옥외광고사업",
"1768","옥외광고업","04_15_01_P","3340000","2020334011308500005","20200522","","03","폐업","40","폐업","20211013","","","","","","","","부산광역시 사하구 낙동대로 ***, *층 (괴정동)","49344","비비디자인","20211013094704","U","2021-10-15 02:40:00.0","","380604.402854624","179716.4339656","옥외광고사업",
"1769","옥외광고업","04_15_01_P","3340000","2021334011308500001","20201230","","03","폐업","40","폐업","20210111","","","","","","","부산광역시 사하구 하단동 *** 동아대학교","부산광역시 사하구 낙동대로***번길 **, 동아대학교 s**동 ***호 (하단동)","49315","엘고","20210930093322","U","2021-10-02 02:40:00.0","","379240.573215267","181413.478007094","옥외광고사업, 디지털사이니지",
"1770","옥외광고업","04_15_01_P","3340000","2012334007308500003","20121214","","04","취소/말소/만료/정지/중지","70","취소","","","","","","","","부산광역시 사하구 하단동 ***-*","부산광역시 사하구 낙동대로 *** (하단동)","49325","차이(주)","20220531111506","U","2022-06-04 02:40:00.0","","379278.438594921","180630.14723393","간판제작및 광고대행",
"1771","옥외광고업","04_15_01_P","3350000","2019335008908500001","20160311","","01","영업/정상","20","정상","","20181219","20191231","20190306","","","","부산광역시 금정구 부곡동 ***-*","부산광역시 금정구 부곡로 ** (부곡동)","46311","주식회사 우진애드","20201126164005","U","2020-11-28 02:40:00.0","","389964.259715795","193003.440847487","옥외광고 등",
"1772","옥외광고업","04_15_01_P","3350000","2019335008908500002","20190328","","01","영업/정상","20","정상","","","","","","","","부산광역시 금정구 금사동 **-* (주)동일파텍 ***호","부산광역시 금정구 금사로 *** (주)동일파텍 ***호 (금사동)","46329","주식회사 디자인디","20210608135135","U","2021-06-10 02:40:00.0","","392437.160053928","193608.758729574","시각디자인 등",
"1773","옥외광고업","04_15_01_P","3350000","1991335006808200039","19910430","","01","영업/정상","20","정상","","","","","051 514 4173","","","부산광역시 금정구 남산동 **-*번지","부산광역시 금정구 중앙대로 **** (남산동)","46214","고려광고사","20161025153232","I","2018-08-31 23:59:59.0","","390373.881318353","198772.018418629","간판제작및 설치",
"1774","옥외광고업","04_15_01_P","3350000","1991335006808200044","19910430","","01","영업/정상","20","정상","","","","","051 582 0951","","","부산광역시 금정구 구서동 ***-*","부산광역시 금정구 금단로 ** (구서동)","46249","국제기업사","20201126164917","U","2020-11-28 02:40:00.0","","390519.804223631","197246.612525266","간판제작및 설치",
"1775","옥외광고업","04_15_01_P","3350000","1991335006808200055","19911121","","01","영업/정상","20","정상","","","","","051 5160141","","","부산광역시 금정구 구서동 ***-*","부산광역시 금정구 금강로 *** (구서동)","46229","로얄광고사","20210603141435","U","2021-06-05 02:40:00.0","","389935.951627828","197530.274938953","간판제작및 설치",
