"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","수리대상 의료기기의 유형","다른 겸업 여부","총규모","영업규모",
"155","의료기기수리업","01_02_02_P","3340000","PHMG320143340025047400001","20140417","","03","폐업","03","폐업","20151116","","","","051-612-0153","","604827","부산광역시 사하구  1551번지 22호","부산광역시 사하구 다대로 626, 1층 (다대동)","49503","(주)이세이빙","20151116151844","I","2018-10-11 15:46:28.0","","379671.386686959","174209.665999624","","","","",
"156","의료기기수리업","01_02_02_P","3340000","PHMG320193340025047400002","20190911","","01","영업/정상","13","영업중","","","","","051-205-2048","","","","부산광역시 사하구 낙동대로 220, LG하이프라자 3층 (괴정동)","49340","엘지전자(주)사하서비스지점","20190911123711","I","2019-09-13 02:22:26.0","","381626.553269982","179724.84529952","","","","",
"157","의료기기수리업","01_02_02_P","3340000","PHMG320193340025047400003","20191227","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 사하구 다대로 403, 1층 (다대동)","49514","모닝메디케어","20191227120914","I","2019-12-29 00:23:26.0","","380550.224076664","176034.714602898","","","","",
"158","의료기기수리업","01_02_02_P","3340000","PHMG320213340025047400003","20211228","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 신평동 290-1","부산광역시 사하구 신산북로57번길 6(신평동)","49418","메디캠프","20211229164235","I","2021-12-31 00:22:51.0","","379689.826010181","178711.726164554","","","","",
"159","의료기기수리업","01_02_02_P","3340000","PHMG320213340025047400002","20210910","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 하단동 623-13","부산광역시 사하구 낙동대로 419, 2층 (하단동)","49410","Y meditech","20210910144819","I","2021-09-12 00:22:49.0","","379763.756203776","180076.025049449","","","","",
"160","의료기기수리업","01_02_02_P","3340000","PHMG320213340025047400001","20210224","","01","영업/정상","13","영업중","","","","","051-263-6697","","","","부산광역시 사하구 다대낙조2길 15 (다대동)","49504","우리동네지킴이","20210910144737","U","2021-09-12 02:40:00.0","","379075.086683475","174213.492106852","","","","",
"161","의료기기수리업","01_02_02_P","3340000","PHMG320173340025047400001","20170807","","01","영업/정상","13","영업중","","","","","051-995-9992","","","부산광역시 사하구 괴정동","부산광역시 사하구 낙동대로 180, 101동 106호 (괴정동, 경성스마트더블유아파트)","49338","박앤하독일디지털보청기","20170807151659","I","2018-10-11 15:46:28.0","","382071.68409800000","180227.08598000000","","","","",
"162","의료기기수리업","01_02_02_P","3340000","PHMG320173340025047400002","20171127","","01","영업/정상","13","영업중","","","","","051-207-3329","","","","부산광역시 사하구 하신번영로 365, 145동상가 B007호 (하단동, 가락타운1단지)","49305","영메딕스","20171127165943","I","2018-10-11 15:46:28.0","","378522.007200069","180909.306630124","","","","",
"163","의료기기수리업","01_02_02_P","3340000","PHMG320113340025047400001","20110104","","03","폐업","24","직권폐업","20140529","","","","070-4201-2479","","604842","부산광역시 사하구 장림1동 831번지 1호 무궁화빌딩  303호","부산광역시 사하구 하신중앙로 7, 303호 (장림동,무궁화빌딩)","","세명엠케어","20140529175312","I","2018-10-11 15:46:28.0","","379075.879760915","177393.099628498","","","","",
"164","의료기기수리업","01_02_02_P","3350000","PHMG320113350024047400001","20110719","","03","폐업","03","폐업","20161007","","","","051-522-3407","","609831","부산광역시 금정구 서2동 212번지 3호 1층","부산광역시 금정구 서동로186번길 41, 1층 (서동)","46328","어깨동무","20161007154011","I","2018-10-11 15:46:28.0","","391656.910315214","192413.692882515","","","","",
"165","의료기기수리업","01_02_02_P","3350000","PHMG320103350024047400001","20100126","","03","폐업","03","폐업","20181207","","","","512-0863","","609816","부산광역시 금정구 남산동 987번지 3호 영창빌딩 6층","부산광역시 금정구 남산로 39, 6층 (남산동, 영창빌딩)","46223","(주)인제메디언스","20181207160617","U","2018-12-09 02:40:00.0","","389920.667351233","198389.90766378","","","","",
"166","의료기기수리업","01_02_02_P","3350000","PHMG320073350024047400001","20070403","","03","폐업","03","폐업","20161111","","","","583-2244","","609819","부산광역시 금정구 부곡3동 225번지 6호 경남한신상가11호동 2층 214호","부산광역시 금정구 중앙대로1685번길 22, 2층 (부곡동, 경남한신상가 11동 214호)","46277","대한메디","20161111124008","I","2018-10-11 15:46:28.0","","390200.572461015","195007.620138808","","","","",
"167","의료기기수리업","01_02_02_P","3350000","PHMG320043350024047400001","20041111","","03","폐업","03","폐업","20120314","","","","518-8452","","609838","부산광역시 금정구 장전1동 390번지 25호 1층","","","부산서비스","20120314164354","I","2018-10-11 15:46:28.0","","","","","","","",
"168","의료기기수리업","01_02_02_P","3350000","PHMG320083350024047400001","20080630","","03","폐업","03","폐업","20130116","","","","583-7796","","609310","부산광역시 금정구 구서동 486번지 43호","부산광역시 금정구 체육공원로 31 (구서동)","609311","모아메디칼 상사","20130116140253","I","2018-10-11 15:46:28.0","","390722.113760183","196206.908687627","","","","",
"169","의료기기수리업","01_02_02_P","3350000","PHMG320083350024047400002","20080508","","03","폐업","03","폐업","20140605","","","","515-7996","","609802","부산광역시 금정구 구서2동 161번지 12호 서림빌딩 2층","부산광역시 금정구 중앙대로1959번길 24, 2층 (구서동, 서림빌라)","609802","(주)금강지엔피","20140605150708","I","2018-10-11 15:46:28.0","","390119.8696301","197560.530641227","","","","",
"170","의료기기수리업","01_02_02_P","3350000","PHMG320043350024047400002","20041130","","03","폐업","03","폐업","20130130","","","","515-1186","","609803","부산광역시 금정구 구서2동 246번지 50호","부산광역시 금정구 중앙대로1873번길 37 (구서동)","609804","도경메디칼","20130130163923","I","2018-10-11 15:46:28.0","","390170.411523679","196801.522114996","","","","",
"171","의료기기수리업","01_02_02_P","3350000","PHMG320083350024047400003","20081201","","03","폐업","03","폐업","20140826","","","","513-2144","","609803","부산광역시 금정구 구서2동 248번지 13호","부산광역시 금정구 중앙대로 1879, 2층 (구서동)","609804","LG 금정서비스","20140826171258","I","2018-10-11 15:46:28.0","","390236.713238412","196754.797089345","","","","",
"172","의료기기수리업","01_02_02_P","3350000","PHMG320053350024047400002","20050519","","03","폐업","03","폐업","20130610","","","","581-5522","","609843","부산광역시 금정구 청룡동 44번지 15호 장원빌딩 2층","부산광역시 금정구 청룡로 30-1, 2층 (청룡동, 장원빌딩)","609843","(주)대화메디피아","20130610134156","I","2018-10-11 15:46:28.0","","390027.195360975","199378.846451463","","","","",
"173","의료기기수리업","01_02_02_P","3350000","PHMG320043350024047400003","20041130","","03","폐업","03","폐업","20111007","","","","526-3010","","609800","부산광역시 금정구 구서1동 414번지 2호 2층","부산광역시 금정구 금강로 438 (구서동,2층)","","쏠라코리아","20111007092823","I","2018-10-11 15:46:28.0","","390069.552737993","196130.009712133","","","","",
"174","의료기기수리업","01_02_02_P","3350000","PHMG320043350024047400004","20041130","","03","폐업","03","폐업","20110919","","","","515-1170","","609800","부산광역시 금정구 구서1동 414번지 2호 3층","부산광역시 금정구 금강로 438 (구서동,3층)","","신우메디칼 부산지점","20110919164532","I","2018-10-11 15:46:28.0","","390069.552737993","196130.009712133","","","","",
"175","의료기기수리업","01_02_02_P","3350000","PHMG320123350024047400004","20120823","","03","폐업","03","폐업","20141010","","","","518-1540","","609817","부산광역시 금정구 부곡3동 64번지 46호 금정빌딩 3층 301호","부산광역시 금정구 부곡온천천로 196, 2층 201호 (부곡동)","609817","라이트테크","20141010133223","I","2018-10-11 15:46:28.0","","390304.661342069","195717.845926946","","","","",
"176","의료기기수리업","01_02_02_P","3350000","PHMG320123350024047400005","20120917","","03","폐업","03","폐업","20190429","","","","517-7440","","609811","부산광역시 금정구 남산동 101번지 29호 2층","부산광역시 금정구 범어천로21번길 22, 2층 (남산동)","46220","(주)코브","20190429155919","U","2019-05-01 02:40:00.0","","390179.516878669","198438.221631388","","","","",
"177","의료기기수리업","01_02_02_P","3350000","PHMG320153350024047400001","20150326","","03","폐업","03","폐업","20170918","","","","583-4528","","609801","부산광역시 금정구 구서동 198번지 27호","부산광역시 금정구 안뜰로20번길 24, 1, 2층 (구서동)","46249","한신메디칼부산","20170918142320","I","2018-10-11 15:46:28.0","","390372.577604576","196943.174871015","","","","",
"178","의료기기수리업","01_02_02_P","3350000","PHMG320153350024047400002","20150615","","03","폐업","03","폐업","20191023","","","","581-0791","","609814","부산광역시 금정구 남산동 68번지 1호 남산프라자 2층","부산광역시 금정구 중앙대로 1989, 2층 (남산동, 남산프라자)","46227","BHL메디칼","20191023162327","U","2019-10-25 02:40:00.0","","390241.469793416","197865.684207345","","","","",
"179","의료기기수리업","01_02_02_P","3350000","PHMG320193350024047400001","20190723","","01","영업/정상","13","영업중","","","","","051-552-7001","","","부산광역시 금정구 남산동 984번지 13호","부산광역시 금정구 팔송로45번길 88 (남산동)","46222","(주)신양화학","20190724090330","I","2019-07-26 02:21:45.0","","389865.312353314","198522.317442485","","","","",
"180","의료기기수리업","01_02_02_P","3350000","PHMG320223350024047400001","20220328","","01","영업/정상","13","영업중","","","","","","","","부산광역시 금정구 두구동 182-8","부산광역시 금정구 체육공원로 649, 1층 (두구동)","46206","(주)한결랩","20220329172739","I","2022-03-31 00:22:34.0","","392055.399895436","201942.774212157","","","","",
"181","의료기기수리업","01_02_02_P","3350000","PHMG320223350024047400003","20220401","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 금정구 금단로 141, 효원메디콤 1층 (남산동)","46215","(주)효원메디콤","20220402083324","I","2022-04-04 00:22:33.0","","390348.781822981","197842.734346458","","","","",
"182","의료기기수리업","01_02_02_P","3350000","PHMG320223350024047400002","20220324","","01","영업/정상","13","영업중","","","","","","","","부산광역시 금정구 구서동 656-4","부산광역시 금정구 금강로555번길 16, 3층 (구서동)","46231","(주)메디스콥코리아","20220330175638","I","2022-04-01 00:22:34.0","","389835.964029919","197314.686633001","","","","",
"183","의료기기수리업","01_02_02_P","3350000","PHMG320203350024047400001","20161110","","01","영업/정상","13","영업중","","","","","050-6882-0383","","","부산광역시 금정구 남산동 3-28 평광하이트빌","부산광역시 금정구 금단로 104, 제지하1층 제비203호 (남산동, 평광하이트빌)","46215","위성메디칼","20200701142322","I","2020-07-03 00:23:16.0","","390448.650335466","197475.282561066","","","","",
"184","의료기기수리업","01_02_02_P","3350000","PHMG320213350024047400002","20210621","","01","영업/정상","13","영업중","","","","","051-581-1916","","","부산광역시 금정구 남산동 3-28 평광하이트빌","부산광역시 금정구 금단로 104, 지하1층 제비203호 (남산동, 평광하이트빌)","46215","(주)엘엔케이메디칼","20210629110316","I","2021-07-01 00:22:53.0","","390448.650335466","197475.282561066","","","","",
"185","의료기기수리업","01_02_02_P","3350000","PHMG320213350024047400001","20210525","","01","영업/정상","13","영업중","","","","","051-508-8042","","","부산광역시 금정구 구서동 656-4","부산광역시 금정구 금강로555번길 16, 4층 401호 (구서동)","46231","이브메디칼 서부산","20210607092556","I","2021-06-09 00:22:55.0","","389835.964029919","197314.686633001","","","","",
"186","의료기기수리업","01_02_02_P","3350000","PHMG320053350024047400001","20050429","","01","영업/정상","13","영업중","","","","","517-1781","","609811","부산광역시 금정구 남산동 9번지 12호 대원빌딩 3층","부산광역시 금정구 금단로 113-7, 1층 101호 (남산동, 우남이채롬상가)","46215","신화메디칼(주)","20150710172809","I","2018-10-11 15:46:28.0","","390358.297222263","197580.663736988","","","","",
"187","의료기기수리업","01_02_02_P","3350000","PHMG320053350024047400003","20050502","","01","영업/정상","13","영업중","","","","","583-0244","","","부산광역시 금정구 남산동 257번지 3호 우일빌딩 2층","부산광역시 금정구 금단로 190 (남산동, 의신빌딩)","46214","딤스테크","20170404091826","I","2018-10-11 15:46:28.0","","390483.029492172","198302.995889616","","","","",
"188","의료기기수리업","01_02_02_P","3350000","PHMG320123350024047400001","20120117","","01","영업/정상","13","영업중","","","","","051-505-0591","","609811","부산광역시 금정구 남산동 35번지 5호 미래빌딩 4층","부산광역시 금정구 금단로 142, 4층 (남산동, 미래빌딩)","46215","(주)문무메디칼","20120131135927","I","2018-10-11 15:46:28.0","","390387.440564725","197830.331508765","","","","",
"189","의료기기수리업","01_02_02_P","3350000","PHMG320123350024047400002","20120809","","01","영업/정상","13","영업중","","","","","","","609843","부산광역시 금정구 청룡동 126번지 1호","부산광역시 금정구 놀이마당로 32, 1층 (청룡동)","46201","현메디칼","20120814114043","I","2018-10-11 15:46:28.0","","389615.348832719","199498.092856905","","","","",
"190","의료기기수리업","01_02_02_P","3350000","PHMG320123350024047400003","20120822","","01","영업/정상","13","영업중","","","","","070-7524-9235","","609843","부산광역시 금정구 청룡동 126번지 1호 1층","부산광역시 금정구 놀이마당로 32, 1층 (청룡동)","46201","수메디칼","20120824162025","I","2018-10-11 15:46:28.0","","389615.348832719","199498.092856905","","","","",
"191","의료기기수리업","01_02_02_P","3350000","PHMG320143350024047400001","20140203","","01","영업/정상","13","영업중","","","","","968-4152","","609843","부산광역시 금정구 청룡동 87번지","부산광역시 금정구 중앙대로 2140, 6층 601호 (청룡동)","46213","엔도픽스","20140206144443","I","2018-10-11 15:46:28.0","","390367.318070624","199349.001778398","","","","",
"192","의료기기수리업","01_02_02_P","3350000","PHMG320143350024047400002","20140724","","01","영업/정상","13","영업중","","","","","529-8801","","609848","부산광역시 금정구 서동 171번지 9호","부산광역시 금정구 서부로42번길 8, 1층 (서동)","46313","희망담은 휠체어 수리센터","20140729135110","I","2018-10-11 15:46:28.0","","391350.926572861","192932.522511793","","","","",
"193","의료기기수리업","01_02_02_P","3350000","PHMG320163350024047400001","20161021","","01","영업/정상","13","영업중","","","","","051-512-0863","","","부산광역시 금정구 남산동 987번지 3호","부산광역시 금정구 남산로 39 (남산동, 정목빌딩)","46223","주식회사 인제메디칼","20161025093212","I","2018-10-11 15:46:28.0","","389920.667351233","198389.90766378","","","","",
"194","의료기기수리업","01_02_02_P","3350000","PHMG320173350024047400001","20170612","","01","영업/정상","13","영업중","","","","","","","","부산광역시 금정구 회동동 552번지 1호","부산광역시 금정구 개좌로 273-20 (회동동)","46257","(주)에이치엠디메디칼","20210812172026","U","2021-08-14 02:40:00.0","","393399.985819557","194700.592862128","","","","",
"195","의료기기수리업","01_02_02_P","3350000","PHMG320173350024047400002","20170612","","01","영업/정상","13","영업중","","","","","","","","부산광역시 금정구 회동동 552번지 1호","부산광역시 금정구 개좌로 273-20 (회동동)","46257","효진메디칼","20170613111652","I","2018-10-11 15:46:28.0","","393399.985819557","194700.592862128","","","","",
"196","의료기기수리업","01_02_02_P","3350000","PHMG320173350024047400003","20171027","","01","영업/정상","13","영업중","","","","","051-583-4528","","","부산광역시 금정구 구서동 198번지 27호","부산광역시 금정구 안뜰로20번길 24, 1,2층 (구서동)","46249","한신메디칼부산","20180111090627","I","2018-10-11 15:46:28.0","","390372.577604576","196943.174871015","","","","",
"197","의료기기수리업","01_02_02_P","3360000","PHMG320113360024047400001","20110817","","03","폐업","03","폐업","20141226","","","","051-362-0095","","618808","부산광역시 강서구 대저2동 2515번지 19호","부산광역시 강서구 공항로767번다길 17 (대저2동)","618142","동아메디칼","20141226155558","I","2018-10-11 15:46:28.0","","378271.525532072","187855.688242439","","","","",
"198","의료기기수리업","01_02_02_P","3360000","PHMG320133360024047400001","20130306","","03","폐업","03","폐업","20141117","","","","051-919-7890","","618803","부산광역시 강서구 대저1동 692번지 2호","부산광역시 강서구 대저로 236 (대저1동)","618803","제이엔비모터스","20141217113515","I","2018-10-11 15:46:28.0","","380081.842268505","192351.923729679","","","","",
"199","의료기기수리업","01_02_02_P","3360000","PHMG320143360024047400002","20140901","","03","폐업","03","폐업","20170112","","","","","","","","부산광역시 강서구 대저동서로 73 (대저1동)","46704","(주)케어텍","20170112112129","I","2018-10-11 15:46:28.0","","377315.452335735","190569.374632464","","","","",
"200","의료기기수리업","01_02_02_P","3360000","PHMG320143360024047400003","20141118","","03","폐업","03","폐업","20180705","","","","051-293-3770","","618142","부산광역시 강서구 대저2동 2061번지 5호","부산광역시 강서구 공항앞길 32, 2층 (대저2동)","46720","주식회사우조","20180705143330","I","2018-10-11 15:46:28.0","","377858.545921754","188487.339339435","","","","",
"201","의료기기수리업","01_02_02_P","3360000","PHMG320173360024047400002","20170825","","03","폐업","03","폐업","20191211","","","","","","","부산광역시 강서구 대저2동 2515번지 19호","부산광역시 강서구 공항로767번다길 17 (대저2동)","46720","유니시스템","20191211163357","U","2019-12-13 02:40:00.0","","378271.525532072","187855.688242439","","","","",
"202","의료기기수리업","01_02_02_P","3360000","PHMG320173360024047400003","20170830","","03","폐업","03","폐업","20181029","","","","051-362-0095","","","부산광역시 강서구 대저2동 2515번지 19호","부산광역시 강서구 공항로767번다길 17 (대저2동)","46720","동아메디칼","20181029172449","U","2018-10-31 02:35:55.0","","378271.525532072","187855.688242439","","","","",
"203","의료기기수리업","01_02_02_P","3360000","PHMG320173360024047400004","20181206","","03","폐업","03","폐업","20191211","","","","1544-7143","","","부산광역시 강서구 대저1동 1736번지 3호","부산광역시 강서구 평강로 343 (대저1동)","46700","(주)아이에이치피엠","20191211173827","U","2019-12-13 02:40:00.0","","377324.30851959","192408.601769841","","","","",
"204","의료기기수리업","01_02_02_P","3360000","PHMG320193360024047400001","20190527","","01","영업/정상","13","영업중","","","","","051-625-8589","","","부산광역시 강서구 대저1동 431번지 4호","부산광역시 강서구 대저로221번나길 112, 1층 일부호 (대저1동)","46702","이레엠케어","20190528144205","I","2019-05-30 02:20:58.0","","380335.969058935","192526.562226032","","","","",
"205","의료기기수리업","01_02_02_P","3360000","PHMG320193360024047400002","20190624","","01","영업/정상","13","영업중","","","","","070-7019-4417","","","","부산광역시 강서구 화전산단4로25번길 45, 2층 (화전동)","46735","주식회사 리안솔루션","20200609103539","U","2020-06-11 02:40:00.0","","371541","180841","","","","",
"206","의료기기수리업","01_02_02_P","3360000","PHMG320193360024047400003","20190624","","01","영업/정상","13","영업중","","","","","","","","부산광역시 강서구 대저1동 431번지 4호","부산광역시 강서구 대저로221번나길 112, 2층 (대저1동)","46702","(주)이레엠케어","20190624170848","I","2019-06-26 02:21:21.0","","380335.969058935","192526.562226032","","","","",
"207","의료기기수리업","01_02_02_P","3360000","PHMG320153360024047400002","20150226","","01","영업/정상","13","영업중","","","","","051-758-8826","","","부산광역시 강서구 대저1동 656번지 3호","부산광역시 강서구 대저로221번길 56-4, DH빌딩 2층 (일부)호 (대저1동)","46702","에이에스피(ASP)메디칼","20191104072130","U","2019-11-06 02:40:00.0","","379988.649692832","192639.366116746","","","","",
"208","의료기기수리업","01_02_02_P","3360000","PHMG320223360024047400001","20130219","","01","영업/정상","13","영업중","","","","","051-851-8333","","","부산광역시 강서구 대저1동 1748-29","부산광역시 강서구 낙동북로 168, 1층 일부호 (대저1동)","46704","탑플러스 시스템","20220124134524","I","2022-01-26 00:22:40.0","","377197.758646406","192323.457452143","","","","",
"209","의료기기수리업","01_02_02_P","3360000","PHMG320183360024047400002","20181015","","01","영업/정상","13","영업중","","","","","","","","부산광역시 강서구 대저1동 1318-80","부산광역시 강서구 대저로89번가길 99-1, 주1의c동 1층 일부호 (대저1동)","46700","동아의료기","20210916145619","U","2021-09-18 02:40:00.0","","379140.477369737","192733.649869812","","","","",
"210","의료기기수리업","01_02_02_P","3360000","PHMG320143360024047400001","20140729","","01","영업/정상","13","영업중","","","","","051-868-5090","","618803","부산광역시 강서구 대저1동 2377번지 21호","부산광역시 강서구 대저로255번길 29 (대저1동)","46702","(주)위드휠","20161115184501","I","2018-10-11 15:46:28.0","","380282.577399153","192441.045043897","","","","",
"211","의료기기수리업","01_02_02_P","3360000","PHMG320183360024047400001","20180709","","01","영업/정상","13","영업중","","","","","051-972-6673","","","부산광역시 강서구 대저1동 2706번지 5호","부산광역시 강서구 공항로 1223, 지하1층 (대저1동)","46703","한성메디칼","20181214095645","U","2018-12-16 02:40:00.0","","380431.040693825","191777.607871753","","","","",
"212","의료기기수리업","01_02_02_P","3360000","PHMG320173360024047400001","20170724","","01","영업/정상","13","영업중","","","","","051-291-7320","","","부산광역시 강서구 대저1동 233번지 19호","부산광역시 강서구 대저중앙로393번길 56-1 (대저1동)","46701","레이솔루션","20200521141935","U","2020-05-23 02:40:00.0","","381166.531804535","193298.594308241","","","","",
"213","의료기기수리업","01_02_02_P","3360000","PHMG320183360024047400004","20181123","","01","영업/정상","13","영업중","","","","","070-8112-3332","","","부산광역시 강서구 신호동 214번지 삼성빌딩","부산광역시 강서구 신호산단3로 66, 삼성빌딩 신호동 3층 302호 (신호동)","46759","네오씨에스","20181127120557","I","2018-11-29 02:20:02.0","","371385.405359398","178075.604321826","","","","",
"214","의료기기수리업","01_02_02_P","3370000","PHMG320053370022047400001","20050131","","03","폐업","03","폐업","20111004","","","","051-861-0770","","611815","부산광역시 연제구 연산8동  409-17 새봄뉴젠빌 101호","","","(주)센텀메딕스","20111004190636","I","2018-10-11 15:46:28.0","","","","","","","",
"215","의료기기수리업","01_02_02_P","3370000","PHMG320053370022047400002","20050607","","03","폐업","03","폐업","20140915","","","","852-4149","","611804","부산광역시 연제구 거제동 572번지 7호","부산광역시 연제구 거제대로114번길 6 (거제동)","611804","삼진의료기공업사","20140915152907","I","2018-10-11 15:46:28.0","","388395.992707399","188547.223205067","","","","",
"216","의료기기수리업","01_02_02_P","3370000","PHMG320053370022047400004","20050618","","03","폐업","03","폐업","20160607","","","","051-864-8066","","611804","부산광역시 연제구 거제3동 721-3","부산광역시 연제구 거제대로 94 (거제동)","47548","동부대우전자서비스(주)부산센터","20160607101452","I","2018-10-11 15:46:28.0","","388341.692105634","188369.298059009","","","","",
"217","의료기기수리업","01_02_02_P","3370000","PHMG320053370022047400005","20050620","","03","폐업","03","폐업","20110331","","","","051-442-6255","","611800","부산광역시 연제구 거제동 2번지 9호","부산광역시 연제구 거제대로 274 (거제동)","611800","(주)디앤아이컨피던스","20141219090210","I","2018-10-11 15:46:28.0","","389167.858983407","189904.80218725","","","","",
"218","의료기기수리업","01_02_02_P","3370000","PHMG320053370022047400006","20050831","","03","폐업","03","폐업","20191205","","","","051-757-9005","","611816","부산광역시 연제구 연산동 344번지 30호","부산광역시 연제구 과정로 306 (연산동)","47562","(주)삼흥무역","20191205190212","U","2019-12-07 02:40:00.0","","390671.797946412","189774.185709213","","","","",
"219","의료기기수리업","01_02_02_P","3370000","PHMG320073370022047400001","20071030","","03","폐업","03","폐업","20140916","","","","051-866-2630","","611828","부산광역시 연제구 연산동 1342번지 28호","부산광역시 연제구 중앙대로 1051 (연산동)","611828","(주)코지라이프부산","20140916154149","I","2018-10-11 15:46:28.0","","389240.758285288","188991.725460504","","","","",
"220","의료기기수리업","01_02_02_P","3370000","PHMG320083370022047400001","20081203","","03","폐업","03","폐업","20110929","","","","051-853-4251","","611800","부산광역시 연제구 거제동 2번지 9호","부산광역시 연제구 거제대로 274 (거제동)","611800","엘지전자연제센터","20141219090113","I","2018-10-11 15:46:28.0","","389167.858983407","189904.80218725","","","","",
"221","의료기기수리업","01_02_02_P","3370000","PHMG320123370022047400001","20170602","","03","폐업","03","폐업","20180103","","","","051-518-8452","","","부산광역시 연제구 연산동 699번지 5호 2층","부산광역시 연제구 월드컵대로 62 (연산동, 선빌딩)","47581","파나소닉 부산서비스","20180103143541","I","2018-10-11 15:46:28.0","","389828.627940555","188768.3201708","","","","",
"222","의료기기수리업","01_02_02_P","3370000","PHMG320133370022047400001","20130515","","03","폐업","03","폐업","20170904","","","","668-7200","","","부산광역시 연제구 연산동 1598번지 10호","부산광역시 연제구 중앙천로73번길 20 (연산동, 연제아파트)","47599","나들이하우스","20170905174401","I","2018-10-11 15:46:28.0","","389360.987520308","188717.389975315","","","","",
"223","의료기기수리업","01_02_02_P","3370000","PHMG320163370022047400001","20160118","","03","폐업","03","폐업","20180105","","","","070-4656-1547","","","부산광역시 연제구 거제동 890번지 1호","부산광역시 연제구 종합운동장로 36, 4층 (거제동, 정은빌딩)","47501","(주)지케이투솔루션","20180105162344","I","2018-10-11 15:46:28.0","","387971.071067504","190223.740240595","","","","",
"224","의료기기수리업","01_02_02_P","3370000","PHMG320193370022047400001","20190306","","01","영업/정상","13","영업중","","","","","051-852-7888","","","부산광역시 연제구 거제동 453번지 10호","부산광역시 연제구 거제시장로22번길 63, 1층 (거제동)","47543","(주)삼우티에스","20200708173831","U","2020-07-10 02:40:00.0","","388724.002808118","189155.947264587","","","","",
"225","의료기기수리업","01_02_02_P","3370000","PHMG320203370022047400001","20200914","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 1242-2 동화빌딩","부산광역시 연제구 월드컵대로 141, 동화빌딩 4층 (연산동)","47540","(주)지엔히어링부산","20200923101609","I","2020-09-25 00:23:12.0","","389441.669294678","189418.44515731","","","","",
"226","의료기기수리업","01_02_02_P","3370000","PHMG320163370022047400002","20160120","","01","영업/정상","13","영업중","","","","","711-7113","","","부산광역시 연제구 거제동 76번지 2호","부산광역시 연제구 중앙대로 1217 (거제동, 국제문화센터)","47505","올림푸스한국(주)","20160121091950","I","2018-10-11 15:46:28.0","","389317.116440933","190476.79248435","","","","",
"227","의료기기수리업","01_02_02_P","3370000","PHMG320163370022047400004","20161226","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 거제동 108번지","부산광역시 연제구 중앙대로 1243, 5층 701호 (거제동)","47504","(주)메디코","20190215133312","U","2019-02-17 02:40:00.0","","389206.338118087","190751.022095888","","","","",
"228","의료기기수리업","01_02_02_P","3370000","PHMG320173370022047400001","20201201","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 거제동 60번지 5호","부산광역시 연제구 중앙대로 1193, 2층 (거제동, 삼조빌딩)","47506","광남전자","20201202113929","U","2020-12-04 02:40:00.0","","389304.296097021","190303.003457836","","","","",
"229","의료기기수리업","01_02_02_P","3370000","PHMG320173370022047400002","20170404","","01","영업/정상","13","영업중","","","","","504-7635","","","부산광역시 연제구 연산동 104번지 52호","부산광역시 연제구 반송로 100 (연산동)","47559","동아양행","20170404180409","I","2018-10-11 15:46:28.0","","390280.040423942","190087.759729806","","","","",
"230","의료기기수리업","01_02_02_P","3370000","PHMG320053370022047400003","20050608","","01","영업/정상","13","영업중","","","","","861-7474","","611816","부산광역시 연제구 연산8동 369-5","부산광역시 연제구 과정로 283 (연산동)","47555","위니아서비스동부산점","20191209092038","U","2019-12-11 02:40:00.0","","390861.861538674","189657.350620653","","","","",
"231","의료기기수리업","01_02_02_P","3370000","PHMG320063370022047400001","20060224","","01","영업/정상","13","영업중","","","","","051-583-0784","","611823","부산광역시 연제구 연산동 1776번지 3호","부산광역시 연제구 쌍미천로 78 (연산동)","47582","한빛자이스","20121231175103","I","2018-10-11 15:46:28.0","","390189.262406121","188721.540055624","","","","",
"232","의료기기수리업","01_02_02_P","3370000","PHMG320133370022047400002","20130624","","01","영업/정상","13","영업중","","","","","503-4200","","611803","부산광역시 연제구 거제동 223번지 2호","부산광역시 연제구 여고로 134-1 (거제동)","47504","(주)부산씨엔알","20180709103434","I","2018-10-11 15:46:28.0","","389113.92589493","190836.530444289","","","","",
"233","의료기기수리업","01_02_02_P","3370000","PHMG320183370022047400001","20180126","","01","영업/정상","13","영업중","","","","","070-8810-5840","","","부산광역시 연제구 연산동 1023-5","부산광역시 연제구 고분로 118, 3층 301호 (연산동)","47583","주식회사 비전바이오케어","20210211155101","U","2021-02-13 02:40:00.0","","390781.194642209","189383.855092953","","","","",
