"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자치단체코드","업체유형명","자본금","지정정비업종명","면허일자","면허유효기간시작일자","면허유효기간종료일자","자격면허발급기관",
"614","국제물류주선업","11_45_01_P","6260000","6260000-63-1250","20211203","","01","영업/정상","0010","운행","","","","","","","48935","부산광역시 중구 중앙동4가 86-1 일동미라주더마린오피스텔 더마린동 412호","부산광역시 중구 충장대로13번길 22, 일동미라주더마린오피스텔 더마린동 412호(중앙동4가)","48935","(주)엘로지스","20220406000000","U","2022-04-08 02:40:00.0","","385783.67214654","180588.096475731","6260000","국제물류주선업","300000000","","","","","",
"615","국제물류주선업","11_45_01_P","6260000","6260000-63-1251","20211203","","01","영업/정상","0010","운행","","","","","","","48928","부산광역시 중구 중앙동4가 52-5 동진빌딩 302호","부산광역시 중구 해관로 81, 동진빌딩 302호(중앙동4가)","48928","(유)와이에스로지스","20211203000000","I","2021-12-05 00:22:43.0","","385496.727011849","180456.458867153","6260000","국제물류주선업","300000000","","","","","",
"616","국제물류주선업","11_45_01_P","6260000","6260000-63-1252","20211206","","01","영업/정상","0010","운행","","","","","0514620798","","48748","부산광역시 동구 범일동 825-7 두산위브포세이돈Ⅱ 101동 4502호","부산광역시 동구 자성로116번길 2, 101동 4502호(범일동, 두산위브포세이돈Ⅱ)","48748","(주)덕봉물류","20211206000000","I","2021-12-08 00:22:43.0","","388040.090360392","183818.845448598","6260000","국제물류주선업","300000000","","","","","",
"617","국제물류주선업","11_45_01_P","6260000","6260000-63-1253","20211208","","01","영업/정상","0010","운행","","","","","0514647720","","48943","부산광역시 중구 중앙동5가 18번지 경보이리스오션제2층 202-1호","부산광역시 중구 대교로 141, 경보이리스오션 제2층 202-1호(중앙동5가)","48943","에스엘피글로벌(주)","20220209000000","U","2022-02-11 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"618","국제물류주선업","11_45_01_P","6260000","6260000-63-1018","20180404","","01","영업/정상","0010","운행","","","","","0514633161","","48751","부산광역시 동구 초량동 45-39 부산항국제여객터미널","부산광역시 동구 충장대로 206, 부산항국제여객터미널 0동 (초량동)","48751","부관훼리(주)","20210426000000","U","2021-04-28 02:40:00.0","","386767.752701442","182304.29658600000","6260000","국제물류주선업","6502015000","","","","","",
"619","국제물류주선업","11_45_01_P","6260000","6260000-63-1037","20180730","","01","영업/정상","0010","운행","","","","","0519141357","","48250","부산광역시 수영구 광안동 526-1 광원아파트,제상가동 209호","부산광역시 수영구 광일로 59, 광원아파트,제상가동 206호 (광안동)","48250","프린스로지스틱스 유한회사","20210824000000","U","2021-08-26 02:40:00.0","","391927.808121419","186858.826838802","6260000","국제물류주선업","300000000","","","","","",
"620","국제물류주선업","11_45_01_P","6260000","6260000-63-1038","20180810","","01","영업/정상","0010","운행","","","","","","","46729","부산광역시 강서구 생곡동 816-2","부산광역시 강서구 마음길 34-24, 1층 (생곡동)","46729","유한회사 지성물류","20200205000000","U","2020-02-07 02:40:00.0","","370015.145109597","183319.486486232","6260000","국제물류주선업","100000000","","","","","",
"621","국제물류주선업","11_45_01_P","6260000","6260000-63-1039","20180813","","01","영업/정상","0010","운행","","","","","","","49449","부산광역시 사하구 감천동 387-12","부산광역시 사하구 원양로 379, 204호 (감천동)","49449","주식회사 제이케이로지스","20180813000000","U","2018-11-03 04:00:00.0","","382859.036470648","177962.876339211","6260000","국제물류주선업","300000000","","","","","",
"622","국제물류주선업","11_45_01_P","6260000","6260000-63-1040","20180813","","01","영업/정상","0010","운행","","","","","0517141620","","49223","부산광역시 서구 부민동1가 18-6 웰컴펠리스 201호","부산광역시 서구 구덕로214번길 8, 201호 (부민동1가, 웰컴펠리스)","49223","칭다오캉치안인터내셔널포워더 주식회사","20181031000000","U","2018-11-02 02:37:46.0","","384226.83352900000","180469.38552600000","6260000","국제물류주선업","300000000","","","","","",
"623","국제물류주선업","11_45_01_P","6260000","6260000-63-1041","20180816","","01","영업/정상","0010","운행","","","","","0517150808","","48087","부산광역시 해운대구 우동 524-5 에이치스위트해운대 A동 2602호","부산광역시 해운대구 해운대로 601, 에이치스위트해운대 A동 2602호 (우동)","48087","(주)케이와이인터라인","20210521000000","U","2021-05-23 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"624","국제물류주선업","11_45_01_P","6260000","6260000-63-1166","20200622","","01","영업/정상","0010","운행","","","","","0514695800","","48938","부산광역시 중구 중앙동4가 84-8 영신빌딩 402호","부산광역시 중구 충장대로9번길 19, 영신빌딩 402호 (중앙동4가)","48938","대항운수(주)","20200622000000","I","2020-06-24 00:23:17.0","","385690.590587796","180567.091989567","6260000","국제물류주선업","0","","","","","",
"625","국제물류주선업","11_45_01_P","6260000","6260000-63-1167","20190121","","01","영업/정상","0010","운행","","","","","0517472473","","46981","부산광역시 사상구 감전동 132-7 부산디지털밸리 302호","부산광역시 사상구 대동로 303, 부산디지털밸리 302호 (감전동)","46981","파인아트부산(주)","20210531000000","U","2021-06-02 02:40:00.0","","380981.41459300000","186059.08147100000","6260000","국제물류주선업","300000000","","","","","",
"626","국제물류주선업","11_45_01_P","6260000","6260000-63-1161","20200525","","01","영업/정상","0010","운행","","","","","0514657586","","48060","부산광역시 해운대구 우동 1514번지 센텀리더스마크 2206호","부산광역시 해운대구 APEC로 17, 센텀리더스마크 2206호 (우동)","48060","엔이인터내셔날(주)","20200525000000","I","2020-05-27 00:23:29.0","","394209.294344881","187280.207931335","6260000","국제물류주선업","0","","","","","",
"627","국제물류주선업","11_45_01_P","6260000","6260000-63-1176","20200724","","01","영업/정상","0010","운행","","","","","0512557428","","49049","부산광역시 영도구 남항동2가 16번지 국제선용품유통센터 402호","부산광역시 영도구 남항서로 85, 국제선용품유통센터 4층 402호 (남항동2가)","49049","동광트라이톤(주)","20200724000000","I","2020-07-26 00:23:15.0","","385496.868572646","178479.504077247","6260000","국제물류주선업","305000000","","","","","",
"628","국제물류주선업","11_45_01_P","6260000","6260000-63-1177","20200724","","01","영업/정상","0010","운행","","","","","0512557428","","49049","부산광역시 영도구 남항동2가 16번지 국제선용품유통센터 401호","부산광역시 영도구 남항서로 85, 국제선용품유통센터 4층 401호 (남항동2가)","49049","동광무역상사(주)","20200902000000","U","2020-09-04 02:40:00.0","","385496.868572646","178479.504077247","6260000","국제물류주선업","500000000","","","","","",
"629","국제물류주선업","11_45_01_P","6260000","6260000-63-1174","20200715","","01","영업/정상","0010","운행","","","","","0514644278","","48937","부산광역시 중구 중앙동4가 81-11 이산빌딩 304호","부산광역시 중구 충장대로5번길 36, 이산빌딩 304호 (중앙동4가)","48937","은하수로지스틱스(주)","20220127000000","U","2022-01-29 02:40:00.0","","385700.499693029","180708.93015008","6260000","국제물류주선업","300000000","","","","","",
"630","국제물류주선업","11_45_01_P","6260000","6260000-63-1178","20200811","","01","영업/정상","0010","운행","","","","","0514622977","","48924","부산광역시 중구 대창동1가 54-43 선경뉴빌아파트 403호","부산광역시 중구 동광길 102, 403호 (대창동1가)","48924","(주)해성종합물류","20200811000000","I","2020-08-13 00:23:14.0","","385568.76243600000","180887.90834300000","6260000","국제물류주선업","300000000","","","","","",
"631","국제물류주선업","11_45_01_P","6260000","6260000-63-1175","20200720","","01","영업/정상","0010","운행","","","","","","","49450","부산광역시 사하구 감천동 400-2","부산광역시 사하구 원양로 402(감천동)","49450","가온로지스틱(주)","20210902000000","U","2021-09-04 02:40:00.0","","382827.681465804","178199.817056354","6260000","국제물류주선업","300000000","","","","","",
"632","국제물류주선업","11_45_01_P","6260000","6260000-63-1170","20200701","","01","영업/정상","0010","운행","","","","","0519210905","","48934","부산광역시 중구 중앙동4가 76-8 경원빌딩5층","부산광역시 중구 충장대로5번길 67, 경원빌딩 5층 (중앙동4가)","48934","(주)웰빙로지스","20200701000000","I","2020-07-03 00:23:16.0","","385774.718168592","181016.388386051","6260000","국제물류주선업","300000000","","","","","",
"633","국제물류주선업","11_45_01_P","6260000","6260000-63-1171","20200701","","01","영업/정상","0010","운행","","","","","0519210901","","48934","부산광역시 중구 중앙동4가 76-8 대한산업개발빌딩 305호","부산광역시 중구 충장대로5번길 67, 대한산업개발빌딩 305호 (중앙동4가)","48934","(주)웰빙로지스","20201203000000","U","2020-12-05 02:40:00.0","","385774.718168592","181016.388386051","6260000","국제물류주선업","300000000","","","","","",
"634","국제물류주선업","11_45_01_P","6260000","6260000-63-1179","20170829","","01","영업/정상","0010","운행","","","","","","","46726","부산광역시 강서구 명지동 3325번지 스위트팰리스 811동 804호","부산광역시 강서구 명지국제5로 165, 811동 804호 (명지동, 스위트팰리스)","46726","(주)평안","20200821000000","I","2020-08-23 00:23:13.0","","","","6260000","국제물류주선업","300000000","","","","","",
"635","국제물류주선업","11_45_01_P","6260000","6260000-63-1172","20200710","","01","영업/정상","0010","운행","","","","","0516249152","","48496","부산광역시 남구 대연동 1729-3 메트로타워 1008호","부산광역시 남구 수영로 248, 메트로타워 1008호 (대연동)","48496","(주)대성해운항공","20200710000000","I","2020-07-12 00:23:16.0","","390757.873174009","183763.235028705","6260000","국제물류주선업","300000000","","","","","",
"636","국제물류주선업","11_45_01_P","6260000","6260000-63-1173","20200710","","01","영업/정상","0010","운행","","","","","0517173760","","48937","부산광역시 중구 중앙동4가 80-23 삼중빌딩3층","부산광역시 중구 중앙대로116번길 13, 삼중빌딩 3층 (중앙동4가)","48937","(주)대세로지스","20201230000000","U","2021-01-01 02:40:00.0","","385759.772789","180623.090779","6260000","국제물류주선업","300000000","","","","","",
"637","국제물류주선업","11_45_01_P","6260000","6260000-63-1180","20200824","","01","영업/정상","0010","운행","","","","","0516337871","","48937","부산광역시 중구 중앙동4가 80-23 3층","부산광역시 중구 중앙대로116번길 13, 3층 (중앙동4가)","48937","(주)창덕티엘에스","20200824000000","I","2020-08-26 00:23:13.0","","385759.772789","180623.090779","6260000","국제물류주선업","300000000","","","","","",
"638","국제물류주선업","11_45_01_P","6260000","6260000-63-1228","20210219","","01","영업/정상","0010","운행","","","","","07077272828","","48938","부산광역시 중구 중앙동4가 83-5 7층","부산광역시 중구 중앙대로 102, 7층(중앙동4가)","48938","(주)씨에프엘","20220414000000","U","2022-04-16 02:40:00.0","","385606.581749269","180536.052576311","6260000","국제물류주선업","300000000","","","","","",
"639","국제물류주선업","11_45_01_P","6260000","6260000-63-1231","20210726","","01","영업/정상","0010","운행","","","","","0514663445","","48938","부산광역시 중구 중앙동4가 85-8 삼양사빌딩 203호","부산광역시 중구 충장대로13번길 17, 삼양사빌딩 203호(중앙동4가)","48938","(주)지게인부산지사","20210726000000","I","2021-07-28 00:22:52.0","","385743.006618628","180527.274537325","6260000","국제물류주선업","300000000","","","","","",
"640","국제물류주선업","11_45_01_P","6260000","6260000-63-1234","20210802","","01","영업/정상","0010","운행","","","","","0517445743","","48058","부산광역시 해운대구 재송동 1208-2 센텀스카이비즈 에이동 에이-3707호","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 에이동 에이-3707호(재송동)","48058","(주)피사","20220511000000","U","2022-05-13 02:40:00.0","","393519","188317","6260000","국제물류주선업","300000000","","","","","",
"641","국제물류주선업","11_45_01_P","6260000","6260000-63-1235","20210812","","01","영업/정상","0010","운행","","","","","0555475690","","46757","부산광역시 강서구 송정동 1715-4 TOOLMART 8동 208호","부산광역시 강서구 녹산산단232로 38-9, TOOLMART 8동 208호(송정동)","46757","(주)라인로지스","20210812000000","I","2021-08-14 00:22:50.0","","367896.367634158","177801.919690203","6260000","국제물류주선업","300000000","","","","","",
"642","국제물류주선업","11_45_01_P","6260000","6260000-63-1238","20210831","","01","영업/정상","0010","운행","","","","","07078403712","","48938","부산광역시 중구 중앙동4가 83-5 팬오션(주)부산빌딩 604-1호","부산광역시 중구 중앙대로 102, 팬오션(주)부산빌딩 604-1호(중앙동4가)","48938","(주)디케이로직스","20210831000000","I","2021-09-02 00:22:59.0","","385606.581749269","180536.052576311","6260000","국제물류주선업","300000000","","","","","",
"643","국제물류주선업","11_45_01_P","6260000","6260000-63-1241","20210917","","01","영업/정상","0010","운행","","","","","0517112260","","46721","부산광역시 강서구 대저2동 3153-1 124동 203호","부산광역시 강서구 유통단지1로 41, 124동 203호(대저2동)","46721","네오맥스로지스틱스(주)","20210917000000","I","2021-09-19 00:22:48.0","","378260.668626959","186989.385407123","6260000","국제물류주선업","300000000","","","","","",
"644","국제물류주선업","11_45_01_P","6260000","6260000-63-1242","20210929","","01","영업/정상","0010","운행","","","","","0514630841","","48936","부산광역시 중구 중앙동4가 78-15 명지빌딩 701호","부산광역시 중구 충장대로5번길 50-1, 명지빌딩 701호(중앙동4가)","48936","(주)태성로지스","20210929000000","I","2021-10-01 00:22:48.0","","385748.59314215","180848.000905503","6260000","국제물류주선업","300000000","","","","","",
"645","국제물류주선업","11_45_01_P","6260000","6260000-63-1230","20210723","","01","영업/정상","0010","운행","","","","","0514695073","","48059","부산광역시 해운대구 우동 1454번지 벽산이센텀클래스원2차 1104호","부산광역시 해운대구 센텀동로 71, 벽산이센텀클래스원2차 1104호(우동)","48059","(주)코랍로지텍","20210723000000","I","2021-07-25 00:23:01.0","","393790.344709358","188235.889521484","6260000","국제물류주선업","300000000","","","","","",
"646","국제물류주선업","11_45_01_P","6260000","6260000-63-1236","20210817","","01","영업/정상","0010","운행","","","","","0516432333","","48531","부산광역시 남구 용당동 560번지 우영빌딩주건축물 제1동","부산광역시 남구 유엔평화로153번길 8, 우영빌딩주건축물 제1동(용당동)","48531","(주)우영에스엔엘","20210817000000","I","2021-08-19 00:22:51.0","","391189","182431","6260000","국제물류주선업","300000000","","","","","",
"647","국제물류주선업","11_45_01_P","6260000","6260000-63-1229","20060404","","01","영업/정상","0010","운행","","","","","0514639224","","48732","부산광역시 동구 초량동 1193-5 현대해상부산사옥6층","부산광역시 동구 중앙대로 240, 6층(초량동)","48732","명재해운항공(주)","20210721000000","I","2021-07-23 00:22:52.0","","386069.947487705","181807.957310681","6260000","국제물류주선업","300000000","","","","","",
"648","국제물류주선업","11_45_01_P","6260000","6260000-63-1240","20210916","","01","영업/정상","0010","운행","","","","","0514662388","","48924","부산광역시 중구 대창동1가 27-1 금진빌딩 205호","부산광역시 중구 중앙대로 111, 금진빌딩 205호(대창동1가)","48924","(주)성제기업","20220216000000","U","2022-02-18 02:40:00.0","","385558.682098249","180618.614866699","6260000","국제물류주선업","300000000","","","","","",
"649","국제물류주선업","11_45_01_P","6260000","6260000-63-1239","20210909","","01","영업/정상","0010","운행","","","","","0518633457","","48822","부산광역시 동구 초량동 1212-4 영동빌딩 205호","부산광역시 동구 중앙대로180번길 6-9, 영동빌딩 205호(초량동)","48822","(주)에스앤에이치트랜스","20210909000000","I","2021-09-11 00:22:49.0","","385861.591340688","181175.545625966","6260000","국제물류주선업","300000000","","","","","",
"650","국제물류주선업","11_45_01_P","6260000","6260000-63-1232","20210729","","01","영업/정상","0010","운행","","","","","0519772047","","48553","부산광역시 남구 용당동 168-1 102호","부산광역시 남구 신선로 261, 102호(용당동)","48553","(주)세화씨엔에스글로벌","20210729000000","I","2021-07-31 00:22:51.0","","390898.64185400000","181574.84454400000","6260000","국제물류주선업","300000000","","","","","",
"651","국제물류주선업","11_45_01_P","6260000","6260000-63-1233","20210729","","01","영업/정상","0010","운행","","","","","07082690574","","47038","부산광역시 사상구 엄궁동 726번지 엄궁롯데캐슬리버 201동 2204호","부산광역시 사상구 엄궁북로 62, 201동 2204호(엄궁동, 엄궁롯데캐슬리버)","47038","영친로지스(주)","20210729000000","I","2021-07-31 00:22:51.0","","380243.92618500000","183058.92626000000","6260000","국제물류주선업","300000000","","","","","",
"652","국제물류주선업","11_45_01_P","6260000","6260000-63-1237","20210819","","01","영업/정상","0010","운행","","","","","","","48924","부산광역시 중구 대창동1가 54-1 센트럴오피스텔 704호","부산광역시 중구 중앙대로 131, 센트럴오피스텔 704호(대창동1가)","48924","(주)천일로지스틱스","20210819000000","I","2021-08-21 00:22:50.0","","385629.733383327","180827.538655672","6260000","국제물류주선업","300000000","","","","","",
"653","국제물류주선업","11_45_01_P","6260000","6260000-63-1227","20210628","","01","영업/정상","0010","운행","","","","","","","48782","부산광역시 동구 수정동 749-21 1층","부산광역시 동구 망양로 752-1, 1층 (수정동)","48782","(주)태화로직스","20210628000000","I","2021-06-30 00:22:54.0","","385899.744739063","183250.498002175","6260000","국제물류주선업","300000000","","","","","",
"654","국제물류주선업","11_45_01_P","6260000","6260000-63-1223","20210609","","01","영업/정상","0010","운행","","","","","","","48924","부산광역시 중구 대창동1가 51번지 부산중앙빌딩 705호","부산광역시 중구 해관로 89, 부산중앙빌딩 705호 (대창동1가)","48924","(주)필굿해운항공","20210609000000","I","2021-06-11 00:22:55.0","","385507.640529964","180548.792611588","6260000","국제물류주선업","300000000","","","","","",
"655","국제물류주선업","11_45_01_P","6260000","6260000-63-1222","20210604","","01","영업/정상","0010","운행","","","","","0514602800","","48943","부산광역시 중구 중앙동5가 13번지","부산광역시 중구 중앙대로42번길 5 (중앙동5가)","48943","동주마리타임(주)","20210604000000","I","2021-06-06 00:23:02.0","","385694.47194631","179946.417621085","6260000","국제물류주선업","500000000","","","","","",
"656","국제물류주선업","11_45_01_P","6260000","6260000-63-1224","20210616","","01","영업/정상","0010","운행","","","","","0514664561","","48938","부산광역시 중구 중앙동4가 85-11 효동빌딩 202호","부산광역시 중구 충장대로9번길 16, 효동빌딩 202호 (중앙동4가)","48938","(주)트랜스피아","20210616000000","I","2021-06-18 00:22:54.0","","385717.476671201","180525.499100588","6260000","국제물류주선업","300000000","","","","","",
"657","국제물류주선업","11_45_01_P","6260000","6260000-63-1225","20210618","","01","영업/정상","0010","운행","","","","","0514680041","","48790","부산광역시 동구 수정동 138번지 유림센텀빌딩5층","부산광역시 동구 진성로9번길 66, 유림센텀빌딩 5층 (수정동)","48790","코스모글로벌(주)","20210618000000","I","2021-06-20 00:22:54.0","","386421.956580617","182853.707111902","6260000","국제물류주선업","300000000","","","","","",
"658","국제물류주선업","11_45_01_P","6260000","6260000-63-1219","20210514","","01","영업/정상","0010","운행","","","","","","","49493","부산광역시 사하구 다대동 1074번지 진요빌딩 209호","부산광역시 사하구 다대로 544, 진요빌딩 209호 (다대동)","49493","(주)미래위드","20210514000000","I","2021-05-16 00:23:06.0","","379723.362434395","174978.46447201","6260000","국제물류주선업","300000000","","","","","",
"659","국제물류주선업","11_45_01_P","6260000","6260000-63-1220","20210514","","01","영업/정상","0010","운행","","","","","0516278446","","48581","부산광역시 남구 용호동 375-30 2층","부산광역시 남구 동명로163번길 2, 2층 (용호동)","48581","(주)대화로지스틱","20210514000000","I","2021-05-16 00:23:06.0","","392725.518346355","182050.519723391","6260000","국제물류주선업","300000000","","","","","",
"660","국제물류주선업","11_45_01_P","6260000","6260000-63-1221","20210518","","01","영업/정상","0010","운행","","","","","","","48553","부산광역시 남구 용당동 168-1 내트럭하우스 301호","부산광역시 남구 신선로 261, 내트럭하우스 301호 (용당동)","48553","가람물류(유)","20210518000000","I","2021-05-20 00:22:56.0","","390898.64185400000","181574.84454400000","6260000","국제물류주선업","300000000","","","","","",
"661","국제물류주선업","11_45_01_P","6260000","6260000-63-1226","20210621","","01","영업/정상","0010","운행","","","","","","","47511","부산광역시 연제구 거제동 1493-6 오름빌딩 501호","부산광역시 연제구 법원남로15번길 7, 오름빌딩 501호 (거제동)","47511","(주)에이치쓰리인터내셔널","20220506000000","U","2022-05-08 02:40:00.0","","388851.100871646","189891.573112452","6260000","국제물류주선업","300000000","","","","","",
"662","국제물류주선업","11_45_01_P","6260000","6260000-63-1181","20200902","","01","영업/정상","0010","운행","","","","","07050119817","","47276","부산광역시 부산진구 가야동 2-2 플랜티빌 901호","부산광역시 부산진구 가야대로673번길 7, 9층 901호 (가야동, 플랜티빌)","47276","(주)제이에스로직스","20200902000000","I","2020-09-04 00:23:13.0","","386281.73137543","186082.227361636","6260000","국제물류주선업","300000000","","","","","",
"663","국제물류주선업","11_45_01_P","6260000","6260000-63-1182","20200902","","01","영업/정상","0010","운행","","","","","07050119817","","47276","부산광역시 부산진구 가야동 2-2 플랜티빌 901호","부산광역시 부산진구 가야대로673번길 7, 9층 901호 (가야동, 플랜티빌)","47276","(주)제이에스로직스","20200902000000","I","2020-09-04 00:23:13.0","","386281.73137543","186082.227361636","6260000","국제물류주선업","300000000","","","","","",
"664","국제물류주선업","11_45_01_P","6260000","6260000-63-1184","20200914","","01","영업/정상","0010","운행","","","","","","","48941","부산광역시 중구 중앙동4가 23-1 노블리안2 1012호","부산광역시 중구 중앙대로 80, 노블리안2 1012호 (중앙동4가)","48941","티씨피(주)","20200914000000","I","2020-09-16 00:23:12.0","","385630.742187332","180306.821082315","6260000","국제물류주선업","300000000","","","","","",
"665","국제물류주선업","11_45_01_P","6260000","6260000-63-1183","20200907","","01","영업/정상","0010","운행","","","","","0517172541","","48058","부산광역시 해운대구 재송동 1208-2 센텀스카이비즈 에이동 1305호","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 에이동 1305호 (재송동)","48058","레오나해운항공(주)","20200907000000","I","2020-09-09 00:23:12.0","","393519","188317","6260000","국제물류주선업","300000000","","","","","",
"666","국제물류주선업","11_45_01_P","6260000","6260000-63-1186","20201006","","01","영업/정상","0010","운행","","","","","0514625454","","48941","부산광역시 중구 중앙동4가 25-4","부산광역시 중구 중앙대로 70 (중앙동4가)","48941","(주)디에스엘","20201006000000","I","2020-10-08 00:23:10.0","","385637.167034815","180199.557790712","6260000","국제물류주선업","300000000","","","","","",
"667","국제물류주선업","11_45_01_P","6260000","6260000-63-1187","20201012","","01","영업/정상","0010","운행","","","","","0515062162","","46721","부산광역시 강서구 대저2동 3153-1 123동 205호","부산광역시 강서구 유통단지1로 41, 123동 205호 (대저2동)","46721","제이시엘앤지브이시(주)","20201012000000","I","2020-10-14 00:23:10.0","","378260.668626959","186989.385407123","6260000","국제물류주선업","300000000","","","","","",
"668","국제물류주선업","11_45_01_P","6260000","6260000-63-1185","20200928","","01","영업/정상","0010","운행","","","","","0516267133","","48096","부산광역시 해운대구 중동 1597번지 롯데캐슬스타 104동 601호","부산광역시 해운대구 중동2로34번길 15, 104동 601호 (중동, 롯데캐슬스타)","48096","에프엘와이(주)","20200928000000","I","2020-09-30 00:23:11.0","","","","6260000","국제물류주선업","300000000","","","","","",
"669","국제물류주선업","11_45_01_P","6260000","6260000-63-1188","20201116","","01","영업/정상","0010","운행","","","","","0514410490","","48938","부산광역시 중구 중앙동4가 84-15 신우빌딩 501호","부산광역시 중구 중앙대로98번길 7, 신우빌딩 501호 (중앙동4가)","48938","신승종합물류(주)","20201116000000","I","2020-11-18 00:23:08.0","","385662.722510101","180503.640870804","6260000","국제물류주선업","300000000","","","","","",
"670","국제물류주선업","11_45_01_P","6260000","6260000-63-1215","20210412","","01","영업/정상","0010","운행","","","","","","","48924","부산광역시 중구 대창동1가 54-1 센트렐오피스텔 705호","부산광역시 중구 중앙대로 131, 센트렐오피스텔 705호 (대창동1가)","48924","(유)도경종합물류","20210412000000","I","2021-04-14 00:22:57.0","","385629.733383327","180827.538655672","6260000","국제물류주선업","300000000","","","","","",
"671","국제물류주선업","11_45_01_P","6260000","6260000-63-1207","20210311","","01","영업/정상","0010","운행","","","","","0514660136","","48938","부산광역시 중구 중앙동4가 84-26 대연빌딩4층","부산광역시 중구 충장대로9번길 15, 대연빌딩 4층 (중앙동4가)","48938","(주)래봄티엘에스","20210311000000","I","2021-03-13 00:23:00.0","","385685.9718954","180523.352297689","6260000","국제물류주선업","300000000","","","","","",
"672","국제물류주선업","11_45_01_P","6260000","6260000-63-1208","20210311","","01","영업/정상","0010","운행","","","","","0517173159","","48937","부산광역시 중구 중앙동4가 81-12 상일빌딩 201호","부산광역시 중구 충장대로9번길 33, 상일빌딩 201호 (중앙동4가)","48937","(주)중우","20210311000000","I","2021-03-13 00:23:00.0","","385720.420340794","180698.091506578","6260000","국제물류주선업","300000000","","","","","",
"673","국제물류주선업","11_45_01_P","6260000","6260000-63-1209","20210312","","01","영업/정상","0010","운행","","","","","0516224608","","48732","부산광역시 동구 초량동 1194-2 한양빌딩 202호","부산광역시 동구 중앙대로236번길 3-12, 한양빌딩 202호 (초량동)","48732","(주)호성로지스","20210312000000","I","2021-03-14 00:23:00.0","","386123.815934159","181851.650714367","6260000","국제물류주선업","300000000","","","","","",
"674","국제물류주선업","11_45_01_P","6260000","6260000-63-1210","20210312","","01","영업/정상","0010","운행","","","","","0516372724","","48561","부산광역시 남구 감만동 498-17 내트럭하우스 207비호","부산광역시 남구 신선로 168, 내트럭하우스 207비호 (감만동)","48561","용성로지스(주)","20210312000000","I","2021-03-14 00:23:00.0","","389805.80664900000","181325.18098200000","6260000","국제물류주선업","300000000","","","","","",
"675","국제물류주선업","11_45_01_P","6260000","6260000-63-1205","20210222","","01","영업/정상","0010","운행","","","","","0516215914","","48924","부산광역시 중구 대창동1가 51번지 부산중앙빌딩 706호","부산광역시 중구 해관로 89, 부산중앙빌딩 706호 (대창동1가)","48924","(주)조이로지스틱스","20210222000000","I","2021-02-24 00:23:01.0","","385507.640529964","180548.792611588","6260000","국제물류주선업","300000000","","","","","",
"676","국제물류주선업","11_45_01_P","6260000","6260000-63-1206","20210222","","01","영업/정상","0010","운행","","","","","0514678465","","48930","부산광역시 중구 중앙동4가 36-14 은산빌딩 308호","부산광역시 중구 해관로 65, 은산빌딩 308호 (중앙동4가)","48930","디엘로직스(주)","20210222000000","I","2021-02-24 00:23:01.0","","385502.492319657","180297.579330876","6260000","국제물류주선업","0","","","","","",
"677","국제물류주선업","11_45_01_P","6260000","6260000-63-1204","20210210","","01","영업/정상","0010","운행","","","","","07082775734","","48929","부산광역시 중구 중앙동4가 28-12 5층","부산광역시 중구 40계단길 4-10, 5층(중앙동4가)","48929","뉴월드씨앤에어(주)","20220114000000","U","2022-01-16 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"678","국제물류주선업","11_45_01_P","6260000","6260000-63-1212","20210326","","01","영업/정상","0010","운행","","","","","0519740624","","47547","부산광역시 연제구 거제동 736-11 동진빌딩3층","부산광역시 연제구 거제시장로21번길 55, 동진빌딩 3층 (거제동)","47547","(주)제이엠로지스","20210326000000","I","2021-03-28 00:22:59.0","","","","6260000","국제물류주선업","300000000","","","","","",
"679","국제물류주선업","11_45_01_P","6260000","6260000-63-1211","20210318","","01","영업/정상","0010","운행","","","","","0514623425","","48930","부산광역시 중구 중앙동4가 37-16 동아제일빌딩4층 413호","부산광역시 중구 중앙대로81번길 9, 동아제일빌딩 4층 413호 (중앙동4가)","48930","(주)에이앤케이인터내셔널","20220603000000","U","2022-06-07 02:40:00.0","","385473.576409934","180297.978228551","6260000","국제물류주선업","300000000","","","","","",
"680","국제물류주선업","11_45_01_P","6260000","6260000-63-1213","20210401","","01","영업/정상","0010","운행","","","","","0519729502","","46759","부산광역시 강서구 신호동 222-5 세화빌1층","부산광역시 강서구 신호산단4로64번가길 16, 세화빌 1층 (신호동)","46759","(주)신일로지스","20210401000000","I","2021-04-03 00:22:58.0","","371441","177865","6260000","국제물류주선업","300000000","","","","","",
