"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"640","안경업","01_02_01_P","3330000","PHMB220083330024082200008","20080618","","01","영업/정상","13","영업중","","","","","051-784-8929","","612051","부산광역시 해운대구 재송1동 1220번지 센텀필1관 104,105호","부산광역시 해운대구 센텀동로 102, 104,105호 (재송동, 센텀필1관 )","48059","세컨페이스안경","20140902132757","I","2018-08-31 23:59:59.0","","393646.060558206","188448.775532351","1","1","1","1","1","1","1","1","1","",
"641","안경업","01_02_01_P","3330000","PHMB220013330024082200002","20010410","","01","영업/정상","13","영업중","","","","","784-1095","","612812","부산광역시 해운대구 반여2동 1291번지 250호","부산광역시 해운대구 재반로 229 (반여동)","","글라스미 안경 렌즈미 반여점","20210524094207","U","2021-05-26 02:40:00.0","","394000.386364089","190800.902296645","1","1","1","1","1","1","1","1","1","",
"642","안경업","01_02_01_P","3330000","PHMB220123330024082200006","20120302","","01","영업/정상","13","영업중","","","","","704-8255","","612031","부산광역시 해운대구 좌1동 1460번지 1호 나하나빌딩","부산광역시 해운대구 양운로 92 (좌동)","48106","모노옵티컬안경","20151218153817","I","2018-08-31 23:59:59.0","","398082.701814043","187950.653738986","1","1","1","1","1","1","1","1","1","105",
"643","안경업","01_02_01_P","3330000","PHMB220133330024082200001","20130312","","01","영업/정상","13","영업중","","","","","051-545-9970","","","부산광역시 해운대구 반송동 250번지 2425호","부산광역시 해운대구 아랫반송로 33, 2층 (반송동)","48019","안경세상","20200407171600","U","2020-04-09 02:40:00.0","","395611.775790752","193815.467495942","1","1","1","1","1","1","1","1","1","99",
"644","안경업","01_02_01_P","3330000","PHMB220103330024082200006","20100315","","01","영업/정상","13","영업중","","","","","704-1771","","612842","부산광역시 해운대구 좌2동 1484번지 1호 경통코아 103호","부산광역시 해운대구 세실로 45 (좌동)","48111","산타클로스안경","20130318104003","I","2018-08-31 23:59:59.0","","398385.454005229","187707.740295381","1","1","1","1","1","1","1","1","1","72.9",
"645","안경업","01_02_01_P","3330000","PHMB220133330024082200002","20130415","","01","영업/정상","13","영업중","","","","","051-747-3223","","612823","부산광역시 해운대구 우2동 1078번지 1호 신세계프라자 103호","부산광역시 해운대구 해운대로 407 (우동, 신세계프라자 103호)","48064","비추미안경 시립미술관점","20200716164850","U","2020-07-18 02:40:00.0","","394974.292766227","187505.194990201","1","1","1","1","2","1","1","3","2","65.85",
"646","안경업","01_02_01_P","3330000","PHMB220133330024082200003","20130705","","01","영업/정상","13","영업중","","","","","051-781-2080","","612833","부산광역시 해운대구 재송1동 1124번지 8호","부산광역시 해운대구 재반로 92 (재송동)","48053","밝은눈안경 재송점","20130708175246","I","2018-08-31 23:59:59.0","","393546.303433916","189582.109053952","1","1","1","1","1","1","1","1","1","80.93",
"647","안경업","01_02_01_P","3330000","PHMB220063330024082200004","20060919","","01","영업/정상","13","영업중","","","","","051-744-4144","","","부산광역시 해운대구 우동 618번지 9호","부산광역시 해운대구 구남로 11-1, 1,2층 (우동)","48095","다비치안경","20170901145238","I","2018-08-31 23:59:59.0","","396715.810246764","186990.466055583","3","3","3","2","3","2","2","3","2","239.12",
"648","안경업","01_02_01_P","3330000","PHMB220103330024082200002","20100407","","01","영업/정상","13","영업중","","","","","784-6005","","612051","부산광역시 해운대구 재송1동 1220번지 센텀필상가 101","부산광역시 해운대구 센텀동로 102 (재송동,센텀필상가 101)","","센텀필안경","20100407092309","I","2018-08-31 23:59:59.0","","393646.060558206","188448.775532351","1","1","1","1","1","1","1","1","1","122.3",
"649","안경업","01_02_01_P","3330000","PHMB220133330024082200004","20130722","","01","영업/정상","13","영업중","","","","","784-9007","","612062","부산광역시 해운대구 반여2동 1291번지 1012호 1층","부산광역시 해운대구 재반로 192 (반여동, 1층)","48030","눈안경원","20151106100951","I","2018-08-31 23:59:59.0","","393987.141285494","190421.506951342","1","1","1","1","1","1","1","1","1","114.93",
"650","안경업","01_02_01_P","3330000","PHMB220133330024082200005","20131122","","01","영업/정상","13","영업중","","","","","741-3361","","612020","부산광역시 해운대구 우동 1460번지 센텀티타워 105호","부산광역시 해운대구 센텀중앙로 66, 105호 (우동, 센텀티타워)","48059","비추미안경","20151106100837","I","2018-08-31 23:59:59.0","","393828.352612889","188165.14841924","1","1","1","1","1","1","1","1","1","81.12",
"651","안경업","01_02_01_P","3330000","PHMB220003330024082200002","20001102","","01","영업/정상","13","영업중","","","","","051-702-3200","","","","부산광역시 해운대구 좌동순환로 181 (좌동)","48075","갤러리안경","20140103111416","I","2018-08-31 23:59:59.0","","398157.395162981","188697.0544299","1","1","1","1","1","1","1","1","1","",
"652","안경업","01_02_01_P","3330000","PHMB220143330024082200002","20140626","","01","영업/정상","13","영업중","","","","","051-522-4115","","","부산광역시 해운대구 반여동 1406번지 1호 홈플러스 부산반여점","부산광역시 해운대구 선수촌로21번길 37, 홈플러스 부산반여점 2층 (반여동)","48043","아이피아 안경점","20200522161123","U","2020-05-24 02:40:00.0","","392614.443268726","190638.92091912","1","1","1","1","1","1","1","1","1","28.05",
"653","안경업","01_02_01_P","3330000","PHMB220143330024082200003","20140828","","01","영업/정상","13","영업중","","","","","745-1203","","612020","부산광역시 해운대구 우동 1495번지 신세계백화점 센텀시티점","부산광역시 해운대구 센텀남대로 35, 1층 (우동, 신세계백화점 센텀시티점)","48058","콜렉트센텀","20151106101817","I","2018-08-31 23:59:59.0","","393952.264486105","187602.933160728","1","1","1","1","2","1","1","2","2","46.2",
"654","안경업","01_02_01_P","3330000","PHMB220143330024082200004","20141113","","01","영업/정상","13","영업중","","","","","703-0866","","612842","부산광역시 해운대구 좌동","부산광역시 해운대구 해운대로 802, 140호 (좌동, 웅신시네아트)","48111","오렌즈 해운대점","20150617091943","I","2018-08-31 23:59:59.0","","398237.363461482","187720.511056894","1","1","1","1","1","1","1","1","1","45.6",
"655","안경업","01_02_01_P","3330000","PHMB220143330024082200005","19991203","","01","영업/정상","13","영업중","","","","","783-5114","","612833","부산광역시 해운대구 재송동","부산광역시 해운대구 재반로 82, 1층 (재송동)","48053","안경나라","20160527162255","I","2018-08-31 23:59:59.0","","393565.686883708","189491.840129076","1","1","1","1","1","1","1","1","1","",
"656","안경업","01_02_01_P","3330000","PHMB220153330024082200001","20150922","","01","영업/정상","13","영업중","","","","","051-730-3280","","","","부산광역시 해운대구 센텀남대로 59, 2층 (우동, 롯데백화점센텀시티점)","48058","아프리카안경","20190327172028","U","2019-03-29 02:40:00.0","","394083.501537578","187707.586117775","1","1","1","1","1","1","1","2","2","61",
"657","안경업","01_02_01_P","3330000","PHMB220173330024082200001","20170216","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 138번지 3호","부산광역시 해운대구 해운대로 1100, 1층 (송정동)","48073","안경매니저","20170216135349","I","2018-08-31 23:59:59.0","","400433.299082642","189342.715155915","1","1","1","1","1","1","1","1","1","26.4",
"658","안경업","01_02_01_P","3330000","PHMB220173330024082200003","20170419","","01","영업/정상","13","영업중","","","","","051-747-8843","","","부산광역시 해운대구 우동 1407번지","부산광역시 해운대구 마린시티2로 33, 104동 157~158호 (우동, 해운대두산위브더제니스)","48119","세컨페이스 마린점","20171109114831","I","2018-08-31 23:59:59.0","","395388.715069604","186268.853282623","1","1","1","1","1","1","1","1","1","106.8",
"659","안경업","01_02_01_P","3330000","PHMB220173330024082200004","20170605","","01","영업/정상","13","영업중","","","","","051-701-5197","","","부산광역시 해운대구 좌동 1479번지 3호","부산광역시 해운대구 해운대로 814, 251호 (좌동, 세종월드프라자)","48111","으뜸플러스안경 해운대점","20180829115015","I","2018-08-31 23:59:59.0","","398330.516530402","187771.511373596","1","1","1","2","2","1","1","1","2","171",
"660","안경업","01_02_01_P","3330000","PHMB220093330024082200001","20090225","","01","영업/정상","13","영업중","","","","","745-2063","","612022","부산광역시 해운대구 우2동 1495번지 신세계백화점지하1층","부산광역시 해운대구 센텀남대로 35 (우동,신세계백화점지하1층)","","페이지안경","20090225103945","I","2018-08-31 23:59:59.0","","393952.264486105","187602.933160728","1","1","1","1","1","1","1","1","1","24",
"661","안경업","01_02_01_P","3330000","PHMB220093330024082200002","20090226","","01","영업/정상","13","영업중","","","","","745-2428","","612022","부산광역시 해운대구 우2동 1495번지 신세계백화점 2층","부산광역시 해운대구 센텀남대로 35 (우동,신세계백화점 2층)","","프렛센텀시티점","20150129173459","I","2018-08-31 23:59:59.0","","393952.264486105","187602.933160728","1","1","1","1","1","1","1","1","1","26.4",
"662","안경업","01_02_01_P","3330000","PHMB220173330024082200006","20171031","","01","영업/정상","13","영업중","","","","","051-745-2160","","","부산광역시 해운대구 우동 1493번지","부산광역시 해운대구 센텀4로 15, 지하2층 (우동, 센텀시티몰)","48058","알로뷰안경 센텀점","20180228155904","I","2018-08-31 23:59:59.0","","393825.0775182","187704.240302956","1","1","1","1","1","1","1","1","1","33",
"663","안경업","01_02_01_P","3330000","PHMB220183330024082200001","20180612","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1405번지 마린파크 710호","부산광역시 해운대구 마린시티2로 2, 마린파크 710호 (우동)","48092","마린키즈안경","20180612135006","I","2018-08-31 23:59:59.0","","395308.61045334","186564.639113751","1","1","1","1","1","1","1","1","1","54.02",
"664","안경업","01_02_01_P","3330000","PHMB219983330024082200001","19980703","","01","영업/정상","13","영업중","","","","","747-8833","","","","부산광역시 해운대구 마린시티2로 33, 104동 101,102호 (우동, 해운대두산위브더제니스)","48119","아이젠트리 마린시티점","20200720113307","U","2020-07-22 02:40:00.0","","395388.715069604","186268.853282623","1","1","1","1","1","1","1","1","1","",
"665","안경업","01_02_01_P","3330000","PHMB220083330024082200002","20080717","","01","영업/정상","13","영업중","","","","","703-4747","","612031","부산광역시 해운대구 좌동 1461번지 1호 울트라타워1층","부산광역시 해운대구 좌동로 88 (좌동,울트라타워1층)","","아이큐안경","20090703130728","I","2018-08-31 23:59:59.0","","398074.127570382","188030.043369638","1","1","1","1","1","1","1","1","1","159.5",
"666","안경업","01_02_01_P","3330000","PHMB220093330024082200004","20090317","","01","영업/정상","13","영업중","","","","","702-0085","","612032","부산광역시 해운대구 좌2동 1315번지 삼정코아주상복합상가 137호","부산광역시 해운대구 세실로 48 (좌동,삼정코아주상복합상가 137호)","","눈사랑안경","20090317132857","I","2018-08-31 23:59:59.0","","398407.043332602","187784.843934451","1","1","1","1","1","1","1","1","1","138.6",
"667","안경업","01_02_01_P","3330000","PHMB220083330024082200004","20080129","","01","영업/정상","13","영업중","","","","","782-0539","","612052","부산광역시 해운대구 재송2동 1033번지 11호","부산광역시 해운대구 재반로 167 (재송동)","","더블유안경원","20151005133838","I","2018-08-31 23:59:59.0","","393809.74363883","190258.990546356","1","1","1","1","1","1","1","1","1","",
"668","안경업","01_02_01_P","3330000","PHMB220103330024082200001","20100315","","01","영업/정상","13","영업중","","","","","747-5747","","612033","부산광역시 해운대구 좌3동 1270번지 2호 건우빌딩 1층","부산광역시 해운대구 좌동순환로 78 (좌동,건우빌딩 1층)","","시선안경","20130314170803","I","2018-08-31 23:59:59.0","","397398.305791549","188158.604800029","1","1","1","1","1","1","1","1","1","82.5",
"669","안경업","01_02_01_P","3330000","PHMB220203330024082200002","20200311","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 중동 1768번지 5호 센트럴메디타워","부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 1101호 (중동)","48096","포레 안경원","20200316101320","I","2020-03-18 00:23:29.0","","397476.861959937","187317.663264713","1","1","1","1","1","1","1","1","1","5.56",
"670","안경업","01_02_01_P","3330000","PHMB220203330024082200001","20200129","","01","영업/정상","13","영업중","","","","","051-746-1530","","","부산광역시 해운대구 좌동 1473번지 2호 엘리움","부산광역시 해운대구 해운대로 794, 엘리움 206호 (좌동)","48104","으뜸50안경 장산역점","20200130091502","I","2020-02-01 00:23:41.0","","398155.660814985","187681.573589165","1","1","1","1","1","1","1","2","2","87.36",
"671","안경업","01_02_01_P","3330000","PHMB220113330024082200003","20110427","","01","영업/정상","13","영업중","","","","","702-8911","","612836","부산광역시 해운대구 좌1동 1459번지 6호 해운대자생한방병원 1층 101호","부산광역시 해운대구 해운대로 793, 101호 (좌동,해운대자생한방병원 1층)","","아이젠트리본점","20210604135658","U","2021-06-06 02:40:00.0","","398107.08997841","187767.702830458","2","2","2","5","2","2","1","3","3","334",
"672","안경업","01_02_01_P","3330000","PHMB220113330024082200004","20110502","","01","영업/정상","13","영업중","","","","","704-2233","","612842","부산광역시 해운대구 좌2동 1479번지 1호 웅신시네아트1층 137,138호","부산광역시 해운대구 해운대로 802, 137,138호 (좌동,웅신시네아트1층)","","아하바안경원","20181211145543","U","2018-12-13 02:40:00.0","","398237.363461482","187720.511056894","1","1","1","1","2","1","1","2","3","94.77",
"673","안경업","01_02_01_P","3330000","PHMB220093330024082200007","20090110","","01","영업/정상","13","영업중","","","","","702-8843","","612034","부산광역시 해운대구 좌4동 1407번지 3호 대하프라자 103,104호","부산광역시 해운대구 좌동순환로 175 (좌동,대하프라자 103,104호)","","세컨페이스(second face)","20170103165120","I","2018-08-31 23:59:59.0","","398111.683231243","188710.071660431","1","1","1","1","1","1","1","1","1","56.24",
"674","안경업","01_02_01_P","3330000","PHMB219883330024082200001","19880401","","01","영업/정상","13","영업중","","","","","543-7777","","612081","부산광역시 해운대구 반송1동 250번지 477호","부산광역시 해운대구 아랫반송로40번길 5-7 (반송동)","","아이플러스안경원","20210701132446","U","2021-07-03 02:40:00.0","","395647.318995419","193723.713378419","1","1","1","1","1","1","1","1","1","",
"675","안경업","01_02_01_P","3330000","PHMB220093330024082200008","20091012","","01","영업/정상","13","영업중","","","","","701-3579","","612031","부산광역시 해운대구 좌1동 395번지 3호 동우빌딩 1층","부산광역시 해운대구 좌동로 104 (좌동,동우빌딩 1층)","","다비치안경","20190215140531","U","2019-02-17 02:40:00.0","","398202.092657384","188114.588575362","1","1","1","1","1","1","1","1","1","227.42",
"676","안경업","01_02_01_P","3330000","PHMB220083330024082200007","20080430","","01","영업/정상","13","영업중","","","","","543-6277","","612082","부산광역시 해운대구 반송2동 40번지 1160호","부산광역시 해운대구 반송로924번길 20 (반송동)","","크로바안경원","20110922154631","I","2018-08-31 23:59:59.0","","396209.813911323","194626.754118411","1","1","1","1","1","1","1","1","1","89.1",
"677","안경업","01_02_01_P","3330000","PHMB220013330024082200001","20011204","","01","영업/정상","13","영업중","","","","","543-2025","","612800","부산광역시 해운대구 반송2동 62번지 450호","부산광역시 해운대구 윗반송로 77 (반송동)","","이노티안경","20091111154029","I","2018-08-31 23:59:59.0","","396318.990499047","194529.86421684","1","1","1","1","1","1","1","1","1","",
"678","안경업","01_02_01_P","3330000","PHMB220093330024082200006","20090828","","01","영업/정상","13","영업중","","","","","782-6000","","612062","부산광역시 해운대구 반여2동 1291번지 201호","부산광역시 해운대구 재반로 240 (반여동)","","SECOND FACE(세컨페이스)","20171221141315","I","2018-08-31 23:59:59.0","","394047.328918548","190900.937132998","1","1","1","1","1","1","1","1","1","115.5",
"679","안경업","01_02_01_P","3330000","PHMB220063330024082200002","20060328","","01","영업/정상","13","영업중","","","","","528-0770","","612060","부산광역시 해운대구 반여동 1629번지 3호","부산광역시 해운대구 반여로 100, 101-102호 (반여동, 경희빌딩)","48036","눈이랑 안경콘택트","20150506142332","I","2018-08-31 23:59:59.0","","393314.100292548","191087.710626711","1","1","1","1","1","1","1","1","1","88.92",
"680","안경업","01_02_01_P","3330000","PHMB220073330024082200001","20071203","","01","영업/정상","13","영업중","","","","","784-4042","","","부산광역시 해운대구 중동 1378-18","부산광역시 해운대구 중동2로 16, 1층 (중동)","48096","비추미안경 렌즈미","20210825193731","U","2021-08-27 02:40:00.0","","397143.069557983","187060.38417815","2","1","1","1","2","1","1","1","1","165.28",
"681","안경업","01_02_01_P","3330000","PHMB219973330024082200001","19970903","","01","영업/정상","13","영업중","","","","","731-3900","","","","부산광역시 해운대구 구남로29번길 16 (중동)","48095","아이비젼안경원","20160226163853","I","2018-08-31 23:59:59.0","","396895.429733331","186886.749218135","1","1","1","1","1","1","1","1","1","",
"682","안경업","01_02_01_P","3330000","PHMB220203330024082200003","20200424","","01","영업/정상","13","영업중","","","","","051-731-1536","","","부산광역시 해운대구 우동 539번지 10호 해운대 라뮤에뜨","부산광역시 해운대구 해운대로 620, 해운대 라뮤에뜨 226호 (우동)","48094","으뜸50안경 해운대역점","20200427153754","I","2020-04-29 00:23:20.0","","396596.443478014","186999.884527352","1","1","1","1","1","1","1","1","1","66.5",
"683","안경업","01_02_01_P","3330000","PHMB220213330024082200002","20211116","","01","영업/정상","13","영업중","","","","","051-746-7748","","","부산광역시 해운대구 우동 1499 홈플러스 센텀시티점","부산광역시 해운대구 센텀동로 6, 홈플러스 센텀시티점 2층 일부호 (우동)","48059","아이피아 안경원","20211116103810","I","2021-11-18 00:22:44.0","","394314.881157365","187833.00164775","1","0","0","1","3","0","0","0","0","49.5",
"684","안경업","01_02_01_P","3330000","PHMB220213330024082200001","20210504","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 반여동 1629-3 경희빌딩","부산광역시 해운대구 반여로 100, 경희빌딩 101,102호 (반여동)","48036","눈이랑안경","20210506125651","I","2021-05-08 00:22:56.0","","393314.100292548","191087.710626711","1","","","1","1","","","","","88.92",
"685","안경업","01_02_01_P","3330000","PHMB220203330024082200004","20201207","","01","영업/정상","13","영업중","","","","","051-900-5555","","","부산광역시 해운대구 우동 539-10 해운대 라뮤에뜨","부산광역시 해운대구 해운대로 620, 해운대 라뮤에뜨 1층 121호 (우동)","48094","오렌즈 해운대비치점","20201208165741","I","2020-12-10 00:23:07.0","","396596.443478014","186999.884527352","1","","","1","1","","","","","48.3",
"686","안경업","01_02_01_P","3340000","PHMB220083340025082200005","20081112","","03","폐업","03","폐업","20090914","","","","261-6700","","604840","부산광역시 사하구 장림2동 285번지 8호 금천빌딩 1층","부산광역시 사하구 다대로 279 (장림동,금천빌딩 1층)","","초이스안경점","20091130112944","I","2018-08-31 23:59:59.0","","380298.369336846","177145.90045357","1","1","1","1","1","1","1","1","1","57.6",
"687","안경업","01_02_01_P","3340000","PHMB220093340025082200004","20090914","","03","폐업","03","폐업","20100901","","","","261-6700","","604840","부산광역시 사하구 장림2동 285번지 8호 금천빌딩 1층","부산광역시 사하구 다대로 279 (장림동,금천빌딩 1층)","","내눈에안경","20100901101749","I","2018-08-31 23:59:59.0","","380298.369336846","177145.90045357","1","1","1","1","1","1","1","1","1","57.6",
"688","안경업","01_02_01_P","3340000","PHMB220093340025082200005","20090928","","03","폐업","03","폐업","20110602","","","","264-2133","","604824","부산광역시 사하구 다대1동 309번지 2호 현대빌딩 102호","부산광역시 사하구 다대로 483 (다대동,현대빌딩 102호)","","명안경","20140225152013","I","2018-08-31 23:59:59.0","","380218.998121817","175382.738615908","1","1","1","1","1","1","1","1","1","151",
"689","안경업","01_02_01_P","3340000","PHMB220093340025082200006","20091014","","03","폐업","03","폐업","20180115","","","","","","604815","부산광역시 사하구 괴정1동 970번지 6호","부산광역시 사하구 낙동대로 223 (괴정동)","49381","아이센스안경","20180115141123","I","2018-08-31 23:59:59.0","","381622.644225725","179660.148759733","1","1","1","1","1","1","1","1","1","138.6",
"690","안경업","01_02_01_P","3340000","PHMB220143340025082200001","20140106","","03","폐업","03","폐업","20210701","","","","","","","","부산광역시 사하구 다대로 246(장림동)","49466","렌즈미 시선안경 장림점","20211130160601","U","2021-12-02 02:40:00.0","","380245.21144828","177479.693870241","1","1","1","1","1","1","1","1","1","118.68",
"691","안경업","01_02_01_P","3340000","PHMB219853340025082200001","19851111","","03","폐업","03","폐업","20211022","","","","266-5433","","604848","부산광역시 사하구 하단1동 616번지 1호 1층","부산광역시 사하구 하신중앙로 336, 1층 (하단동)","49407","바라안경원","20211022145653","U","2021-10-24 02:40:00.0","","379279.14682841","180230.737121686","1","1","1","1","1","1","1","1","1","67.44",
"692","안경업","01_02_01_P","3340000","PHMB220093340025082200003","20090429","","03","폐업","03","폐업","20200529","","","","051-247-2288","","604815","부산광역시 사하구 괴정1동 896번지 1호 우리메디칼센터 3층","부산광역시 사하구 낙동대로 248, 3층 (괴정동, 우리메디컬센터)","49341","부산안경","20200529094315","U","2020-05-31 02:40:00.0","","381373.413436148","179643.05278906","1","1","1","1","1","1","1","1","1","42.16",
"693","안경업","01_02_01_P","3340000","PHMB219863340025082200002","19860703","","03","폐업","03","폐업","20180115","","","","","","","","부산광역시 사하구 감천로 119 (감천동)","49374","한상태안경사랑안경","20180115135144","I","2018-08-31 23:59:59.0","","382757.835686253","178366.783209223","0","0","0","0","0","0","0","0","0","",
"694","안경업","01_02_01_P","3340000","PHMB219883340025082200002","19880429","","03","폐업","03","폐업","20130812","","","","051-291-5108","","604801","부산광역시 사하구 감천동 16번지 506호","부산광역시 사하구 옥천로 44-1 (감천동)","604801","알프스안경","20140307154733","I","2018-08-31 23:59:59.0","","382969.823504526","178724.485765546","0","0","0","0","0","0","0","0","0","",
"695","안경업","01_02_01_P","3340000","PHMB220123340025082200001","20120625","","03","폐업","03","폐업","20140425","","","","","","604825","부산광역시 사하구 다대1동 891번지","부산광역시 사하구 다대로 551 (다대동)","604825","해비치 안경원","20140425162939","I","2018-08-31 23:59:59.0","","379767.614697491","174883.742734168","1","1","1","1","1","1","1","1","1","222.64",
"696","안경업","01_02_01_P","3340000","PHMB220103340025082200003","20101029","","03","폐업","03","폐업","20121214","","","","294-0321","","604851","부산광역시 사하구 하단2동 492번지 19호 2층","부산광역시 사하구 낙동대로516번길 41 (하단동,2층)","","대학당안경원","20121214112525","I","2018-08-31 23:59:59.0","","379144.690967817","181060.993212171","1","1","1","1","1","1","1","1","1","50",
"697","안경업","01_02_01_P","3340000","PHMB220103340025082200004","20101103","","03","폐업","03","폐업","20211021","","","","263-4989","","604823","부산광역시 사하구 다대1동 933번지 21호 1층일부","부산광역시 사하구 다대로554번길 4 (다대동,1층일부)","","예맑은안경원","20211022144959","U","2021-10-24 02:40:00.0","","379699.108845985","174915.765704636","1","1","1","1","1","1","1","1","1","55.9",
"698","안경업","01_02_01_P","3340000","PHMB220113340025082200002","20110602","","03","폐업","03","폐업","20190719","","","","","","","","부산광역시 사하구 다대로 483, 현대빌딩 (다대동)","49520","안경나라","20190719135346","U","2019-07-21 02:40:00.0","","380218.998121817","175382.738615908","1","1","1","1","1","1","1","1","1","151.04",
"699","안경업","01_02_01_P","3340000","PHMB220113340025082200003","20110623","","03","폐업","03","폐업","20130806","","","","","","604852","부산광역시 사하구 하단2동 528번지 18호 1,2층","부산광역시 사하구 낙동대로 483 (하단동,1,2층)","","다비치안경원","20130806152026","I","2018-08-31 23:59:59.0","","379286.395038002","180494.856632047","1","1","1","1","1","1","1","1","1","299.14",
"700","안경업","01_02_01_P","3340000","PHMB220133340025082200002","20130416","","03","폐업","03","폐업","20180702","","","","265-4009","","604820","부산광역시 사하구 다대1동 33번지 2호","부산광역시 사하구 다송로 38 (다대동)","49518","차 안경원","20180702133152","I","2018-08-31 23:59:59.0","","380732.415177308","175679.232956844","1","1","1","1","1","1","1","1","1","92.78",
"701","안경업","01_02_01_P","3340000","PHMB219973340025082200004","19971014","","03","폐업","03","폐업","20090513","","","","","","","부산광역시 사하구 감천2동 549-6","","","비지블안경","20091130115557","I","2018-08-31 23:59:59.0","","","","0","0","0","0","0","0","0","0","0","",
"702","안경업","01_02_01_P","3340000","PHMB219973340025082200005","19971231","","03","폐업","03","폐업","20180322","","","","051-266-6542","","604824","부산광역시 사하구 다대1동 382번지 7호 다대자유마트 101,102호","부산광역시 사하구 다대로 613, 101호 (다대동, 다대자유마트 )","49525","그린안경","20180322154918","I","2018-08-31 23:59:59.0","","379765.992331912","174289.976688419","0","0","0","0","0","0","0","0","0","",
"703","안경업","01_02_01_P","3340000","PHMB219993340025082200001","19990514","","03","폐업","03","폐업","20140225","","","","","","604714","부산광역시 사하구 하단2동 840, 843-1동아대학교구내","부산광역시 사하구 낙동대로550번길 37 (하단동, 동아대구내)","604714","갤러리안경","20140226083101","I","2018-08-31 23:59:59.0","","379476.80624000000","182087.26132000000","0","0","0","0","0","0","0","0","0","",
"704","안경업","01_02_01_P","3340000","PHMB220143340025082200003","20141209","","03","폐업","03","폐업","20220218","","","","207-2235","","604837","부산광역시 사하구 신평동 408번지 13호","부산광역시 사하구 하신중앙로 184, 108호 (신평동, 신평프라자)","49419","it(아이티) 안경원","20220218154413","U","2022-02-20 02:40:00.0","","378870.237074431","179111.733495283","1","1","1","1","1","1","1","1","1","41.74",
"705","안경업","01_02_01_P","3340000","PHMB219963340025082200002","19960523","","03","폐업","03","폐업","20101103","","","","263-4989","","","부산광역시 사하구 다대동 933-4","","","세일안경원","20101130132902","I","2018-08-31 23:59:59.0","","","","1","1","1","1","1","1","1","1","1","140",
"706","안경업","01_02_01_P","3340000","PHMB219963340025082200004","19961029","","03","폐업","03","폐업","20180508","","","","051-261-2824","","604825","부산광역시 사하구 다대1동 909번지","부산광역시 사하구 다대로 549 (다대동)","49524","그린안경","20180508151519","I","2018-08-31 23:59:59.0","","379768.050922519","174910.857552639","0","0","0","0","0","0","0","0","0","",
"707","안경업","01_02_01_P","3340000","PHMB220003340025082200003","20000407","","03","폐업","03","폐업","20180130","","","","051-264-4464","","604821","부산광역시 사하구 다대2동 85번지 17호","부산광역시 사하구 다대로 411 (다대동)","49518","라데팡스안경(다대점)","20180130130123","I","2018-08-31 23:59:59.0","","380558.188859331","175927.612300664","0","0","0","0","0","0","0","0","0","",
"708","안경업","01_02_01_P","3340000","PHMB220003340025082200004","20001117","","03","폐업","03","폐업","20091014","","","","293-9220","","","부산광역시 사하구 괴정1동 970-6","","","아이센스안경","20091130115533","I","2018-08-31 23:59:59.0","","","","0","0","0","0","0","0","0","0","0","",
"709","안경업","01_02_01_P","3340000","PHMB220003340025082200005","20001214","","03","폐업","03","폐업","20161214","","","","051-204-2727","","604022","부산광역시 사하구 하단2동 510번지 18호","부산광역시 사하구 낙동대로 498-1 (하단동)","49325","눈사랑안경(하단점)","20180410103021","I","2018-08-31 23:59:59.0","","379301.11451843","180585.305498458","0","0","0","0","0","0","0","0","0","",
"710","안경업","01_02_01_P","3340000","PHMB220043340025082200002","20040405","","03","폐업","03","폐업","20180130","","","","051-291-0301","","604810","부산광역시 사하구 괴정3동 429번지 47호","부산광역시 사하구 낙동대로 195 (괴정동)","49350","우리들안경원","20180130153452","I","2018-08-31 23:59:59.0","","381877.219540981","179778.491541135","0","0","0","0","0","0","0","0","0","",
"711","안경업","01_02_01_P","3340000","PHMB220043340025082200004","20041203","","03","폐업","03","폐업","20090928","","","","264-2133","","604824","부산광역시 사하구 다대1동 309번지 2호 1층 102호","부산광역시 사하구 다대로 483 (다대동,1층 102호)","","다비치안경","20091130115458","I","2018-08-31 23:59:59.0","","380218.998121817","175382.738615908","1","1","1","1","1","1","1","1","1","151.04",
"712","안경업","01_02_01_P","3340000","PHMB220053340025082200001","20050801","","03","폐업","03","폐업","20180831","","","","051-207-3085","","604850","부산광역시 사하구 하단1동 589번지 20호","부산광역시 사하구 낙동남로 1424 (하단동)","49427","아이마트안경","20180831095418","I","2018-08-31 23:59:59.0","","379309.52555358","180302.622480787","0","0","0","0","0","0","0","0","0","",
