"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업종구분명","자본금의규모","사업자등록번호",
"382","후원방문판매업체","08_26_05_P","6260000","20176260000301000027","20170831","","03","폐업","4","폐업","20190404","","","","0515583515","","","부산광역시 동래구 온천동  ****번지 *호","부산광역시 동래구 중앙대로 ****, *층 (온천동)","","나르지오워킹화 동래점","20190408000000","U","2019-04-10 02:40:00.0","","389127.980713279","191615.618088618","후원방문판매업","0","",
"383","후원방문판매업체","08_26_05_P","6260000","20176260000301000028","20170831","","03","폐업","4","폐업","20200410","","","","0517173309","","","부산광역시 북구 구포동  ***번지 *호","부산광역시 북구 낙동대로 **** (구포동)","","나르지오 구포시장점","20200413000000","U","2020-04-15 02:40:00.0","","382504.079194377","191893.675483245","후원방문판매업","0","",
"384","후원방문판매업체","08_26_05_P","6260000","20176260000301000029","20170926","","03","폐업","4","폐업","20200427","","","","0517173774","","","부산광역시 북구 화명동  ****번지 화명*차동원비스타단지내상가 ***동 ***호","부산광역시 북구 금곡대로 ***, ***동 ***호 (화명동,화명*차동원비스타단지내상가)","","나르지오 화명점","20200427000000","U","2020-04-29 02:40:00.0","","382841.007094245","193563.953069006","후원방문판매업","0","",
"385","후원방문판매업체","08_26_05_P","6260000","20176260000301000030","20171027","","03","폐업","4","폐업","20181111","","","","0513153353","","","부산광역시 사상구 괘법동  ***번지 *호","부산광역시 사상구 사상로 *** (괘법동)","","나르지오 괘법점","20181112000000","U","2018-11-14 02:37:25.0","","380551.485041744","187097.32942722","후원방문판매업","0","",
"386","후원방문판매업체","08_26_05_P","6260000","20176260000301000031","20171027","","03","폐업","4","폐업","20190902","","","","0514174200","","","부산광역시 영도구 남항동*가  ***번지 *호","부산광역시 영도구 절영로**번길 ** (남항동*가)","","나르지오영도점","20190902000000","U","2019-09-04 02:40:00.0","","386044.840622931","178510.462537388","후원방문판매업","0","",
"387","후원방문판매업체","08_26_05_P","6260000","20176260000301000033","20171204","","03","폐업","4","폐업","20181105","","","","0513289822","","46975","부산광역시 사상구 괘법동  ***번지 *호","부산광역시 사상구 사상로 ***, *층 (괘법동)","","셀트리온 스킨큐어 사상대리점","20181116000000","U","2018-11-18 02:37:48.0","","380846.070249266","186502.693507772","후원방문판매업","0","",
"388","후원방문판매업체","08_26_05_P","6260000","20176260000301000035","20171215","","03","폐업","4","폐업","20201029","","","","","","47797","부산광역시 동래구 안락동  ***번지 *호","부산광역시 동래구 충렬대로 ***, *층 (안락동)","","알즈너 싱글벙글 대리점","20201109000000","U","2020-11-11 02:40:00.0","","391294.354339422","190691.683689831","후원방문판매업","0","",
"389","후원방문판매업체","08_26_05_P","6260000","20176260000301000032","20171101","","03","폐업","4","폐업","20210823","","","","","","47181","부산광역시 부산진구 당감동  ***번지 *호","부산광역시 부산진구 당감로**번길 ** (당감동)","","다사랑대리점","20210823000000","U","2021-08-25 02:40:00.0","","385943.965939128","187032.623632978","후원방문판매업","0","",
"390","후원방문판매업체","08_26_05_P","6260000","20166260000301000005","20160308","","03","폐업","4","폐업","20190528","","","","0515053638","","","","부산광역시 동래구 아시아드대로***번길 * (사직동)","","부산마임사직지사","20190531000000","U","2019-06-02 02:40:00.0","","387988.50958512","190940.982360141","후원방문판매업","0","",
"391","후원방문판매업체","08_26_05_P","6260000","20176260000301000026","20170831","","03","폐업","4","폐업","20200416","","","","0515241475","","","부산광역시 동래구 안락동  ***번지 **호","부산광역시 동래구 안락로 ** (안락동)","","나르지오워킹화 안락점","20200416000000","U","2020-04-18 02:40:00.0","","391078.853025488","191103.855668201","후원방문판매업","0","",
"392","후원방문판매업체","08_26_05_P","6260000","20136260000301000100","20130802","","03","폐업","4","폐업","20191210","","","","0514692063","","600816","부산광역시 중구 중앙동*가  **번지 *호 우창빌딩","부산광역시 중구 중앙대로 ***, *층 (중앙동*가,우창빌딩)","","아모레 용두산 특약점","20191227000000","U","2019-12-29 02:40:00.0","","385755.829120228","181022.421229413","후원방문판매업","0","",
"393","후원방문판매업체","08_26_05_P","6260000","20136260000301000088","20130802","","03","폐업","4","폐업","20201118","","","","0518044007","","614090","부산광역시 부산진구 부암동  ***번지 *호 성화빌딩 *층","부산광역시 부산진구 가야대로 ***, *층 (부암동,성화빌딩*층)","","아모레 화장품 백양특약점","20201118000000","U","2020-11-20 02:40:00.0","","386849.181160346","186232.190998168","후원방문판매업","0","",
"394","후원방문판매업체","08_26_05_P","6260000","20186260000301000001","20180111","","03","폐업","4","폐업","20210906","","","","0517555289","","48308","부산광역시 수영구 남천동  **번지 *호 라움팰리스 ***호","부산광역시 수영구 남천동로**번길 **, *층 ***호 (남천동, 라움팰리스)","","주식회사 수영","20210907000000","U","2021-09-09 02:40:00.0","","","","후원방문판매업","0","",
"395","후원방문판매업체","08_26_05_P","6260000","20186260000301000003","20180130","","03","폐업","4","폐업","20190115","","","","0518642304","","47565","부산광역시 연제구 연산동  ***번지 **호","부산광역시 연제구 과정로***번길 **, *층 (연산동)","","KGC연제지사","20190116000000","U","2019-01-18 02:40:00.0","","391455.882231333","189718.342701806","후원방문판매업","0","",
"396","후원방문판매업체","08_26_05_P","6260000","20196260000301000003","20190122","","03","폐업","4","폐업","20200123","","","","","","47291","부산광역시 부산진구 부전동  ***번지 *호","부산광역시 부산진구 중앙대로 ***, *층 (부전동)","","셀트리온 스킨큐어 서부산센터","20200129000000","U","2020-01-31 02:40:00.0","","387661.92228900000","186372.62052800000","후원방문판매업","0","",
"397","후원방문판매업체","08_26_05_P","6260000","20196260000301000004","20190122","","03","폐업","4","폐업","20220117","","","","","","47258","부산광역시 부산진구 부전동  ***번지 **호 미래빌딩","부산광역시 부산진구 부전로 **, 미래빌딩 *층 (부전동)","","셀트리온스킨큐어 서면자영센터","20220117000000","U","2022-01-19 02:40:00.0","","387128.804150802","186352.847030423","후원방문판매업","0","",
"398","후원방문판매업체","08_26_05_P","6260000","20136260000301000094","20130802","","03","폐업","4","폐업","20190819","","","","0512542205","","600809","부산광역시 중구 부평동*가  **번지","부산광역시 중구 흑교로 * (부평동*가)","","아모레 광복특약점","20190819000000","U","2019-08-21 02:40:00.0","","384545.802299262","179754.942453097","후원방문판매업","0","",
"399","후원방문판매업체","08_26_05_P","6260000","20136260000301000095","20130802","","03","폐업","4","폐업","20171229","","","","0513320984","","616852","부산광역시 북구 화명동  ****번지 *호","부산광역시 북구 금곡대로***번길 * (화명동)","","아모레 화명특약점","20171229000000","I","2018-08-31 23:59:59.0","","383217.253829884","194786.946259107","후원방문판매업","0","",
"400","후원방문판매업체","08_26_05_P","6260000","20136260000301000102","20130802","","03","폐업","4","폐업","20191227","","","","0707715623","","616814","부산광역시 북구 덕천동  ***번지 *호","부산광역시 북구 만덕대로 ***, *층 (덕천동)","","아모레 만덕점","20191230000000","U","2020-01-01 02:40:00.0","","383641.952492308","192323.920733413","후원방문판매업","0","",
"401","후원방문판매업체","08_26_05_P","6260000","20136260000301000108","20130802","","03","폐업","4","폐업","20200228","","","","0513110644","","46982","부산광역시 사상구 감전동  ***번지 **호 호승빌딩","부산광역시 사상구 사상로 ***, *층 (감전동)","","아모레 퍼시픽 부산강동특약점","20200422000000","U","2020-04-24 02:40:00.0","","381165.46793329","186054.090842915","후원방문판매업","0","",
"402","후원방문판매업체","08_26_05_P","6260000","20136260000301000116","20130802","","03","폐업","4","폐업","20210531","","","","0515158385","","607060","부산광역시 동래구 온천동  ***번지 **호 불이빌딩 **층","부산광역시 동래구 온천장로 *** (온천동)","","아모레퍼시픽신세계점","20210604000000","U","2021-06-06 02:40:00.0","","389697.093995424","193238.791277674","후원방문판매업","0","",
"403","후원방문판매업체","08_26_05_P","6260000","20136260000301000118","20130802","","03","폐업","4","폐업","20190828","","","","0517462366","","612020","부산광역시 해운대구 우동  ****번지 에이스하이테크** ***호","부산광역시 해운대구 센텀중앙로 **, ***호 (우동,에이스하이테크**)","","아모레퍼시픽센텀시티점","20190829000000","U","2019-08-31 02:40:00.0","","393963.840834294","188061.35516256","후원방문판매업","0","",
"404","후원방문판매업체","08_26_05_P","6260000","20136260000301000119","20130802","","03","폐업","4","폐업","20210122","","","","0517425999","","612020","부산광역시 해운대구 우동  ***번지 **호","부산광역시 해운대구 해운대로 ***, *층 (우동,원남빌딩)","","아모레화장품장산특약점","20210122000000","U","2021-01-24 02:40:00.0","","396425.94318211","186893.924756312","후원방문판매업","0","",
"405","후원방문판매업체","08_26_05_P","6260000","20136260000301000122","20130802","","03","폐업","4","폐업","20201127","","","","0515055557","","611774","부산광역시 연제구 거제동  **번지 *호 S.T빌딩 지상 *층","부산광역시 연제구 교대로 *, *층 (거제동,ST빌딩)","","아모레퍼시픽교대점","20201201000000","U","2020-12-03 02:40:00.0","","389258.272526275","190331.526358665","후원방문판매업","0","",
"406","후원방문판매업체","08_26_05_P","6260000","20136260000301000123","20130802","","03","폐업","4","폐업","20200110","","","","0518652131","","611080","부산광역시 연제구 연산동  ****번지 **호 애린빌딩 *층","부산광역시 연제구 신촌로 *, *층 (연산동,애린빌딩)","","아모레시청특약점","20200113000000","U","2020-01-15 02:40:00.0","","389196.054357731","188948.965331069","후원방문판매업","0","",
"407","후원방문판매업체","08_26_05_P","6260000","20136260000301000124","20130802","","03","폐업","4","폐업","20191125","","","","0516125826","","608020","부산광역시 남구 대연동  ****번지 *호 부성빌딩  ***호","부산광역시 남구 유엔로***번길 **, ***호 (대연동,부성빌딩)","","아모레경성대점","20191125000000","U","2019-11-27 02:40:00.0","","390701.488510362","183713.043566215","후원방문판매업","0","",
"408","후원방문판매업체","08_26_05_P","6260000","20136260000301000061","20130731","","03","폐업","4","폐업","20201222","","","","0515531800","","607050","부산광역시 동래구 수안동  ***번지 *호","부산광역시 동래구 명륜로***번길 **, *층 (수안동)","","뉴랜드알로에수안지사","20201222000000","U","2020-12-24 02:40:00.0","","389785.723211162","191350.944787772","후원방문판매업","0","",
"409","후원방문판매업체","08_26_05_P","6260000","20136260000301000063","20130731","","03","폐업","4","폐업","20160310","","","","0516216996","","608090","부산광역시 남구 용호동  ***번지 **호","부산광역시 남구 용호로 ***, *층 (용호동)","","뉴랜드알로에용호지사","20160310000000","I","2018-08-31 23:59:59.0","","392500.465450384","182368.131861693","후원방문판매업","0","",
"410","후원방문판매업체","08_26_05_P","6260000","20136260000301000064","20130731","","03","폐업","4","폐업","20190830","","","","0515311036","","607100","부산광역시 동래구 안락동  ***번지 **호","부산광역시 동래구 반송로 *** (안락동)","","뉴랜드알로에안락지사","20190830000000","U","2019-09-01 02:40:00.0","","391083.207597553","191188.034813625","후원방문판매업","0","",
"411","후원방문판매업체","08_26_05_P","6260000","20136260000301000050","20130731","","03","폐업","4","폐업","20210630","","","","0516451196","","601060","부산광역시 동구 범일동  ***번지 ***호","부산광역시 동구 조방로**번길 *, *층 (범일동)","","녹십초범일지사","20210630000000","U","2021-07-02 02:40:00.0","","387814.268194495","184253.257798864","후원방문판매업","0","",
"412","후원방문판매업체","08_26_05_P","6260000","20136260000301000051","20130731","","03","폐업","4","폐업","20140429","","","","","","611080","부산광역시 연제구 연산동  ***번지 **호","부산광역시 연제구 쌍미천로***번길 ** (연산동)","","녹십초연제지사","20140429000000","I","2018-08-31 23:59:59.0","","389938.231005417","189335.101454811","후원방문판매업","0","",
"413","후원방문판매업체","08_26_05_P","6260000","20136260000301000052","20130731","","03","폐업","4","폐업","20150225","","","","","","614042","부산광역시 부산진구 전포동  ***번지 *호 ***호","부산광역시 부산진구 서전로**번길 ** (전포동)","","이롬황성주생식서면지사","20150225000000","I","2018-08-31 23:59:59.0","","387995.070168789","186309.298920442","후원방문판매업","0","",
"414","후원방문판매업체","08_26_05_P","6260000","20136260000301000053","20130731","","03","폐업","4","폐업","20150225","","","","","","609310","부산광역시 금정구 구서동  금강부광아파트 ***동 ****호","부산광역시 금정구 금강로 ***, *층 (구서동)","","이롬황성주생식 부산구서지점","20150225000000","I","2018-08-31 23:59:59.0","","390019.139905373","196289.701035589","후원방문판매업","0","",
"415","후원방문판매업체","08_26_05_P","6260000","20136260000301000054","20130731","","03","폐업","4","폐업","20180612","","","","0515837980","","609814","부산광역시 금정구 남산동  ***번지 *호","부산광역시 금정구 중앙대로 **** (남산동)","","이롬 황성주 생식 부산남산 금샘로지점","20180614000000","I","2018-08-31 23:59:59.0","","390307.061479704","198242.191281549","후원방문판매업","0","",
"416","후원방문판매업체","08_26_05_P","6260000","20136260000301000055","20130731","","03","폐업","4","폐업","20150225","","","","","","611828","부산광역시 연제구 연산동  ****번지 **호","부산광역시 연제구 신촌로 *, *층 (연산동)","","이롬황성주생식연산지점","20150225000000","I","2018-08-31 23:59:59.0","","389218.484943395","188965.440344217","후원방문판매업","0","",
"417","후원방문판매업체","08_26_05_P","6260000","20136260000301000056","20130731","","03","폐업","4","폐업","20181001","","","","0517819982","","612060","부산광역시 해운대구 반여동  ****번지 ***호","부산광역시 해운대구 재반로 *** (반여동)","","뉴랜드알로에(반여)","20181001000000","U","2018-10-03 02:36:38.0","","393990.894633117","190721.744415426","후원방문판매업","0","",
"418","후원방문판매업체","08_26_05_P","6260000","20136260000301000066","20130801","","03","폐업","4","폐업","20211210","","","","0518650365","","611080","부산광역시 연제구 연산동  ***번지 *호 남도빌딩 *층","부산광역시 연제구 중앙대로 ****, *층 (연산동,남도빌딩)","","오휘 연산지사","20211213000000","U","2021-12-15 02:40:00.0","","389503.464882873","189298.423601831","후원방문판매업","0","",
"419","후원방문판매업체","08_26_05_P","6260000","20136260000301000067","20130801","","03","폐업","4","폐업","20171212","","","","0517315265","","612821","부산광역시 해운대구 우동  ***번지 *호 유성프라자 ***호","부산광역시 해운대구 해운대로 ***-*, ***호 (우동,유성프라자빌딩)","","해운대 지사(오휘)","20171212000000","I","2018-08-31 23:59:59.0","","396269.278936654","186725.76400407","후원방문판매업","0","",
"420","후원방문판매업체","08_26_05_P","6260000","20136260000301000068","20130801","","03","폐업","4","폐업","20180917","","","","0510000000","","617807","부산광역시 사상구 괘법동  ***번지 **호 ***호","부산광역시 사상구 사상로 ***, ***호 (괘법동)","","오휘탑지사","20180918000000","U","2018-09-18 23:59:59.0","","380901.229444213","186445.430953537","후원방문판매업","0","",
"421","후원방문판매업체","08_26_05_P","6260000","20136260000301000069","20130801","","03","폐업","4","폐업","20180611","","","","0516282305","","613010","부산광역시 수영구 남천동  *번지 *호","부산광역시 수영구 남천동로***번길 *, *층 (남천동)","","이롬라이프부산수영구중앙지사","20180611000000","I","2018-08-31 23:59:59.0","","392374.410870767","184999.650394913","후원방문판매업","0","",
"422","후원방문판매업체","08_26_05_P","6260000","20136260000301000071","20130801","","03","폐업","4","폐업","20151012","","","","","","601839","부산광역시 동구 초량동  ****번지 **호","부산광역시 동구 중앙대로 *** (초량동)","","LG 오휘 부산역지사","20151012000000","I","2018-08-31 23:59:59.0","","385791.217203765","181122.954187638","후원방문판매업","0","",
"423","후원방문판매업체","08_26_05_P","6260000","20136260000301000072","20130801","","03","폐업","4","폐업","20140227","","","","","","613815","부산광역시 수영구 남천동  **번지 *호","부산광역시 수영구 수영로 *** (남천동)","","오휘 광남점","20140227000000","I","2018-08-31 23:59:59.0","","392314.744635131","185319.292679159","후원방문판매업","0","",
"424","후원방문판매업체","08_26_05_P","6260000","20136260000301000089","20130802","","03","폐업","4","폐업","20180212","","","","0512573700","","602813","부산광역시 서구 동대신동*가  ***번지","부산광역시 서구 구덕로***번길 *, *층 (동대신동*가)","","아모레 동대신특약점","20180227000000","I","2018-08-31 23:59:59.0","","383796.607451333","181146.262325243","후원방문판매업","0","",
"425","후원방문판매업체","08_26_05_P","6260000","20136260000301000091","20130802","","03","폐업","4","폐업","20200205","","","","0512648700","","49464","부산광역시 사하구 장림동  ***번지 **호","부산광역시 사하구 다대로 ***, *층 (장림동)","","아모레 신다대특약점","20200205000000","U","2020-02-07 02:40:00.0","","380234.727216826","177563.917762823","후원방문판매업","0","",
"426","후원방문판매업체","08_26_05_P","6260000","20136260000301000093","20130802","","03","폐업","4","폐업","20200804","","","","0513056234","","617040","부산광역시 사상구 덕포동  ***번지 *호","부산광역시 사상구 사상로 *** (덕포동)","","아모레 사상특약점","20200804000000","U","2020-08-06 02:40:00.0","","380736.588035136","188085.727810421","후원방문판매업","0","",
"427","후원방문판매업체","08_26_05_P","6260000","20136260000301000112","20130802","","03","폐업","4","폐업","20171218","","","","0516127992","","613010","부산광역시 수영구 남천동  *번지 **호 대양빌딩 *층","부산광역시 수영구 광남로 **, *층 (남천동,대양빌딩)","","아모레퍼시픽남구특약점","20171218000000","I","2018-08-31 23:59:59.0","","392362.266071841","185027.111267855","후원방문판매업","0","",
"428","후원방문판매업체","08_26_05_P","6260000","20136260000301000113","20130802","","03","폐업","4","폐업","20171229","","","","0515140884","","609320","부산광역시 금정구 부곡동  ***번지 *호","부산광역시 금정구 중앙대로 **** (부곡동)","","아모레퍼시픽 부산대점","20171229000000","I","2018-08-31 23:59:59.0","","390313.235393095","194660.001449446","후원방문판매업","0","",
"429","후원방문판매업체","08_26_05_P","6260000","20196260000301000005","20190408","","03","폐업","4","폐업","20200630","","","","","","46975","부산광역시 사상구 괘법동  ***번지 **호 괘법세차장","부산광역시 사상구 사상로 ***, 괘법세차장 *층 (괘법동)","","오휘탑대리점(주)","20200707000000","U","2020-07-09 02:40:00.0","","380901.229444213","186445.430953537","후원방문판매업","0","",
"430","후원방문판매업체","08_26_05_P","6260000","20196260000301000006","20190523","","03","폐업","4","폐업","20200410","","","","0517020088","","46065","부산광역시 기장군 기장읍 동부리 ***번지 **호 빠리바게트","부산광역시 기장군 기장읍 차성동로 **, 빠리바게트 *층","","나르지오워킹화 기장점","20200413000000","U","2020-04-15 02:40:00.0","","401709.206084507","196053.969273883","후원방문판매업","0","",
"431","후원방문판매업체","08_26_05_P","6260000","20136260000301000075","20130801","","03","폐업","4","폐업","20140502","","","","0513212290","","617836","부산광역시 사상구 주례동  **번지 *호","부산광역시 사상구 가야대로 ***, *층 (주례동,동서빌딩)","","(주)오휘후 사상지사","20140502000000","I","2018-08-31 23:59:59.0","","383357.296661898","185392.274752991","후원방문판매업","0","",
"432","후원방문판매업체","08_26_05_P","6260000","20136260000301000076","20130801","","03","폐업","4","폐업","20140110","","","","0512085551","","604010","부산광역시 사하구 당리동  ***번지 *호 보수빌딩 *층","부산광역시 사하구 다대로 **, *층 (당리동,보수빌딩*층)","","오휘 당리지사","20140110000000","I","2018-08-31 23:59:59.0","","380110.233477523","179796.272856371","후원방문판매업","0","",
"433","후원방문판매업체","08_26_05_P","6260000","20136260000301000077","20130801","","03","폐업","4","폐업","20211206","","","","0512901201","","604010","부산광역시 사하구 당리동  ***번지 **호","부산광역시 사하구 낙동대로 *** (당리동)","","태진 상사(오휘)","20211207000000","U","2021-12-09 02:40:00.0","","379805.39051336","180129.79704779","후원방문판매업","0","",
"434","후원방문판매업체","08_26_05_P","6260000","20136260000301000078","20130801","","03","폐업","4","폐업","20201028","","","","0513321709","","616120","부산광역시 북구 화명동  ****번지 *호 해경타워빌딩 ***호","부산광역시 북구 금곡대로***번길 **, ***호 (화명동,해경타워)","","오휘 화명지사","20201126000000","U","2020-11-28 02:40:00.0","","383054.326433755","194762.774568791","후원방문판매업","0","",
"435","후원방문판매업체","08_26_05_P","6260000","20136260000301000080","20130801","","03","폐업","4","폐업","20210708","","","","0515583855","","607062","부산광역시 동래구 온천동  ****번지 **호 호성빌딩 *층","부산광역시 동래구 충렬대로 ***, *층 (온천동,혜원빌딩)","","동래지사(오휘)","20210708000000","U","2021-07-10 02:40:00.0","","388596.863365011","191754.777025517","후원방문판매업","0","",
"436","후원방문판매업체","08_26_05_P","6260000","20136260000301000081","20130801","","03","폐업","4","폐업","20180111","","","","0517555289","","613010","부산광역시 수영구 남천동  **번지 *호","부산광역시 수영구 수영로 ***, 지하*층 (남천동,seed-*빌딩)","","오휘 수영지사","20180111000000","I","2018-08-31 23:59:59.0","","392314.744635131","185319.292679159","후원방문판매업","0","",
"437","후원방문판매업체","08_26_05_P","6260000","20136260000301000083","20130801","","03","폐업","4","폐업","20200929","","","","0517278010","","604857","부산광역시 사하구 괴정동  ****번지 *호","부산광역시 사하구 낙동대로 *** (괴정동)","","오휘 사하지사","20200929000000","U","2020-10-01 02:40:00.0","","381763.470663811","179773.626920336","후원방문판매업","0","",
"438","후원방문판매업체","08_26_05_P","6260000","20136260000301000084","20130801","","03","폐업","4","폐업","20150708","","","","0518046288","","614030","부산광역시 부산진구 부전동  ***번지 **호","부산광역시 부산진구 부전로 **, **층 (부전동,동아빌딩)","","LG 오휘 화장품 부산지사","20150708000000","I","2018-08-31 23:59:59.0","","387134.719147316","186151.492898265","후원방문판매업","0","",
"439","후원방문판매업체","08_26_05_P","6260000","20136260000301000085","20130801","","03","폐업","4","폐업","20131226","","","","0513035965","","617828","부산광역시 사상구 엄궁동  ***번지 *호","부산광역시 사상구 낙동대로 *** (엄궁동)","","LG 엄궁지사","20131227000000","I","2018-08-31 23:59:59.0","","379597.860120875","182920.435621772","후원방문판매업","0","",
"440","후원방문판매업체","08_26_05_P","6260000","20136260000301000087","20130801","","03","폐업","4","폐업","20200615","","","","0515812030","","46249","부산광역시 금정구 구서동  ***번지 *호 우남타워 ****호","부산광역시 금정구 중앙대로 ****, 우남타워 **층 ****호 (구서동)","","오휘 행운지사","20200615000000","U","2020-06-17 02:40:00.0","","390287.835408943","197374.269349615","후원방문판매업","0","",
"441","후원방문판매업체","08_26_05_P","6260000","20166260000301000001","20160121","","03","폐업","4","폐업","20210930","","","","0514166632","","49052","부산광역시 영도구 영선동*가  **번지 *호","부산광역시 영도구 남항로**번길 ** (영선동*가)","","알즈너영화","20211007000000","U","2021-10-09 02:40:00.0","","386224.481746683","178721.77283578","후원방문판매업","0","",
"442","후원방문판매업체","08_26_05_P","6260000","20196260000301000012","20191220","","03","폐업","4","폐업","20211001","","","","3055202111","","46002","부산광역시 기장군 철마면 임기리 ***번지 *호","부산광역시 기장군 철마면 임기*길 **","","알즈너 금용","20211001000000","U","2021-10-03 02:40:00.0","","393073.965790697","204344.486986126","후원방문판매업","0","",
"443","후원방문판매업체","08_26_05_P","6260000","20196260000301000010","20191115","","03","폐업","4","폐업","20210723","","","","","","46233","부산광역시 금정구 구서동  ****번지 *호 롯데캐슬골드*단지 ***동 ****호","부산광역시 금정구 금강로 ***, ***동 ****호 (구서동, 롯데캐슬골드*단지)","","알즈너 금샘","20210726000000","U","2021-07-28 02:40:00.0","","390044.982846098","196654.519868399","후원방문판매업","0","",
"444","후원방문판매업체","08_26_05_P","6260000","20226260000301000036","20220314","","03","폐업","4","폐업","20220520","","","","","","47165","부산광역시 부산진구 개금동  *번지 *호 개금우드빌 ***동 ****호","부산광역시 부산진구 백양대로***번길 ***, ***동 ****호(개금동, 개금우드빌)","","인셀덤 부산","20220524000000","U","2022-05-26 02:40:00.0","","384519.686975538","186726.864118031","후원방문판매업","0","",
"445","후원방문판매업체","08_26_05_P","6260000","20226260000301000035","20220314","","03","폐업","4","폐업","20220419","","","","","","48714","부산광역시 동구 수정동  ****번지 *호","부산광역시 동구 망양로 ***-*, *층(수정동)","","미인셀덤","20220419000000","U","2022-04-21 02:40:00.0","","385939.402085347","182746.548854628","후원방문판매업","0","",
"446","후원방문판매업체","08_26_05_P","6260000","20206260000301000004","20200302","","03","폐업","4","폐업","20210219","","","","","","","부산광역시 부산진구 전포동  ***번지 ***호 협성그린피아아파트 *호","부산광역시 부산진구 진남로***번길 **, 협성그린피아아파트 *호 (전포동)","","인셀덤-수피아스파","20210222000000","U","2021-02-24 02:40:00.0","","388724.368989254","186266.860588638","후원방문판매업","0","",
"447","후원방문판매업체","08_26_05_P","6260000","20206260000301000005","20200302","","03","폐업","4","폐업","20211101","","","","","","","부산광역시 남구 문현동  ***번지 *호 대성양행 *호","부산광역시 남구 지게골로 **-*, 대성양행 *호 (문현동)","","민뷰티라인","20211103000000","U","2021-11-05 02:40:00.0","","388456.996903354","183824.900181676","후원방문판매업","0","",
"448","후원방문판매업체","08_26_05_P","6260000","20206260000301000007","20200302","","03","폐업","4","폐업","20220412","","","","","","48751","부산광역시 동구 초량동  ****번지 **호 협성마리나G* B동 ****호","부산광역시 동구 충장대로 ***, 협성마리나G* B동 ****호(초량동)","","인셀덤S","20220412000000","U","2022-04-14 02:40:00.0","","","","후원방문판매업","0","",
"449","후원방문판매업체","08_26_05_P","6260000","20206260000301000010","20200302","","03","폐업","4","폐업","20210801","","","","","","","부산광역시 사하구 신평동  ***번지 *호","부산광역시 사하구 하신번영로 ***-* (신평동)","","인셀덤 부산점","20210805000000","U","2021-08-07 02:40:00.0","","378657.475078165","179421.224653716","후원방문판매업","0","",
"450","후원방문판매업체","08_26_05_P","6260000","20206260000301000011","20200302","","03","폐업","4","폐업","20210601","","","","","","48092","부산광역시 해운대구 우동  ****번지 *호 썬프라자 ***호","부산광역시 해운대구 마린시티*로 *, *층 ***호 (우동, 썬프라자)","","인셀덤 one Korea","20210603000000","U","2021-06-05 02:40:00.0","","395615.201853958","186406.750870936","후원방문판매업","0","",
"451","후원방문판매업체","08_26_05_P","6260000","20206260000301000014","20200302","","03","폐업","4","폐업","20211101","","","","","","","부산광역시 남구 문현동  ***번지 *호 대성양행","부산광역시 남구 지게골로 **-*, 대성양행 *층 (문현동)","","비쥬인셀덤","20211103000000","U","2021-11-05 02:40:00.0","","388456.996903354","183824.900181676","후원방문판매업","0","",
"452","후원방문판매업체","08_26_05_P","6260000","20206260000301000015","20200302","","03","폐업","4","폐업","20210901","","","","","","46228","부산광역시 금정구 구서동  ****번지 **호","부산광역시 금정구 두실로**번길 ** (구서동)","","인셀덤미래대리점","20210903000000","U","2021-09-05 02:40:00.0","","389830.549388829","197545.002673598","후원방문판매업","0","",
"453","후원방문판매업체","08_26_05_P","6260000","20206260000301000016","20200302","","03","폐업","4","폐업","20211101","","","","","","48419","부산광역시 남구 문현동  ***번지 **호 부일이용원","부산광역시 남구 고동골로 **, 부일이용원 *층 (문현동)","","더모르(DEMORE)","20211103000000","U","2021-11-05 02:40:00.0","","388705.213023968","184066.804034964","후원방문판매업","0","",
"454","후원방문판매업체","08_26_05_P","6260000","20206260000301000017","20200302","","03","폐업","4","폐업","20210630","","","","","","46235","부산광역시 금정구 구서동  ****번지 *호","부산광역시 금정구 금샘로 ***, *층 (구서동)","","인셀덤 리카","20210712000000","U","2021-07-14 02:40:00.0","","389574.339876388","197513.766851112","후원방문판매업","0","",
"455","후원방문판매업체","08_26_05_P","6260000","20206260000301000018","20200302","","03","폐업","4","폐업","20201210","","","","","","","부산광역시 수영구 민락동  ***번지 *호 목화그린빌라 ***호","부산광역시 수영구 광남로***번길 **, ***호 (민락동, 목화그린빌라)","","인셀덤 SUN 대리점","20201217000000","U","2020-12-19 02:40:00.0","","393264.380296381","186617.209642764","후원방문판매업","0","",
"456","후원방문판매업체","08_26_05_P","6260000","20206260000301000019","20200302","","03","폐업","4","폐업","20200519","","","","","","","부산광역시 북구 구포동  ***번지 *호","부산광역시 북구 낙동대로 **** (구포동)","","인셸덤 부경","20200519000000","U","2020-05-21 02:40:00.0","","382504.079194377","191893.675483245","후원방문판매업","0","",
