"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","법인구분명","구분명",
"1267","유료직업소개소","11_50_02_P","3300000","2001330004411500005","20010321","","03","폐업","40","폐업","","","","","","","","부산광역시 사상구 주례동 316호 26통 1반 대성아파트 4 506","","","행운취업상담소","20021202141621","I","2018-08-31 23:59:59.0","","382576.638220805","185619.363552251","개인","유료",
"1268","유료직업소개소","11_50_02_P","3300000","2007330006114500005","20071030","","03","폐업","40","폐업","20080430","","","","051 531 7447","","000","부산광역시 수영구 수영동 47번지 15통 4반","부산광역시 수영구 수영성로27번길 20 (수영동)","","다루인력개발","20080430145824","I","2018-08-31 23:59:59.0","","392753.344152213","187637.073796888","개인","유료",
"1269","유료직업소개소","11_50_02_P","3300000","2007330006114500006","20071130","","03","폐업","40","폐업","20191112","","","","051 501 5567","","","부산광역시 동래구 온천동 1201번지 2호","부산광역시 동래구 아시아드대로231번길 93 (온천동)","47849","미래개발 직업소개소","20191112114631","U","2019-11-14 02:40:00.0","","387779.713335832","191665.625751852","개인","유료",
"1270","유료직업소개소","11_50_02_P","3300000","2005330004411500013","20050706","","03","폐업","40","폐업","","","","","","","","부산광역시 남구 대연동 102번지 74호 7통 3반","","","미건개발직업소개소","20050825141106","I","2018-08-31 23:59:59.0","","","","개인","유료",
"1271","유료직업소개소","11_50_02_P","3300000","2005330004411500014","20050726","","03","폐업","40","폐업","20180411","","","","051 558 8746","","","","부산광역시 동래구 충렬대로182번길 9, 지하층 (명륜동, 동진빌딩 )","607804","효정ENG","20180411174230","I","2018-08-31 23:59:59.0","","389324.550373386","191312.557261204","개인","유료",
"1272","유료직업소개소","11_50_02_P","3300000","2005330004411500015","20050822","","03","폐업","40","폐업","20170403","","","","","","","","부산광역시 동래구 온천천로 147 (명륜동)","607804","세정인력직업소개소","20170403162036","I","2018-08-31 23:59:59.0","","389251.956468954","191658.086563114","개인","유료",
"1273","유료직업소개소","11_50_02_P","3300000","2005330004411500016","20051121","","03","폐업","40","폐업","","","","","","","","부산광역시 기장군 정관면 임곡리 418번지 1호 22통 5반","부산광역시 기장군 정관면 웅상대로 551","","퍼스트인력개발","20060620103133","I","2018-08-31 23:59:59.0","","394232.85689800000","208396.04719700000","개인","유료",
"1274","유료직업소개소","11_50_02_P","3300000","2005330004411500017","20051201","","03","폐업","40","폐업","20071205","","","","","","","부산광역시 연제구 거제동 867번지 5   호 화랑아파트 비 305","","","경남(용)개발","20100728164303","I","2018-08-31 23:59:59.0","","388322.921250795","189548.560225303","개인","유료",
"1275","유료직업소개소","11_50_02_P","3300000","2017330007914500005","20170316","","03","폐업","40","폐업","20181004","","","","","","","부산광역시 동래구 안락동 426번지 40호","부산광역시 동래구 반송로 232 (안락동)","47782","우성인력","20181004133603","U","2018-10-06 02:38:00.0","","391057.593369293","191133.35133999","개인","유료",
"1276","유료직업소개소","11_50_02_P","3300000","2005330004411500019","20051226","","03","폐업","40","폐업","","","","","","","","경상남도 창원시 봉곡동 131번지 3호 26통 3반","","","동림인력","20060501165418","I","2018-08-31 23:59:59.0","","","","개인","유료",
"1277","유료직업소개소","11_50_02_P","3300000","2006330004411500001","20060116","","03","폐업","40","폐업","20090715","","","","051 555 0303","","","부산광역시 금정구 장전동 483번지 74호 13통 5반","","","유창직업소개소","20090715114818","I","2018-08-31 23:59:59.0","","","","개인","유료",
"1278","유료직업소개소","11_50_02_P","3300000","2017330007914500007","20150603","","03","폐업","40","폐업","20181218","","","","","","","부산광역시 동래구 명륜동 172번지 24호","부산광역시 동래구 명륜로 210 (명륜동)","47744","잡앤워크인력개발","20181218110839","U","2018-12-20 02:40:00.0","","389618.367865076","192346.662454459","개인","유료",
"1279","유료직업소개소","11_50_02_P","3300000","2017330007914500008","20170804","","03","폐업","40","폐업","20180418","","","","","","","부산광역시 동래구 낙민동 198번지 14호","부산광역시 동래구 충렬대로 298, 3층 (낙민동)","47880","부산인 간병","20180418172115","I","2018-08-31 23:59:59.0","","390395.095483027","190952.658448512","개인","유료",
"1280","유료직업소개소","11_50_02_P","3300000","2017330007914500010","20170912","","03","폐업","40","폐업","20190816","","","","","","","부산광역시 동래구 온천동 208번지 2호","부산광역시 동래구 금강로 107, 401호 (온천동, 온천파크오피스텔)","47705","예스간병협회","20190816135642","U","2019-08-18 02:40:00.0","","389232.177374563","192993.794473224","개인","유료",
"1281","유료직업소개소","11_50_02_P","3300000","2017330007914500011","20170912","","03","폐업","40","폐업","20200923","","","","","","","부산광역시 동래구 안락동 432번지 6호","부산광역시 동래구 충렬대로 365 (안락동)","47787","성심간병인협회","20200923152328","U","2020-09-25 02:40:00.0","","391050.432406125","190772.794405331","개인","유료",
"1282","유료직업소개소","11_50_02_P","3300000","2017330009914500001","20171016","","03","폐업","40","폐업","20180223","","","","","","","부산광역시 동래구 사직동 153번지 29호 지하층","부산광역시 동래구 미남로 32-1, 지하층 (사직동)","47836","우주 인력개발","20180223113528","I","2018-08-31 23:59:59.0","","388582.075192423","190612.828683851","개인","유료",
"1283","유료직업소개소","11_50_02_P","3300000","2020330009914500003","20200401","","03","폐업","40","폐업","20201027","","","","","","","부산광역시 동래구 명장동 135번지 39호","부산광역시 동래구 명안로86번길 29, 3층 (명장동)","47774","참조은국민인력개발","20201027113824","U","2020-10-29 02:40:00.0","","391716.952585246","191457.332970822","개인","유료",
"1284","유료직업소개소","11_50_02_P","3300000","2020330009914500004","20200501","","03","폐업","40","폐업","20201104","","","","","","","부산광역시 동래구 안락동 526번지 2호 2층","부산광역시 동래구 충렬대로 391-1, 2층 (안락동)","47797","샘터애 인력개발","20201104141439","U","2020-11-06 02:40:00.0","","391305.794544475","190690.216708063","개인","유료",
"1285","유료직업소개소","11_50_02_P","3300000","2018330009914500006","20180810","","03","폐업","40","폐업","20181120","","","","","","","부산광역시 동래구 온천동 1248번지 3호","부산광역시 동래구 아시아드대로 241, 지하층 (온천동)","47851","미남 건설인력 직업소개소","20181120104935","U","2018-11-22 02:37:54.0","","388219.677586034","191545.434738046","개인","유료",
"1286","유료직업소개소","11_50_02_P","3300000","2018330009914500007","20180828","","03","폐업","40","폐업","20190131","","","","051 944 3400","","","부산광역시 동래구 복천동 380번지 8호","부산광역시 동래구 충렬대로237번길 96 (복천동)","47809","부경 간병사 협회","20190131132705","U","2019-02-02 02:40:00.0","","389698.972066818","191573.356397318","개인","유료",
"1287","유료직업소개소","11_50_02_P","3300000","2020330011014500001","20200812","","03","폐업","40","폐업","20211126","","","","","","","부산광역시 동래구 명장동 63-9 삼성타운 상가","부산광역시 동래구 명장로20번길 84, 삼성타운 상가 2층 3호 (명장동)","47781","효성인력","20211126155222","U","2021-11-30 02:40:00.0","","391202.373979842","191289.345957951","개인","유료",
"1288","유료직업소개소","11_50_02_P","3300000","2020330011014500002","20200903","","03","폐업","40","폐업","20210610","","","","","","","부산광역시 동래구 명장동 153-43","부산광역시 동래구 명장로127번길 1, 3층 (명장동)","47769","하나간병인력","20210610143754","U","2021-06-12 02:40:00.0","","392325.104920646","191067.119120916","개인","유료",
"1289","유료직업소개소","11_50_02_P","3300000","2020330011014500003","20200929","","03","폐업","40","폐업","20210319","","","","","","","부산광역시 동래구 안락동 432-6 3층","부산광역시 동래구 충렬대로 365, 3층 (안락동)","47787","성심간병인협회","20210319134306","U","2021-03-21 02:40:00.0","","391050.432406125","190772.794405331","개인","유료",
"1290","유료직업소개소","11_50_02_P","3300000","2021330011014500005","20210308","","03","폐업","40","폐업","20210728","","","","","","","부산광역시 동래구 명장동 489-2 603호","부산광역시 동래구 서동중심로 4, 603호 (명장동)","47760","가온 인력개발 직업소개소","20210728163832","U","2021-07-30 02:40:00.0","","391537.812668247","192131.428340738","개인","유료",
"1291","유료직업소개소","11_50_02_P","3300000","2018330009914500010","20181205","","03","폐업","40","폐업","20190710","","","","","","","부산광역시 동래구 온천동 150번지 13호","부산광역시 동래구 온천장로119번길 22, 3층 (온천동)","47708","명장인력부산동래","20190710154450","U","2019-07-12 02:40:00.0","","389646.623619288","193370.994845947","개인","유료",
"1292","유료직업소개소","11_50_02_P","3300000","2021330011014500003","20210208","","03","폐업","40","폐업","20211122","","","","","","","부산광역시 동래구 수안동 1-7 4층","부산광역시 동래구 충렬대로202번가길 3, 4층 (수안동)","47817","라원잡스","20211129103145","U","2021-12-01 02:40:00.0","","389543.384223974","191167.002392049","개인","유료",
"1293","유료직업소개소","11_50_02_P","3300000","2013330007914500008","20131002","","04","취소/말소/만료/정지/중지","70","등록취소","20141001","","","","0512644948","","607834","부산광역시 동래구 온천동 435번지 1호 온천프라자 304호","부산광역시 동래구 금강로 69 (온천동, 온천프라자)","607834","(주)티에스인력","20141209102417","I","2018-08-31 23:59:59.0","","389072.954085227","192669.658512569","법인","유료",
"1294","유료직업소개소","11_50_02_P","3300000","2002330004411500016","20020319","","04","취소/말소/만료/정지/중지","70","등록취소","","","","","","","","경상남도 양산시 상북면 석계리 507호 4통 1반 한영아파트 101 502","경상남도 양산시 상북면 반회서1길 6, 101동 502호 (한영아파트)","","이슬기직업소개소","20060803174624","I","2018-08-31 23:59:59.0","","386867.111233033","214226.319615866","개인","유료",
"1295","유료직업소개소","11_50_02_P","3310000","2019331010014500008","20190909","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 문현동 517번지 35호","부산광역시 남구 전포대로 106, 4층 (문현동)","48411","베테랑직업소개소","20191209202213","U","2019-12-11 02:40:00.0","","388305.647858773","184955.748463697","개인","유료",
"1296","유료직업소개소","11_50_02_P","3310000","2019331010014500006","20110309","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 대연동 1729번지 4호","부산광역시 남구 수영로 246, 2층 203호 (대연동)","48496","경진인력개발대연지점","20191018180039","U","2019-10-20 02:40:00.0","","390738.461701261","183764.819274613","개인","유료",
"1297","유료직업소개소","11_50_02_P","3310000","2019331010014500007","20180328","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 대연동 1758번지 8호","부산광역시 남구 수영로 191, 2층 (대연동)","48445","동부산 해피케어","20191128183515","U","2019-11-30 02:40:00.0","","390199.716095981","183774.686292478","개인","유료",
"1298","유료직업소개소","11_50_02_P","3310000","2022331011914500004","20210202","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 우암동 181-165","부산광역시 남구 장고개로 6, 2층 (우암동)","48474","정성돌봄간병인협회","20220323205900","U","2022-03-25 02:40:00.0","","388718.784457072","182713.77117862","개인","유료",
"1299","유료직업소개소","11_50_02_P","3310000","2022331011914500003","20220308","","01","영업/정상","20","영업중","","","","","051917 1115","","","부산광역시 남구 문현동 815 한일오피스텔","부산광역시 남구 자성로 152, 한일오피스텔 803호 (문현동)","48475","휴앤락","20220511175119","U","2022-05-13 02:40:00.0","","388310.086924943","183883.854898063","개인","유료",
"1300","유료직업소개소","11_50_02_P","3310000","2006331005011500011","20061212","","01","영업/정상","20","영업중","","","","","051 626 8899","","608809","부산광역시 남구 대연1동 327번지 5호 2층","부산광역시 남구 수영로 260, 2층 (대연동)","608809","(주)포런 리쿠르트","20180718103709","I","2018-08-31 23:59:59.0","","390895.739752517","183784.118967179","법인","유료",
"1301","유료직업소개소","11_50_02_P","3310000","2009331007914500002","20050615","","01","영업/정상","20","영업중","","","","","051 636 6234","","","부산광역시 남구 대연동 76번지 11호 연정빌딩 2~4층","부산광역시 남구 수영로 276, 2~4층 (대연동, 연정빌딩)","48499","(주)에듀인잡컨설팅","20220424200751","U","2022-04-26 02:40:00.0","","391027.726379469","183843.969295739","법인","유료",
"1302","유료직업소개소","11_50_02_P","3310000","2010331007914500001","20100525","","01","영업/정상","20","영업중","","","","","070 41362063","","608844","부산광역시 남구 우암1동 174번지 32호 1층","부산광역시 남구 우암로200번길 10, 1층 (우암동)","608844","톡앤런코리아","20180510133912","I","2018-08-31 23:59:59.0","","389049.778369277","182643.821026342","개인","유료",
"1303","유료직업소개소","11_50_02_P","3310000","2011331007914500002","20110714","","01","영업/정상","20","영업중","","","","","051 933 7042","","","부산광역시 남구 용호동 538번지 41호 부산성모병원","부산광역시 남구 용호로232번길 25-14, 1층 (용호동, 부산성모병원)","48575","가톨릭 간병인회","20210226174923","U","2021-02-28 02:40:00.0","","392298.56625332","180992.68749503","개인","유료",
"1304","유료직업소개소","11_50_02_P","3310000","2011331007914500003","20111202","","01","영업/정상","20","영업중","","","","","0519581919","","","부산광역시 남구 문현동 776번지 23호 늘송빌딩","부산광역시 남구 자유평화로59번길 2, 늘송빌딩 2층 (문현동)","48402","벌떼에이취알","20210720155757","U","2021-07-22 02:40:00.0","","388251.041082974","184448.16174547","개인","유료",
"1305","유료직업소개소","11_50_02_P","3310000","2012331007914500001","20120305","","01","영업/정상","20","영업중","","","","","051 628 1604","","608807","대연동 329번지 18호 3층","부산광역시 남구 수영로 253-1, 3층 (대연동)","608807","대림인력개발","20150922113432","I","2018-08-31 23:59:59.0","","390799.200224557","183826.225197965","개인","유료",
"1306","유료직업소개소","11_50_02_P","3310000","2012331007914500002","20120807","","01","영업/정상","20","영업중","","","","","051 627 5550","","608838","부산광역시 남구 용호4동 485번지 21호","부산광역시 남구 동명로132번길 80 (용호동)","","중원인력개발","20181005083829","U","2018-10-07 02:37:46.0","","392297.083592158","181721.755963584","개인","유료",
"1307","유료직업소개소","11_50_02_P","3310000","2018331008814500005","20180508","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 문현동 202번지 55호","부산광역시 남구 고동골로 22 (문현동)","48419","개미인력부산남구","20180508092334","I","2018-08-31 23:59:59.0","","388703.81504493","184156.950785458","개인","유료",
"1308","유료직업소개소","11_50_02_P","3310000","2010331007914500002","20000428","","01","영업/정상","20","영업중","","","","","051 624 8444","","","부산광역시 남구 문현동","부산광역시 남구 전포대로40번길 23 (문현동, 문현오름캐슬)","48412","가람청소전문업체","20200615135807","U","2020-06-17 02:40:00.0","","388358.868591601","184424.310729014","개인","유료",
"1309","유료직업소개소","11_50_02_P","3310000","2020331010014500002","20181114","","01","영업/정상","20","영업중","","","","","051 7523070","","","부산광역시 해운대구 좌동 1477번지 1호","부산광역시 해운대구 양운로42번길 11, 더퍼스트 1205호 (좌동)","48111","아가맘 스마일케어","20200217162220","I","2020-02-19 00:23:23.0","","398304.016430747","187579.08017232","개인","유료",
"1310","유료직업소개소","11_50_02_P","3310000","2022331011914500001","20220117","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 용호동 125-1 상인빌라","부산광역시 남구 용호로76번길 31(용호동, 상인빌라)","48523","비송","20220117160614","I","2022-01-19 00:22:40.0","","392327.510177926","182618.012162664","개인","유료",
"1311","유료직업소개소","11_50_02_P","3310000","2022331011914500002","20220304","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 문현동 873-25","부산광역시 남구 장고개로 105, 2층 (문현동)","48476","봄 간병협회","20220304173616","U","2022-03-06 02:40:00.0","","388535.048552427","183682.329632899","개인","유료",
"1312","유료직업소개소","11_50_02_P","3310000","2006331005011500003","20060607","","01","영업/정상","20","영업중","","","","","051 645 8819","","","부산광역시 남구 문현동 267번지 3호","부산광역시 남구 수영로69번길 5, 지하층 (문현동)","48421","부경인력","20220616173658","U","2022-06-18 02:40:00.0","","389075.39745332","183769.911982198","개인","유료",
"1313","유료직업소개소","11_50_02_P","3310000","2016331008814500003","20160311","","01","영업/정상","20","영업중","","","","","","","","","부산광역시 남구 수영로 46 (문현동)","48457","강남인력개발","20180716132706","I","2018-08-31 23:59:59.0","","388803.679847105","183868.691712121","개인","유료",
"1314","유료직업소개소","11_50_02_P","3310000","2016331008814500004","20151201","","01","영업/정상","20","영업중","","","","","051 621 0607","","","부산광역시 남구 대연동 1730-9","부산광역시 남구 유엔로157번길 92, 2층 (대연동)","48504","동부인력개발","20210720162412","U","2021-07-22 02:40:00.0","","390723.519105318","183695.511387343","개인","유료",
"1315","유료직업소개소","11_50_02_P","3310000","2016331008814500005","20150416","","01","영업/정상","20","영업중","","","","","051 625 6222","","","부산광역시 남구 문현동 253번지 16호","부산광역시 남구  수영로  66 (문현동)","613816","청호인력","20190411153551","U","2019-04-13 02:40:00.0","","388992.998260272","183762.601318975","개인","유료",
"1316","유료직업소개소","11_50_02_P","3310000","2017331008814500005","20171017","","01","영업/정상","20","영업중","","","","","","","","","부산광역시 남구 유엔로 119, 2층 (대연동, 동산빌딩)","48472","대연인력가사원","20180321165745","I","2018-08-31 23:59:59.0","","390368.705865559","183241.371911073","개인","유료",
"1317","유료직업소개소","11_50_02_P","3310000","2005331005011500013","20050929","","01","영업/정상","20","영업중","","","","","051 636 9400","","608811","부산광역시 남구 대연1동 986번지 5호 3층","부산광역시 남구 유엔평화로 16-1, 3층 (대연동)","608811","한길인력","20150922113700","I","2018-08-31 23:59:59.0","","390582.507574161","183602.602253384","개인","유료",
"1318","유료직업소개소","11_50_02_P","3310000","2018331010014500001","20180824","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 대연동 76번지 5호 현대오피스텔","부산광역시 남구 수영로 282, 804호 (대연동, 현대오피스텔)","48499","예은간병회","20191007164023","U","2019-10-09 02:40:00.0","","391096.02717753","183868.728564762","개인","유료",
"1319","유료직업소개소","11_50_02_P","3310000","2020331010014500004","20200501","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 대연동 72번지 7호 산암빌딩","부산광역시 남구 수영로 298, 산암빌딩 1001호 (대연동)","48499","대호인력개발","20200501112754","I","2020-05-03 00:23:20.0","","391236.731927596","183961.925783646","개인","유료",
"1320","유료직업소개소","11_50_02_P","3310000","2020331010014500005","20200512","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 용호동 83번지 13호 수협용호동지점","부산광역시 남구 용호로 94, 수협용호동지점 3층 (용호동)","48523","동명인력","20200512175043","I","2020-05-14 00:23:19.0","","392476.209442218","182580.323823082","개인","유료",
"1321","유료직업소개소","11_50_02_P","3310000","2020331011914500002","20200727","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 용호동 384-2 꼬망세어린이집","부산광역시 남구 동명로 174 (용호동)","48583","제일간병인직업소개소","20200727191103","I","2020-07-29 00:23:15.0","","392803.944372376","182002.159282456","개인","유료",
"1322","유료직업소개소","11_50_02_P","3310000","2020331011914500001","20171221","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 대연동 1237-3 부동산컨설팅","부산광역시 남구 수영로 172, 2층 (대연동)","48460","태영인력직업소개소","20200730182011","U","2020-08-01 02:40:00.0","","390000.104636505","183703.386788505","개인","유료",
"1323","유료직업소개소","11_50_02_P","3310000","2021331011914500005","20210712","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 문현동 272-27","부산광역시 남구 수영로 81-1, 1층 (문현동)","48455","태풍인력","20210712175759","I","2021-07-14 00:22:52.0","","389163.855945493","183715.420149724","개인","유료",
"1324","유료직업소개소","11_50_02_P","3310000","2021331011914500006","20090708","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 문현동 247-9 관인새문헌학원","부산광역시 남구 수영로 42, 관인새문헌학원 5층 (문현동)","48457","준간병사직업소개소","20220221103624","U","2022-02-23 02:40:00.0","","388790.941865637","183877.59656751","법인","유료",
"1325","유료직업소개소","11_50_02_P","3310000","2021331011914500008","20210810","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 대연동 901-1 서포선지국","부산광역시 남구 천제등로 46, 서포선지국 (대연동)","48472","유림개발","20210810190529","I","2021-08-12 00:22:50.0","","390378.750621759","183436.637946779","개인","유료",
"1326","유료직업소개소","11_50_02_P","3310000","2021331011914500007","20210722","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 대연동 76-5 현대오피스텔","부산광역시 남구 수영로 282, 303호 (대연동, 현대오피스텔)","48499","비송간병인협회","20210722163521","I","2021-07-24 00:23:01.0","","391096.02717753","183868.728564762","개인","유료",
"1327","유료직업소개소","11_50_02_P","3310000","2021331011914500004","20200603","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 용당동 582-3","부산광역시 남구 유엔평화로 128, 3층 (용당동)","48535","제이인력","20210915141924","U","2021-09-17 02:40:00.0","","390983.277578894","182627.72912254","개인","유료",
"1328","유료직업소개소","11_50_02_P","3310000","2020331011914500003","20200918","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 문현동 250-33","부산광역시 남구 수영로 48-1 (문현동)","48457","우성인력(남구점)","20210524170407","U","2021-05-26 02:40:00.0","","388849.659453804","183850.465452358","개인","유료",
"1329","유료직업소개소","11_50_02_P","3310000","2020331011914500004","20200924","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 용호동 542-5","부산광역시 남구 용호로 219-1, 2층 (용호동)","48592","씨앤피인력","20200924173331","I","2020-09-26 00:23:11.0","","392401.969466077","181322.498072883","개인","유료",
"1330","유료직업소개소","11_50_02_P","3310000","2020331011914500005","20201105","","01","영업/정상","20","영업중","","","","","0517111444","","","부산광역시 남구 대연동 55-1 21 센츄리시티 오피스텔","부산광역시 남구 수영로 312, 21 센츄리시티 오피스텔 636호 (대연동)","48508","선진솔루션","20210802154036","U","2021-08-04 02:40:00.0","","391411.212179843","184052.409245407","법인","유료",
"1331","유료직업소개소","11_50_02_P","3310000","2021331011914500003","20210415","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 문현동 506-58 한양치과의원","부산광역시 남구 고동골로 73-2, 한양치과의원 3층층 (문현동)","48405","주식회사 지원인력","20220504171834","U","2022-05-06 02:40:00.0","","388667.038037752","184697.386119266","법인","유료",
"1332","유료직업소개소","11_50_02_P","3310000","2021331011914500001","20210120","","01","영업/정상","20","영업중","","","","","0516381288","","","부산광역시 남구 대연동 1759-11 대연치과","부산광역시 남구 수영로 195-2, 대연치과 (대연동)","48445","대기인력","20220103175952","U","2022-01-05 02:40:00.0","","390243.992201957","183772.823206398","개인","유료",
"1333","유료직업소개소","11_50_02_P","3310000","2021331011914500002","20210129","","01","영업/정상","20","영업중","","","","","","","","부산광역시 남구 문현동 815 한일오피스텔","부산광역시 남구 자성로 152, 한일오피스텔 13층 1303호호 (문현동)","48475","청아요양보호사(간병)협회","20210129184729","I","2021-01-31 00:23:03.0","","388310.086924943","183883.854898063","개인","유료",
"1334","유료직업소개소","11_50_02_P","3310000","2019331010014500001","20190118","","03","폐업","40","폐업","20200610","","","","","","","부산광역시 남구 문현동 205번지 68호","부산광역시 남구 고동골로 8-1, 지하1층 (문현동)","48419","지올인력","20200610131350","U","2020-06-12 02:40:00.0","","388706.076473782","184029.286615474","개인","유료",
"1335","유료직업소개소","11_50_02_P","3310000","2019331010014500002","20190118","","03","폐업","40","폐업","20191223","","","","","","","부산광역시 남구 대연동 55번지 1호 21 센츄리시티 오피스텔","부산광역시 남구 수영로 312, 21 센츄리시티 오피스텔 1801호 (대연동)","48508","주식회사 링크몬스터","20191223180143","U","2019-12-25 02:40:00.0","","391411.212179843","184052.409245407","법인","유료",
"1336","유료직업소개소","11_50_02_P","3310000","2019331010014500004","20190319","","03","폐업","40","폐업","20220223","","","","","","","부산광역시 남구 우암동 181-165","부산광역시 남구 장고개로 6, 2층 (우암동)","48474","예원 직업소개소","20220225123007","U","2022-02-27 02:40:00.0","","388718.784457072","182713.77117862","개인","유료",
"1337","유료직업소개소","11_50_02_P","3310000","2019331010014500005","20190821","","03","폐업","40","폐업","20191128","","","","","","","부산광역시 남구 문현동 815번지 한일오피스텔","부산광역시 남구 자성로 152, 한일오피스텔 8층 807호 (문현동)","48475","J&G코리아","20191128181818","U","2019-11-30 02:40:00.0","","388310.086924943","183883.854898063","개인","유료",
"1338","유료직업소개소","11_50_02_P","3310000","2005331005011500015","20051110","","03","폐업","40","폐업","","","","","","","","부산광역시 동구 초량동 994번지 378호","부산광역시 동구 영초길 159-6 (초량동)","","일흥직업소개소","20060404111827","I","2018-08-31 23:59:59.0","","385452.201244214","181546.672449215","개인","유료",
"1339","유료직업소개소","11_50_02_P","3310000","2005331005011500016","20051202","","03","폐업","40","폐업","","","","","","","","부산광역시 남구 문현동 73번지 1호 8통 15반 현대아파트 103 106","부산광역시 남구 진남로198번길 9-1, 103동 106호 (문현동,현대아파트)","","진우직업소개소","20061129145750","I","2018-08-31 23:59:59.0","","389365.039184382","184794.467709964","개인","유료",
"1340","유료직업소개소","11_50_02_P","3310000","2005331005011500018","20051222","","03","폐업","40","폐업","","","","","","","","부산광역시 수영구 남천동 46번지 5호 화남밴빌라  102","부산광역시 수영구 황령산로8번길 29, 102호 (남천동,화남밴빌라)","","오륙도인력개발","20060612181800","I","2018-08-31 23:59:59.0","","392155.881751042","185326.694914922","개인","유료",
"1341","유료직업소개소","11_50_02_P","3310000","2006331005011500001","20060131","","03","폐업","40","폐업","","","","","","","","부산광역시 남구 우암동 181번지 198호 7통 9반","부산광역시 남구 우암양달로 23 (우암동)","","창성직업소개소","20061214141521","I","2018-08-31 23:59:59.0","","388834.791774867","182749.994237283","개인","유료",
"1342","유료직업소개소","11_50_02_P","3310000","2015331008814500001","20150105","","03","폐업","40","폐업","20150414","","","","","","608816","부산광역시 남구 대연동 1219번지 207호","부산광역시 남구 천제등로16번길 19, 3층 (대연동)","608816","허허원간병인센터","20160830133828","I","2018-08-31 23:59:59.0","","390118.710842811","183467.279637438","개인","유료",
"1343","유료직업소개소","11_50_02_P","3310000","2015331008814500002","20150721","","03","폐업","40","폐업","20181206","","","","051 637 5348","","","","부산광역시 남구 수영로 193, 3층 (대연동)","48445","참좋은간병센터","20181206141454","U","2018-12-08 02:40:00.0","","390215.360506994","183775.940048276","개인","유료",
"1344","유료직업소개소","11_50_02_P","3310000","2007331006811500001","20070404","","03","폐업","40","폐업","20071228","","","","","","608838","부산광역시 남구 용호동 486번지 5호 7통 1반","부산광역시 남구 동명로132번길 85-1 (용호동)","608838","동산가사원","20131230170135","I","2018-08-31 23:59:59.0","","392332.543263086","181693.287840435","개인","유료",
"1345","유료직업소개소","11_50_02_P","3310000","2007331006811500002","20070412","","03","폐업","40","폐업","20071116","","","","","","","부산광역시 동구 수정동 1178번지 26호 12통 1반","부산광역시 동구 수정공원상로20번가길 11 (수정동)","","부자문현인력개발원","20131230183218","I","2018-08-31 23:59:59.0","","385739.059978948","182901.993116306","개인","유료",
"1346","유료직업소개소","11_50_02_P","3310000","2007331006811500003","20070419","","03","폐업","40","폐업","20080318","","","","","","","부산광역시 남구 용호동 179번지 4호 22통 10반 일신프리빌리지 2 2205","부산광역시 남구 용호로 34, 2동 2205호 (용호동,일신프리빌리지)","","ETJ Korea","20131230180326","I","2018-08-31 23:59:59.0","","392032.156376181","182935.979064971","개인","유료",
"1347","유료직업소개소","11_50_02_P","3310000","2007331006811500004","20070523","","03","폐업","40","폐업","20080312","","","","","","608828","부산광역시 남구 문현동 258번지 8호 4통 5반","부산광역시 남구 수영로69번길 11 (문현동)","608828","황소인력","20131230164943","I","2018-08-31 23:59:59.0","","389091.211334276","183808.996053762","개인","유료",
"1348","유료직업소개소","11_50_02_P","3310000","2007331006811500005","20070719","","03","폐업","40","폐업","20080321","","","","","","","부산광역시 동래구 명장동 65번지 16호 7통 3반 광성빌라  401","","","리더스개발","20131230193136","I","2018-08-31 23:59:59.0","","391369.267787718","191314.800790769","개인","유료",
