"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업소구분명","소재지","지정일자","신청일자","항목값1",
"3021","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199570013","19950501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 219-1번지","","","중앙상회(일잡)","20070707101830","I","2018-08-31 23:59:59.0","","393697.570555402","192386.16068475","지정","219-1","","19950501","관급봉투",
"3022","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199570014","19950501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 229-1번지","","","만물상회(철물)","20070707101830","I","2018-08-31 23:59:59.0","","","","지정","229-1","","19950501","관급봉투",
"3023","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199570015","19950501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 52번지","부산광역시 해운대구 선수촌로 230  (반여동)","","풍산새마을금고구판장","20070707101830","I","2018-08-31 23:59:59.0","","393613.739814618","192493.751896833","지정","52","","19950501","관급봉투",
"3024","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199570016","19950501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 753-36번지","","","대산상회(일잡)","20070707101830","I","2018-08-31 23:59:59.0","","","","지정","753-2","","19950501","관급봉투",
"3025","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199570017","19950501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 795-10번지","","","경북상회(미곡)","20070707101830","I","2018-08-31 23:59:59.0","","393413.8595225","192142.182516005","지정","795-10","","19950501","관급봉투",
"3026","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199570018","19950501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 1010-2번지","","","영양상회(제분)","20070707101830","I","2018-08-31 23:59:59.0","","393439.294709167","191709.961574767","지정","1010-2","","19950501","관급봉투",
"3027","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199590006","19950501","","01","영업/정상","11","영업","","","","","","","612063","부산광역시 해운대구 반여동 1581-22번지","","","대우아파트관리소","20070707101830","I","2018-08-31 23:59:59.0","","394459.262036117","191303.217491035","지정","1581-22","","19950501","관급봉투",
"3028","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199590007","19950501","","01","영업/정상","11","영업","","","","","","","612063","부산광역시 해운대구 반여동 1590-27번지","","","풍년쌀상회","20070707101830","I","2018-08-31 23:59:59.0","","394265.698025159","191064.125527596","지정","1590-27","","19950501","관급봉투",
"3029","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580013","19950501","","01","영업/정상","11","영업","","","","","7832930","","612062","부산광역시 해운대구 반여동 1291-434번지","","","럭키슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","394134.282529431","190611.541410241","지정","1291-434","","19950501","관급봉투",
"3030","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580014","19950501","","01","영업/정상","11","영업","","","","","7826229","","612062","부산광역시 해운대구 반여동 1291-367번지","","","진영슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393882.933071672","190801.998605076","지정","1291-367","","19950501","관급봉투",
"3031","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580015","19950501","","01","영업/정상","11","영업","","","","","7826874","","612062","부산광역시 해운대구 반여동 1291-295번지","","","장산슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393925.93558246","190914.001373741","지정","1291-295","","19950501","관급봉투",
"3032","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580016","19950501","","01","영업/정상","11","영업","","","","","7812497","","612062","부산광역시 해운대구 반여동 1291-173번지","","","진주슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","394100.006203723","190765.637680146","지정","1291-173","","19950501","관급봉투",
"3033","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580017","19950501","","01","영업/정상","11","영업","","","","","7833943","","612062","부산광역시 해운대구 반여동 1291-449번지","","","대신상회","20070707101830","I","2018-08-31 23:59:59.0","","394095.575411418","190701.756842283","지정","1291-449","","19950501","관급봉투",
"3034","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199613001","19960501","","01","영업/정상","11","영업","","","","","7845322","","612051","부산광역시 해운대구 재송동 1114-1번지","","","미니슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393437.889223358","189384.910428802","지정","1114-1","","19960601","관급봉투",
"3035","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199613002","19960501","","01","영업/정상","11","영업","","","","","7819938","","612051","부산광역시 해운대구 재송동 1094-5번지","","","김일영사무소","20070707101830","I","2018-08-31 23:59:59.0","","393159.191280269","189345.743012477","지정","1094-5","","19960501","관급봉투",
"3036","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199570003","19950501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 1322-27번지","","","궁멍가게(담배)","20070707101830","I","2018-08-31 23:59:59.0","","393126.700248365","190553.164906119","지정","1322-27","","19550501","관급봉투",
"3037","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199570019","19950501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 735-36번지","","","한마은상회(담배)","20070707101830","I","2018-08-31 23:59:59.0","","393208.383287105","192224.30918314","지정","735-36","","19950501","관급봉투",
"3038","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199570020","19950501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 1023-1번지","","","신촌상회(연쇄점)","20070707101830","I","2018-08-31 23:59:59.0","","393332.898228657","191765.339606245","지정","1023-1","","19950501","관급봉투",
"3039","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580001","19950501","","01","영업/정상","11","영업","","","","","05107823960","","612062","부산광역시 해운대구 반여동 11291-1181번지","","","동양슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","","","지정","1291-1181","","19950501","관급봉투",
"3040","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580002","19950501","","01","영업/정상","11","영업","","","","","05107840553","","612062","부산광역시 해운대구 반여동 1291-1126번지","부산광역시 해운대구 해운대로61번길 90  (반여동)","","정원슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393765.620330651","190475.049730924","지정","12911126","","19950501","관급봉투",
"3041","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580003","19950501","","01","영업/정상","11","영업","","","","","05107825572","","612062","부산광역시 해운대구 반여동 1291-135번지","","","반산프라자","20070707101830","I","2018-08-31 23:59:59.0","","394137.568619639","190763.724628331","지정","1291-135","","19950501","관급봉투",
"3042","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580004","19950501","","01","영업/정상","11","영업","","","","","05107834921","","612062","부산광역시 해운대구 반여동 1291-801번지","부산광역시 해운대구 재반로 202  (반여동)","","반여장식","20070707101830","I","2018-08-31 23:59:59.0","","394002.632525308","190528.802910658","지정","1291-801","","19950501","관급봉투",
"3043","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580005","19950501","","01","영업/정상","11","영업","","","","","05107817482","","612062","부산광역시 해운대구 반여동 1291-747번지","","","럭키경북점","20070707101830","I","2018-08-31 23:59:59.0","","394044.764300468","190598.113848128","지정","1291-747","","19950501","관급봉투",
"3044","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580006","19950501","","01","영업/정상","11","영업","","","","","05107831537","","612062","부산광역시 해운대구 반여동 1291-741번지","","","하나슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","394067.746641674","190472.856302098","지정","1291-741","","19950501","관급봉투",
"3045","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580007","19950501","","01","영업/정상","11","영업","","","","","05107834939","","612062","부산광역시 해운대구 반여동 1291-708번지","","","합천상회","20070707101830","I","2018-08-31 23:59:59.0","","394097.217994984","190598.878108379","지정","1291-708","","19950501","관급봉투",
"3046","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580009","19950501","","01","영업/정상","11","영업","","","","","05107822645","","612062","부산광역시 해운대구 반여동 1291-599번지","","","진양쌀상회","20070707101830","I","2018-08-31 23:59:59.0","","393909.605989655","190767.474903413","지정","1291-599","","19950501","관급봉투",
"3047","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580010","19950501","","01","영업/정상","11","영업","","","","","7815180","","612062","부산광역시 해운대구 반여동 1291-564번지","","","대림슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393960.898286829","190761.640581828","지정","1291-564","","19950501","관급봉투",
"3048","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580011","19950501","","01","영업/정상","11","영업","","","","","7839050","","612062","부산광역시 해운대구 반여동 1291-507번지","","","해바라기","20070707101830","I","2018-08-31 23:59:59.0","","394030.006347062","190753.926323243","지정","1291-507","","19950501","관급봉투",
"3049","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580018","19950501","","01","영업/정상","11","영업","","","","","7827419","","612062","부산광역시 해운대구 반여동 1293-1번지","","","무지개상회","20070707101830","I","2018-08-31 23:59:59.0","","393842.87546383","190748.389674276","지정","1293-1","","19950501","관급봉투",
"3050","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580019","19950501","","01","영업/정상","11","영업","","","","","7825890","","612062","부산광역시 해운대구 반여동 1291-918번지","","","경북그릇","20070707101830","I","2018-08-31 23:59:59.0","","393810.163811286","190563.411556799","지정","1291-918","","19950501","관급봉투",
"3051","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580020","19950501","","01","영업/정상","11","영업","","","","","7832242","","612062","부산광역시 해운대구 반여동 1291-31번지","","","반여문구사","20070707101830","I","2018-08-31 23:59:59.0","","394228.115606396","190882.211231751","지정","1291-31","","19950501","관급봉투",
"3052","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580022","19950501","","01","영업/정상","11","영업","","","","","7842297","","612062","부산광역시 해운대구 반여동 1291-1414번지","부산광역시 해운대구 재반로212번길 45  (반여동)","","에덴슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","394224.087681231","190599.109095382","지정","1291-1414","","19950501","관급봉투",
"3053","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580023","19950501","","01","영업/정상","11","영업","","","","","7811761","","612060","부산광역시 해운대구 반여동 1291-1446번지","부산광역시 해운대구 재반로226번길 72  (반여동)","","현대스토아","20070707101830","I","2018-08-31 23:59:59.0","","394282.042078155","190785.043663909","지정","1291-1446","","19950501","관급봉투",
"3054","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580024","19950501","","01","영업/정상","11","영업","","","","","7819012","","612062","부산광역시 해운대구 반여동 1291-1212번지","부산광역시 해운대구 해운대로61번길 72  (반여동)","","협성슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393601.728710055","190464.230407882","지정","1291-1212","","19950501","관급봉투",
"3055","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580025","19950501","","01","영업/정상","11","영업","","","","","7826651","","612062","부산광역시 해운대구 반여동 1291-531번지","","","새마을금고","20070707101830","I","2018-08-31 23:59:59.0","","394015.402984641","190631.627599601","지정","1291-531","","19950501","관급봉투",
"3056","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580026","19950501","","01","영업/정상","11","영업","","","","","7820559","","612062","부산광역시 해운대구 반여동 1291-533번지","","","새슈퍼마켓","20070707101830","I","2018-08-31 23:59:59.0","","394029.066623327","190625.198726933","지정","1291-533","","19950501","관급봉투",
"3057","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580027","19950501","","01","영업/정상","11","영업","","","","","7820009","","612062","부산광역시 해운대구 반여동 1291-372번지","","","영남석유","20070707101830","I","2018-08-31 23:59:59.0","","393869.993328387","190921.090185033","지정","1291-372","","19950501","관급봉투",
"3058","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580028","19950501","","01","영업/정상","11","영업","","","","","7827247","","612062","부산광역시 해운대구 반여동 1291-981번지","","","경동슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","394028.040025957","190458.443867099","지정","1291-981","","19950501","관급봉투",
"3059","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580029","19950501","","01","영업/정상","11","영업","","","","","7843610","","","부산광역시 해운대구 반여동 1291-1460번지","","","럭키슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","394284.237574578","190516.133861393","지정","1291-1460","","19950501","관급봉투",
"3060","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199580030","19950501","","01","영업/정상","11","영업","","","","","7843199","","612062","부산광역시 해운대구 반여동 1291-562번지","","","탑마트","20070707101830","I","2018-08-31 23:59:59.0","","393980.530528358","190635.89071774","지정","1291-562","","19950501","관급봉투",
"3061","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199590001","19950501","","01","영업/정상","11","영업","","","","","","","612063","부산광역시 해운대구 반여동 1612-2번지","","","태양슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393910.304370091","191069.199223581","지정","1612-2","","19950501","관급봉투",
"3062","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199590002","19950501","","01","영업/정상","11","영업","","","","","","","612063","부산광역시 해운대구 반여동 1610-2번지","","","밀양상회","20070707101830","I","2018-08-31 23:59:59.0","","393981.091472141","191061.060539531","지정","1610-2","","19950501","관급봉투",
"3063","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199590003","19950501","","01","영업/정상","11","영업","","","","","","","612063","부산광역시 해운대구 반여동 1607-32번지","","","우리슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","394083.284517373","190918.665835796","지정","1607-32","","19950501","관급봉투",
"3064","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199590004","19950501","","01","영업/정상","11","영업","","","","","","","612063","부산광역시 해운대구 반여동 1595-2번지","","","반여스토아","20070707101830","I","2018-08-31 23:59:59.0","","394213.293799775","191034.28246494","지정","1595-2","","19950501","관급봉투",
"3065","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199590005","19950501","","01","영업/정상","11","영업","","","","","","","612063","부산광역시 해운대구 반여동 1591-29번지","","","만호쌀상회","20070707101830","I","2018-08-31 23:59:59.0","","394230.268973221","191050.736635203","지정","1591-29","","19950501","관급봉투",
"3066","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199590008","19950501","","01","영업/정상","11","영업","","","","","","","612063","부산광역시 해운대구 반여동 1594-71번지","","","보훈아파트관리소","20070707101830","I","2018-08-31 23:59:59.0","","394237.001014356","190933.240218759","지정","1594-71","","19950501","관급봉투",
"3067","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199590009","19950501","","01","영업/정상","11","영업","","","","","","","612063","부산광역시 해운대구 반여동 1613-21번지","","","장산공작소","20070707101830","I","2018-08-31 23:59:59.0","","393871.13852231","190940.144585944","지정","1613-21","","19950501","관급봉투",
"3068","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199590010","19950501","","01","영업/정상","11","영업","","","","","","","612063","부산광역시 해운대구 반여동 1605-18번지","","","함안상회","20070707101830","I","2018-08-31 23:59:59.0","","393947.120398575","191086.627602768","지정","1605-18","","19950501","관급봉투",
"3069","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199601001","19960501","","01","영업/정상","11","영업","","","","","","","612081","부산광역시 해운대구 반송동 250-521번지","","","대성상회","20070707101830","I","2018-08-31 23:59:59.0","","395610.798585235","193712.330038219","지정","250-521","","19960501","관급봉투",
"3070","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199601002","19960501","","01","영업/정상","11","영업","","","","","","","612081","부산광역시 해운대구 반송동 250-28번지","","","반송슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","395540.031415628","193805.796744627","지정","250-28","","19960501","관급봉투",
"3071","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199601003","19960501","","01","영업/정상","11","영업","","","","","","","612081","부산광역시 해운대구 반송동 250-118번지","","","부산쌀상회","20070707101830","I","2018-08-31 23:59:59.0","","395519.300750923","193772.815478544","지정","250-118","","19960501","관급봉투",
"3072","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199601004","19960501","","01","영업/정상","11","영업","","","","","","","612081","부산광역시 해운대구 반송동 744-74번지","","","혜림비디오","20070707101830","I","2018-08-31 23:59:59.0","","395425.801778079","193748.192810783","지정","744-74","","19960501","관급봉투",
"3073","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199601005","19960501","","01","영업/정상","11","영업","","","","","","","612081","부산광역시 해운대구 반송동 709-33번지","","","진진슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","395436.062529964","193976.131416627","지정","709-33","","19960501","관급봉투",
"3074","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199601006","19960501","","01","영업/정상","11","영업","","","","","","","612081","부산광역시 해운대구 반송동 275-353번지","","","동양창호","20070707101830","I","2018-08-31 23:59:59.0","","395456.815931107","194132.797326231","지정","275-353","","19960501","관급봉투",
"3075","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199601007","19960501","","01","영업/정상","11","영업","","","","","","","612081","부산광역시 해운대구 반송동 275-405번지","","","한일장식","20070707101830","I","2018-08-31 23:59:59.0","","395516.423942938","194223.392252715","지정","275-402","","19950501","관급봉투",
"3076","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199601008","19960501","","01","영업/정상","11","영업","","","","","","","612081","부산광역시 해운대구 반송동 275-172번지","","","바른손문구","20070707101830","I","2018-08-31 23:59:59.0","","395532.626520024","194298.70110784","지정","275-172","","19960501","관급봉투",
"3077","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199601009","19960501","","01","영업/정상","11","영업","","","","","","","612081","부산광역시 해운대구 반송동 250-2436번지","","","부산슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","395520.771386184","193788.873506442","지정","250-2436","","19960501","관급봉투",
"3078","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611001","19960501","","01","영업/정상","11","영업","","","","","","","612082","부산광역시 해운대구 반송동 311-297번지","","","경주상회","20070707101830","I","2018-08-31 23:59:59.0","","395827.094865681","194428.583873679","지정","311-297","","19960501","관급봉투",
"3079","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611002","19960501","","01","영업/정상","11","영업","","","","","","","612082","부산광역시 해운대구 반송동 311-2번지","","","동우슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","395988.41057992","194499.230867334","지정","311-2","","19960501","관급봉투",
"3080","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611003","19960501","","01","영업/정상","11","영업","","","","","","","612082","부산광역시 해운대구 반송동 327-15번지","","","밀양쌀상회","20070707101830","I","2018-08-31 23:59:59.0","","396040.811474735","194527.856833953","지정","327-15","","19960501","관급봉투",
"3081","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611004","19960504","","01","영업/정상","11","영업","","","","","","","612082","부산광역시 해운대구 반송동 327-3번지","","","담배 판매소","20070707101830","I","2018-08-31 23:59:59.0","","396066.408461661","194573.850780225","지정","327-3","","19960501","관급봉투",
"3082","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611005","19960501","","01","영업/정상","11","영업","","","","","","","612082","부산광역시 해운대구 반송동 22-33번지","","","제일슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","396108.090244803","194703.616305751","지정","22-33","","19960501","관급봉투",
"3083","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611006","19960601","","01","영업/정상","11","영업","","","","","","","612082","부산광역시 해운대구 반송동 216-74번지","","","덕일상회","20070707101830","I","2018-08-31 23:59:59.0","","396137.688938707","194425.190551223","지정","216-74","","19960501","관급봉투",
"3084","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611007","19960501","","01","영업/정상","11","영업","","","","","","","612082","부산광역시 해운대구 반송동 216-74번지","","","덕일상회","20070707101830","I","2018-08-31 23:59:59.0","","396137.688938707","194425.190551223","지정","214-55","","19960501","관급봉투",
"3085","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611008","19960501","","01","영업/정상","11","영업","","","","","","","612082","부산광역시 해운대구 반송동 214-60번지","","","양덕슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","396051.438080577","194451.22311366","지정","214-60","","19960501","관급봉투",
"3086","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611009","19960501","","01","영업/정상","11","영업","","","","","","","612082","부산광역시 해운대구 반송동 241-50번지","","","하나 슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","","","지정","214-50","","19960501","관급봉투",
"3087","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611010","19960501","","01","영업/정상","11","영업","","","","","","","612082","부산광역시 해운대구 반송동 40-808번지","","","럭키슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","396113.990298061","194562.873789865","지정","40-808","","19960501","관급봉투",
"3088","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611201","19960501","","01","영업/정상","11","영업","","","","","","","612083","부산광역시 해운대구 반송동 250-2188번지","","","제일수퍼","20070707101830","I","2018-08-31 23:59:59.0","","","","지정","250-2188","","19950501","관급봉투",
"3089","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611202","19960501","","01","영업/정상","11","영업","","","","","","","612083","부산광역시 해운대구 반송동 250-1433번지","","","미진스토아","20070707101830","I","2018-08-31 23:59:59.0","","395834.888641816","193538.293000395","지정","250-1433","","19960501","관급봉투",
"3090","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199613005","19960501","","01","영업/정상","11","영업","","","","","7819596","","612051","부산광역시 해운대구 재송동 1087-10번지","","","동진슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393416.863025978","189542.251197134","지정","1087-10","","19960501","관급봉투",
"3091","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199613006","19960501","","01","영업/정상","11","영업","","","","","7825082","","612051","부산광역시 해운대구 재송동 1087-13번지","","","효성반점","20070707101830","I","2018-08-31 23:59:59.0","","393520.51510048","189548.560910134","지정","1087-13","","19960501","관급봉투",
"3092","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199613007","19960501","","01","영업/정상","11","영업","","","","","7825279","","612051","부산광역시 해운대구 재송동 1079-1번지","부산광역시 해운대구 재송1로 40  (재송동)","","낙원식물원","20070707101830","I","2018-08-31 23:59:59.0","","393304.717328272","189653.879718813","지정","1079-1","","19960501","관급봉투",
"3093","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199613008","19960501","","01","영업/정상","11","영업","","","","","7834146","","612051","부산광역시 해운대구 재송동 1080-5번지","","","서해아파트관리실","20070707101830","I","2018-08-31 23:59:59.0","","393366.528779577","189566.495038421","지정","1080-5","","19960501","관급봉투",
"3094","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611203","19960501","","01","영업/정상","11","영업","","","","","","","612083","부산광역시 해운대구 반송동 250-1488번지","","","대구상회","20070707101830","I","2018-08-31 23:59:59.0","","395879.21413676","193574.110753632","지정","250-1488","","19960501","관급봉투",
"3095","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611205","19960501","","01","영업/정상","11","영업","","","","","","","612083","부산광역시 해운대구 반송동 250-852번지","","","대성수퍼","20070707101830","I","2018-08-31 23:59:59.0","","","","지정","250-852","","19960501","관급봉투",
"3096","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611206","19960501","","01","영업/정상","11","영업","","","","","","","612083","부산광역시 해운대구 반송동 250-371번지","","","삼양유통","20070707101830","I","2018-08-31 23:59:59.0","","395701.47295173","193787.040526731","지정","250-371","","19960501","관급봉투",
"3097","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611207","19960501","","01","영업/정상","11","영업","","","","","","","612083","부산광역시 해운대구 반송동 250-411번지","","","미도파수퍼","20070707101830","I","2018-08-31 23:59:59.0","","395704.50331132","193762.823773584","지정","250-411","","19960501","관급봉투",
"3098","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611208","19960501","","01","영업/정상","11","영업","","","","","","","612083","부산광역시 해운대구 반송동 250-2602번지","","","제일수퍼","20070707101830","I","2018-08-31 23:59:59.0","","395747.825767912","193843.822420322","지정","250-2602","","19960501","관급봉투",
"3099","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611209","19960501","","01","영업/정상","11","영업","","","","","","","612083","부산광역시 해운대구 반송동 257-421번지","","","모아쇼핑","20070707101830","I","2018-08-31 23:59:59.0","","395658.515702629","193840.494221056","지정","257-421","","19960501","관급봉투",
"3100","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199611210","19960501","","01","영업/정상","11","영업","","","","","","","612083","부산광역시 해운대구 반송동 257-220번지","","","오복수퍼","20070707101830","I","2018-08-31 23:59:59.0","","395541.25901839","193938.713394387","지정","257-220","","19960501","관급봉투",
"3101","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199613003","19960501","","01","영업/정상","11","영업","","","","","7814809","","612051","부산광역시 해운대구 재송동 1097-4번지","","","등대슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","","","지정","1097-4","","19960601","관급봉투",
"3102","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199613004","19960501","","01","영업/정상","11","영업","","","","","7816584","","612051","부산광역시 해운대구 재송동 1090-51번지","","","대진슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393493.196989398","189418.944660234","지정","1090-51","","19960501","관급봉투",
"3103","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199613009","19960501","","01","영업/정상","11","영업","","","","","7816078","","612051","부산광역시 해운대구 재송동 1074-17번지","","","영아슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393225.615707368","189509.382935362","지정","1074-17","","19960501","관급봉투",
"3104","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199613010","19960501","","01","영업/정상","11","영업","","","","","7821842","","612051","부산광역시 해운대구 재송동 933-29번지","","","한양식육점","20070707101830","I","2018-08-31 23:59:59.0","","392917.609231405","190041.32257319","지정","933-29","","19960501","관급봉투",
"3105","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199670001","19960501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 668-1번지","","","창신아파트관리사무소","20070707101830","I","2018-08-31 23:59:59.0","","392883.742388405","192197.059020554","지정","668-1","","19960501","관급봉투",
"3106","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199670002","19960501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 994-5번지","","","돼지슈퍼(일잡)","20070707101830","I","2018-08-31 23:59:59.0","","393513.327281077","191768.149008292","지정","994-5","","19960501","관급봉투",
"3107","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199670003","19960501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 903-33번지","","","대원슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393216.235160902","191906.235316338","지정","903-33","","19960501","관급봉투",
"3108","쓰레기종량제봉투판매업","09_30_13_P","3330000","333000014199670004","19960501","","01","영업/정상","11","영업","","","","","","","612061","부산광역시 해운대구 반여동 139-1번지","","","반여근대화슈퍼","20070707101830","I","2018-08-31 23:59:59.0","","393857.308265798","192351.702743466","지정","139-1","","19960501","관급봉투",
