"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","판매점영업면적",
"2381","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320153390023087500028","20151221","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 521번지 4호","부산광역시 사상구 사상로223번길 40 (괘법동, 홀인원골프)","46962","CU부산사상점","20151221113932","I","2018-08-31 23:59:59.0","","380396.800684103","186914.246920492","79.2",
"2382","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500026","20121112","","01","영업/정상","13","영업중","","","","","051-325-1645","","","","부산광역시 사상구 광장로 88 (괘법동)","46975","GS25사상광장점","20140819131659","I","2018-08-31 23:59:59.0","","380908.366147399","186529.605667812","",
"2383","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500028","20121112","","01","영업/정상","13","영업중","","","","","051-316-1513","","","","부산광역시 사상구 가야대로318번길 89 (주례동)","47008","씨유동서대3호점","20140819132017","I","2018-08-31 23:59:59.0","","382918.619309845","184902.066002504","",
"2384","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500029","20121112","","01","영업/정상","13","영업중","","","","","051-305-0747","","","","부산광역시 사상구 낙동대로 1402 (삼락동)","46907","GS25삼락대신점","20140819132216","I","2018-08-31 23:59:59.0","","380038.625090955","189127.521900674","",
"2385","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500031","20121112","","01","영업/정상","13","영업중","","","","","051-302-2422","","","","부산광역시 사상구 삼덕로46번길 45-8 (덕포동)","46950","세븐일레븐 덕포동점","20140819132907","I","2018-08-31 23:59:59.0","","380456.914224216","187651.738211956","",
"2386","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500035","20121113","","01","영업/정상","13","영업중","","","","","051-314-0711","","","","부산광역시 사상구 광장로 102 (괘법동)","46975","세븐일레븐부산사상역점","20140925145352","I","2018-08-31 23:59:59.0","","381047.967630404","186556.671260757","",
"2387","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500036","20121113","","01","영업/정상","13","영업중","","","","","051-328-4897","","","","부산광역시 사상구 운산로 22, 106,107호 (괘법동, 괘법한신2차상가동12동)","46961","씨유괘법한신점","20140819133913","I","2018-08-31 23:59:59.0","","380233.712766474","187250.680434381","",
"2388","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500042","20121113","","01","영업/정상","13","영업중","","","","","051-317-7027","","","","부산광역시 사상구 사상로224번길 13 (괘법동)","46964","GS25괘법덕포점","20140819134849","I","2018-08-31 23:59:59.0","","380694.895103494","186939.08939142","",
"2389","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500044","20121114","","01","영업/정상","13","영업중","","","","","051-323-8955","","","","부산광역시 사상구 학감대로 149 (학장동)","47023","씨유학장사거리점","20140819135312","I","2018-08-31 23:59:59.0","","381078.547278887","184611.510435979","",
"2390","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500047","20121114","","01","영업/정상","13","영업중","","","","","051-312-0769","","","","부산광역시 사상구 가야대로344번길 29 (주례동)","47007","세븐일레븐 부산주례냉정점","20140819135946","I","2018-08-31 23:59:59.0","","383123.868499944","185223.768923959","",
"2391","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500049","20121114","","01","영업/정상","13","영업중","","","","","051-301-5382","","","","부산광역시 사상구 모라로 67 (모라동)","46919","세븐일레븐 모라역점","20140819140229","I","2018-08-31 23:59:59.0","","381046.090482231","189507.896295289","",
"2392","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500058","20121115","","01","영업/정상","13","영업중","","","","","051-311-0371","","","","부산광역시 사상구 학감대로 109-14, 4,5,6호 (학장동)","47052","(주)코리아세븐학장점","20140904161301","I","2018-08-31 23:59:59.0","","381181.81362200000","184493.10699000000","",
"2393","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500033","20121112","","01","영업/정상","13","영업중","","","","","051-311-0144","","","","부산광역시 사상구 새벽로167번길 82 (감전동)","46979","씨유사상남문점","20140819133415","I","2018-08-31 23:59:59.0","","380254.265730604","186029.691763004","",
"2394","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320123390023087500059","20121115","","01","영업/정상","13","영업중","","","","","051-323-5025","","","","부산광역시 사상구 대동로 76, 107,108호 (학장동, 무학아파트상가)","47051","(주)코리아세븐학장2호점","20140819161607","I","2018-08-31 23:59:59.0","","380141.966313778","183738.6911144","",
"2395","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500010","20200513","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 학장동 270번지 2호","부산광역시 사상구 학감대로 161, 1동 1층 (학장동)","47023","세븐일레븐 부산학장공단점","20200513131542","I","2020-05-15 00:23:19.0","","381088.487578327","184736.733856471","",
"2396","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500009","20200423","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 554번지 11호","부산광역시 사상구 사상로163번길 20, 1층 (괘법동)","46974","씨유(CU)사상역1번출구점","20200423140221","I","2020-04-25 00:23:33.0","","380829.317009812","186385.809722857","92.5",
"2397","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500011","20200518","","01","영업/정상","13","영업중","","","","","051-326-1110","","","부산광역시 사상구 감전동 122번지 42호","부산광역시 사상구 새벽로167번길 36 (감전동)","46980","씨유 사상감전점","20200518163645","I","2020-05-20 00:23:34.0","","380468.362998263","185949.557111064","",
"2398","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500008","20200417","","01","영업/정상","13","영업중","","","","","051-322-5607","","","부산광역시 사상구 괘법동 525번지 50호","부산광역시 사상구 사상로223번길 26, A동 1층 (괘법동)","46963","이마트24 괘법스타힐스점","20200417172040","I","2020-04-19 00:23:21.0","","380486.081721623","186883.067594959","47.24",
"2399","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500019","20211101","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 553-7 캐리어에어컨","부산광역시 사상구 사상로 164, 1층 (괘법동)","46975","GS25 사상리치점","20211101110559","I","2021-11-03 00:22:45.0","","380950.156881222","186386.818247817","230.4",
"2400","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500020","20211105","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 550-5 부산전자랜드","부산광역시 사상구 사상로170번길 24, 1층 (괘법동)","46975","씨유 괘법뉴페이스점","20211208161405","U","2021-12-10 02:40:00.0","","380990.785344344","186482.459728758","137",
"2401","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500021","20211119","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 모라동 956 구포나루","부산광역시 사상구 모라로 90, 구포나루 (모라동)","46930","지에스(GS)25구포나루점","20211119101948","I","2021-11-21 00:22:44.0","","381123.414266841","189285.979826972","66",
"2402","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320183390023087500006","20180724","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 사상구 낙동대로1210번길 78, A동 1층 (괘법동)","46963","지에스25 괘법LH점","20180724121911","I","2018-08-31 23:59:59.0","","380406.946618743","187110.141121097","",
"2403","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320183390023087500007","20180822","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 사상구 사상로 248-1, GS25 (괘법동)","46964","GS25괘법점","20180822174857","I","2018-08-31 23:59:59.0","","380551.635639854","187105.663333231","72.6",
"2404","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320183390023087500008","20180824","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 사상구 삼덕로 73 (덕포동)","46945","지에스25덕포초교점","20180824091829","I","2018-08-31 23:59:59.0","","380742.450603273","187884.032122665","49.5",
"2405","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320183390023087500010","20180829","","01","영업/정상","13","영업중","","","","","051-312-7302","","","부산광역시 사상구 괘법동 520번지 17호 보배빌라","부산광역시 사상구 광장로21번길 63, 6동 1층 (괘법동, 보배빌라)","46962","지에스(GS)25 뉴괘법미래점","20200220092636","U","2020-02-22 02:40:00.0","","380263.013718728","187006.5701718","35",
"2406","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320183390023087500005","20180724","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 사상구 백양대로950번나길 39 (모라동)","46927","미니스톱 모라동원점","20180724121818","I","2018-08-31 23:59:59.0","","381483.38351141","189957.625188503","85",
"2407","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500015","20200703","","01","영업/정상","13","영업중","","","","","051-323-3909","","","부산광역시 사상구 엄궁동 567-3 신우프라자","부산광역시 사상구 낙동대로 790, 신우프라자 103호 (엄궁동)","47035","지에스(GS)25 엄궁사거리점","20200703171836","I","2020-07-05 00:23:17.0","","379726.180952166","183097.05292701","52.8",
"2408","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500012","20200626","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 덕포동 58 덕포청구아파트","부산광역시 사상구 백양대로700번길 13, 덕포청구아파트 105동 307호 (덕포동)","46957","지에스(GS)25 부산신라대점","20200626102625","I","2020-06-28 00:23:16.0","","381206.608420971","187429.732037099","77",
"2409","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500013","20200626","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 감전동 118-30 대림아트빌라","부산광역시 사상구 학감대로267번길 36, 상가동 1층 102호 (감전동, 대림아트빌라)","46984","미니스톱 부산학감점","20200626102733","I","2020-06-28 00:23:16.0","","381150.498165958","185820.238631997","70",
"2410","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500014","20200701","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 덕포동 110","부산광역시 사상구 백양대로 684, 1층 (덕포동)","46957","세븐일레븐 부산신라대점","20200701112126","I","2020-07-03 00:23:16.0","","381141.771667628","187216.242891345","99",
"2411","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500017","20200828","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 주례동 692-32","부산광역시 사상구 가야대로 227, 1층 (주례동)","47001","씨유(CU) 주례대로점","20200828101725","I","2020-08-30 00:23:13.0","","381951.875617246","185290.0829261","59.4",
"2412","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500016","20200821","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 551-9 밀양슈퍼","부산광역시 사상구 사상로148번길 13, 밀양슈퍼 1층 (괘법동)","46975","씨유(CU)괘법한울점","20200821131056","I","2020-08-23 00:23:13.0","","381086.955921892","186309.30486735","80",
"2413","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500018","20200831","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 모라동 1357 우성아파트","부산광역시 사상구 백양대로 906, 1동 124호 (모라동, 우성아파트)","46928","GS25 모라우성점","20200831131214","I","2020-09-02 00:23:13.0","","381345.772891816","189447.844867645","42.9",
"2414","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500015","20210726","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 546-5 GS 25","부산광역시 사상구 사상로202번길 12, GS 25 1층 (괘법동)","46968","GS25 괘법중앙점","20210726170016","I","2021-07-28 00:22:52.0","","380775.434667972","186699.258650019","86.3",
"2415","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500018","20210923","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 덕포동 762 부원파크타운","부산광역시 사상구 백양대로804번길 13, 부원파크타운 상가111동 105호 (덕포동)","46938","GS25 사상부원점","20210923094122","I","2021-09-25 00:22:48.0","","381235.603033073","188561.617705825","80",
"2416","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500016","20210729","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 사상구 백양대로934번길 56, 2층 (모라동)","46927","세븐일레븐 부산모라화인점","20210805131841","U","2021-08-10 02:40:00.0","","381496.275292311","189737.765483904","99",
"2417","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320133390023087500024","20130327","","01","영업/정상","13","영업중","","","","","051-328-8384","","","부산광역시 사상구 주례동 54-73","부산광역시 사상구 냉정로 129(주례동)","47006","씨유주례원룸점","20210909110426","I","2021-09-11 00:22:49.0","","383465.352149003","185263.849413215","127.74",
"2418","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500017","20210823","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 감전동 157-31","부산광역시 사상구 학감대로 238-36(감전동)","46985","(주)코리아세븐 부산사상스마일점","20210827114930","U","2021-08-29 02:40:00.0","","381457.531486006","185422.676375129","102",
"2419","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500014","20210617","","01","영업/정상","13","영업중","","","","","1577-0711","","","부산광역시 사상구 모라동 513 궁전빌딩","부산광역시 사상구 백양대로 893, 궁전빌딩 3층 307호 (모라동)","46930","(주)코리아세븐 부산신모라점","20210617173236","I","2021-06-19 00:22:54.0","","381259.751856737","189200.461337873","62.7",
"2420","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500011","20210524","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 564-8 사상역 포르투나 더 테라스","부산광역시 사상구 광장로 54, 상가동 101층 (괘법동, 사상역 포르투나 더 테라스)","46972","지에스(GS)25 사상포르투나점","20210524175019","I","2021-05-26 00:22:56.0","","380541.084735599","186541.418155026","70",
"2421","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500012","20210524","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 모라동 1375-1 모라역 베스티움 더 시티","부산광역시 사상구 모라로64번길 82, 108호 (모라동, 모라역 베스티움 더 시티)","46918","씨유모라베스티움점","20210524175030","I","2021-05-26 00:22:56.0","","380655.488070957","189719.812738758","66.44",
"2422","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500013","20210607","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 감전동 132-7 부산디지털밸리아파트형공장","부산광역시 사상구 대동로 303, 부산디지털밸리아파트형공장 108호 (감전동)","46981","GS25 감전밸리점","20210607141422","I","2021-06-09 00:22:55.0","","380909.178507556","185739.851127297","65",
"2423","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320183390023087500011","20181001","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 사상구 새벽로 199 (괘법동)","46976","(주)코리아세븐 부산사상공단점","20181001172934","I","2018-10-03 02:35:25.0","","380675.231633612","186222.227120116","92",
"2424","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500019","20200916","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 546-14","부산광역시 사상구 광장로 77 (괘법동)","46968","GS25 부산사상터미널점","20200916141629","I","2020-09-18 00:23:12.0","","380782.146864752","186636.553825021","57",
"2425","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500020","20200921","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 덕포동 780-9 핫썬치킨","부산광역시 사상구 덕상로 25, 핫썬치킨 (덕포동)","46941","GS25 덕포벽산점","20200921101038","I","2020-09-23 00:23:11.0","","381166.443489799","187869.143787821","40",
"2426","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500021","20200924","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 덕포동 413-18 더베스트 할인마트","부산광역시 사상구 사상로310번길 43, 더베스트 할인마트 (덕포동)","46949","지에스(GS)25 부산도서관점","20200924112102","I","2020-09-26 00:23:11.0","","380839.692094635","187704.23518235","83",
"2427","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500023","20201028","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 감전동 132-4","부산광역시 사상구 대동로 313, 1층 (감전동)","46981","GS25 감전대동점","20201028095601","I","2020-10-30 00:23:09.0","","380969.336386927","185826.381465016","66",
"2428","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500022","20201026","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 565-6","부산광역시 사상구 광장로 34, 1층 (괘법동)","46971","미니스톱 부산괘법점","20201026095559","I","2020-10-28 00:23:09.0","","380353.544324649","186554.308697974","52",
"2429","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500024","20201104","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 주례동 55-169 이즈","부산광역시 사상구 냉정로 117, 이즈 (주례동)","47006","이마트24 부산동서대점","20201104171913","I","2020-11-06 00:23:08.0","","383355.944969917","185254.919082094","69.66",
"2430","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500007","20210224","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 주례동 623 광덕빌딩","부산광역시 사상구 동주로 24, 광덕빌딩 (주례동)","47016","지에스(GS)25 주례오름점","20210224100420","I","2021-02-26 00:23:01.0","","382233.110057181","184830.523858022","146",
"2431","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500008","20210224","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 엄궁동 651-103","부산광역시 사상구 농산물시장로 22, 1층 (엄궁동)","47033","씨유 엄궁공단점","20210224172457","I","2021-02-26 00:23:01.0","","379110.859411095","182634.178896491","125",
"2432","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500002","20210112","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 모라동 422-3","부산광역시 사상구 모라로110번길 47, 1층 (모라동)","46932","씨유 럭키신모라점","20210112101723","I","2021-01-14 00:23:05.0","","381523.992564514","189106.640514678","104",
"2433","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500001","20210104","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 주례동 3-32 주례한효아파트","부산광역시 사상구 백양대로342번길 40, 주례한효아파트 상가동 101~104호 (주례동)","46997","세븐일레븐 부산주례한효점","20210104133511","I","2021-01-06 00:23:05.0","","383495.71965291","185917.687431483","72",
"2434","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320203390023087500025","20201125","","01","영업/정상","13","영업중","","","","","051-322-5056","","","부산광역시 사상구 괘법동 499-3","부산광역시 사상구 사상로148번길 39, 5동 5-101호 (괘법동)","46975","씨스페이스 괘법은하점","20201125151928","I","2020-11-27 00:23:08.0","","381183.33407271","186343.95593059","77.64",
"2435","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500004","20210128","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 학장동 561 현재빌딩","부산광역시 사상구 학감대로 120, 현재빌딩 (학장동)","47048","씨유 학장세원점","20210128143901","I","2021-01-30 00:23:03.0","","381189.126247857","184319.823237662","66",
"2436","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320213390023087500005","20210201","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 엄궁동 103-10 국제슈퍼","부산광역시 사상구 엄궁북로 57, 국제슈퍼 (엄궁동)","47038","씨유 엄궁롯데점","20210201135816","I","2021-02-03 00:23:03.0","","380107.135763255","182777.789357414","53",
"2437","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320223390023087500008","20220603","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 주례동 954-5","부산광역시 사상구 백양대로494번길 37, 지하1층 (주례동)","46993","세븐일레븐 주례청구점","20220603153345","I","2022-06-05 00:22:31.0","","382066.309425925","185848.136882856","66.12",
"2438","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320223390023087500005","20220513","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 모라동 1339-12","부산광역시 사상구 백양대로 954, 1층 (모라동)","46927","세븐일레븐 부산모라벽산점","20220513103732","I","2022-05-15 00:22:32.0","","381391.164091932","189824.297394056","46.28",
"2439","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320223390023087500007","20220526","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 학장동 262-7","부산광역시 사상구 학감대로147번길 38, 1층 (학장동)","47023","씨유 학장중앙2호점","20220526174054","I","2022-05-28 00:22:31.0","","380886.966991724","184665.047201225","99.88",
"2440","안전상비의약품 판매업소","01_01_05_P","3390000","PHMH320223390023087500006","20220519","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 모라동 1361 모라동원타운","부산광역시 사상구 백양대로 887, 모라동원타운 29동 102호 (모라동)","46930","GS25 신모라동원점","20220519130144","I","2022-05-21 00:22:47.0","","381161.2741216","189074.01336753","45.76",
"2441","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320193400013087500002","20190117","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 용수리 1293번지 6호","부산광역시 기장군 정관읍 가동길 8","46013","GS25 정관원룸점","20190118090940","I","2019-01-20 02:20:54.0","","398133.80751678","205165.886080989","85",
"2442","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320193400013087500004","20190423","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 모전리 723번지 이지 더원1차 아파트","부산광역시 기장군 정관읍 정관1로 18, 1층 105호, 106호 (이지 더원1차 아파트)","46008","GS25 정관이지1차점","20190423155139","I","2019-04-25 02:20:42.0","","396666.341173614","206512.517255249","",
"2443","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320193400013087500005","20190423","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 기장읍 대라리 240번지 이진캐스빌아파트","부산광역시 기장군 기장읍 차성서로 51, 1층 102호 (이진캐스빌아파트)","46068","GS25 기장캐스빌점","20190423155301","I","2019-04-25 02:20:42.0","","401053.755318927","195421.127291735","",
"2444","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320193400013087500007","20190617","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 매학리 744번지","부산광역시 기장군 정관읍 구연로 19","46023","GS25 정관스퀘어점","20190617161934","I","2019-06-19 02:21:42.0","","398337.814386636","204693.381361479","76",
"2445","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320193400013087500006","20190515","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 정관읍 정관5로 12, 상가228동 127, 128호 (동원로얄듀크2차아파트)","46017","미니스톱 정관동원점","20190515172703","I","2019-05-17 02:20:47.0","","397960.17484400000","204785.80567500000","85",
"2446","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320223400013087500005","20220419","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 일광읍 학리 267-7","부산광역시 기장군 일광읍 학리길 9-19","46045","CU 일광학리점","20220419093947","I","2022-04-21 00:22:33.0","","","","120",
"2447","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320193400013087500009","20190716","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 일광면 삼성리 716번지 12호 노블비치","부산광역시 기장군 일광면 기장해안로 1295, 1층 (노블비치)","46044","세븐일레븐 기장일광해수욕장점","20190716095447","I","2019-07-18 02:21:40.0","","403173.554804707","197845.277495236","92",
"2448","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320193400013087500011","20190812","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 모전리 755번지 정관신도시 현진에버빌","부산광역시 기장군 정관읍 정관2로 40, 상가동 106호 (정관신도시 현진에버빌)","46009","씨유 정관에버빌점","20190812153926","I","2019-08-14 02:22:01.0","","397059.580686486","205933.277545703","42",
"2449","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320193400013087500008","20190702","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 기장읍 차성서로 102","46067","씨유 기장 한빛점","20190702103458","I","2019-07-04 02:21:28.0","","401148.579427518","195917.035381212","104",
"2450","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320193400013087500015","20191219","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 기장읍 교리 344번지 13호","부산광역시 기장군 기장읍 차성로390번길 15, 1층","46056","(주)코리아세븐 부산기장소망점","20191219165834","I","2019-12-21 00:23:26.0","","401608.138839372","197047.621523338","49",
"2451","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320193400013087500013","20191021","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 기장읍 청강리 285번지 3호 해리빌라","부산광역시 기장군 기장읍 대변로 14, 1층 (해리빌라)","46081","지에스(GS)25 기장한길점","20191021150729","I","2019-10-23 00:22:57.0","","401869.736837269","195075.465785415","",
"2452","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320223400013087500002","20220216","","01","영업/정상","13","영업중","","","","","0517233343","","","부산광역시 기장군 기장읍 대라리 1005-4","부산광역시 기장군 기장읍 차성서로 80, 501호","46069","GS25 기장고교점","20220217090739","I","2022-02-19 00:22:37.0","","401145.914319864","195683.850702781","0",
"2453","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320223400013087500003","20220218","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 달산리 1231 정관신도시 엘에이치 4단지","부산광역시 기장군 정관읍 산단4로 160, 상가동 103호 (정관신도시 엘에이치 4단지)","46021","씨유 정관휴먼시아점","20220218183317","I","2022-02-20 00:22:37.0","","399332.521449581","204619.863730079","0",
"2454","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320223400013087500004","20220308","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 정관읍 방곡리 387-2","부산광역시 기장군 정관읍 방곡3로 20, 1층","46019","세븐일레븐 부산정관방곡리점","20220308152209","I","2022-03-10 00:22:36.0","","398993.337885511","205203.41139521","132",
"2455","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320163400013087500020","20160803","","01","영업/정상","13","영업중","","","","","051-723-3263","","","부산광역시 기장군 기장읍 동부리 366번지 9호","부산광역시 기장군 기장읍 차성동로 112 (글맥학원)","46063","위드미 기장동부점","20160803190230","I","2018-08-31 23:59:59.0","","401719.963576016","196523.981699642","52",
"2456","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320153400013087500029","20151229","","01","영업/정상","13","영업중","","","","","051-721-9086","","","","부산광역시 기장군 일광면 일광로 68 (할인마트)","46044","(주)코리아세븐 부산일광바다점","20151229170945","I","2018-08-31 23:59:59.0","","403050.147470646","198202.683430188","49.5",
"2457","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320163400013087500003","20160122","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 정관읍 산단1로 115","46024","씨유 정관달산점","20160122170359","I","2018-08-31 23:59:59.0","","398252.17336500000","204519.73370000000","115",
"2458","안전상비의약품 판매업소","01_01_05_P","3400000","PHMH320173400013087500017","20170824","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 기장군 기장읍 차성서로 22, 1층","46074","세븐일레븐 부산기장대청점","20170824154933","I","2018-08-31 23:59:59.0","","401222.389508958","195151.575221829","83",
