"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","점포구분명",
"163","대규모점포","08_25_01_P","3310000","1984331001607500006","19841221","","01","영업/정상","1","정상영업","","","","","","","","부산광역시 남구 감만동 163번지 10호","부산광역시 남구 홍곡로 3 (감만동)","","새감만종합시장","20070721105659","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389699.055973041","181675.810892818","",
"164","대규모점포","08_25_01_P","3310000","1990331001607500008","19901229","","01","영업/정상","1","정상영업","","","","","051 6242232","358","","부산광역시 남구 용당동 산42번지 8호","부산광역시 남구 유엔평화로 150 (용당동)","608830","용당한신아파트상가시장","20131227143004","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","391103.422349355","182446.170472991","준대규모점포",
"165","대규모점포","08_25_01_P","3310000","2005331001607500001","20050406","","01","영업/정상","1","정상영업","","","","","0516091052","12661.45","","부산광역시 남구 문현동 751호","부산광역시 남구 전포대로91번길 47 (문현동)","","(주) 이마트 문현점","20200506211756","U","2020-05-08 02:40:00.0","대형마트","388052.381944031","184747.385931218","대규모점포",
"166","대규모점포","08_25_01_P","3310000","2006331001607500001","20060713","","01","영업/정상","1","정상영업","","","","","0516098000","9882","","부산광역시 남구 감만동 8호","부산광역시 남구 우암로 124 (감만동)","608800","홈플러스(주) 부산감만점","20210609114935","U","2021-06-11 02:40:00.0","대형마트","389751.844561576","182245.608330974","대규모점포",
"167","대규모점포","08_25_01_P","3310000","2007331007107500001","20070830","","01","영업/정상","1","정상영업","","","","","07086502378","10561.2","608020","부산광역시 남구 대연동 73번지 15호","부산광역시 수영로 305","608805","(주)에센트리 파티몰","20200831093618","U","2020-09-02 02:40:00.0","그 밖의 대규모점포","391258.869902568","184039.539974923","대규모점포",
"168","대규모점포","08_25_01_P","3310000","2011331008207500001","20110804","","01","영업/정상","1","정상영업","","","","","0516128005","1141.9","608091","부산광역시 남구 용호1동 176번지 30호 LG메트로시티 1005동 201호","부산광역시 남구 분포로 111, 1005동 201호 (용호동, LG메트로시티)","608776","홈플러스(주) 익스프레스 메트로시티점","20210609114951","U","2021-06-11 02:40:00.0","그 밖의 대규모점포","392474.578116018","183052.21115244","준대규모점포",
"169","대규모점포","08_25_01_P","3310000","2011331008207500002","20110812","","01","영업/정상","1","정상영업","","","","","051 638 8545","383.9","608821","부산광역시 남구 문현1동 127번지 59호","부산광역시 남구 고동골로 66 (문현동)","608821","홈플러스(주) 익스프레스 문현점","20210609115005","U","2021-06-11 02:40:00.0","그 밖의 대규모점포","388708.504493172","184607.683566297","준대규모점포",
"170","대규모점포","08_25_01_P","3310000","2011331008207500003","20110824","","01","영업/정상","1","정상영업","","","","","051-635-8580","1081.62","608801","부산광역시 남구 감만1동 163번지 10호","부산광역시 남구 홍곡로 3 (감만동)","","탑마트 감만점","20220627150710","U","2022-06-29 02:40:00.0","그 밖의 대규모점포","389699.055973041","181675.810892818","준대규모점포",
"171","대규모점포","08_25_01_P","3310000","2011331008207500004","20110829","","01","영업/정상","1","정상영업","","","","","622-5605","710.4","608807","부산광역시 남구 대연5동 1742번지 4호 외 1필지","부산광역시 남구 못골로 78 (대연동,외 1필지)","","롯데쇼핑(주)롯데슈퍼대연점","20220425141814","U","2022-04-27 02:40:00.0","그 밖의 대규모점포","390512.228639238","183862.718098719","준대규모점포",
"172","대규모점포","08_25_01_P","3310000","2011331008207500006","20110902","","01","영업/정상","1","정상영업","","","","","051-621-3200","1552.99","608838","부산광역시 남구 용호4동 541번지 18호","부산광역시 남구 용호로 228 (용호동)","608838","농협하나로마트 용호점","20220413142217","U","2022-04-15 02:40:00.0","그 밖의 대규모점포","392349.348327263","181234.845528669","준대규모점포",
"173","대규모점포","08_25_01_P","3310000","2012331008207500001","20120312","","01","영업/정상","1","정상영업","","","","","051-633-8405","1832","608823","부산광역시 남구 문현3동 205번지 2호","부산광역시 남구 수영로39번길 2-5 (문현동, (주)메가마트 문현점)","608823","(주)메가마트 문현점","20220630093407","U","2022-07-02 02:40:00.0","그 밖의 대규모점포","388831.511202782","184013.267838581","준대규모점포",
"174","대규모점포","08_25_01_P","3310000","2012331008207500002","20120430","","01","영업/정상","1","정상영업","","","","","0516365601","525.6","608828","부산광역시 남구 문현4동 358번지 9호","부산광역시 남구 지게골로 45 (문현동)","608828","롯데쇼핑(주)롯데슈퍼 문현점","20220425141634","U","2022-04-27 02:40:00.0","그 밖의 대규모점포","388650.244446361","183818.88630022","준대규모점포",
"175","대규모점포","08_25_01_P","3310000","2014331008807500001","20140818","","01","영업/정상","1","정상영업","","","","","051)913-5000","9643.53","608042","부산광역시 남구 문현동 1229번지 1호","부산광역시 남구 문현금융로 40 (문현동)","608042","비아이에프씨몰(BIFC Mall)","20170519085844","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","388182.381367829","185024.662471639","대규모점포",
"176","대규모점포","08_25_01_P","3310000","2015331008807500001","20150108","","01","영업/정상","1","정상영업","","","","","051)630-5000","41762.67","608091","부산광역시 남구 용호동 954번지","","","W 스퀘어","20210727131937","U","2021-07-29 02:40:00.0","쇼핑센터","392495.046847798","183633.944535074","대규모점포",
"177","대규모점포","08_25_01_P","3310000","2015331008807500002","20150204","","01","영업/정상","1","정상영업","","","","","051)625-2532","3670.35","608839","부산광역시 남구 용호동 566번지 3호","부산광역시 남구 이기대공원로 450 (용호동)","608839","다보네가구","20180928152356","U","2018-09-28 23:59:59.0","전문점","392620.767455645","180839.195728244","대규모점포",
"178","대규모점포","08_25_01_P","3310000","2022331011907500001","20220511","","01","영업/정상","1","정상영업","","","","","02-2006-2364","557.8","","부산광역시 남구 용호동 197 GS하이츠자이 401동 113, 호","부산광역시 남구 신선로 566, 401동 113, 114호 (용호동, GS하이츠자이)","48515","GS THE FRESH 부산용호점","20220630160352","U","2022-07-02 02:40:00.0","그 밖의 대규모점포","392336.824825275","183544.386230822","준대규모점포",
"179","대규모점포","08_25_01_P","3310000","2004331001607500001","20040426","","02","휴업","2","휴업처리","","","","","051 609 1234","11824.84","","부산광역시 남구 문현동 751호","부산광역시 남구 전포대로91번길 47 (문현동)","","(주)신세계이마트문현점","20110516105408","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","388052.381944031","184747.385931218","",
"180","대규모점포","08_25_01_P","3310000","1980331001607500004","19800110","","03","폐업","3","폐업처리","20140826","","","","051 6325714","0","","부산광역시 남구 문현동 117번지 19  호","부산광역시 남구 고동골로78번길 41 (문현동)","608821","문현새시장","20140826180104","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","388920.004011291","184741.9380306","준대규모점포",
"181","대규모점포","08_25_01_P","3310000","1984331001607500007","19841222","","03","폐업","3","폐업처리","20200827","","","","051 6248100","209","","","부산광역시 남구 황령대로 504 (대연동, 대연삼익비치아파트)","48514","대연삼익상가","20200828152424","U","2020-08-30 02:40:00.0","그 밖의 대규모점포","392089.82662164","183968.991588182","대규모점포",
"182","대규모점포","08_25_01_P","3310000","1993331001607500009","19930217","","03","폐업","3","폐업처리","20050602","","","","051 6101234","4102","","부산광역시 남구 대연동 55번지 1호","부산광역시 남구 수영로 312 (대연동)","","21센츄리시티상가","20200814152718","U","2020-08-16 02:40:00.0","그 밖의 대규모점포","391411.212179843","184052.409245407","준대규모점포",
"183","대규모점포","08_25_01_P","3310000","2011331008207500005","20110829","","03","폐업","3","폐업처리","20210216","","","","051) 633-5601","1107.8","608816","부산광역시 남구 대연2동 1756번지 9호","부산광역시 남구 천제등로 11 (대연동)","","롯데쇼핑(주)롯데슈퍼대연2동점","20210216171748","U","2021-02-18 02:40:00.0","그 밖의 대규모점포","390195.849928239","183602.493480869","준대규모점포",
"184","대규모점포","08_25_01_P","3310000","2015331008807500003","20151109","","03","폐업","3","폐업처리","20191218","","","","02-2006-2156","974.65","","부산광역시 남구 용호동 958번지","부산광역시 남구 신선로 566-3 (용호동)","48515","(주)지에스리테일 부산용호점","20191227144523","U","2019-12-29 02:40:00.0","구분없음","392463.221261721","183403.499935071","준대규모점포",
"185","대규모점포","08_25_01_P","3310000","2022331011907500002","20220630","","01","영업/정상","5","영업개시전","","","","","02-2006-2364","327.93","","부산광역시 남구 대연동 52-8 1층","부산광역시 남구 수영로322번길 33, 1층 (대연동)","48512","GS THE FRESH 부산대연점","20220630170933","I","2022-07-02 00:22:30.0","그 밖의 대규모점포","391533.252837884","183948.44197649","준대규모점포",
"186","대규모점포","08_25_01_P","3320000","1973332004207500001","19730410","","01","영업/정상","1","정상영업","","","","","","1010","","부산광역시 북구 구포동 589번지 50호","","","구포시장","20090128111000","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","382414.614187026","191695.671163221","",
"187","대규모점포","08_25_01_P","3320000","1976332004207500001","19760906","","01","영업/정상","1","정상영업","","","","","051 3327612","","","부산광역시 북구 만덕동 829호","부산광역시 북구 만덕1로24번길 8 (만덕동)","","만덕시장","20070714112629","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","385260.036828544","192478.919358481","",
"188","대규모점포","08_25_01_P","3320000","1980332004207500001","19800119","","01","영업/정상","1","정상영업","","","","","","","","부산광역시 북구 구포동 1041번지 1   호","","","구남시장","20070714112629","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"189","대규모점포","08_25_01_P","3320000","1980332004207500002","19800220","","01","영업/정상","1","정상영업","","","","","051 3324878","1332.9","","부산광역시 북구 덕천동 411번지 5   호","","","덕천시장","20151214112932","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","383269.253732541","192076.843823184","대규모점포",
"190","대규모점포","08_25_01_P","3320000","1982332004207500001","19820303","","01","영업/정상","1","정상영업","","","","","051 3352000","","","부산광역시 북구 덕천동 355번지 4호","부산광역시 북구 의성로 96 (덕천동)","","새구포종합상가시장","20070714112629","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","382937.473471161","192172.902959874","",
"191","대규모점포","08_25_01_P","3320000","1997332004207500001","19970607","","01","영업/정상","1","정상영업","","","","","","","","부산광역시 북구 화명동 1170번지 1   호","","","흥아대림상가","20070714112629","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"192","대규모점포","08_25_01_P","3320000","2001332005907500001","20010324","","01","영업/정상","1","정상영업","","","","","051-604-2552","8579.51","","부산광역시 북구 화명동 2273호","부산광역시 북구 화명대로 47 (화명동, 롯데마트(화명점))","616744","롯데쇼핑(주)롯데마트화명점","20220427162740","U","2022-04-29 02:40:00.0","대형마트","383175.025396512","194733.01249893","대규모점포",
"193","대규모점포","08_25_01_P","3320000","2004332005907500001","20040519","","01","영업/정상","1","정상영업","","","","","051 330 9068","9790.33","","부산광역시 북구 금곡동 1874번지 3호","부산광역시 북구 금곡대로 469 (금곡동)","","(주)농협유통 하나로클럽 부산점","20220321161140","U","2022-03-23 02:40:00.0","복합쇼핑몰","382983.91775577","196375.470354374","대규모점포",
"194","대규모점포","08_25_01_P","3320000","2009332007907500001","20090122","","01","영업/정상","1","정상영업","","","","","051-317-3222","4785.59","616817","부산광역시 북구 덕천동 327번지 덕천 숙등역간 지하구간","부산광역시 북구 만덕대로 지하 39 (덕천동)","616817","덕천지하상가 태아쇼핑","20220221192341","U","2022-02-23 02:40:00.0","쇼핑센터","382592.874906001","191951.764364857","대규모점포",
"195","대규모점포","08_25_01_P","3320000","2010332007907500001","20100430","","01","영업/정상","1","정상영업","","","","","051-366-2007","7653.57","616102","부산광역시 북구 덕천2동 398번지 2호","부산광역시 북구 만덕대로 23 (덕천동)","616819","뉴코아 덕천점","20220427162919","U","2022-04-29 02:40:00.0","복합쇼핑몰","382731.210151804","192059.745558294","대규모점포",
"196","대규모점포","08_25_01_P","3320000","2012332008807500001","20120308","","01","영업/정상","1","정상영업","","","","","241-6000","1471.47","616814","부산광역시 북구 덕천1동 370번지","부산광역시 북구 기찰로 164 (덕천동)","616814","(주)메가마트 덕천점","20171116101057","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","384082.64392147","192420.344583399","준대규모점포",
"197","대규모점포","08_25_01_P","3320000","2012332008807500002","20120308","","01","영업/정상","1","정상영업","","","","","342-1114","916.3","","부산광역시 북구 구포동 654번지 11호","부산광역시 북구 낙동대로1780번길 106 (구포동)","46587","(주) 지에스리테일 구포점","20170515105736","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","382386.55312505","191453.197987353","준대규모점포",
"198","대규모점포","08_25_01_P","3320000","2012332008807500003","20120308","","01","영업/정상","1","정상영업","","","","","711-7100","1263.7","616829","부산광역시 북구 만덕3동 774번지 7호","부산광역시 북구 덕천로 188, 1층 (만덕동)","616829","(주)지에스리테일 만덕점","20160211165953","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","384257.067576796","191991.025225857","준대규모점포",
"199","대규모점포","08_25_01_P","3320000","2007332007907500001","20070921","","01","영업/정상","1","정상영업","","","","","0519298600","3909.34","616100","부산광역시 북구 덕천동 397번지 1호 아남프라자 지하1층호","부산광역시 북구 금곡대로8번길 33, 지하1층호 (덕천동,아남프라자)","","예스홈마트","20150106170646","I","2018-08-31 23:59:59.0","대형마트","382703.070316607","192096.317910797","",
"200","대규모점포","08_25_01_P","3320000","2008332007907500001","20080415","","01","영업/정상","1","정상영업","","","","","051-341-0566","5110.52","616816","부산광역시 북구 덕천동 398번지 2호 외 3필지","부산광역시 북구 만덕대로 23 (덕천동,외 3필지)","","폴라렉스 아울렛","20080416112258","I","2018-08-31 23:59:59.0","쇼핑센터","382731.210151804","192059.745558294","",
"201","대규모점포","08_25_01_P","3320000","2012332008807500004","20120323","","01","영업/정상","1","정상영업","","","","","051 341 8545","399.6","616828","부산광역시 북구 만덕1동 216번지 7호 그린코아상가 1,2,3","부산광역시 북구 덕천로234번길 48 (만덕동)","616782","홈플러스(주) 익스프레스 부산만덕점","20210628160328","U","2021-06-30 02:40:00.0","그 밖의 대규모점포","384776.04113361","191712.881178391","준대규모점포",
"202","대규모점포","08_25_01_P","3320000","2014332008807500001","20141006","","01","영업/정상","1","정상영업","","","","","051 333 8545","198","616807","부산광역시 북구 구포동 1091번지","부산광역시 북구 백양대로 1013 (구포동)","616807","홈플러스(주)익스프레스 구남점","20210628160748","U","2021-06-30 02:40:00.0","그 밖의 대규모점포","381552.521372783","190386.518166956","준대규모점포",
"203","대규모점포","08_25_01_P","3320000","2014332008807500002","20141006","","01","영업/정상","1","정상영업","","","","","051-331-3000","862.24","616806","부산광역시 북구 구포동 937번지 28호","부산광역시 북구 백양대로 1052 (구포동)","616806","탑마트 구포점","20180319105838","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","381798.273306626","190693.228707938","준대규모점포",
"204","대규모점포","08_25_01_P","3320000","2021332010707500001","20210621","","01","영업/정상","1","정상영업","","","","","051-331-6169","193.94","","부산광역시 북구 만덕동 818 e편한세상금정산","부산광역시 북구 상학로 36, 1층 103~106호 (만덕동, e편한세상금정산)","46557","(주)지에스리테일 만덕이편한점","20210806132417","U","2021-08-08 02:40:00.0","그 밖의 대규모점포","385388.538679315","192612.369610425","준대규모점포",
"205","대규모점포","08_25_01_P","3320000","2007332007207500001","20070423","","03","폐업","3","폐업처리","20090917","","","","3375435","0","","부산광역시 북구 덕천동 397번지 1호 아남프라자상가","부산광역시 북구 금곡대로8번길 33 (덕천동,아남프라자상가)","","예스아울렛","20100114113814","I","2018-08-31 23:59:59.0","쇼핑센터","382703.070316607","192096.317910797","",
"206","대규모점포","08_25_01_P","3320000","2015332008807500001","20151019","","03","폐업","3","폐업처리","20191127","","","","051-510-4698","495.57","616112","부산광역시 북구 만덕동 834번지","부산광역시 북구 덕천로276번길 60 (만덕동)","616112","(주)지에스리테일 만덕동문점","20191204091339","U","2019-12-06 02:40:00.0","그 밖의 대규모점포","385061","191771","준대규모점포",
"207","대규모점포","08_25_01_P","3330000","1999333001507500002","19990302","","01","영업/정상","1","정상영업","","","","","051-702-3703","4159.89","612031","부산광역시 해운대구 좌1동 1314번지 2호","부산광역시 해운대구 대천로 187 (좌동)","612839","화목데파트상가","20140918164224","I","2018-08-31 23:59:59.0","쇼핑센터","398320.764293408","187928.258297607","대규모점포",
"208","대규모점포","08_25_01_P","3330000","2002333001507500001","20020517","","01","영업/정상","1","정상영업","","","","","051 7091710","","","부산광역시 해운대구 좌동 1467번지 2호","부산광역시 해운대구 해운대로 799 (좌동)","","시티코아","20070707101147","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","398179.9667568","187816.286955829","",
"209","대규모점포","08_25_01_P","3330000","2002333001507500002","20020614","","01","영업/정상","1","정상영업","","","","","051-743-2234","4539.76","","부산광역시 해운대구 중동 1774번지 5호","부산광역시 해운대구 좌동순환로 473 (중동)","612851","해운대로데오아울렛","20120417101718","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","397589.427500231","187097.471409014","대규모점포",
"210","대규모점포","08_25_01_P","3330000","2012333010307500007","20030326","","01","영업/정상","1","정상영업","","","","","051-741-8841","11992.85","612851","부산광역시 해운대구 중1동 1775번지 7호","부산광역시 해운대구 좌동순환로 473 (중동)","612851","해운대상설할인타운","20120417131831","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","397619.609350381","187004.870496308","대규모점포",
"211","대규모점포","08_25_01_P","3330000","2012333010307500008","20120417","","01","영업/정상","1","정상영업","","","","","051-744-5800","318.81","612712","부산광역시 해운대구 재송1동 1200번지 더샵센텀파크1차아파트 상가5동 201, 203호","부산광역시 해운대구 센텀중앙로 145, 제상가5동 201, 203호 (재송동)","612712","GS수퍼 해운대센텀점","20160224204800","I","2018-08-31 23:59:59.0","대형마트","393239.237933586","188619.149645081","준대규모점포",
"212","대규모점포","08_25_01_P","3330000","2012333010307500009","20120417","","01","영업/정상","1","정상영업","","","","","051-715-2517","869.69","612811","부산광역시 해운대구 반여1동 1199번지 21호","부산광역시 해운대구 선수촌로 65-7 (반여동)","612811","(주)지에스리테일 원동점","20160228103951","I","2018-08-31 23:59:59.0","대형마트","392826.178587117","190981.009117261","준대규모점포",
"213","대규모점포","08_25_01_P","3330000","2004333001507500019","20040430","","01","영업/정상","1","정상영업","","","","","051-740-9710","16645.51","612721","부산광역시 해운대구 중1동 1380번지 14호","부산광역시 해운대구 구남로29번길 21 (중동)","612721","(주)세이브존리베라","20140918164111","I","2018-08-31 23:59:59.0","쇼핑센터","396855.567145532","186957.123472368","대규모점포",
"214","대규모점포","08_25_01_P","3330000","1976333001507500001","19760811","","01","영업/정상","1","정상영업","","","","","005105214490","","","부산광역시 해운대구 반송동 40번지 808호","","","운봉장터시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","396113.990298061","194562.873789865","",
"215","대규모점포","08_25_01_P","3330000","2011333010307500001","20110624","","01","영업/정상","1","정상영업","","","","","051-701-8521","212","612778","부산광역시 해운대구 좌4동 1412번지 동부아파트 상가동 103호","부산광역시 해운대구 세실로 158, 상가동 103호 (좌동,동부아파트)","","홈플러스(주) 익스프레스 동부점","20210614164244","U","2021-06-16 02:40:00.0","대형마트","398320.448936443","188713.364513609","준대규모점포",
"216","대규모점포","08_25_01_P","3330000","2011333010307500002","20110801","","01","영업/정상","1","정상영업","","","","","051-701-0191","540","","부산광역시 해운대구 좌동 1228번지 대동타운상가 지하1층","부산광역시 해운대구 대천로103번길 29 (좌동, 대동타운 대동상가)","48078","(주)지에스리테일 대동점","20160228103919","I","2018-08-31 23:59:59.0","대형마트","397869.026215714","188558.251043043","준대규모점포",
"217","대규모점포","08_25_01_P","3330000","1978333001507500001","19780726","","01","영업/정상","1","정상영업","","","","","00517422 001","","","부산광역시 해운대구 우동 1092번지 16호","","","우동종합상가시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","394796.404666256","187781.251617877","",
"218","대규모점포","08_25_01_P","3330000","1979333001507500001","19790307","","01","영업/정상","1","정상영업","","","","","051-782-3824","945","","부산광역시 해운대구 반여동 1291번지 918호","부산광역시 해운대구 해운대로61번길 95-47 (반여동)","612814","반여시장","20150807183418","I","2018-08-31 23:59:59.0","시장","393810.163811286","190563.411556799","대규모점포",
"219","대규모점포","08_25_01_P","3330000","1980333001507500001","19800610","","01","영업/정상","1","정상영업","","","","","05107465692","","","부산광역시 해운대구 중동 1512호","부산광역시 해운대구 달맞이길65번길 43 (중동)","","삼호동백상가시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","398020.85124","186809.282682","",
"220","대규모점포","08_25_01_P","3330000","1980333001507500002","19800627","","01","영업/정상","1","정상영업","","","","","005107460220","","","부산광역시 해운대구 중동 1520번지 3호","부산광역시 해운대구 좌동순환로433번길 40 (중동)","","해동시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","398447.60502200000","187254.43312400000","",
"221","대규모점포","08_25_01_P","3330000","1981333001507500001","19811030","","01","영업/정상","1","정상영업","","","","","005107826013","","","부산광역시 해운대구 재송동 1023호","부산광역시 해운대구 해운대로61번가길 6 (재송동)","","재송삼익상가시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","393140.687808246","190048.604696982","",
"222","대규모점포","08_25_01_P","3330000","1982333001507500001","19821230","","01","영업/정상","1","정상영업","","","","","005107815687","","","부산광역시 해운대구 재송동 1080번지 5   호","","","재송시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","","","",
"223","대규모점포","08_25_01_P","3330000","1991333001507500001","19910315","","01","영업/정상","1","정상영업","","","","","005107417209","","","부산광역시 해운대구 우동 1388호","부산광역시 해운대구 해운대해변로 73 (우동)","","마리나상가시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","395045.091352133","186841.894363811","",
"224","대규모점포","08_25_01_P","3330000","1996333001507500001","19960522","","01","영업/정상","1","정상영업","","","","","005107441381","","","부산광역시 해운대구 우동 1434호","부산광역시 해운대구 마린시티3로 1 (우동)","","대성종합상가시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","395615.201853958","186406.750870936","",
"225","대규모점포","08_25_01_P","3330000","1996333001507500002","19960522","","01","영업/정상","1","정상영업","","","","","05107010158","","","부산광역시 해운대구 좌동 1288호","부산광역시 해운대구 대천로103번길 29 (좌동)","","대동상가시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","397869.026215714","188558.251043043","",
"226","대규모점포","08_25_01_P","3330000","1996333001507500003","19960525","","01","영업/정상","1","정상영업","","","","","005105239501","","","부산광역시 해운대구 반여동 1199번지 11  호","","","삼해대림아파트상가시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","","","",
"227","대규모점포","08_25_01_P","3330000","1996333001507500004","19961002","","01","영업/정상","1","정상영업","","","","","005107016461","","","부산광역시 해운대구 좌동 1398호","부산광역시 해운대구 대천로103번길 61 (좌동)","","L.G 상가시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","397926.518365471","188980.774505655","",
"228","대규모점포","08_25_01_P","3330000","1996333001507500005","19961210","","01","영업/정상","1","정상영업","","","","","005106331307","","","부산광역시 해운대구 반송동 872호","부산광역시 해운대구 신반송로 102 (반송동)","","삼한상가시장","20070707101147","I","2018-08-31 23:59:59.0","대형마트","396841.065777781","194463.478475622","",
"229","대규모점포","08_25_01_P","3330000","1999333001507500001","19990222","","01","영업/정상","1","정상영업","","","","","005107010202","0","","부산광역시 해운대구 좌동 1429번지 1   호","부산광역시 해운대구 좌동로 152 (좌동)","","신도시시장","20090904170952","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","398628.503470003","188364.542636541","",
"230","대규모점포","08_25_01_P","3330000","2006333001507500001","20060124","","01","영업/정상","1","정상영업","","","","","051323 0456","21774.4","","부산광역시 해운대구 좌동 1467번지 0004호","부산광역시 해운대구 해운대로 813 (좌동)","612836","이랜드 리테일 해운대점","20220506154115","U","2022-05-08 02:40:00.0","백화점","398269.05154158","187874.778091232","대규모점포",
"231","대규모점포","08_25_01_P","3330000","2006333008207500002","20061031","","01","영업/정상","1","정상영업","","","","","051 5322080","44290","","부산광역시 해운대구 우동 1406번지 2호","부산광역시 해운대구 해운대해변로 140 (우동)","612824","홈플러스(주) 해운대점","20210614162724","U","2021-06-16 02:40:00.0","대형마트","395506.531175571","186442.190386792","대규모점포",
"232","대규모점포","08_25_01_P","3330000","2007333008207500001","20070919","","01","영업/정상","1","정상영업","","","","","051 740 0841","17612.83","612020","부산광역시 해운대구 우동 587번지 1호","부산광역시 해운대구 해운대로 648 (우동)","612761","SfunZ","20120907170020","I","2018-08-31 23:59:59.0","시장","396848.162435114","187172.579511016","대규모점포",
"233","대규모점포","08_25_01_P","3330000","2007333008207500002","20071031","","01","영업/정상","1","정상영업","","","","","027712500","0","612770","부산광역시 해운대구 우동 1496번지","부산광역시 해운대구 센텀남대로 59 (우동)","","롯데쇼핑주식회사","20071031163723","I","2018-08-31 23:59:59.0","백화점","394083.501537578","187707.586117775","",
"234","대규모점포","08_25_01_P","3330000","2007333008207500003","20071212","","01","영업/정상","1","정상영업","","","","","051 709 8123","17827","612022","부산광역시 해운대구 우2동 1499번지","부산광역시 해운대구 센텀동로 6 (우동)","","홈플러스 센텀시티점","20210614164942","U","2021-06-16 02:40:00.0","대형마트","394314.881157365","187833.00164775","대규모점포",
"235","대규모점포","08_25_01_P","3330000","2008333008207500001","20080618","","01","영업/정상","1","정상영업","","","","","051 730 2500","43777.66","612022","부산광역시 해운대구 우동 1496번지","부산광역시 해운대구 센텀남대로 59 (우동)","612020","롯데백화점 센텀시티점","20140918162906","I","2018-08-31 23:59:59.0","백화점","394083.501537578","187707.586117775","대규모점포",
"236","대규모점포","08_25_01_P","3330000","2010333010307500001","20100302","","01","영업/정상","1","정상영업","","","","","051)743-0181","0","612011","부산광역시 해운대구 중1동 1411번지 1호","부산광역시 해운대구 해운대해변로 296 (중동)","","(주)파라다이스면세점","20100302115715","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","397114.551436907","186672.768207318","",
"237","대규모점포","08_25_01_P","3330000","2010333010307500002","20090228","","01","영업/정상","1","정상영업","","","","","1688-1234","139892","612892","부산광역시 해운대구 우2동 1495번지","부산광역시 해운대구 센텀남대로 35 (우동)","","(주)신세계 센텀시티점","20220506151835","U","2022-05-08 02:40:00.0","백화점","393952.264486105","187602.933160728","대규모점포",
"238","대규모점포","08_25_01_P","3330000","2010333010307500003","20100414","","01","영업/정상","1","정상영업","","","","","051 608 1053","11193","612011","부산광역시 해운대구 중1동 1767번지","부산광역시 해운대구 좌동순환로 511 (중동)","","(주)이마트 해운대점","20200421133632","U","2020-04-23 02:40:00.0","대형마트","397397.83276594","187354.835259309","대규모점포",
"239","대규모점포","08_25_01_P","3330000","2010333010307500004","20100608","","01","영업/정상","1","정상영업","","","","","051)747-0211","0","612021","부산광역시 해운대구 우1동 1434번지","부산광역시 해운대구 마린시티3로 1 (우동)","","대성종합상가시장","20100608111957","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","395615.201853958","186406.750870936","",
"240","대규모점포","08_25_01_P","3330000","2012333010307500010","20120417","","01","영업/정상","1","정상영업","","","","","051-741-8256","1109.59","612787","부산광역시 해운대구 우1동 1388번지 4호 대우마리나1차아파트 상가동 지하 101호","부산광역시 해운대구 해운대해변로 117, 상가동 지하 101호 (우동, 대우마리나1차아파트)","612787","메가마트 마리나점","20190319155805","U","2019-03-21 02:40:00.0","구분없음","395512.736663758","186647.018022464","준대규모점포",
