"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","환경업무구분명","폐기물처리업구분명","폐기물처리업별처리구분명","폐기물구분명","허용보관량","허용보관량내용",
"140","건설폐기물처리업","09_30_05_P","3340000","334000092200800004","20081104","","01","영업/정상","BBBB","영업","","","","","051-316-5366","","604071","부산광역시 사하구 감천동 567번지 부영벽산파라빌 105동 1501호","부산광역시 사하구 감천로21번길 35, 105동 1501호 (감천동,부영벽산파라빌)","","(주)현우","20081113163531","I","2018-08-31 23:59:59.0","","381943.984437817","179014.951644945","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"141","건설폐기물처리업","09_30_05_P","3340000","334000092199600001","20120110","","01","영업/정상","BBBB","영업","","","","","317-6076","","","부산광역시 사하구 장림동 914-4 914-49","부산광역시 사하구 다산로208번길 32 (장림동)","604842","(주)지원","20211230111603","U","2022-01-01 02:40:00.0","","378589.860456269","176478.096857031","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","28000","",
"142","건설폐기물처리업","09_30_05_P","3340000","334000092200100058","20010215","","01","영업/정상","BBBB","영업","","","","","0512624545","","604060","부산광역시 사하구 구평동 29","부산광역시 사하구 사하로 72 (구평동)","","합동덤프","20220323105756","U","2022-03-25 02:40:00.0","","381863.81047474","178362.091813189","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"143","건설폐기물처리업","09_30_05_P","3340000","334000092200100055","20010201","","01","영업/정상","BBBB","영업","","","","","051-205-7744","","","부산광역시 사하구 구평동 29","부산광역시 사하구 사하로 72 (구평동)","49447","사하덤프","20220203113226","U","2022-02-08 02:40:00.0","","381863.81047474","178362.091813189","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"144","건설폐기물처리업","09_30_05_P","3340000","334000092201000003","20100531","","01","영업/정상","BBBB","영업","","","","","0519411765","","","부산광역시 사하구 신평동 370-48","부산광역시 사하구 하신중앙로 106 (신평동)","604836","(주)삼성환경","20210118120830","U","2021-01-20 02:40:00.0","","379189.951413079","178368.323939774","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","1","",
"145","건설폐기물처리업","09_30_05_P","3340000","334000092201000004","20100914","","01","영업/정상","BBBB","영업","","","","","051-206-6666","","604071","부산광역시 사하구 감천동 182-28번지","부산광역시 사하구 감천로 189-2 (감천동)","","유신특수운수","20191129170924","U","2019-12-01 02:40:00.0","","383231.338248918","177824.433873785","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","582","",
"146","건설폐기물처리업","09_30_05_P","3340000","334000092201100001","20110316","","01","영업/정상","BBBB","영업","","","","","0512632327","","604842","부산광역시 사하구 장림동 907-4번지","부산광역시 사하구 보덕포1길 119 (장림동)","604842","(주)GMS21","20191119175014","U","2019-11-21 02:40:00.0","","378980.404248245","176534.696092493","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","374","",
"147","건설폐기물처리업","09_30_05_P","3340000","334000092201200169","20130430","","01","영업/정상","BBBB","영업","","","","","051-968-6767","","","부산광역시 사하구 당리동 330-3","부산광역시 사하구 동매로158번길 6 (당리동)","604830","도운환경","20211227161707","U","2021-12-29 02:40:00.0","","380030.878180478","179786.818860777","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"148","건설폐기물처리업","09_30_05_P","3340000","334000092200800001","20080619","","01","영업/정상","BBBB","영업","","","","","0512610285","","604060","부산광역시 사하구 구평동 249-1번지","","","상백환경","20081120174227","I","2018-08-31 23:59:59.0","","381382.905256332","177333.975240754","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"149","건설폐기물처리업","09_30_05_P","3340000","334000092200100054","20010130","","01","영업/정상","BBBB","영업","","","","","051-263-6630","","","부산광역시 사하구 구평동 29","부산광역시 사하구 사하로 72 (구평동)","49447","일성덤프","20211222125328","U","2021-12-24 02:40:00.0","","381863.81047474","178362.091813189","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"150","건설폐기물처리업","09_30_05_P","3350000","335000092201000003","20200526","","03","폐업","2","폐업","20200526","","","","0515278866","","","부산광역시 금정구 금사동 106-1 A동 2층 2호 A-2호","부산광역시 금정구 공단로8번길 11 (금사동,A동 2층 2호)","46333","(주)길창운수 부산영업소","20220325104140","U","2022-03-27 02:40:00.0","","392080.730391927","192761.541835475","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"151","건설폐기물처리업","09_30_05_P","3350000","335000092201500001","20160226","","03","폐업","2","폐업","20160226","","","","051-516-8006","","","","부산광역시 금정구 수림로50번길 10 (장전동)","609811","(주)만수로직스","20160226132214","I","2018-08-31 23:59:59.0","","389906.487298549","195461.812784296","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"152","건설폐기물처리업","09_30_05_P","3350000","335000092200700003","20151113","","03","폐업","2","폐업","20151113","","","","051 526 9787","","","부산광역시 금정구 부곡동 13-18 한국센타빌딩","부산광역시 금정구 무학송로 147, 한국센타빌딩 (부곡동)","46251","(주)청륜산업","20220630184742","U","2022-07-02 02:40:00.0","","390524.9076906","195912.313267306","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"153","건설폐기물처리업","09_30_05_P","3350000","335000092200700004","20110324","","03","폐업","2","폐업","20110324","","","","","","609766","부산광역시 금정구 부곡동 244-7번지 대우 102동 2302호","부산광역시 금정구 부산대학로 10, 102동 2302호 (부곡동, 대우아파트)","609766","쎄븐환경","20131227170954","I","2018-08-31 23:59:59.0","","390226.191823568","194536.60816259","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"154","건설폐기물처리업","09_30_05_P","3350000","335000092200700005","20060227","","03","폐업","2","폐업","20090821","","","","","","","부산광역시 해운대구 반여동 1502-15","부산광역시 해운대구 반송로616번길 22-3 (반여동)","48003","삼원환경","20210719151025","U","2021-07-21 02:40:00.0","","393930.119105044","193152.794129563","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","건설폐기물","0","",
"155","건설폐기물처리업","09_30_05_P","3350000","335000092200100001","20160713","","03","폐업","2","폐업","20160713","","","","5297237","","609808","부산광역시 금정구 금사동 3-8번지","부산광역시 금정구 금사로 144 (금사동)","609808","(주)대성환경","20160713110121","I","2018-08-31 23:59:59.0","","392504.952934867","193748.233597018","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"156","건설폐기물처리업","09_30_05_P","3350000","335000092200400001","20190618","","03","폐업","2","폐업","20190618","","","","051-521-1003","","","부산광역시 금정구 금사동 106-21번지","부산광역시 금정구 공단로8번길 15 (금사동)","","(주)다성씨앤지","20190618180256","U","2019-06-20 02:40:00.0","","392089.697101742","192722.646844206","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"157","건설폐기물처리업","09_30_05_P","3350000","335000092200800001","20130117","","03","폐업","2","폐업","20130117","","","","5827117","","609811","부산광역시 금정구 남산동 961-16번지 남산빌딩 4층","부산광역시 금정구 금샘로 561  (남산동,남산빌딩 4층)","","제일환경개발(주)","20130117102300","I","2018-08-31 23:59:59.0","","389638.926109332","199001.043230417","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"158","건설폐기물처리업","09_30_05_P","3350000","335000092200800002","20111124","","03","폐업","2","폐업","20111124","","","","5140220","","609310","부산광역시 금정구 구서동 420-12번지 유림오피스텔 306호","부산광역시 금정구 중앙대로 1799,  306호 (구서동,유림오피스텔)","","영광환경","20111124153301","I","2018-08-31 23:59:59.0","","390411.747203141","195953.770768749","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"159","건설폐기물처리업","09_30_05_P","3350000","335000092199800001","20150824","","03","폐업","2","폐업","20180306","","","","051 512 2812","","609310","부산광역시 금정구 구서동 95-1번지","부산광역시 금정구 체육공원로 61 (구서동)","","금정환경","20180306094609","I","2018-08-31 23:59:59.0","","390915.34531700000","196769.88587400000","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"160","건설폐기물처리업","09_30_05_P","3350000","335000092200900001","20140812","","03","폐업","2","폐업","20150602","","","","0515327792","","609410","부산광역시 금정구 금사동 30-27번지","부산광역시 금정구 사천로3번길 2 (금사동)","","(주)태운이엔씨","20150603131528","I","2018-08-31 23:59:59.0","","392334.978860519","193609.684967417","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"161","건설폐기물처리업","09_30_05_P","3350000","335000092200500003","20161111","","03","폐업","2","폐업","20161111","","","","515-0472","","609311","부산광역시 금정구 구서동 1026-4번지","부산광역시 금정구 금샘로 379-1 (구서동)","","(주)혜인토건","20161111130752","I","2018-08-31 23:59:59.0","","389620.646899229","197305.106046057","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"162","건설폐기물처리업","09_30_05_P","3350000","335000092202000001","20200507","","01","영업/정상","BBBB","영업","","","","","","","","부산광역시 금정구 남산동 989-11번지 1층","부산광역시 금정구 남산로 53-1, 1층 (남산동)","46223","단디아이오티(iot)","20200507090617","U","2020-05-09 02:40:00.0","","389785.128797089","198392.760683887","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"163","건설폐기물처리업","09_30_05_P","3350000","335000092201200002","20120719","","01","영업/정상","BBBB","영업","","","","","532-2323","","","부산광역시 금정구 금사동 75-2","부산광역시 금정구 공단동로29번길 35 (금사동)","","늘푸른환경","20210830131455","U","2021-09-01 02:40:00.0","","392502.384267521","193233.014880971","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"164","건설폐기물처리업","09_30_05_P","3350000","335000092201200003","20120807","","01","영업/정상","BBBB","영업","","","","","513-0113","","609804","부산광역시 금정구 구서동 420-61번지","부산광역시 금정구 중앙대로1793번길 6 (구서동)","609804","선명종합운수(주)","20120807104116","I","2018-08-31 23:59:59.0","","390408.809720975","195916.134234774","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"165","건설폐기물처리업","09_30_05_P","3350000","335000092201400001","20141013","","01","영업/정상","BBBB","영업","","","","","","","","","부산광역시 금정구 동천로 67 (회동동)","609845","(주)우리환경산업","20210111162526","U","2021-01-13 02:40:00.0","","393356.045644","194395.489121388","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"166","건설폐기물처리업","09_30_05_P","3350000","335000092201400002","20141127","","01","영업/정상","BBBB","영업","","","","","051-582-7117","","","","부산광역시 금정구 금샘로 561, 4층 (남산동, 남산빌딩)","609815","제일환경개발(주)","20151113150828","I","2018-08-31 23:59:59.0","","389638.926109332","199001.043230417","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"167","건설폐기물처리업","09_30_05_P","3350000","335000092201500002","20151231","","01","영업/정상","BBBB","영업","","","","","0515507232","","609430","부산광역시 금정구 회동동 42-1","부산광역시 금정구 개좌로239번길 39 (회동동)","609430","부산광역시건설안전시험사업소","20220209134634","U","2022-02-11 02:40:00.0","","393418.36434100000","195144.40472600000","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"168","건설폐기물처리업","09_30_05_P","3350000","335000092201200004","20121005","","01","영업/정상","BBBB","영업","","","","","051-704-2003","","612040","","부산광역시 금정구 공단서로18번길 89 (금사동)","46332","마린환경산업","20210520170304","U","2021-05-22 02:40:00.0","","392582","192961","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"169","건설폐기물처리업","09_30_05_P","3350000","335000092201600001","20161007","","01","영업/정상","BBBB","영업","","","","","051-525-9091","","","","부산광역시 금정구 공단서로18번길 72 (금사동)","46332","(주)금사환경","20200424135507","U","2020-04-26 02:40:00.0","","392502","192924","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"170","건설폐기물처리업","09_30_05_P","3350000","335000092200600003","20061124","","01","영업/정상","BBBB","영업","","","","","5827064","","609805","부산광역시 금정구 구서동 1023-17번지","부산광역시 금정구 금강로565번길 65 (구서동)","","이화환경개발(주)","20140519180048","I","2018-08-31 23:59:59.0","","389623.948924689","197460.408046162","건설폐기물처리업사업계획(허가)신청","","","","","",
"171","건설폐기물처리업","09_30_05_P","3350000","335000092200700001","20070205","","01","영업/정상","BBBB","영업","","","","","","","609809","부산광역시 금정구 금사동 75-1번지 75-2","부산광역시 금정구 공단동로29번길 35 (금사동,75-2)","","진성환경","20131227173822","I","2018-08-31 23:59:59.0","","392478.706965253","193229.152098623","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","900","",
"172","건설폐기물처리업","09_30_05_P","3350000","335000092200000001","20001011","","01","영업/정상","BBBB","영업","","","","","051-516-8888","","609310","부산광역시 금정구 구서동 51-11번지","부산광역시 금정구 체육공원로 135 (구서동)","","대영동서자원(주)","20191022150046","U","2019-10-24 02:40:00.0","","391185.147788502","197108.444417184","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"173","건설폐기물처리업","09_30_05_P","3350000","335000092200500002","20051011","","01","영업/정상","BBBB","영업","","","","","","","609430","부산광역시 금정구 회동동 163-13번지","부산광역시 금정구 수원지로22번길 38 (회동동)","","동건환경","20150716135120","I","2018-08-31 23:59:59.0","","393195.633505071","194485.465774763","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"174","건설폐기물처리업","09_30_05_P","3350000","335000092200400002","20041228","","01","영업/정상","BBBB","영업","","","","","","","609430","부산광역시 금정구 회동동 163-13","부산광역시 금정구 수원지로22번길 38 (회동동)","","동건환경","20220617114022","U","2022-06-19 02:40:00.0","","393195.633505071","194485.465774763","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"175","건설폐기물처리업","09_30_05_P","3350000","335000092200200001","20070321","","01","영업/정상","BBBB","영업","","","","","5176420","","611080","부산광역시 금정구 부곡동 59-8","부산광역시 금정구 무학송로 106 (부곡동)","609817","유승건기산업(주)","20220104093232","U","2022-01-06 02:40:00.0","","390506.737022363","195477.537365366","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"176","건설폐기물처리업","09_30_05_P","3350000","335000092200500001","20121015","","01","영업/정상","BBBB","영업","","","","","051-521-1003","","","부산광역시 금정구 금사동 106-21","부산광역시 금정구 공단로8번길 15 (금사동)","46333","현대실업(주)","20220427143200","U","2022-04-29 02:40:00.0","","392089.697101742","192722.646844206","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"177","건설폐기물처리업","09_30_05_P","3350000","335000092200600001","20061024","","01","영업/정상","BBBB","영업","","","","","0515129751","","609806","","부산광역시 금정구 중앙대로 1799, 327호 (구서동, 유림노르웨이아침)","46274","(주)선영테크","20220519172729","U","2022-05-21 02:40:00.0","","390411.747203141","195953.770768749","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"178","건설폐기물처리업","09_30_05_P","3350000","335000092200800003","20091218","","01","영업/정상","BBBB","영업","","","","","5250147","","609430","부산광역시 금정구 회동동 445-1번지","부산광역시 금정구 수원지로 24 (회동동)","","(주)부일레미콘","20180223145723","I","2018-08-31 23:59:59.0","","393049.008397572","194697.455863063","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","10793","",
"179","건설폐기물처리업","09_30_05_P","3350000","335000092200900002","20090121","","01","영업/정상","BBBB","영업","","","","","0515241566","","609410","부산광역시 금정구 금사동 3-6번지","부산광역시 금정구 금사로 150  (금사동)","","쎼븐환경","20090511104746","I","2018-08-31 23:59:59.0","","392536.169354966","193778.176317941","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","405","",
"180","건설폐기물처리업","09_30_05_P","3350000","335000092200900003","20090603","","01","영업/정상","BBBB","영업","","","","","","","609321","부산광역시 금정구 부곡동 14-1번지 411호","부산광역시 금정구 무학송로 143  (부곡동,411호)","","에스엔리싸이클링(주)","20090723112831","I","2018-08-31 23:59:59.0","","390504.674180835","195863.351386455","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"181","건설폐기물처리업","09_30_05_P","3350000","335000092201000001","20100520","","01","영업/정상","BBBB","영업","","","","","0517432666","","609410","부산광역시 금정구 금사동 3-6번지","부산광역시 금정구 금사로 150 (금사동)","","(주)만대건설","20140407160938","I","2018-08-31 23:59:59.0","","392536.169354966","193778.176317941","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"182","건설폐기물처리업","09_30_05_P","3350000","335000092200600002","20061121","","01","영업/정상","BBBB","영업","","","","","5827064","","609805","부산광역시 금정구 구서동 1023-17번지","부산광역시 금정구 금강로565번길 65 (구서동)","","이화환경개발(주)","20140519180048","I","2018-08-31 23:59:59.0","","389623.948924689","197460.408046162","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"183","건설폐기물처리업","09_30_05_P","3350000","335000092201000002","20100611","","01","영업/정상","BBBB","영업","","","","","0517031235","","609842","부산광역시 금정구 장전동 613-11번지","부산광역시 금정구 식물원로39번길 24-5  (장전동)","","태양환경","20130828131521","I","2018-08-31 23:59:59.0","","389618.06880634","193599.636450651","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"184","건설폐기물처리업","09_30_05_P","3360000","336000092201500001","20150825","","02","휴업","1","휴업","","20150825","","","973-1713","","","","부산광역시 강서구 낙동남로 667 (녹산동)","618210","(주)서룡토건","20150825202016","I","2018-08-31 23:59:59.0","","372198.36276397","181536.346012947","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"185","건설폐기물처리업","09_30_05_P","3360000","336000092200800003","20081121","","03","폐업","2","폐업","20091026","","","","0512610285","","618142","부산광역시 강서구 대저2동 249-1번지","","","상백환경","20091026085908","I","2018-08-31 23:59:59.0","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"186","건설폐기물처리업","09_30_05_P","3360000","336000092200700002","20120106","","03","폐업","2","폐업","20120106","","","","0512710570","","618141","부산광역시 강서구 대저1동 2375-18번지","부산광역시 강서구 대저로 262-1  (대저1동)","","신라환경자원","20120106131249","I","2018-08-31 23:59:59.0","","380317.55169","192238.260837","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"187","건설폐기물처리업","09_30_05_P","3360000","336000092201600006","20160602","","03","폐업","2","폐업","20160602","","","","051-326-7070","","","부산광역시 강서구 대저1동 3647-1번지","","","(주)지테크환경","20160602144443","I","2018-08-31 23:59:59.0","","376748.978295725","191368.242657372","건설폐기물처리업사업계획(허가)신청","","","","","",
"188","건설폐기물처리업","09_30_05_P","3360000","336000092201700003","20170824","","03","폐업","2","폐업","20170824","","","","","","","부산광역시 강서구 대저2동 3153-1번지","부산광역시 강서구 유통단지1로 41, 126동 118호 (대저2동)","46721","미래건설환경","20170824140018","I","2018-08-31 23:59:59.0","","378260.668626959","186989.385407123","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"189","건설폐기물처리업","09_30_05_P","3360000","336000092201800001","20220518","","03","폐업","2","폐업","20220518","","","","051-973-8802","","","부산광역시 강서구 범방동 1855-2 (주)엔투화물운수","부산광역시 강서구 가락대로900번나길 30 (주)엔투화물운수 (범방동)","46727","주식회사 한성토건","20220518145722","U","2022-05-20 02:40:00.0","","371584.492406946","185387.005362898","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"190","건설폐기물처리업","09_30_05_P","3360000","336000092201900001","20200305","","03","폐업","2","폐업","20200305","","","","051-316-4160","","","부산광역시 강서구 죽동동 144-1번지","부산광역시 강서구 호계로 133 (죽동동)","46708","(주)도이기업","20200305172744","U","2020-03-07 02:40:00.0","","372232.583624406","190939.545694727","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"191","건설폐기물처리업","09_30_05_P","3360000","336000092200900001","20090121","","01","영업/정상","BBBB","영업","","","","","","","618805","부산광역시 강서구 대저1동","경상남도 양산시 원동면 명언고개밑길 12-16","50589","동원환경","20160115162531","I","2018-08-31 23:59:59.0","","380353.451078194","207197.760049176","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"192","건설폐기물처리업","09_30_05_P","3360000","336000092200100005","20010513","","01","영업/정상","BBBB","영업","","","","","","","618141","부산광역시 강서구 대저1동 2916-10번지","부산광역시 강서구 신덕길 5-1  (대저1동)","","대성환경산업","20090520194640","I","2018-08-31 23:59:59.0","","379235.70260908","190855.477883176","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"193","건설폐기물처리업","09_30_05_P","3360000","336000092200900003","20091008","","01","영업/정상","BBBB","영업","","","","","9410003","","618803","부산광역시 강서구 대저1동 745-2번지","부산광역시 강서구 대저로 207  (대저1동)","","하나환경","20091008192354","I","2018-08-31 23:59:59.0","","379805.050432363","192403.365661637","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"194","건설폐기물처리업","09_30_05_P","3360000","336000092201000001","20101008","","01","영업/정상","BBBB","영업","","","","","8327201","","618270","부산광역시 강서구 송정동 1458-3번지","부산광역시 강서구 녹산산업중로 31-11  (송정동)","","광우금속","20120807130734","I","2018-08-31 23:59:59.0","","366439.465041604","179496.300519561","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"195","건설폐기물처리업","09_30_05_P","3360000","336000092200300001","20030106","","01","영업/정상","BBBB","영업","","","","","051-271-1462","","618813","부산광역시 강서구 명지동 198-3번지","부산광역시 강서구 낙동남로 1042 (명지동)","","(주)세환건영","20200204110541","U","2020-02-06 02:40:00.0","","375580.691094786","180987.357159767","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"196","건설폐기물처리업","09_30_05_P","3360000","336000092200500042","20050810","","01","영업/정상","BBBB","영업","","","","","","","617782","부산광역시 강서구 봉림동 951-9번지","부산광역시 강서구 봉림길203번길 130-1 (봉림동)","46706","진필환경","20190820152729","U","2019-08-22 02:40:00.0","","372188.543760532","187179.826981605","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"197","건설폐기물처리업","09_30_05_P","3360000","336000092201100001","20111208","","01","영업/정상","BBBB","영업","","","","","051-326-7070","","618290","부산광역시 강서구 신호동 218-2번지","부산광역시 강서구 신호산단4로 48 (신호동)","618290","(주)경부그린","20151015092318","I","2018-08-31 23:59:59.0","","371215.782352599","177879.063056947","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"198","건설폐기물처리업","09_30_05_P","3360000","336000092201500005","20150827","","01","영업/정상","BBBB","영업","","","","","0518320865","","","부산광역시 강서구 송정동 811-9","부산광역시 강서구 가락대로 320 (송정동)","46751","(주)그린포트","20220617150104","U","2022-06-19 02:40:00.0","","368089.614964646","180652.410177711","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"199","건설폐기물처리업","09_30_05_P","3360000","336000092201500007","20160106","","01","영업/정상","BBBB","영업","","","","","","","","","부산광역시 강서구 유통단지1로 41 (대저2동)","46721","오성ENT","20160218190154","I","2018-08-31 23:59:59.0","","378260.668626959","186989.385407123","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"200","건설폐기물처리업","09_30_05_P","3360000","336000092201500008","20151218","","01","영업/정상","BBBB","영업","","","","","051-973-3897","","","부산광역시 강서구 대저2동 4440","부산광역시 강서구 맥도강변길 912-43, 3층 304호 (대저2동)","46723","해중산업(주)","20210624131914","U","2021-06-26 02:40:00.0","","377724.306811785","185081.876996048","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"201","건설폐기물처리업","09_30_05_P","3360000","336000092201600002","20161024","","01","영업/정상","BBBB","영업","","","","","051-201-1412","","","부산광역시 강서구 대저1동 3642-5","부산광역시 강서구 명지오션시티9로 55-36 (명지동)","46762","(주)은성이엔씨","20200726140748","U","2020-07-28 02:40:00.0","","376704.60986666","191478.106991753","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"202","건설폐기물처리업","09_30_05_P","3360000","336000092201600004","20161026","","01","영업/정상","BBBB","영업","","","","","051-936-3300","","","","부산광역시 강서구 유통단지1로 41 (대저2동)","46721","세강환경","20161108100404","I","2018-08-31 23:59:59.0","","378260.668626959","186989.385407123","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"203","건설폐기물처리업","09_30_05_P","3360000","336000092200700001","20070614","","01","영업/정상","BBBB","영업","","","","","0518326611","","","부산광역시 강서구 대저1동 2427-8","부산광역시 강서구 공항로 1303 (대저1동)","46702","(주)에스디환경","20220620160657","U","2022-06-22 02:40:00.0","","380937.150523057","192360.346638969","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"204","건설폐기물처리업","09_30_05_P","3360000","336000092200700003","20071004","","01","영업/정상","BBBB","영업","","","","","","","618805","부산광역시 강서구 대저1동 1426번지","","","(주)해성그린환경","20080919132510","I","2018-08-31 23:59:59.0","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"205","건설폐기물처리업","09_30_05_P","3360000","336000092200800001","20080630","","01","영업/정상","BBBB","영업","","","","","0513376902","","","부산광역시 강서구 대저1동 2342-20","부산광역시 강서구 대저로 278-1 (대저1동)","46702","천기종합건재","20210521162535","U","2021-05-23 02:40:00.0","","380439.092222301","192145.510343385","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"206","건설폐기물처리업","09_30_05_P","3360000","336000092201600005","20160602","","01","영업/정상","BBBB","영업","","","","","051-916-9320","","","부산광역시 강서구 대저1동 2422-7","부산광역시 강서구 사덕신장로 13, 유스퀘어 3층 (대저1동)","46702","(주)아성","20220413155501","U","2022-04-15 02:40:00.0","","380799.390875271","192301.589879917","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","10","",
"207","건설폐기물처리업","09_30_05_P","3360000","336000092201600007","20161102","","01","영업/정상","BBBB","영업","","","","","","","","","부산광역시 강서구 가락대로 320 (송정동)","46731","(주)그린포트","20201221112141","U","2020-12-23 02:40:00.0","","368089.614964646","180652.410177711","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"208","건설폐기물처리업","09_30_05_P","3360000","336000092201600008","20161102","","01","영업/정상","BBBB","영업","","","","","","","","","부산광역시 강서구 가락대로 320 (송정동)","46731","(주)그린포트","20201221112141","U","2020-12-23 02:40:00.0","","368089.614964646","180652.410177711","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"209","건설폐기물처리업","09_30_05_P","3360000","336000092201200002","20120710","","01","영업/정상","BBBB","영업","","","","","0553291127","","618817","부산광역시 강서구 송정동 1473-2번지","부산광역시 강서구 녹산산업중로 51-12 (송정동)","618817","골드ENG","20120827212404","I","2018-08-31 23:59:59.0","","366677.276623893","179258.048752191","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","","",
