"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자산규모","부채총액","자본금","판매방식명",
"2003","방문판매업","08_26_02_P","3300000","2011330007923200038","20111214","","03","폐업","03","폐업처리","20200722","","","","506-9933","","607782","부산광역시 동래구  ****번지 *호 반도보라스카이뷰오피스텔 ***호","부산광역시 동래구 아시아드대로 ***, ***호 (온천동, 반도보라스카이뷰오피스텔)","607782","자연&","20200722110240","U","2020-07-24 02:40:00.0","","388310.527062149","191440.874252037","100000000","0","100000000","",
"2004","방문판매업","08_26_02_P","3300000","2011330007923200039","20111214","","03","폐업","03","폐업처리","20131112","","","","558-5554","","607800","부산광역시 동래구 낙민동 ***번지 *층","부산광역시 동래구 충렬대로 ***, *층 (낙민동)","607800","마임낙민지사","20131112154802","I","2018-08-31 23:59:59.0","","390038.93885574","191065.191554303","","","","",
"2005","방문판매업","08_26_02_P","3300000","2012330007923200001","20120102","","03","폐업","03","폐업처리","20131025","","","","558-0082","","607121","부산광역시 동래구 사직*동 **번지 **호","부산광역시 동래구 석사북로 * (사직동)","607121","뉴랜드알로에동래지사","20131025172722","I","2018-08-31 23:59:59.0","","387577.404441861","190864.395868091","","","","",
"2006","방문판매업","08_26_02_P","3300000","2012330007923200006","20120216","","03","폐업","03","폐업처리","20121108","","","","","","607828","부산광역시 동래구 안락*동 ***번지 *호","부산광역시 동래구 충렬대로 ***-* (안락동)","607828","성원","20121113104621","I","2018-08-31 23:59:59.0","","391305.794544475","190690.216708063","","","","",
"2007","방문판매업","08_26_02_P","3300000","2012330007923200007","20100416","","03","폐업","03","폐업처리","20130107","","","","555-5695","","607834","부산광역시 동래구 온천동 ***번지 *호","부산광역시 동래구 금강로**번길 * (온천동)","607834","이든네이처","20130108133133","I","2018-08-31 23:59:59.0","","389088.979069682","192563.385357965","","","","",
"2008","방문판매업","08_26_02_P","3300000","2012330007923200009","20120316","","03","폐업","03","폐업처리","20140417","","","","556-8002","","607786","부산광역시 동래구 사직*동 ****번지 사직쌍용예가상가 ***동 ***,***호","부산광역시 동래구 사직로 **, ***동 ***, ***호 (사직동, 사직쌍용예가상가)","607786","윤선생영어숲 사직어학원","20140417171042","I","2018-08-31 23:59:59.0","","387144.17668815","190534.020672018","","","","",
"2009","방문판매업","08_26_02_P","3300000","2001330006423200001","20010108","","03","폐업","03","폐업처리","20111103","","","","051 554 2942","","607-83","부산광역시 동래구 온천*동 ***-**  *층","","","신도상사","20111104165257","I","2018-08-31 23:59:59.0","","","","","","","",
"2010","방문판매업","08_26_02_P","3300000","2001330006423200023","20010627","","03","폐업","03","폐업처리","20090424","","","","051 528 2077","","607-83","부산광역시 동래구  안락*동 ***-**","","","대성기획","20090429090401","I","2018-08-31 23:59:59.0","","","","","","","",
"2011","방문판매업","08_26_02_P","3300000","2001330006423200044","20011105","","03","폐업","03","폐업처리","20130909","","","","051 552 6592","","607823","부산광역시 동래구 수안동 ***번지 *호 쎄띠앙상가 ***호","","","아모레수안특약점","20131025102134","I","2018-08-31 23:59:59.0","","389848.778395601","191109.878175333","","","","",
"2012","방문판매업","08_26_02_P","3300000","2001330006423200045","20011105","","03","폐업","03","폐업처리","20080612","","","","051 555 8807","","607-80","부산광역시 동래구  명륜*동 ***-**","","","이롬황성주생식동래중앙지사","20080616092053","I","2018-08-31 23:59:59.0","","","","","","","",
"2013","방문판매업","08_26_02_P","3300000","2018330009923200014","20181102","","03","폐업","03","폐업처리","20200829","","","","","","","부산광역시 동래구 안락동 ***번지 **호 미니빌딩","부산광역시 동래구 안연로 **, 미니빌딩 *층 (안락동)","47901","㈜인터파마","20200904201214","U","2020-09-06 02:40:00.0","","391109.17326577","190272.767063999","1997035795","2082956974","510000000","",
"2014","방문판매업","08_26_02_P","3300000","2019330009923200002","20190117","","03","폐업","03","폐업처리","20200506","","","","051-501-4540","","","부산광역시 동래구 사직동 **번지 **호","부산광역시 동래구 아시아드대로 *** (사직동)","47840","굼라이프주식회사","20200506102729","U","2020-05-08 02:40:00.0","","388035.770096866","191088.251588727","100000000","0","100000000","",
"2015","방문판매업","08_26_02_P","3300000","2019330009923200008","20190320","","03","폐업","03","폐업처리","20190729","","","","051-336-9544","","","부산광역시 동래구 온천동 ****번지 **호","부산광역시 동래구 충렬대로***번길 *, *층 (온천동)","47731","주식회사케이비즈","20190729105445","U","2019-07-31 02:40:00.0","","388658.05233007","191752.340741391","10000000","0","10000000","",
"2016","방문판매업","08_26_02_P","3300000","1999330006423200006","19990305","","03","폐업","03","폐업처리","20091208","","","","051 505 9996","","607-81","부산광역시 동래구  사직*동 ***-**","","","그린훼밀리","20091208143332","I","2018-08-31 23:59:59.0","","","","","","","",
"2017","방문판매업","08_26_02_P","3300000","1999330006423200010","19990531","","03","폐업","03","폐업처리","20171031","","","","553-1800","","607824","부산광역시 동래구 수안동 ***번지 *호 *층","부산광역시 동래구 명륜로***번길 ** (수안동,*층)","","뉴랜드알로에 수안지사","20171031104937","I","2018-08-31 23:59:59.0","","389785.723211162","191350.944787772","","","","",
"2018","방문판매업","08_26_02_P","3300000","2000330006423200003","20000209","","03","폐업","03","폐업처리","20090421","","","","051 557 0011","","607-82","부산광역시 동래구  안락*동 ***-**","","","충렬정보통신㈜","20090423140632","I","2018-08-31 23:59:59.0","","","","10000000","0","10000000","",
"2019","방문판매업","08_26_02_P","3300000","2019330009923200013","20190503","","03","폐업","03","폐업처리","20200320","","","","051-522-2017","","","부산광역시 동래구 안락동 ***번지 **호","부산광역시 동래구 반송로***번길 ** (안락동)","47782","인셀덤라브릿지뷰티동래점","20200323170212","U","2020-03-25 02:40:00.0","","391161.618295898","191181.473000616","","","","",
"2020","방문판매업","08_26_02_P","3300000","2019330009923200014","20190508","","03","폐업","03","폐업처리","20200320","","","","","","","부산광역시 동래구 안락동 ***번지 **호 신춘빌라","부산광역시 동래구 충렬대로***번길 **-*, *동 ***호 (안락동, 신춘빌라)","47791","인셀덤(동래)","20200323170100","U","2020-03-25 02:40:00.0","","391810.130931488","190616.80927202","","","","",
"2021","방문판매업","08_26_02_P","3300000","2019330009923200012","20190502","","03","폐업","03","폐업처리","20200319","","","","","","","부산광역시 동래구 낙민동 ***번지 *호 동래꿈에그린 아파트","부산광역시 동래구 온천천로***번길 **, ***동 ****호 (낙민동, 동래꿈에그린 아파트)","47885","인셀덤","20200320101751","U","2020-03-22 02:40:00.0","","390333.097421436","190589.816635189","","","","",
"2022","방문판매업","08_26_02_P","3300000","1996330006423200001","19960829","","03","폐업","03","폐업처리","20130917","","","","521-2130","","607-82","부산광역시 동래구 안락*동 **-*","","","아모레 새동래특약점","20131025101752","I","2018-08-31 23:59:59.0","","","","","","","",
"2023","방문판매업","08_26_02_P","3300000","1996330006423200013","19961002","","03","폐업","03","폐업처리","20130903","","","","051 557 4960","","607-82","부산광역시 동래구 수안동 ***번지 세띠앙빌딩 ***호","","","유니베라동래온천대리점","20131025100331","I","2018-08-31 23:59:59.0","","","","","","","",
"2024","방문판매업","08_26_02_P","3300000","1996330006423200019","19961028","","03","폐업","03","폐업처리","20080630","","","","051 558 0082","","607-80","부산광역시 동래구  명륜*동 ***-**","","","뉴랜드 알로에 동래지사","20080630190951","I","2018-08-31 23:59:59.0","","","","","","","",
"2025","방문판매업","08_26_02_P","3300000","1996330006423200020","19961028","","03","폐업","03","폐업처리","20190304","","","","524-9882","","607100","부산광역시 동래구 안락동 ***번지 *호 *층","부산광역시 동래구 안연로***번길 ** (안락동,*층)","","금잠","20190304162214","U","2019-03-06 02:40:00.0","","390876.819485414","190677.284878977","","","","",
"2026","방문판매업","08_26_02_P","3300000","1996330006423200034","19961101","","03","폐업","03","폐업처리","20201207","","","","051 501 1551","","","부산광역시 동래구 안락동 ***-**","부산광역시 동래구 충렬대로 ***-* (안락동)","47889","두일상사","20201207163444","U","2020-12-09 02:40:00.0","","391232.924183002","190666.261052899","","","","",
"2027","방문판매업","08_26_02_P","3300000","1998330006423200021","19980915","","03","폐업","03","폐업처리","20071214","","","","051 529 8429","","607-82","부산광역시 동래구  안락*동  ***-*","","","알로에마임 안락지사","20071214162856","I","2018-08-31 23:59:59.0","","","","","","","",
"2028","방문판매업","08_26_02_P","3300000","2019330009923200023","20190926","","03","폐업","03","폐업처리","20200826","","","","","","","부산광역시 동래구 명륜동 ***번지 명륜*차아이파크","부산광역시 동래구 시실로 **, ***동 ****호 (명륜동, 명륜*차아이파크)","47756","인셀덤원","20200827140522","U","2020-08-29 02:40:00.0","","390171.205082822","192729.289976964","","","","",
"2029","방문판매업","08_26_02_P","3300000","2019330009923200025","20191001","","03","폐업","03","폐업처리","20200319","","","","","","","부산광역시 동래구 온천동 ****번지 *호 삼협아파트","부산광역시 동래구 쇠미로***번길 **, ****호 (온천동, 삼협아파트)","47718","월드 인셀덤","20210216182107","U","2021-02-18 02:40:00.0","","387869.214476809","192053.464196812","","","","",
"2030","방문판매업","08_26_02_P","3300000","2019330009923200020","20190807","","03","폐업","03","폐업처리","20191001","","","","","","","부산광역시 동래구 복천동 ***번지 *호","부산광역시 동래구 동래로 *** (복천동)","47802","가나","20191001112055","U","2019-10-03 02:40:00.0","","389969.535130159","191497.149725806","","","","",
"2031","방문판매업","08_26_02_P","3300000","2019330009923200027","20191126","","03","폐업","03","폐업처리","20201217","","","","","","","부산광역시 동래구 사직동 ****번지 사직 쌍용 예가","부산광역시 동래구 사직로 **, ***동 ****호 (사직동, 사직 쌍용 예가)","47863","로얄인셀덤","20201223105659","U","2020-12-25 02:40:00.0","","387144.17668815","190534.020672018","","","","",
"2032","방문판매업","08_26_02_P","3300000","2020330009923200003","20200105","","03","폐업","03","폐업처리","20200724","","","","","","","부산광역시 동래구 온천동 ***번지 *호","부산광역시 동래구 중앙대로****번길 **-**, *층 (온천동)","47728","시너윈스","20200725172314","U","2020-07-28 02:40:00.0","","388939.881997969","192169.539049849","","","","",
"2033","방문판매업","08_26_02_P","3300000","2020330009923200004","20200103","","03","폐업","03","폐업처리","20220114","","","","","","","부산광역시 동래구 안락동 ***번지 *호","부산광역시 동래구 연안로**번길 ** (안락동)","47905","덴마크우유부산중앙대리점","20220114152915","U","2022-01-16 02:40:00.0","","392193.098807542","190015.196631564","0","0","0","",
"2034","방문판매업","08_26_02_P","3300000","2019330009923200029","20191127","","03","폐업","03","폐업처리","20200821","","","","","","","부산광역시 동래구 사직동 **번지 **호","부산광역시 동래구 사직북로 **-* (사직동)","47860","인셀덤 김지영","20200823171920","U","2020-08-25 02:40:00.0","","387346.967283532","190893.438563127","","","","",
"2035","방문판매업","08_26_02_P","3300000","2019330009923200026","20191023","","03","폐업","03","폐업처리","20200402","","","","","","","부산광역시 동래구 사직동 ***번지 *호 사직*차삼정그린코아아파트","부산광역시 동래구 쇠미로**번길 **, ***동 ****호 (사직동, 사직*차삼정그린코아아파트)","47871","인셀덤동영대리점","20200408142604","U","2020-04-10 02:40:00.0","","387059.314304142","191163.822099192","","","","",
"2036","방문판매업","08_26_02_P","3300000","2019330009923200028","20191127","","03","폐업","03","폐업처리","20200406","","","","","","","부산광역시 동래구 사직동 **번지 *호","부산광역시 동래구 아시아드대로 ***, *층 (사직동)","47867","뉴스메이커(NEWSMAKER)","20200408142656","U","2020-04-10 02:40:00.0","","388023.423161494","190629.988936697","","","","",
"2037","방문판매업","08_26_02_P","3300000","2019330009923200030","20191230","","03","폐업","03","폐업처리","20200625","","","","","","","부산광역시 동래구 온천동 ****번지 *호 동래대우아파트","부산광역시 동래구 충렬대로***번길 **, ***동 ****호 (온천동, 동래대우아파트)","47824","인셀덤 동경우지점","20200626111039","U","2020-06-28 02:40:00.0","","388980.662300377","191326.440367577","","","","",
"2038","방문판매업","08_26_02_P","3300000","2019330009923200031","20191230","","03","폐업","03","폐업처리","20200807","","","","","","","부산광역시 동래구 온천동 ****번지 **호 삼창주택","부산광역시 동래구 중앙대로****번길 **, 나동 ***호 (온천동, 삼창주택)","47824","인셀덤 돈지대리점","20200810102210","U","2020-08-12 02:40:00.0","","389000.846898821","191419.331735312","","","","",
"2039","방문판매업","08_26_02_P","3300000","2020330009923200015","20200225","","03","폐업","03","폐업처리","20210112","","","","","","","부산광역시 동래구 사직동 ***번지 *호 신사직아파트","부산광역시 동래구 여고로***번길 **, 다동 ***호 (사직동, 신사직아파트)","47833","인셀덤 금연동지점","20210113105026","U","2021-01-15 02:40:00.0","","389039.162045978","190980.201095908","","","","",
"2040","방문판매업","08_26_02_P","3300000","2020330009923200017","20200225","","03","폐업","03","폐업처리","20210118","","","","","","","부산광역시 동래구 사직동 ****번지 사직 쌍용 예가","부산광역시 동래구 사직로 **, ***동 ****호 (사직동, 사직 쌍용 예가)","47863","인셀덤 용민대리점","20210119113903","U","2021-01-21 02:40:00.0","","387144.17668815","190534.020672018","","","","",
"2041","방문판매업","08_26_02_P","3300000","2020330009923200019","20200303","","03","폐업","03","폐업처리","20201230","","","","","","","부산광역시 동래구 온천동 ****번지 *호","부산광역시 동래구 중앙대로 ****, 성암빌딩 ***호 (온천동)","47734","엘지헬로우비전가입센터","20210216181928","U","2021-02-18 02:40:00.0","","389126.838137036","191649.156853712","","","","",
"2042","방문판매업","08_26_02_P","3300000","2020330009923200007","20200122","","03","폐업","03","폐업처리","20200630","","","","","","","부산광역시 동래구 명륜동 ***번지 ***호","부산광역시 동래구 동래로**번길 **-* (명륜동)","47742","인셀덤 충렬대리점","20200707095126","U","2020-07-09 02:40:00.0","","389497.662607218","192151.392124728","","","","",
"2043","방문판매업","08_26_02_P","3300000","2020330009923200008","20200122","","03","폐업","03","폐업처리","20211119","","","","","","","부산광역시 동래구 온천동 ****번지 *호 대동하이츠빌라","부산광역시 동래구 석사북로**번길 **-**, B동 ***호 (온천동, 대동하이츠빌라)","47847","인셀덤준대리점","20211119103350","U","2021-11-21 02:40:00.0","","387913.051388378","191758.329362383","0","0","0","",
"2044","방문판매업","08_26_02_P","3300000","2020330009923200010","20200129","","03","폐업","03","폐업처리","20200714","","","","","","","부산광역시 동래구 안락동 ***번지 **호","부산광역시 동래구 온천천로***번길 *-* (안락동)","47905","인셀덤 사라맘","20200715104356","U","2020-07-17 02:40:00.0","","392118.756028959","189993.361014213","","","","",
"2045","방문판매업","08_26_02_P","3300000","2020330009923200011","20200130","","03","폐업","03","폐업처리","20210204","","","","051-555-4706","","","부산광역시 동래구 명륜동 ***번지 명륜*차아이파크 ***동 ****호","부산광역시 동래구 시실로 **, ***동 ****호 (명륜동, 명륜*차아이파크)","47756","인셀덤 동래대리점","20210204155324","U","2021-02-06 02:40:00.0","","390171.205082822","192729.289976964","","","","",
"2046","방문판매업","08_26_02_P","3300000","2020330009923200018","20200227","","03","폐업","03","폐업처리","20200604","","","","","","","부산광역시 동래구 사직동 **번지 **호","부산광역시 동래구 석사북로 **-* (사직동)","47857","인셀덤 대방대리점","20200604145338","U","2020-06-06 02:40:00.0","","387706.897513483","191058.235029924","","","","",
"2047","방문판매업","08_26_02_P","3300000","2020330009923200009","20200128","","03","폐업","03","폐업처리","20200602","","","","","","","부산광역시 동래구 명장동 ***번지 동래 동일스위트","부산광역시 동래구 시실로 ***, ***동 ****호 (명장동, 동래 동일스위트)","47758","뷰티 인셀덤(Beauty Incellderm)","20210216182327","U","2021-02-18 02:40:00.0","","390676","192314","","","","",
"2048","방문판매업","08_26_02_P","3300000","2020330009923200023","20200422","","03","폐업","03","폐업처리","20200423","","","","","","","부산광역시 동래구 수안동 ***번지 성완세띠앙","부산광역시 동래구 충렬대로***번길 *, ***호 (수안동, 성완세띠앙)","47877","아모레카운셀러","20200423151703","I","2020-04-25 00:23:33.0","","389852.38719487","191077.466795013","","","","",
"2049","방문판매업","08_26_02_P","3300000","2020330009923200024","20200422","","03","폐업","03","폐업처리","20200423","","","","","","","부산광역시 동래구 수안동 ***번지 성완세띠앙","부산광역시 동래구 충렬대로***번길 *, ***호 (수안동, 성완세띠앙)","47877","아모레카운셀러","20200423151801","I","2020-04-25 00:23:33.0","","389852.38719487","191077.466795013","","","","",
"2050","방문판매업","08_26_02_P","3300000","2020330009923200030","20200630","","03","폐업","03","폐업처리","20201217","","","","","","","부산광역시 동래구 안락동 ***-*","부산광역시 동래구 안락로**번길 * (안락동)","47783","발라보소 인셀덤","20210216173522","U","2021-02-18 02:40:00.0","","391438.964910614","191002.132844067","","","","",
"2051","방문판매업","08_26_02_P","3300000","2020330011023200001","20200812","","03","폐업","03","폐업처리","20200825","","","","","","","부산광역시 동래구 온천동 ****-** 화영빌딩","부산광역시 동래구 아시아드대로***번길 **, 화영빌딩 *층 (온천동)","47837","새생명의료기","20200825092431","U","2020-08-27 02:40:00.0","","388291.121744589","191318.454174623","","","","",
"2052","방문판매업","08_26_02_P","3300000","2004330006423200033","20040924","","03","폐업","03","폐업처리","20190124","","","","","","607-80","부산광역시 동래구 명장*동  **-** 국제파크 ****","","","대성농장","20190124100646","U","2019-01-26 02:40:00.0","","","","","","","",
"2053","방문판매업","08_26_02_P","3300000","2004330006423200035","20041014","","03","폐업","03","폐업처리","20090430","","","","","","607-82","부산광역시 동래구 수안동 *-* 새동래아파트 마-****","","","나임뷰티","20130307111210","I","2018-08-31 23:59:59.0","","","","","","","",
"2054","방문판매업","08_26_02_P","3300000","2004330006423200038","20041026","","03","폐업","03","폐업처리","20130909","","","","051 501 0615","","607-84","부산광역시 동래구 온천*동 ****-* 국민은행*층(어린이왕국빌딩)","","","아모레동래미남특약점","20131025101854","I","2018-08-31 23:59:59.0","","","","","","","",
"2055","방문판매업","08_26_02_P","3300000","2005330006423200006","20050411","","03","폐업","03","폐업처리","20200108","","","","051 552 6002","","607831","부산광역시 동래구 온천*동 ***번지 **호 지하","부산광역시 동래구 온천장로***번길 ** (온천동,지하)","","참진원","20200108161259","U","2020-01-10 02:40:00.0","","389579.719522963","193537.858954427","","","","",
"2056","방문판매업","08_26_02_P","3300000","2006330006423200019","20060503","","03","폐업","03","폐업처리","20070718","","","","051 505 0916","","607-83","부산광역시 동래구 온천*동 ****-* 송학골든빌라 ***호","","","우리농산","20070718171930","I","2018-08-31 23:59:59.0","","","","","","","",
"2057","방문판매업","08_26_02_P","3300000","2006330006423200026","20060528","","03","폐업","03","폐업처리","20101025","","","","051 502 5392","","607-81","부산광역시 동래구 사직*동 ***-** 삼정연립 ***호","","","오성KTG","20101027104438","I","2018-08-31 23:59:59.0","","","","","","","",
"2058","방문판매업","08_26_02_P","3300000","2001330006423200049","20011122","","03","폐업","03","폐업처리","20111103","","","","051 555 5339","","607-83","부산광역시 동래구  온천*동 ****-* 정은빌라 ***호","","","성창산업","20111104165200","I","2018-08-31 23:59:59.0","","","","","","","",
"2059","방문판매업","08_26_02_P","3300000","2002330006423200014","20020221","","03","폐업","03","폐업처리","20080807","","","","051-914-2600","","607-83","부산광역시 동래구  온천*동 ****번지 *층","","","주식회사 대산유통","20080808154419","I","2018-08-31 23:59:59.0","","","","10000000","0","10000000","",
"2060","방문판매업","08_26_02_P","3300000","2002330006423200017","20020305","","03","폐업","03","폐업처리","20130701","","","","051 525 5481","","607-80","부산광역시 동래구  명장*동 **-***","","","알로에마임명장지사","20130701140531","I","2018-08-31 23:59:59.0","","","","","","","",
"2061","방문판매업","08_26_02_P","3300000","2002330006423200034","20020507","","03","폐업","03","폐업처리","20071031","","","","051 556 2191","","607-83","부산광역시 동래구  온천*동 ***-*","","","한국몬테소리남부판매㈜ 부산지점","20071127160756","I","2018-08-31 23:59:59.0","","","","","","","",
"2062","방문판매업","08_26_02_P","3300000","2002330006423200035","20020514","","03","폐업","03","폐업처리","20131030","","","","051 523 4215","","607-80","부산광역시 동래구  명장*동 **-* 삼성타운상가 *동***","","","유니베라(안락대리점)","20131030172843","I","2018-08-31 23:59:59.0","","","","","","","",
"2063","방문판매업","08_26_02_P","3300000","2002330006423200069","20021212","","03","폐업","03","폐업처리","20101116","","","","526-8999","","607100","부산광역시 동래구 안락동 ***번지 *호","부산광역시 동래구 호현길 **-* (안락동)","","무궁화통상","20101118162226","I","2018-08-31 23:59:59.0","","391416.939160141","190774.753339192","","","","",
"2064","방문판매업","08_26_02_P","3300000","2003330006423200005","20030108","","03","폐업","03","폐업처리","20100107","","","","051 557 2332","","607-80","부산광역시 동래구  명륜*동 ***-*  *층","","","미디어캡슐","20100107175240","I","2018-08-31 23:59:59.0","","","","","","","",
"2065","방문판매업","08_26_02_P","3300000","2003330006423200026","20030616","","03","폐업","03","폐업처리","20130828","","","","051 503 5959","","607-81","부산광역시 동래구  사직*동 ***-**","","","유니베라동래대리점","20131025100208","I","2018-08-31 23:59:59.0","","","","","","","",
"2066","방문판매업","08_26_02_P","3300000","2004330006423200015","20040506","","03","폐업","03","폐업처리","20130909","","","","552-8286","","607010","부산광역시 동래구 명륜동 **번지 **호 예성빌딩 ***호","부산광역시 동래구 명륜로 ***, ***호 (명륜동,예성빌딩)","","동부산특약점","20131025102033","I","2018-08-31 23:59:59.0","","389729.640290441","192782.459190831","","","","",
"2067","방문판매업","08_26_02_P","3300000","2004330006423200018","20040519","","03","폐업","03","폐업처리","20090121","","","","051 555 7383","","607-83","부산광역시 동래구  온천*동 ***-** *층","","","황성주생식 온천지점","20090121175908","I","2018-08-31 23:59:59.0","","","","","","","",
"2068","방문판매업","08_26_02_P","3300000","2004330006423200019","20040524","","03","폐업","03","폐업처리","20130130","","","","505-0512","","607815","부산광역시 동래구 사직동 **번지 *호 *층","부산광역시 동래구 사직북로**번길 **, *층 (사직동)","607815","튼튼영어사직지사","20130131141243","I","2018-08-31 23:59:59.0","","387488.936441579","190796.649298009","","","","",
"2069","방문판매업","08_26_02_P","3300000","2004330006423200021","20040708","","03","폐업","03","폐업처리","20090501","","","","051 926 7731","","607-83","부산광역시 동래구  온천*동  ***-** 신화타워아파트 **** **/*","","","성애뷰티","20090503102721","I","2018-08-31 23:59:59.0","","","","","","","",
"2070","방문판매업","08_26_02_P","3300000","2004330006423200026","20040804","","03","폐업","03","폐업처리","20090513","","","","051 504 4362","","607-84","부산광역시 동래구  온천*동 ****-*","","","메디론 상사","20090514144623","I","2018-08-31 23:59:59.0","","","","","","","",
"2071","방문판매업","08_26_02_P","3300000","2012330007923200024","20120704","","03","폐업","03","폐업처리","20140305","","","","525-8926","","607825","부산광역시 동래구 안락*동 ***번지 **호","부산광역시 동래구 충렬대로***번길 **-* (안락동)","607825","옵티모","20140305182722","I","2018-08-31 23:59:59.0","","391765.095561929","190350.574516866","","","","",
"2072","방문판매업","08_26_02_P","3300000","2012330007923200025","20120706","","03","폐업","03","폐업처리","20120914","","","","529-0367","","607810","부산광역시 동래구 명장*동 **번지 **호 국제파크아파트 ****호","부산광역시 동래구 충렬사로 **, ****호 (명장동, 국제파크아파트)","607807","파비스애니원","20120918164827","I","2018-08-31 23:59:59.0","","391144.33975431","191612.245209047","","","","",
"2073","방문판매업","08_26_02_P","3300000","2005330006423200011","20050527","","03","폐업","03","폐업처리","20210119","","","","0515535000","","","부산광역시 동래구 온천동 ***-**","부산광역시 동래구 중앙대로****번길 * (온천동)","47728","주식회사 백성","20210119113805","U","2021-01-21 02:40:00.0","","389123.866915395","192102.532065516","100000000","0","100000000","",
"2074","방문판매업","08_26_02_P","3300000","2005330006423200012","20050601","","03","폐업","03","폐업처리","20070727","","","","051 527 1075","","607-80","부산광역시 동래구 명륜*동 ***-* 동아빌딩 *층","","","MJ유통","20070727131534","I","2018-08-31 23:59:59.0","","","","","","","",
"2075","방문판매업","08_26_02_P","3300000","2005330006423200019","20050721","","03","폐업","03","폐업처리","20131018","","","","558-3855","","607837","부산광역시 동래구 온천동 ****번지 **호 호성빌딩 ***호","부산광역시 동래구 충렬대로 **, ***호 (온천동, 호성빌딩딩)","607837","오휘동래지사","20131018102556","I","2018-08-31 23:59:59.0","","388596.863365011","191754.777025517","","","","",
"2076","방문판매업","08_26_02_P","3300000","2005330006423200025","20050920","","03","폐업","03","폐업처리","20140725","","","","051 1544  9129","","607100","부산광역시 동래구 안락동 ***번지 *호","부산광역시 동래구 충렬대로 *** (안락동)","","영원상조㈜","20140725172436","I","2018-08-31 23:59:59.0","","391024.721499922","190696.675178817","50000000","0","50000000","",
"2077","방문판매업","08_26_02_P","3300000","2005330006423200026","20050922","","03","폐업","03","폐업처리","20130823","","","","051 554 9891","","607-80","부산광역시 동래구 명륜*동 ***-*** 금림필*차 ***호","","","타파웨어 아이비","20131025102503","I","2018-08-31 23:59:59.0","","","","","","","",
"2078","방문판매업","08_26_02_P","3300000","2005330006423200028","20050923","","03","폐업","03","폐업처리","20120816","","","","503-1536","","607-81","부산광역시 동래구 사직*동 ***-** 승만그린빌라 ***","","","주양유통","20120821100514","I","2018-08-31 23:59:59.0","","","","","","","",
"2079","방문판매업","08_26_02_P","3300000","2005330006423200031","20051005","","03","폐업","03","폐업처리","20090421","","","","051 506 3009","","607-83","부산광역시 동래구 온천*동 ****-*  *층","","","케이지씨㈜부산온천지사","20090423140819","I","2018-08-31 23:59:59.0","","","","","","","",
"2080","방문판매업","08_26_02_P","3300000","2005330006423200037","20051205","","03","폐업","03","폐업처리","20080820","","","","051 554 3392","","607-83","부산광역시 동래구 온천*동 ***-*번지 건물*호","","","에셀리아","20080822110559","I","2018-08-31 23:59:59.0","","","","","","","",
"2081","방문판매업","08_26_02_P","3300000","2006330006423200001","20060105","","03","폐업","03","폐업처리","20071116","","","","051 504 7847","","607-81","부산광역시 동래구 사직*동 ***-** 천일빌딩 *층","","","㈜코리아스위트홈닥터","20071116111311","I","2018-08-31 23:59:59.0","","","","","","","",
"2082","방문판매업","08_26_02_P","3300000","2006330006423200005","20060127","","03","폐업","03","폐업처리","20070625","","","","051 556 3838","","607-83","부산광역시 동래구 온천*동 ****-* 미남빌딩*층","","","㈜코트랑","20080222000000","I","2018-08-31 23:59:59.0","","","","","","","",
"2083","방문판매업","08_26_02_P","3300000","2006330006423200009","20060208","","03","폐업","03","폐업처리","20070830","","","","051 507 9666","","607-81","부산광역시 동래구 사직*동 ***-*번지 *층","","","극동월드","20070830174225","I","2018-08-31 23:59:59.0","","","","","","","",
"2084","방문판매업","08_26_02_P","3300000","2006330006423200010","20060210","","03","폐업","03","폐업처리","20090501","","","","051 505 0057","","607-84","부산광역시 동래구 온천*동 ****-**","","","환한세상","20090503102603","I","2018-08-31 23:59:59.0","","","","","","","",
"2085","방문판매업","08_26_02_P","3300000","2006330006423200011","20060215","","03","폐업","03","폐업처리","20090225","","","","051 502 5903","","607-84","부산광역시 동래구 온천*동 ****-*","","","현풍메디칼","20090226132638","I","2018-08-31 23:59:59.0","","","","","","","",
"2086","방문판매업","08_26_02_P","3300000","2007330006423200013","20070313","","03","폐업","03","폐업처리","20110810","","","","553-1096","","607804","부산광역시 동래구 명륜*동 ***번지 **호 *층 ***호","부산광역시 동래구 충렬대로 *** (명륜동,*층 ***호)","","아모레퍼시픽 동래지사","20110811153251","I","2018-08-31 23:59:59.0","","389597.049188111","191242.368685913","","","","",
"2087","방문판매업","08_26_02_P","3300000","2007330006423200015","20070402","","03","폐업","03","폐업처리","20080617","","","","051 528 7565","","607-82","부산광역시 동래구 안락*동 ***-**  *층","","","나노의료기드림월드","20080618111752","I","2018-08-31 23:59:59.0","","","","","","","",
"2088","방문판매업","08_26_02_P","3300000","2007330006423200016","20070404","","03","폐업","03","폐업처리","20111025","","","","051 553 1361","","607-82","부산광역시 동래구 안락*동 ****-*","","","마임충렬지사","20111026171208","I","2018-08-31 23:59:59.0","","","","","","","",
