"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자본금","거래처",
"839","석유판매업","09_28_08_P","3350000","1994335001501200052","19940630","","03","폐업","03","폐지","20081002","","","","051 5178494","","","부산광역시 금정구 장전동 62-35","부산광역시 금정구 수림로50번길 48  (장전동)","","금정석유","20081002163554","I","2018-08-31 23:59:59.0","일반판매소","389937.342402415","195629.247496323","","",
"840","석유판매업","09_28_08_P","3350000","1994335001501200053","19940727","","03","폐업","03","폐지","","","","","051 5163990","","","부산광역시 금정구 장전동 120-20","","","장전석유","20060424000000","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"841","석유판매업","09_28_08_P","3350000","1994335001501200054","19941109","","03","폐업","03","폐지","","","","","051 5230146","","","부산광역시 금정구 금사동 109-6","부산광역시 금정구 반송로 449  (금사동)","","애광석유","20070507000000","I","2018-08-31 23:59:59.0","일반판매소","392335.405425799","192716.780592224","","",
"842","석유판매업","09_28_08_P","3350000","1994335001501200055","19941130","","03","폐업","03","폐지","","","","","051 5288222","","","부산광역시 금정구 서동 236-8","부산광역시 금정구 옥봉로 3  (서동)","","현대석유","20050328000000","I","2018-08-31 23:59:59.0","일반판매소","391747.39970587","192293.32743375","","",
"843","석유판매업","09_28_08_P","3350000","1987335001501200001","19871231","","03","폐업","03","폐지","20140526","","","","051 5234477","","","부산광역시 금정구 서동 199-24","부산광역시 금정구 서동로 162 (서동)","","동래석유","20140526182216","I","2018-08-31 23:59:59.0","일반판매소","391473.16461456","192581.871315793","","",
"844","석유판매업","09_28_08_P","3350000","1987335001501200025","19870511","","03","폐업","03","폐지","20091030","","","","051 5186226","","","부산광역시 금정구 장전동 604-2","부산광역시 금정구 식물원로29번길 8  (장전동)","","동아석유","20091030102902","I","2018-08-31 23:59:59.0","일반판매소","389728.68429895","193658.427857547","","",
"845","석유판매업","09_28_08_P","3350000","1987335001501500022","20031223","","03","폐업","03","폐지","20201013","","","","051 5176011","1031.2","","부산광역시 금정구 부곡동 217-11 ,217-17호","부산광역시 금정구 중앙대로 1722 (부곡동,,217-17호)","","광신석유(주)직영 경부고속주유소","20201013154948","U","2020-10-15 02:40:00.0","주유소","390430.078918358","195205.63587964","","",
"846","석유판매업","09_28_08_P","3350000","1991335001501200030","19910202","","03","폐업","03","폐지","20150909","","","","051 5816622","","","부산광역시 금정구 장전동 503-44","부산광역시 금정구 금샘로 35 (장전동)","","양지석유","20150909172530","I","2018-08-31 23:59:59.0","일반판매소","388996.399614229","194155.289694453","","",
"847","석유판매업","09_28_08_P","3350000","1991335001501200033","19911204","","03","폐업","03","폐지","20100222","","","","051 5175151","","","부산광역시 금정구 금성동 241-3","부산광역시 금정구 산성로 428  (금성동)","","산성석유","20100222142117","I","2018-08-31 23:59:59.0","일반판매소","386853.615720391","196589.279872086","","",
"848","석유판매업","09_28_08_P","3350000","1985335001501200014","19851224","","03","폐업","03","폐지","","","","","051 5147676","","","부산광역시 금정구 부곡동 305-7","부산광역시 금정구 부곡로 104  (부곡동)","","대명석유","20070322000000","I","2018-08-31 23:59:59.0","일반판매소","390373.291798621","193753.595085528","","",
"849","석유판매업","09_28_08_P","3350000","1985335001501200024","19851123","","03","폐업","03","폐지","","","","","051 5083600","","","부산광역시 금정구 청룡동 28-17","부산광역시 금정구 중앙대로 2129  (청룡동)","","천광석유상사","20050829000000","I","2018-08-31 23:59:59.0","일반판매소","390311.467340733","199231.778966982","","",
"850","석유판매업","09_28_08_P","3350000","1992335001501200035","19920128","","03","폐업","03","폐지","","","","","051 5236732","","","부산광역시 금정구 금사동 68-26","부산광역시 금정구 개좌로 73  (금사동)","","성진에너지","20031126000000","I","2018-08-31 23:59:59.0","일반판매소","392223.95807659","193214.647706349","","",
"851","석유판매업","09_28_08_P","3350000","1976335001501500003","19770513","","03","폐업","03","폐지","20210201","","","","051 5824254","2231","","부산광역시 금정구 부곡동 24-5","부산광역시 금정구 중앙대로 1756 (부곡동)","","현대오일뱅크(주)직영중앙대로주유소","20210225190125","U","2021-02-27 02:40:00.0","주유소","390470.399335586","195548.968275855","","",
"852","석유판매업","09_28_08_P","3350000","1976335001501500005","19770101","","03","폐업","03","폐지","20160930","","","","051 5823540","1300","","부산광역시 금정구 구서동 217-2","부산광역시 금정구 중앙대로 1730 (부곡동)","","고속도주유소","20161004103702","I","2018-08-31 23:59:59.0","주유소","390429.019830408","195284.337242829","","",
"853","석유판매업","09_28_08_P","3350000","1976335001501500007","19770101","","03","폐업","03","폐지","20140731","","","","051 5821489","1114","","부산광역시 금정구 구서동 85-9","부산광역시 금정구 중앙대로 1829 (구서동)","","부일주유소","20140725161249","I","2018-08-31 23:59:59.0","주유소","390336.280355492","196268.610931928","","",
"854","석유판매업","09_28_08_P","3350000","1976335001501500008","19760513","","03","폐업","03","폐지","20100422","","","","051 5126110","1570","","부산광역시 금정구 남산동 118-5","부산광역시 금정구 중앙대로 2014  (남산동)","","현대오일뱅크(주)국도주유소","20100422100811","I","2018-08-31 23:59:59.0","주유소","390350.621375127","198062.741126692","","",
"855","석유판매업","09_28_08_P","3350000","1979335001501200004","19791012","","03","폐업","03","폐지","","","","","051 5290902","","","부산광역시 금정구 서동 117-7","부산광역시 금정구 금사로 59-1  (서동)","","창녕석유","20060403000000","I","2018-08-31 23:59:59.0","일반판매소","392048.806219436","193074.181450377","","",
"856","석유판매업","09_28_08_P","3350000","1980335001501200007","19801201","","03","폐업","03","폐지","","","","","051 5143351","","","부산광역시 금정구 장전동 488-16","","","갑진석유","20081017151118","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"857","석유판매업","09_28_08_P","3350000","1980335001501200008","19801002","","03","폐업","03","폐지","20091103","","","","051 5160067","","","부산광역시 금정구 장전동 384-4","부산광역시 금정구 금강로 306  (장전동)","","성림석유","20091103170314","I","2018-08-31 23:59:59.0","일반판매소","389852.052674685","194888.919333319","","",
"858","석유판매업","09_28_08_P","3350000","1980335001501200009","19800807","","03","폐업","03","폐지","","","","","051 5148833","","","부산광역시 금정구 구서동 472-12","부산광역시 금정구 금강로391번길 14  (구서동)","","현대석유상사","20060313000000","I","2018-08-31 23:59:59.0","일반판매소","389816.419530457","195780.537049144","","",
"859","석유판매업","09_28_08_P","3350000","1980335001501200017","19800909","","03","폐업","03","폐지","","","","","051  5230572","","","부산광역시 금정구 서동 190-1","부산광역시 금정구 서곡로 27-1  (서동)","","(구)충북석유","20091125142106","I","2018-08-31 23:59:59.0","일반판매소","391562.787296617","192893.371118652","","",
"860","석유판매업","09_28_08_P","3350000","1982335001501200010","19821119","","03","폐업","03","폐지","","","","","051 5126689","","","부산광역시 금정구 구서동 444-5","부산광역시 금정구 금정로 220  (구서동)","","세방석유","20060912000000","I","2018-08-31 23:59:59.0","일반판매소","390198.257002462","195806.671198311","","",
"861","석유판매업","09_28_08_P","3350000","1982335001501500013","19821011","","03","폐업","03","폐지","20151109","","","","051 5231314","1145.9","","부산광역시 금정구 금사동 118-5","부산광역시 금정구 반송로 470 (금사동)","","부일석유(주)","20151109173559","I","2018-08-31 23:59:59.0","주유소","392530.648446997","192749.579449264","","",
"862","석유판매업","09_28_08_P","3350000","1983335001501200018","19830509","","03","폐업","03","폐지","20170116","","","","051 523 7097","","","부산광역시 금정구 금사동 34-11","부산광역시 금정구 금사로 111 (금사동)","","성화석유","20170116143254","I","2018-08-31 23:59:59.0","일반판매소","392318.086089701","193492.732252874","","",
"863","석유판매업","09_28_08_P","3350000","2002335001501200092","20020214","","03","폐업","03","폐지","","","","","051 5223308","","","부산광역시 금정구 구서동 248-20 38","","","그린석유","20070302000000","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"864","석유판매업","09_28_08_P","3350000","2003335001501200093","20030502","","03","폐업","03","폐지","20070912","","","","","","","부산광역시 금정구 부곡동 64-20","","","두레석유","20070912162311","I","2018-08-31 23:59:59.0","일반판매소","390246.823516053","195681.749955653","","",
"865","석유판매업","09_28_08_P","3350000","2004335001501200017","20041119","","03","폐업","03","폐지","","","","","051 5211100","","","부산광역시 금정구 금사동 75-2","부산광역시 금정구 공단동로29번길 35  (금사동)","","명성석유","20051021000000","I","2018-08-31 23:59:59.0","일반판매소","392502.384267521","193233.014880971","","",
"866","석유판매업","09_28_08_P","3350000","2004335001501500001","20041105","","03","폐업","03","폐지","20110830","","","","051 5133332","","","부산광역시 금정구 남산동 962-25","부산광역시 금정구 금샘로 556-1  (남산동)","","씨에이케미칼(주)","20110830142514","I","2018-08-31 23:59:59.0","용제판매소","389675.630635122","198959.842973881","","",
"867","석유판매업","09_28_08_P","3350000","2006335001501500002","20060526","","03","폐업","03","폐지","","","","","051 5145642","","","부산광역시 금정구 구서동 194-3 301호","부산광역시 금정구 구서중앙로 3-1  (구서동,301호)","","오엔씨 에너지","20070412000000","I","2018-08-31 23:59:59.0","용제판매소","390218.840522428","197043.652063407","","",
"868","석유판매업","09_28_08_P","3350000","2008335008001500001","20080811","","03","폐업","03","폐지","20190816","","","","","730.9","","부산광역시 금정구 서동 238-1","부산광역시 금정구 반송로 404 (서동)","","양지주유소","20190816163836","U","2019-08-18 02:40:00.0","주유소","391922.642226252","192539.994999484","","",
"869","석유판매업","09_28_08_P","3350000","2009335008001200001","20091217","","03","폐업","03","폐지","20101208","","","","","","","부산광역시 금정구 장전동 384","","","SM에너지","20101213120339","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"870","석유판매업","09_28_08_P","3350000","1998335001501200072","19981205","","03","폐업","03","폐지","","","","","051 5244509","","","부산광역시 금정구 회동동 172-20","부산광역시 금정구 회천로32번길 17  (회동동)","","우양석유","20070314000000","I","2018-08-31 23:59:59.0","일반판매소","392542.59919656","194230.094382605","","",
"871","석유판매업","09_28_08_P","3350000","1999335001501200073","19990903","","03","폐업","03","폐지","20180711","","","","051 5810940","","","부산광역시 금정구 부곡동 242-26","부산광역시 금정구 기찰로 27 (부곡동)","","시대석유","20180711161636","I","2018-08-31 23:59:59.0","일반판매소","390447.01907192","194672.106683741","","",
"872","석유판매업","09_28_08_P","3350000","1999335001501200077","19991215","","03","폐업","03","폐지","","","","","051 5172555","","","부산광역시 금정구 장전동 624-1","부산광역시 금정구 식물원로44번길 18 (장전동)","","SK로타리석유","20150519175502","I","2018-08-31 23:59:59.0","일반판매소","389628.173027514","193837.428607032","","",
"873","석유판매업","09_28_08_P","3350000","1999335001501500050","19990423","","03","폐업","03","폐지","20120111","","","","051 5275189","959","","부산광역시 금정구 구서동 248-21","부산광역시 금정구 중앙대로 1875  (구서동)","","구서주유소","20120111104849","I","2018-08-31 23:59:59.0","주유소","390237.707109206","196713.703347617","","",
"874","석유판매업","09_28_08_P","3350000","2000335001501200078","20030807","","03","폐업","03","폐지","","","","","051 5296760","","","부산광역시 금정구 서동 208-15","부산광역시 금정구 서동로194번길 11  (서동)","","(주)오케이에너지","20070501000000","I","2018-08-31 23:59:59.0","일반판매소","391811.430980753","192522.171009378","","",
"875","석유판매업","09_28_08_P","3350000","2000335001501200079","20000831","","03","폐업","03","폐지","","","","","051 5276798","","","부산광역시 금정구 서동 237-15","부산광역시 금정구 서동로194번길 49  (서동)","","성림에너지","20091125103737","I","2018-08-31 23:59:59.0","일반판매소","391698.434756685","192376.525304393","","",
"876","석유판매업","09_28_08_P","3350000","2000335001501200080","20001013","","03","폐업","03","폐지","20101220","","","","051 5835182","","","부산광역시 금정구 부곡동 398-1","","","정품석유","20140103141931","I","2018-08-31 23:59:59.0","일반판매소","390311.160519616","195348.648868488","","",
"877","석유판매업","09_28_08_P","3350000","1994335001501500045","19940303","","01","영업/정상","06","휴지사업재개","","","","","051 5137005","773","","부산광역시 금정구 부곡동 243-8","부산광역시 금정구 중앙대로 1664 (부곡동)","","현대오일뱅크(주)직영 금정셀프주유소","20220214170019","U","2022-02-16 02:40:00.0","주유소","390387.607080717","194645.554940115","","",
"878","석유판매업","09_28_08_P","3350000","1993335001501200039","19930218","","01","영업/정상","06","휴지사업재개","","20141126","20150830","20151102","","","","부산광역시 금정구 부곡동 64-3","부산광역시 금정구 부곡온천천로 198 (부곡동)","","주식회사 셀 부산지점","20220211151449","U","2022-02-13 02:40:00.0","일반판매소","390259.724343392","195741.192530196","","",
"879","석유판매업","09_28_08_P","3350000","1983335001501500019","19831208","","01","영업/정상","06","휴지사업재개","","20111121","20111220","20111216","051 5131314","959","","부산광역시 금정구 남산동 251-4 6, 274-3","부산광역시 금정구 중앙대로 2044 (남산동)","","남산주유소","20220421092812","U","2022-04-23 02:40:00.0","주유소","390391.656903528","198375.051915169","","",
"880","석유판매업","09_28_08_P","3350000","1976335001501500001","19760513","","01","영업/정상","06","휴지사업재개","","","","20210828","","1920","","부산광역시 금정구 금사동 145-6 7, 10, 11, 22, 23","부산광역시 금정구 반송로 420 (금사동,7, 10, 11, 22, 23)","","한솔유화(주)금사점 한길주유소","20210831133648","U","2021-09-02 02:40:00.0","주유소","392077.78347971","192587.891482446","","",
"881","석유판매업","09_28_08_P","3350000","2006335001501500001","20060410","","01","영업/정상","06","휴지사업재개","","20170726","20171231","20171026","","366","","부산광역시 금정구 청룡동 85-6 외 1필지","부산광역시 금정구 중앙대로 2130 (청룡동,외 1필지)","","청룡명품주유소","20201023103400","U","2020-10-25 02:40:00.0","주유소","390357.803164841","199250.932193571","","",
"882","석유판매업","09_28_08_P","3350000","2019335011201200001","20190121","","01","영업/정상","07","영업개시","","","","","051-557-0117","101.14","","부산광역시 금정구 구서동 76-3 현대오일뱅크","부산광역시 금정구 체육공원로 57, 현대오일뱅크 (구서동)","46251","금강석유","20200206102052","U","2020-02-08 02:40:00.0","일반판매소","390840.427903881","196429.331413794","","",
"883","석유판매업","09_28_08_P","3350000","1995335001501500048","19950414","","01","영업/정상","07","영업개시","","","","","051 5237515","766","","부산광역시 금정구 금사동 110-9","부산광역시 금정구 반송로 463 (금사동)","","새석대주유소","20200708102450","U","2020-07-10 02:40:00.0","주유소","392468.231272637","192778.530945575","","",
"884","석유판매업","09_28_08_P","3350000","1992335001501500028","19920711","","01","영업/정상","07","영업개시","","","","","051 5836433","1677.8","","부산광역시 금정구 부곡동 333-5","부산광역시 금정구 부곡로 67 (부곡동)","","금두꺼비주유소","20200708103009","U","2020-07-10 02:40:00.0","주유소","390226.571532106","193449.864418983","","",
"885","석유판매업","09_28_08_P","3350000","1993335001501500030","19930419","","01","영업/정상","07","영업개시","","","","","051 5810017","504","","부산광역시 금정구 장전동 608-84","부산광역시 금정구 식물원로 21 (장전동)","","석2주유소","20190605113153","U","2019-06-07 02:40:00.0","주유소","389838.226637495","193658.348519215","","",
"886","석유판매업","09_28_08_P","3350000","1993335001501500032","19931018","","01","영업/정상","07","영업개시","","","","","051 5148308","346","","부산광역시 금정구 장전동 산 39-1","부산광역시 금정구 금샘로 21 (장전동)","","식물원주유소","20200708103427","U","2020-07-10 02:40:00.0","주유소","389080.1741473","194034.539613422","","",
"887","석유판매업","09_28_08_P","3350000","1993335001501500038","19931207","","01","영업/정상","07","영업개시","","","","","051 5825882","724","","부산광역시 금정구 남산동 129-12","부산광역시 금정구 두실로 2 (남산동)","","훼미리알뜰주유소","20210104163918","U","2021-01-06 02:40:00.0","주유소","390218.098530545","197697.231666051","","",
"888","석유판매업","09_28_08_P","3350000","1983335001501500018","19831208","","01","영업/정상","07","영업개시","","","","","051 581 3301","1246","","부산광역시 금정구 부곡동 14-3","부산광역시 금정구 중앙대로 1782 (부곡동)","","지에스칼텍스㈜ 영풍주유소","20210415171717","U","2021-04-17 02:40:00.0","주유소","390503.059424487","195786.867565892","","",
"889","석유판매업","09_28_08_P","3350000","1986335001501500020","19860125","","01","영업/정상","07","영업개시","","","","","051 513 2700","1550","","부산광역시 금정구 남산동 47-1","부산광역시 금정구 중앙대로 1972 (남산동)","","금강주유소","20200622175638","U","2020-06-24 02:40:00.0","주유소","390279.993687856","197699.897509154","","",
"890","석유판매업","09_28_08_P","3350000","1991335001501500024","19911129","","01","영업/정상","07","영업개시","","","","","051 5161997","620","","부산광역시 금정구 남산동 320-3","부산광역시 금정구 금강로 721 (남산동)","","신화주유소","20200708100513","U","2020-07-10 02:40:00.0","주유소","389988.654522163","198956.623167954","","",
"891","석유판매업","09_28_08_P","3350000","1991335001501500025","19911129","","01","영업/정상","07","영업개시","","","","","051 5818222","667","","부산광역시 금정구 남산동 999-20","부산광역시 금정구 금샘로 460 (남산동)","","금샘로주유소","20200708100359","U","2020-07-10 02:40:00.0","주유소","389684.419159864","198069.527451455","","",
"892","석유판매업","09_28_08_P","3350000","1991335001501500026","19911226","","01","영업/정상","07","영업개시","","","","","051 5175472","667","","부산광역시 금정구 구서동 1021-5","부산광역시 금정구 금샘로 399 (구서동)","","금정산주유소","20200708095824","U","2020-07-10 02:40:00.0","주유소","389571.839960949","197493.905976908","","",
"893","석유판매업","09_28_08_P","3350000","1985335001501500021","19850125","","01","영업/정상","07","영업개시","","","","","051 5230996","1461.2","","부산광역시 금정구 서동 208-12","부산광역시 금정구 반송로 391 (서동)","","동양주유소","20200708101034","U","2020-07-10 02:40:00.0","주유소","391791.524406149","192466.034664064","","",
"894","석유판매업","09_28_08_P","3350000","1976335001501500002","19760513","","01","영업/정상","07","영업개시","","","","","051 5155007","1480","","부산광역시 금정구 구서동 466-4","부산광역시 금정구 금정로 216 (구서동)","","동진주유소","20201215134453","U","2020-12-17 02:40:00.0","주유소","390168.54969884","195769.536113875","","",
"895","석유판매업","09_28_08_P","3350000","1976335001501500009","19760513","","01","영업/정상","07","영업개시","","","","","051 5162888","1300","","부산광역시 금정구 부곡동 299-1","부산광역시 금정구 중앙대로 1597 (부곡동)","","현대오일뱅크(주)직영 부곡셀프주유소","20220214165045","U","2022-02-16 02:40:00.0","주유소","390157.084960443","194010.82745927","","",
"896","석유판매업","09_28_08_P","3350000","1976335001501500010","20031016","","01","영업/정상","07","영업개시","","","","","051 5081645","570","","부산광역시 금정구 노포동 815-10","부산광역시 금정구 중앙대로 2191 (노포동)","","은마석유(주)노포주유소","20201201110143","U","2020-12-03 02:40:00.0","주유소","390364.032654616","199864.564239098","","",
"897","석유판매업","09_28_08_P","3350000","1982335001501500012","19820903","","01","영업/정상","07","영업개시","","","","","051 5165151","1500","","부산광역시 금정구 부곡동 239-3","부산광역시 금정구 중앙대로 1672 (부곡동)","","거북이주유소","20200708101530","U","2020-07-10 02:40:00.0","주유소","390375.350926149","194734.336600384","","",
"898","석유판매업","09_28_08_P","3350000","1983335001501500015","19830131","","01","영업/정상","07","영업개시","","","","","051 5810875","1089","","부산광역시 금정구 부곡동 248-3","부산광역시 금정구 중앙대로 1646 (부곡동)","","한솔유화(주) 직영 한길주유소","20200708101428","U","2020-07-10 02:40:00.0","주유소","390358.505277964","194450.858310863","","",
"899","석유판매업","09_28_08_P","3350000","1983335001501500017","19830527","","01","영업/정상","07","영업개시","","","","","051 5811212","2100","","부산광역시 금정구 부곡동 226-8","부산광역시 금정구 중앙대로 1698 (부곡동)","","지에스칼텍스㈜ 신창주유소","20210415171704","U","2021-04-17 02:40:00.0","주유소","390392.716966496","194986.423309613","","",
"900","석유판매업","09_28_08_P","3350000","2009335008001500001","20091224","","01","영업/정상","07","영업개시","","","","","051 532 5157","410.2","","부산광역시 금정구 서동 221-9","부산광역시 금정구 반송로 364 (서동)","","(주)경담종합상사 에이원주유소","20220620193842","U","2022-06-22 02:40:00.0","주유소","391689.263117934","192217.094848629","","",
"901","석유판매업","09_28_08_P","3360000","2004336014501500003","20030611","","01","영업/정상","01","신규등록","","","","","0519721572","1490","","부산광역시 강서구 구랑동 592-4","부산광역시 강서구 가락대로 546 (구랑동)","46730","은마석유(주) 구랑주유소","20181227102002","I","2018-12-29 02:20:32.0","주유소","369167.918528102","182510.557300732","","",
"902","석유판매업","09_28_08_P","3360000","2017336014501500010","20170123","","01","영업/정상","01","신규등록","","","","","0517117537","1698","","부산광역시 강서구 명지동 3420-8","부산광역시 강서구 명지국제8로 272 (명지동)","46726","동성셀프주유소","20181227104128","I","2018-12-29 02:20:32.0","주유소","375229.077834078","179286.349093572","","",
"903","석유판매업","09_28_08_P","3360000","2017336014501500020","20170123","","01","영업/정상","01","신규등록","","","","","0517142208","1778","","부산광역시 강서구 생곡동 1588-3","부산광역시 강서구 생곡로 272 (생곡동)","46727","SC(주)국제산업물류단지주유소","20181227104951","I","2018-12-29 02:20:32.0","주유소","371800.565761967","183645.155506742","","",
"904","석유판매업","09_28_08_P","3360000","2017336014501500030","20170306","","01","영업/정상","01","신규등록","","","","","0519415189","1919","","부산광역시 강서구 생곡동 1594-8","부산광역시 강서구 가락대로 706 (생곡동)","46729","(주)에스피씨삼립 부산신항주유소","20181227112910","I","2018-12-29 02:20:32.0","주유소","370332.283155621","183574.968754716","","",
"905","석유판매업","09_28_08_P","3360000","2017336014501500040","20170405","","01","영업/정상","01","신규등록","","","","","0518319208","1800","","부산광역시 강서구 범방동 1906-1","부산광역시 강서구 가락대로 834 (범방동)","46727","(주)디제이에스 신항만물류단지주유슈","20181227113634","I","2018-12-29 02:20:32.0","주유소","371010.822996666","184645.69510776","","",
"906","석유판매업","09_28_08_P","3360000","2019336014501500001","20190222","","01","영업/정상","01","신규등록","","","","","4691447","1764","","부산광역시 강서구 생곡동 851","부산광역시 강서구 가락대로 649 (생곡동)","46747","인터지스(주) 신항주유소","20190227153410","U","2019-03-01 02:40:00.0","주유소","369765.896180071","183305.744350346","","",
"907","석유판매업","09_28_08_P","3360000","1978336001301500001","19780614","","01","영업/정상","01","신규등록","","","","","051  9711401","1498","","부산광역시 강서구 대저1동 691-4","부산광역시 강서구 대저로 235 (대저1동)","","한솔에너지상사(주) 명품주유소","20180221180252","I","2018-08-31 23:59:59.0","주유소","380090.713478012","192390.879797727","","",
"908","석유판매업","09_28_08_P","3360000","1982336001301200002","19820608","","01","영업/정상","01","신규등록","","","","","051 972 0178","","","부산광역시 강서구 대저1동 2335-9","부산광역시 강서구 대저로 291  (대저1동)","","대저 OIL","20120510141057","I","2018-08-31 23:59:59.0","일반판매소","380566.337177451","192092.15131984","","",
"909","석유판매업","09_28_08_P","3360000","1983336001301200002","19830120","","01","영업/정상","01","신규등록","","","","","051 971 5575","","","부산광역시 강서구 대저1동 1491-47","부산광역시 강서구 대저로 89 (대저1동)","","동신석유","20160118141718","I","2018-08-31 23:59:59.0","일반판매소","378636.02208956","192450.814674603","","",
"910","석유판매업","09_28_08_P","3360000","1986336001301200001","19860731","","01","영업/정상","01","신규등록","","","","","051 271 2754","","","부산광역시 강서구 명지동 1408-9","부산광역시 강서구 영강길91번길 13-5 (명지동)","","신포석유","20160216151433","I","2018-08-31 23:59:59.0","일반판매소","375454.005021574","180493.645686448","","",
"911","석유판매업","09_28_08_P","3360000","1987336001301200001","19871017","","01","영업/정상","01","신규등록","","","","","051 271 2004","","","부산광역시 강서구 천성동 650-1","부산광역시 강서구 가덕해안로821번길 89 (천성동)","","제일석유","20160118133804","I","2018-08-31 23:59:59.0","일반판매소","365708.006993247","171450.164263518","","",
"912","석유판매업","09_28_08_P","3360000","1987336001301500001","19870225","","01","영업/정상","01","신규등록","","","","","051 271 2828","","","부산광역시 강서구 명지동 198-3","부산광역시 강서구 낙동남로 1042 (명지동)","","명지주유소","20180221180203","I","2018-08-31 23:59:59.0","주유소","375580.691094786","180987.357159767","","",
"913","석유판매업","09_28_08_P","3360000","1989336001301200101","19890424","","01","영업/정상","01","신규등록","","","","","051 970 3361","","","부산광역시 강서구 대저2동 2357","부산광역시 강서구 공항진입로 108 (대저2동)","","한국공항(주) 부산지점","20220412165746","U","2022-04-14 02:40:00.0","항공유판매소","377286.914852171","187992.781585167","","",
"914","석유판매업","09_28_08_P","3360000","1991336001301200001","19910228","","01","영업/정상","01","신규등록","","","","","051 271 0116","","","부산광역시 강서구 명지동 233-10 명지농협","부산광역시 강서구 영강길 153-7, 명지농협 (명지동)","46725","명지농업협동조합","20190820135321","U","2019-08-22 02:40:00.0","일반판매소","375340.29019168","180797.263843924","","",
"915","석유판매업","09_28_08_P","3360000","1992336001301200001","19920416","","01","영업/정상","01","신규등록","","","","","051 972 6721","","","부산광역시 강서구 강동동 142-1","부산광역시 강서구 제도로 1129 (강동동)","","강동농협협동조합","20210714133537","U","2021-07-16 02:40:00.0","일반판매소","375995.030957351","191949.633565593","","",
"916","석유판매업","09_28_08_P","3360000","1992336001301200002","19921111","","01","영업/정상","01","신규등록","","","","","051 971 7517","","","부산광역시 강서구 성북동 313","부산광역시 강서구 동선3길 31 (성북동)","46769","해운상사","20220520111102","U","2022-05-22 02:40:00.0","일반판매소","367005.344943186","174256.625085868","","",
"917","석유판매업","09_28_08_P","3360000","1994336001301500002","19940708","","01","영업/정상","01","신규등록","","","","","051  9735999","","","부산광역시 강서구 강동동 109-10","부산광역시 강서구 낙동북로 65 (강동동)","","만은에너지(주)대사리주유소","20200616112325","U","2020-06-18 02:40:00.0","주유소","376281.107862452","192750.988381673","","",
"918","석유판매업","09_28_08_P","3360000","1994336001301500005","19940708","","01","영업/정상","01","신규등록","","","","","051  9719034","","","부산광역시 강서구 강동동 661-76","부산광역시 강서구 낙동북로 142 (강동동)","","(주)시블링스 우리2주유소","20220506165924","U","2022-05-08 02:40:00.0","주유소","376945.376754813","192425.909085736","","",
"919","석유판매업","09_28_08_P","3360000","1994336001301500018","19940708","","01","영업/정상","01","신규등록","","","","","051 971 4411","983.4","","부산광역시 강서구 대저1동 1749-37","부산광역시 강서구 평강로 309 (대저1동)","","평강주유소","20210728141809","U","2021-07-30 02:40:00.0","주유소","377176.016670543","192109.407211976","","",
"920","석유판매업","09_28_08_P","3360000","1994336001301500006","19940708","","01","영업/정상","01","신규등록","","","","","051 972 1010","969","","부산광역시 강서구 녹산동 68-3","부산광역시 강서구 낙동남로 700 (녹산동)","","(주)젤코바에너지","20210728142508","U","2021-07-30 02:40:00.0","주유소","372453.583488317","181730.108867497","","",
"921","석유판매업","09_28_08_P","3360000","1994336001301500007","19940708","","01","영업/정상","01","신규등록","","","","","051 972 9674","859","","부산광역시 강서구 녹산동 1213-2","부산광역시 강서구 낙동남로 432 (녹산동)","","유성에너지(주) 풍경주유소","20210728142409","U","2021-07-30 02:40:00.0","주유소","370182.889639165","180783.246954576","","",
"922","석유판매업","09_28_08_P","3360000","1994336001301500010","19940708","","01","영업/정상","01","신규등록","","","","","051 831 9171","","","부산광역시 강서구 송정동 901-3","부산광역시 강서구 가락대로210번길 102 (송정동)","","만선주유소","20180221175833","I","2018-08-31 23:59:59.0","주유소","368049.305720553","180037.056227182","","",
"923","석유판매업","09_28_08_P","3360000","1994336001301500012","19940708","","01","영업/정상","01","신규등록","","","","","051  9715013","863","","부산광역시 강서구 녹산동 5-7","부산광역시 강서구 생곡로 40 (녹산동)","","(주)경인에너지","20220328180334","U","2022-03-30 02:40:00.0","주유소","372895.98318472","182268.507953269","","",
"924","석유판매업","09_28_08_P","3360000","1994336001301500014","19940708","","01","영업/정상","01","신규등록","","","","","051 971 2727","590","","부산광역시 강서구 죽림동 1021-2","부산광역시 강서구 가락대로 1417 (죽림동)","","가락제일주유소","20190325165750","U","2019-03-27 02:40:00.0","주유소","373333.948209148","189648.008182104","","",
