"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","준공일자","개관일자","설립운영주체구분명","박물관미술관종류명","박물관미술관유형명","폐관일자","폐관사유","자본금","소요자금","법인설립목적","허가조건","법인해산일자","법인명",
"214","문화예술법인","03_08_03_P","6260000","A0100626000020070027","20070418","","01","영업/정상","1","","","","","","0515575779","","","부산광역시 동래구 복천동 327번지 1호 송암빌딩 502","부산광역시 동래구 동래로136번길 25 (복천동,송암빌딩 502)","","사단법인 부산문화재단","20070418175407","I","2018-08-31 23:59:59.0","","389784.353726444","191505.573083541","문화(사단)","","","","","","","","","","홍익인간의 정신과 문화애호의 정신을 바탕으로 지역사회의 문화예술 창달과 문화애호의 정신으로 문화산업발전에 기여함","허가증 이면 기재","","사단법인 부산문화재단",
"215","문화예술법인","03_08_03_P","6260000","A0100626000020070028","20070420","","01","영업/정상","1","","","","","","0516113703","","","부산광역시 남구 대연동 1552번지 부산예술대학 3314호","부산광역시 남구 못골번영로71번길 74 (대연동,부산예술대학 3314호)","","사당법인 부산국제연극제조직위원회","20210521160312","U","2021-05-23 02:40:00.0","","389930.126188248","184550.238231897","문화(사단)","","","","","","","","","","○ 부사국제연극제개최 및 국제교류를 통한 부산연극 발전","허가조건 참조","","사당법인 부산국제연극제조직위원회",
"216","문화예술법인","03_08_03_P","6260000","A0100626000020070029","20070423","20110523","01","영업/정상","1","","","","","","0513139200","","","부산광역시 사상구 주례동 69번지 1호","부산광역시 사상구 가야대로360번길 15 (주례동)","","사단법인 크리스천 21세기 포럼","20131231130634","I","2018-08-31 23:59:59.0","","383264.608961823","185326.268991886","종교(사단)","","","","","","","","","","기독교인이 세상에서 빛과 소금의 역할을 충실히 함으로써 하나님께 영광을 돌리게 하는 것에 목적을 둠.","허가증 이면 기재","20110523","사단법인 크리스천 21세기 포럼",
"217","문화예술법인","03_08_03_P","6260000","A0100626000020070030","19750625","","01","영업/정상","1","","","","","","0514403333","","","부산광역시 동구 초량동 1143번지 13호","부산광역시 동구 중앙대로 319 (초량동)","","부산와이엠씨에이 재단법인","20210611145136","U","2021-06-13 02:40:00.0","","386328.536513895","182601.921680056","종교(재단)","","","","","","","","","","성경대로 예수그리스도를 하나님과 구주로 믿어 그 신앙과 생활에서 그의 제자 되기를 원하는 청년들을 하나로 뭉치고 또 그 힘을 합하여 청년들 가운데 그의 나라를 확장시키는데 힘쓰는 부산기독교청년회를 유지 발전케 함을 목적을 함.","허가증 이면 기재","","부산와이엠씨에이 재단법인",
"218","문화예술법인","03_08_03_P","6260000","A0100626000020070031","20011208","","01","영업/정상","1","","","","","","0517588553","","","부산광역시 남구 용호동 556번지 1호 성모프라자 302동 1호","부산광역시 남구 용호로216번가길 40, 302-1호 (용호동)","","사단법인 부산광역시 한국한복협회","20160105214109","I","2018-08-31 23:59:59.0","","392301.783287714","181162.607173917","문화(사단)","","","","","","","","","","전통 우리옷의 계승, 보호와 육성에 관한 지식,기술의 향상 보급에 필요한 사업을 함으로써 우리의 민속의상 생활의 지역발전에 기여함을 목적으로 함.","허가증 이면 기재","","사단법인 부산광역시 한국한복협회",
"219","문화예술법인","03_08_03_P","6260000","A0100626000020080011","20071029","","01","영업/정상","1","","","","","","0513232022","","","부산광역시 사상구 학장동 113번지 2호","부산광역시 사상구 학감대로39번길 120 (학장동)","","영선의료복지선교재단","20210423153120","U","2021-04-25 02:40:00.0","","381850.902230211","183194.076535805","종교(사단)","","","","","","","","","","의료복지사업장내 선교활동을 통해 행복한 직장문화를 선도해 가며, 이를 위해 기독교에 대한 제반정보를 제공하고 회원복리
증진을 위한 행사와 교육등의 자원을 지원","설립허가증 이면 참조","","영선의료복지선교재단",
"220","문화예술법인","03_08_03_P","6260000","A0100626000020070014","20070302","","01","영업/정상","1","","","","","","0513123777","","","부산광역시 사상구 주례동 46번지 12호 낙은사","부산광역시 사상구 가야대로443번가길 88-4 (주례동,낙은사)","","사단법인 대한불교 해인종연합회","20200827092739","U","2020-08-29 02:40:00.0","","383644.663349634","185610.722962104","종교(사단)","","","","","","","","","","부처님의 가르침인 불법을 수호하고 중생구제와 자비실천의 실천적 역할을 수행하기 위해서 광법위한 포교활동과 사회봉사활동을 실시하여 한국불교의 중흥과 사회발전에 이바지","허가증 이면 기재","","사단법인 대한불교 해인종연합회",
"221","문화예술법인","03_08_03_P","6260000","A0100626000020070015","20011025","","01","영업/정상","1","","","","","","0515014471","","","부산광역시 연제구 거제동 152번지 7호 YS빌딩 3층","부산광역시 수영구 수영로 486-0, 3층 (남천동)","","사단법인 한국문화예술진흥회","20210302144726","U","2021-03-04 02:40:00.0","","389503.186523722","190568.648248832","문화(사단)","","","","","","","","","","문화예술진흥을 위하여 창작예술 및 생활예술문화를 보급하고 문화예술인의 발굴을 통하여 창작, 공연이벤트 및 국제 간, 지역 간 문화예술교류를 도모함을 목적으로 함.","허가증 이면 기재","","사단법인 한국문화예술진흥회",
"222","문화예술법인","03_08_03_P","6260000","A0100626000020070016","20070308","","01","영업/정상","1","","","","","","0518632111","","","부산광역시 연제구 연산동 589번지 2호","부산광역시 연제구 반송로 68 (연산동)","","사단법인 한국스트릿문화협회","20070308153805","I","2018-08-31 23:59:59.0","","390027.079784284","189833.444085124","문화(사단)","","","","","","","","","","스트릿 문화를 국민에게 널리 보급하여 대중 문화발전에 이바지하며, 건전하고 명랑한 사회기풍을 진작시킴과 아울러 관련단체를 지원하고 우수한 인재양성을 통한 국위선양 도모 및 문화발전에 이바지","허가증 이면 기재","","사단법인 한국스트릿문화협회",
"223","문화예술법인","03_08_03_P","6260000","A0100626000020070017","20070308","","01","영업/정상","1","","","","","","0516440005","","","부산광역시 동구 범일동 830번지 24호 자유상가빌딩 540호","부산광역시 동구 조방로 48, 540호 (범일동,자유상가빌딩)","","사단법인 한국현대미술협회","20160425134830","I","2018-08-31 23:59:59.0","","387768.514676203","184371.452375082","문화(사단)","","","","","","","","","","미술인 권익보호, 창작지원, 국제교류","이면기재","","사단법인 한국현대미술협회",
"224","문화예술법인","03_08_03_P","6260000","A0100626000020070018","19880713","","01","영업/정상","1","","","","","","0512451555","","","부산광역시 중구 중앙동2가 50번지","부산광역시 중구 해관로 35 (중앙동2가)","","재단법인 가브리엘 복음선교회","20160311114908","I","2018-08-31 23:59:59.0","","385529.787685519","180005.122991448","종교(재단)","","","","","","","","","","기독교 정신이 입각하여 국내 및 국외에 있는 동포들과 미전도 지역에 선교사를 파송하여 하나님의 복음을 전파하고 국내 및 국외 선교단체외의 정보 교환 및 선교전략 개발과 유대 강화 등을 도모하여 선교를 통한 세계인류의 구원과 평화를 위한 하나님의 사랑을 구현","허가증 이면 기재","","재단법인 가브리엘 복음선교회",
"225","문화예술법인","03_08_03_P","6260000","A0100626000020070019","20011208","","01","영업/정상","1","","","","","","0515231077","","","부산광역시 금정구 서동 502번지 5호","부산광역시 금정구 부곡로 94-1 (부곡동)","","사단법인 부산지하철문화연구원","20131231142708","I","2018-08-31 23:59:59.0","","391018.866859116","193140.940293477","문화(사단)","","","","","","","","","","지하철권을 문화, 복지사업의 전진기지로 사용하여 공간을 개방함으로서 건전한 문화운동을 주도하고 부산시민의 복지 문화 수준 향상에 이바지함.","허가증 이면 기재","","사단법인 부산지하철문화연구원",
"226","문화예술법인","03_08_03_P","6260000","A0100626000020070020","20070319","","01","영업/정상","1","","","","","","0517476822","","","부산광역시 해운대구 좌동 1352번지 3호","부산광역시 해운대구 좌동순환로 25-1 (좌동)","","사단법인 부산차인회","20070319115001","I","2018-08-31 23:59:59.0","","397287.831967883","187654.81257205","문화(사단)","","","","","","","","","","차문화 보급과 선조의 얼과 문화를 이어받아 차 문화의 대중화에 기여함은 물론 전통 예절교육의 계승 발전으로 정신문화를 재정립하고 시민 정서 및 소양 함양에 이바지.","허가증 이면 기재","","사단법인 부산차인회",
"227","문화예술법인","03_08_03_P","6260000","A0100626000020070021","20070319","","01","영업/정상","1","","","","","","","","","부산광역시 서구 서대신동3가 산 85번지 187호","부산광역시 서구 꽃마을로 97 (서대신동3가)","","꽃마을자연예술제운영위원회","20131231162935","I","2018-08-31 23:59:59.0","","","","문화(사단)","","","","","","","","","","꽃마을미술제 개최","","","꽃마을자연예술제운영위원회",
"228","문화예술법인","03_08_03_P","6260000","A0100626000020070022","20060628","","01","영업/정상","1","","","","","","0517613181","0","","부산광역시 해운대구 우동 1475번지 센텀벤처타운 606호","부산광역시 해운대구 센텀동로 41, 606호 (우동,센텀벤처타운)","","(사)부산콘텐츠마켓 조직위원회","20110302094140","I","2018-08-31 23:59:59.0","","394038.562998688","188042.384551855","행정(재단)","","","","","","","","","","디지털문화산업발전을 위한 국민공감대 형성 및 디지털문화역량강화와 시장을 선도","","","(사)부산콘텐츠마켓 조직위원회",
"229","문화예술법인","03_08_03_P","6260000","A0100626000020070023","20070409","","01","영업/정상","1","","","","","","0515584678","","","부산광역시 동래구 온천동 87번지 1호","부산광역시 동래구 금강로151번길 24-6 (온천동)","","사단법인 강태홍류가야금산조보존회","20070409162836","I","2018-08-31 23:59:59.0","","389324.856107558","193481.122526586","문화재(사단)","","","","","","","","","","전통민속예술의 연구 및 계승발전 사업과 한국문화의 칭작음악을 발굴 보급","정관의 목적이행","","사단법인 강태홍류가야금산조보존회",
"230","문화예술법인","03_08_03_P","6260000","A0100626000020070005","19680830","","01","영업/정상","1","","","","","","0512563907","","","부산광역시 서구 암남동 5번지 2호","부산광역시 서구 천해남로 7 (암남동)","","재단법인 마리아수녀회","20190513104748","U","2019-05-15 02:40:00.0","","383484.937838099","177911.454105077","종교(재단)","","","","","","","","","","전교사업과 자선사업, 교육, 의료사업은 물론 국민기초생활 
  보장법 및 사회복지사업법 제2조에 의한 요보호자의 수용보호사업을 목적으로 한다.","허가증 이면 기재","","재단법인 마리아수녀회",
"231","문화예술법인","03_08_03_P","6260000","A0100626000020080012","20080329","","01","영업/정상","1","","","","","","0513232022","","","부산광역시 사상구 학장동 113번지 2호","부산광역시 사상구 학감대로39번길 120 (학장동)","","영선의료복지선교재단","20080329130752","I","2018-08-31 23:59:59.0","","381850.902230211","183194.076535805","종교(사단)","","","","","","","","","","의료복지사업장 내 선교활동을 통해 행복한 직장문화를 선교해 가며, 이를 위해 기독교에 대한 제반정보를
제공하고 회원복리증진을 위한 행사와 교육등의 자원을 지원","허가증 이면 참조","","영선의료복지선교재단",
"232","문화예술법인","03_08_03_P","6260000","A0100626000020080013","20080318","","01","영업/정상","1","","","","","","0513340108","","","부산광역시 금정구 남산동 42번지 5호","부산광역시 금정구 중앙대로 1992 (남산동)","","사단법인 부산불교지도자포럼","20080330173555","I","2018-08-31 23:59:59.0","","390314.216739871","197878.911021452","종교(사단)","","","","","","","","","","상구보리와 하화중생이라는 불교의 기본이념을 바탕으로 불교가 이 사회에 올바르게 정착될 수 있도록
학문적, 문화적, 예술적인 발전을 도모하고 대중적인 요청인 보리행을 실천함으로써 더불어 함께 살아
가는 복지사회를 구현","법인설립허가증 이면 참조","","사단법인 부산불교지도자포럼",
"233","문화예술법인","03_08_03_P","6260000","A0100626000020080014","20080330","","01","영업/정상","1","","","","","","0513340108","","","부산광역시 금정구 남산동 42번지 5호","부산광역시 금정구 중앙대로 1992 (남산동)","","사단법인 부산불교지도자포럼","20080330182240","I","2018-08-31 23:59:59.0","","390314.216739871","197878.911021452","종교(사단)","","","","","","","","","","상구보리와 하화중생이라는 불교의 기본이념을 바탕으로 불교가 이 사회에 올바르게 
정착될 수 있도록 학문적, 문화적, 예술적인 발전을 도모하고 대중적인 요청인 보리행을
실천함으로써 더불어 함께 살아가는 복지사회를 구현","법인설립허가증 이면 참조","","사단법인 부산불교지도자포럼",
"234","문화예술법인","03_08_03_P","6260000","A0100626000020080015","20080330","","01","영업/정상","1","","","","","","0512627528","","","부산광역시 사하구 다대동 927번지 17호","부산광역시 사하구 윤공단로 144 (다대동)","","사단법인 온누리를 빛낼 사람들의 비젼센터","20140717111105","I","2018-08-31 23:59:59.0","","380012.909120552","175323.284545429","종교(사단)","","","","","","","","","","예수그리스도의 사랑을 실천하며, 선교와 봉사를 바탕으로 질병과 빈곤으로 소외되고 고통받는
국내외 이웃들에게 선교와 교육, 의료, 복지사업 등을 실현하여 복음 전파","법인설립허가증 이면 참조","","사단법인 온누리를 빛낼 사람들의 비젼센터",
"235","문화예술법인","03_08_03_P","6260000","A0100626000020080016","20080330","","01","영업/정상","1","","","","","","0512627528","","","부산광역시 사하구 다대동 927번지 17호","부산광역시 사하구 윤공단로 144 (다대동)","","사단법인 온누리를 빛낼 사람들의 비젼센터","20200104145724","U","2020-01-07 02:40:00.0","","380012.909120552","175323.284545429","종교(사단)","","","","","","","","","","하나님의 영혼 구원의 뜻과 예수 그리스도의 사랑을 실천하며, 선교와 봉사를 바탕으로 국내외
선교와 교육, 의료, 복지사업 등 추진","법인 설립허가증 이면 참조","","사단법인 온누리를 빛낼 사람들의 비젼센터",
"236","문화예술법인","03_08_03_P","6260000","A0100626000020080017","20020109","","01","영업/정상","1","","","","","","0517406288","","","부산광역시 해운대구 우동 760번지 3호 오션타워 1930호","부산광역시 해운대구 해운대해변로 203, 1930호 (우동,오션타워)","","사단법인 우곡선원","20110105081316","I","2018-08-31 23:59:59.0","","396180.621244719","186522.35047527","종교(사단)","","","","","","","","","","전통 정신문화인 선문화를 계승, 발전, 보급시키며, 선문화체험을 통한 올바른 정신문화 함양으로 정의로운
사회발전에 기여","설립허가증 이면 참조","","사단법인 우곡선원",
"237","문화예술법인","03_08_03_P","6260000","A0100626000020100032","20101014","","01","영업/정상","1","","","","","","0512567007","","","부산광역시 중구 중앙동2가 15번지 3호 항도빌딩 1층","부산광역시 중구 해관로 38 (중앙동2가,항도빌딩 1층)","","사단법인 정다문화원","20131111172250","I","2018-08-31 23:59:59.0","","385560.957105548","180009.021831885","문화(사단)","","","","","","","","","","우리 전통예절과 차문화 연구활동을 통하여 우리 예절과 차에 대한 이해력을 높이고 전통문화와 차문화산업의 육성발전에 기여함을 목적으로 한다. 또한 우리예절과 차문화컨텐츠를 개발하여 각 지역에 우리예절과 차산업문화 발전에 기여함을 목적으로 합니다","","","사단법인 정다문화원",
"238","문화예술법인","03_08_03_P","6260000","A0100626000020100034","20101019","","01","영업/정상","1","","","","","","0514417081","","","부산광역시 중구 중앙동3가 9번지 1호","부산광역시 중구 해관로 47 (중앙동3가)","","사단법인 한국서도예술협회","20201006100603","U","2020-10-08 02:40:00.0","","385521.587122903","180117.107050399","예술(사단)","","","","","","","","","","전통 서예 예술의 진흥과 서도인의 인격향상 및 회원간의 친목을 돈독히 하고 서예 연구를 통하여 서예 문화정진과 대중화에 기여","기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로 이전","","사단법인 한국서도예술협회",
"239","문화예술법인","03_08_03_P","6260000","A0100626000020100039","20101124","","01","영업/정상","1","","","","","","0516228987","","","부산광역시 해운대구 우동 1430번지 대우마리나 208호","부산광역시 해운대구 해운대해변로 141, 208호 (우동,대우마리나)","","사단법인 부산여성미술협회","20101124164400","I","2018-08-31 23:59:59.0","","395722.520022222","186570.280148042","예술(사단)","","","","","","","","","","지역여성작가들의 작품연구 및 발표 등을 통하여 부산지역사회의 미술 문화 발전에 공헌을 목적으로 한다.","기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로 이전, 재산목록 작성 비치, 임원의 결원이 없도록 임원은 임기의 연속성 유지, 목적사업 수행에 있어 문화체육관광부 및 문화재청 소관 비영리법인의 설립에 감독에 관한 규칙과 우리 시의 지시사항 등을 준수","","사단법인 부산여성미술협회",
"240","문화예술법인","03_08_03_P","6260000","A0100626000020100040","20040907","","01","영업/정상","1","","","","","","0514641258","","","부산광역시 동구 초량동 1210번지 6호 노블리안오피스텔 1308호","부산광역시 동구 중앙대로 169, 1308호 (초량동,노블리안오피스텔)","","사단법인 최계락문학상재단","20150303175439","I","2018-08-31 23:59:59.0","","385747.06854269","181215.206591337","예술(사단)","","","","","","","","","","최계락시인의 순결한 시정신을 계승하고 최계락문학상을 제정운영함을 목적으로 함.","정관 내용이 변경될 시에는 주무관청에 변경허가 신청, 재산목록 작성 비치, 임원의 결원이 없도록 임원 임기의 연속성 유지, 목적사업 수행에 있어 문화관광부 소관 비영리법인의설립및감독에관한규칙 및 주무관청의 지시사항 준수","","사단법인 최계락문학상재단",
"241","문화예술법인","03_08_03_P","6260000","A0100626000020100041","20101215","","01","영업/정상","1","","","","","","0519075400","","","부산광역시 연제구 연산동 2138번지 19호","부산광역시 연제구 쌍미천로 21 (연산동)","","사단법인 예술과미래","20101215115404","I","2018-08-31 23:59:59.0","","390424.569329462","188236.206193888","예술(사단)","","","","","","","","","","예술 활동을 통하여 지역주민들이 예술적 소양을 쌓을 수 있게 도모하며, 예술인들이 모여 다양한 문화 활동을 통해 시민들과 소통하고 새로운 콘텐츠 개발을 통한 다양한 공연을 통해 밝은 사회를 선도 기여함을 목적으로 합니다.","○ 기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로 이전해야 합니다.
○ 재산목록을 작성 비치해야 합니다.
○ 임원의 결원이 없도록 하며 임원은 임기의 연속성이 유지되어야 합니다.
○ 목적사업 수행에 있어 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙과 우리 시의 지시사항 등을 준수해야 합니다.
○ 기본재산을 사용(처분)하고자 할 경우에는 부산광역시장의 허가를 받아야 합니다.","","사단법인 예술과미래",
"242","문화예술법인","03_08_03_P","6260000","A0100626000020100042","20101221","","01","영업/정상","1","","","","","","0515828809","","","부산광역시 동래구 온천동 707번지 1호","","","사단법인 부산민속문화원","20101221172058","I","2018-08-31 23:59:59.0","","388901.994766766","192048.558667985","문화재(사단)","","","","","","","","","","짚풀공예&#8729;민속공예&#8729;민속놀이 및 전통공예예술의 계승 보존과 소재, 디자인, 전시, 공연, 개발 및 교육&#8729;홍보와 문화행사 유치, 세계문화마당에 참여를 통하여 공예예술의 발전에 기여하고 한국적 민족문화보존과 계승 및 한국민의 정체성 확립을 목적","","","사단법인 부산민속문화원",
"243","문화예술법인","03_08_03_P","6260000","A0100626000020100044","20101229","","01","영업/정상","1","","","","","","0512450717","","","부산광역시 중구 신창동1가 38번지 6호 3층","부산광역시 중구 광복중앙로33번길 10 (신창동1가,3층)","","재단법인 원불교 부산울산교구","20210408134858","U","2021-04-10 02:40:00.0","","385015.715503304","180027.783208532","행정(재단)","","","","","","","","","","교화 및 교육, 자선복지(의료포함) 등을 통해 지역사회의 건전한 사회풍토 조성에 이바지","","","재단법인 원불교 부산울산교구",
"244","문화예술법인","03_08_03_P","6260000","A0100626000020110031","20111205","","01","영업/정상","1","","","","","","0514044300","","","부산광역시 영도구 동삼동 323번지 194호","부산광역시 영도구 동삼남로 11 (동삼동)","","사단법인 대한불교 통합선교종","20111205175854","I","2018-08-31 23:59:59.0","","388442.466133085","177342.399553393","종교(사단)","","","","","","","","","","삼보호지 및 사회참여전반에 관한 활동을 지원하고 협력과 교류를 통해 군소종단의 질적 수준향상과 한국불교발전에 기여","","","사단법인 대한불교 통합선교종",
"245","문화예술법인","03_08_03_P","6260000","A0100626000020110032","20111205","","01","영업/정상","1","","","","","","0514044300","","","부산광역시 영도구 동삼동 323번지 194호","부산광역시 영도구 동삼남로 11 (동삼동)","","사단법인 대한불교 통합선교종","20130326113849","I","2018-08-31 23:59:59.0","","388442.466133085","177342.399553393","종교(사단)","","","","","","","","","","삼보호지 및 사회참여전반에 관한 활동을 지원하고 협력과 교류를 통해 군소종단의 질적 수준향상과 한국불교발전에 기여","","","사단법인 대한불교 통합선교종",
"246","문화예술법인","03_08_03_P","6260000","A0100626000020110035","20111222","","01","영업/정상","1","","","","","","0516375678","","","부산광역시 부산진구 범천동 627번지 삼비빌딩 15층","부산광역시 부산진구 중앙대로 627 (범천동)","","재단법인 강림문화재단","20140610190037","I","2018-08-31 23:59:59.0","","387552.424778119","185223.195440855","문화(재단)","","","","","","","","","","문화예술인 및 문화예술단체에 대한 지원과 시민에 대한 정신운동을 보급함으로써 문화예술창달과 문화시민으식 증진에 기여함","","","재단법인 강림문화재단",
"247","문화예술법인","03_08_03_P","6260000","A0100626000020110036","20111226","","01","영업/정상","1","","","","","","0519041317","","","부산광역시 부산진구 부전동 508번지 22호 보영미네르빌 1310호","부산광역시 부산진구 가야대로750번길 6, 1310호 (부전동,보영미네르빌)","","사단법인 한국예술문화비평가협회","20150313141929","I","2018-08-31 23:59:59.0","","387033.95409572","186151.530617205","예술(사단)","","","","","","","","","","한국의 예술문화발전과 예술문화비평의 창달에 기여하고 건전한      예술문화비평을 위한 여건과 독자성 확보를 위해 노력하며, 비평가들의 권익을         옹호하고 회원 상호간의 친목 도모를 그 목적으로 한다.","○ 기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로 이전해야 합니다.
○ 재산목록을 작성 비치해야 합니다.
○ 임원의 결원이 없도록 하며 임원은 임기의 연속성이 유지되어야 합니다.
○ 목적사업 수행에 있어 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙과 우리 시의 지시사항 등을 준수해야 합니다.","","사단법인 한국예술문화비평가협회",
"248","문화예술법인","03_08_03_P","6260000","A0100626000020120005","20120220","","01","영업/정상","1","","","","","","0514626181","","","부산광역시 중구 영주동 105번지 23호","부산광역시 중구 망양로 409 (영주동)","","사단법인 대한불교선교종화엄회","20131231113056","I","2018-08-31 23:59:59.0","","384944.708093093","181236.152042926","문화(사단)","","","","","","","","","","부처님의 가르침과 어려운 중생제도를 목적으로 불교적 대승사상을 선양하여 불교인의 수행(선교겸수 및 연구)과 포교능력을 향상시키고, 나아가 각종 문화행사를 통한 인재발굴과 효 실천 및 가족윤리 회복을 위하고 청소년의 자아실현을 통하여 국가 발전을 위한 초석이 되고 불교문화 발전을 위함을 목적으로 한다","","","사단법인 대한불교선교종화엄회",
"249","문화예술법인","03_08_03_P","6260000","A0100626000020120006","20120220","","01","영업/정상","1","","","","","","0513123301","","","부산광역시 사상구 엄궁동 1번지 10호 삼성타워 상가동 301호","부산광역시 부산진구 새싹로 17-1 (부전동)","","사단법인 대한민국서예문화협회","20120220151055","I","2018-08-31 23:59:59.0","","380163.956811488","183523.592394914","예술(사단)","","","","","","","","","","서예교육을 통하여 후진을 양성하며 전시회 및 연구 활동을 통해 회원간의 친목을 도모하며 회원 스스로의 자질향상 및 서예교육의 이정표를 제시하며, 학술활동, 문화예술 창달에 기여함을 그 목적으로 한다.","재산목록 작성 비치, 임원의 결원이 없도록 임원은 임기의 연속성이 유지되어야 함. 목적사업 수행에 있어 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙과 우리 시의 지시사항 등을 준수","","사단법인 대한민국서예문화협회",
"250","문화예술법인","03_08_03_P","6260000","A0100626000020120008","20120223","20120223","01","영업/정상","1","","","","","","0516340331","","","부산광역시 남구 문현동 304번지 4호","부산광역시 남구 지게골로 138-3 (문현동)","","사단법인 세계종합총회","20120328102358","I","2018-08-31 23:59:59.0","","389048.135215472","183631.556350456","종교(재단)","","","","","","","","","","대한예수교장로회 세계종합총회로 신구약 성경을 가지고 신앙고백을 같이 하는 단체나 개인에게 주신 사명을 잘 감당하기 위한 연합을 목적으로 함","착오입력","20120223","사단법인 세계종합총회",
"251","문화예술법인","03_08_03_P","6260000","A0100626000020120010","20120301","","01","영업/정상","1","","","","","","0517528883","","","부산광역시 수영구 민락동 108번지","부산광역시 수영구 광안해변로 361 (민락동)","","부산양지회","20120301164325","I","2018-08-31 23:59:59.0","","394147.34255852","186422.21755017","행정(사단)","","","","","","","","","","사회봉사를 기반으로 한 재능기부 봉사에 기여하기 위한 국가관 확립과 창조적 봉사교육시스템을 보급하고자 하며, 이를 통하여 사람중심의 사랑과 행복정신을 함양하고 선진시민의 리더로서 구성원간의 친목도모를 바탕으로 국가에 기여하고자 한다","○ 다음의 어느 하나에 해당되는 경우에는 「민법」 제38조에 따라 법인의 설립허가가 취소될 수
   있습니다.
 가. 설립 목적 외의 사업을 하였을 때
 나. 공익을 해치는 행위를 하였을 때
 다. 설립허가의 조건을 위반하였을 때
 라. 법령에 따른 의무를 위반하였을 때","","부산양지회",
"252","문화예술법인","03_08_03_P","6260000","A0100626000020120032","20120706","","01","영업/정상","1","","","","","","07081339917","","","부산광역시 부산진구 부전동 401번지 9호","부산광역시 부산진구 새싹로 37 (부전동)","","(사)부산 불교실업인회","20120706145936","I","2018-08-31 23:59:59.0","","387291.825060303","186565.839830454","종교(사단)","","","","","","","","","","부처님의 자비와 지헤를 바탕으로 상구보리와 하화중생의 근본이념을 근간으로 불교가 이 사회에 올바르게 전달되기 위하여 학문적, 문화적 경제적인
발전을 도모하고 대중불교의 요제인 보살행을 실천함을 목적으로 함","","","(사)부산 불교실업인회",
"253","문화예술법인","03_08_03_P","6260000","A0100626000020120033","20120706","","01","영업/정상","1","","","","","","0515040191","","","부산광역시 금정구 구서동 258번지 1호","부산광역시 금정구 금강로 466-1 (구서동)","","(사)부산광역시 작은도서관협의회","20120706150231","I","2018-08-31 23:59:59.0","","390006.087767051","196415.914557838","문화(사단)","","","","","","","","","","부산광역시의 작은도서관 상호간의 유기적인 협력을 도모하고, 작은도서관 운영을 보다 체계적이고 효율적으로 조정 지원함으로써 작은도서관 활성화에 기여하고, 나아가 시민의 독서 생활화와 독서 진흥에 기여함을 목적으로 함","","","(사)부산광역시 작은도서관협의회",
"254","문화예술법인","03_08_03_P","6260000","A0100626000020120038","20120823","","01","영업/정상","1","","","","","","07077577813","","","부산광역시 부산진구 양정동 353번지 17호","부산광역시 부산진구 중앙대로 898 (양정동)","","사단법인 째즈클래식24","20120823114341","I","2018-08-31 23:59:59.0","","388467.048363567","187647.545582003","예술(사단)","","","","","","","","","","1인 1악기 교육을 통해 학생들의 창의성, 독창성, 학습능력 향상 등 건강한 신체적, 정신적 발달을 도모하고 취약계층 아동이나 정서적 발달이 필요한 아동 누구나 오케스트라 단원이 되어 정서발달과 사회성을 기를 수 있도록 함.","○ 기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로 이전
○ 재산목록 작성 비치
○ 임원의 결원이 없도록 임기의 연속성 유지
○ 목적사업 수행에 있어 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙과 우리 시의 지시사항 등을 준수","","사단법인 째즈클래식24",
