"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자본금","거래처",
"396","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006600002","20110425","","03","폐업","3","폐지","20120319","","","","0513100375","","617805","부산광역시 사상구 감전동   502번지 1호","부산광역시 사상구 낙동대로 910 (감전동)","","씨엔피","20220702204730","U","2022-07-04 02:40:00.0","용제대리점","379554.826788136","184301.128962735","100000000","기타",
"397","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500018","20110425","","03","폐업","3","폐지","20120430","","","","0512459711","","600012","부산광역시 중구 중앙동2가  50번지 9호 삼덕빌딩 501호","부산광역시 중구 해관로 35, 501호 (중앙동2가,삼덕빌딩)","600012","케이와이해운(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385529.787685519","180005.122991448","100000000","기타",
"398","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500020","20110608","","03","폐업","3","폐지","20120704","","","","","","606011","부산광역시 영도구 대교동1가   162번지","","","(주)만수","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","","","100000000","기타",
"399","석유및석유대체연료판매업체","09_28_07_P","6260000","200862600006500026","20080711","","03","폐업","3","폐지","20081014","","","","0512313036","","600012","부산광역시 중구 중앙동2가   49번지 33호 한일빌딩 403호","부산광역시 중구 대청로138번길 5-1, 403호 (중앙동2가,한일빌딩)","","(주)남진유업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385497.646984681","180032.715390475","100000000","기타",
"400","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500023","20110714","","03","폐업","3","폐지","","","","","","","617841","부산광역시 사상구 학장동   286-40","","","부산경인에너지(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","","","100000000","기타",
"401","석유및석유대체연료판매업체","09_28_07_P","6260000","200862600006500029","20080820","","03","폐업","3","폐지","20090108","","","","0514163814","","606011","부산광역시 영도구 대교동1가   77번지  302호","부산광역시 영도구 태종로50번길 35, 302호 (대교동1가)","","다나에너지(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385722.122334992","178965.152015346","100000000","기타",
"402","석유및석유대체연료판매업체","09_28_07_P","6260000","201062600006500006","20100211","","03","폐업","3","폐지","20110530","","","","0515135015","","609321","부산광역시 금정구 부곡1동   395번지 7호 애플타워 501호","부산광역시 금정구 부곡로 36 (부곡동,애플타워 501호)","","항도석유(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","390065.219940669","193173.682616856","100000000","현대",
"403","석유및석유대체연료판매업체","09_28_07_P","6260000","201062600006500012","20100506","","03","폐업","3","폐지","20111229","","","","","","600022","부산광역시 중구 동광동2가   8번지 1호 (덕창빌빙 304호)","부산광역시 중구 광복로97번길 17 (동광동2가,(덕창빌빙 304호))","","정덕(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385475.41401114","179789.291307195","100000000","기타",
"404","석유및석유대체연료판매업체","09_28_07_P","6260000","201062600006500039","20101119","","03","폐업","3","폐지","20120217","","","","0514628871","","600718","부산광역시 중구 중앙동4가  19번지 0호 삼호중앙빌딩","부산광역시 중구 대교로 155 (중앙동4가,삼호중앙빌딩)","","대해마린(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385674.317229672","180237.208895017","100000000","기타",
"405","석유및석유대체연료판매업체","09_28_07_P","6260000","201062600006500047","20101229","","03","폐업","3","폐지","20120403","","","","","","617822","부산광역시 사상구 모라1동   656번지 12호","부산광역시 사상구 사상로489번길 82 (모라동)","","(주)홍조기업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","380591.887326756","189595.434322645","100000000","기타",
"406","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500007","20110311","","03","폐업","3","폐지","","","","","0512426181","","602011","부산광역시 서구 충무동1가   23번지 7호","부산광역시 서구 충무대로276번길 15 (충무동1가)","","(주)동성상사","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384600.278550427","179218.01120694","100000000","기타",
"407","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500042","20120925","","03","폐업","3","폐지","20160906","","","","0514643040","","601838","부산광역시 동구 초량동 1200번지 1호 동남빌딩 401호","부산광역시 동구 중앙대로214번길 7-11, 401호 (초량동,동남빌딩)","601838","(주)보승마린","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386055.563905435","181649.267916478","100000000","기타",
"408","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500036","20130924","","03","폐업","3","폐지","20130924","","","","0512435181","","602816","부산광역시 서구 부민동1가 29번지 2호 동강빌딩","부산광역시 서구 구덕로 206, 6층 (부민동1가,동강빌딩)","602816","(주)마스케이제이","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384125.95677369","180075.634192831","100000000","기타",
"409","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500037","20131022","","03","폐업","3","폐지","20131022","","","","0512440177","","617810","부산광역시 사상구 덕포동 779번지 1호","부산광역시 사상구 백양대로762번길 10 (덕포동)","617810","(주)아라에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","381131.102190109","187978.970884854","100000000","기타",
"410","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500038","20130926","","03","폐업","3","폐지","20130926","","","","0514620422","","601837","부산광역시 동구 초량동 1158번지 5호 세림빌딩 301호","부산광역시 동구 중앙대로296번길 3-5, 301호 (초량동,세림빌딩)","601837","(주)태흥해상","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386313.216874131","182374.261229507","100000000","기타",
"411","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500039","20131023","","03","폐업","3","폐지","","","","","0513139960","","617807","부산광역시 사상구 괘법동 549번지 12호","부산광역시 사상구 광장로104번길 4 (괘법동)","617807","(주)해원석유","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","381051.606239275","186543.903709338","100000000","기타",
"412","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500041","20131101","","03","폐업","3","폐지","","","","","","","617814","부산광역시 사상구 덕포동 248번지 3호","부산광역시 사상구 모덕로 94 (덕포동)","617814","(주)태원에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","380870.394549643","188662.022733701","100000000","기타",
"413","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500043","20131122","","03","폐업","3","폐지","20131122","","","","0516110697","","608812","부산광역시 남구 대연동 734번지 21호  101호","부산광역시 남구 유엔평화로125번길 7, 101호 (대연동)","608812","(주)경성에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","391003.424651555","182666.297138102","700000000","기타",
"414","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006700001","20110328","","03","폐업","3","폐지","20110830","","","","0517425678","","612821","부산광역시 해운대구 우1동   627번지 1호 엘지허버타운 1206","부산광역시 해운대구 해운대해변로 257 (우동,엘지허버타운 1206)","","(주)포세이돈 코리아","20220702204730","U","2022-07-04 02:40:00.0","부생연료판매소","396697.860724865","186636.589265073","","(주)포세이돈 코리아",
"415","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500034","20110930","","03","폐업","3","폐지","20110930","","","","0512416653","","600022","부산광역시 중구 동광동2가   1번지 삼호동광빌딩 701호","부산광역시 중구 광복로97번길 26-2 (동광동2가,삼호동광빌딩 701호)","","동덕마린(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385473.117196105","179880.976912079","100000000","기타",
"416","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500044","20111124","","03","폐업","3","폐지","20111124","","","","0512466180","","606061","부산광역시 영도구 봉래동1가 6번지 10호","부산광역시 영도구 봉래나루로 58, 302호 (봉래동1가,태창빌딩)","606061","(주)유진마린","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385852.816680431","179065.141981215","100000000","기타",
"417","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500045","20111124","","03","폐업","3","폐지","20121203","","","","0512001101","","604804","부산광역시 사하구 감천1동   391번지 1호","부산광역시 사하구 원양로 391 (감천동)","","(주)코르웰네프트","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","382797.360661193","178077.938257161","100000000","기타",
"418","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500046","20111216","","03","폐업","3","폐지","20120816","","","","025229792","","600022","부산광역시 중구 동광동2가 1번지 삼호빌딩 707호","부산광역시 중구 광복로97번길 26-2, 707호 (동광동2가,삼호빌딩)","600022","(주)지엘케이","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385473.117196105","179880.976912079","100000000","기타",
"419","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500047","20111216","","03","폐업","3","폐지","20111216","","","","","","604817","부산광역시 사하구 구평동 324번지 7호","부산광역시 사하구 감천항로 227 (구평동)","604817","플러스판매(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","381526.281935101","176694.387664534","450000000","기타",
"420","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500025","20130527","","03","폐업","3","폐지","20130527","","","","0514188792","","606061","부산광역시 영도구 봉래동1가 6번지 10호 태창빌딩 303호","부산광역시 영도구 봉래나루로 58, 303호 (봉래동1가,태창빌딩)","606061","제영유업(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385852.816680431","179065.141981215","100000000","기타",
"421","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500026","20130626","","03","폐업","3","폐지","20130626","","","","","","617814","부산광역시 사상구 덕포동 269번지 9호","부산광역시 사상구 사상로 391, 2층 (덕포동)","617814","동명에너지(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","380756.517994032","188502.071976867","100000000","기타",
"422","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500027","20130626","","03","폐업","3","폐지","20130626","","","","0514412220","","600714","부산광역시 중구 중앙동6가 12번지 국제빌딩 10층","부산광역시 중구 중앙대로 26, 10층 (중앙동6가,국제빌딩)","600714","삼우에너지(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385666.280865059","179774.158396281","100000000","기타",
"423","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500029","20130715","","03","폐업","3","폐지","20130715","","","","0512030610","","602052","부산광역시 서구 토성동2가 12번지 3호 아델하우스2 504호","부산광역시 서구 까치고개로229번길 16, 504호 (토성동2가,아델하우스2)","602052","그린시스코(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384216.344725259","179788.382010098","100000000","기타",
"424","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500001","20120103","","03","폐업","3","폐지","20120103","","","","0514663070","","601837","부산광역시 동구 초량동 1163번지 10호 성지빌딩 302호","부산광역시 동구 중앙대로 288, 302호 (초량동,성지빌딩)","601837","(주)두원산업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386243.358472619","182244.380302324","100000000","기타",
"425","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500002","20120110","","03","폐업","3","폐지","20130109","","","","0514181825","","606759","부산광역시 영도구 영선동4가 245번지 1호 대원아파트 1동 1001호","부산광역시 영도구 남항새싹길 79, 1동 1001호 (영선동4가,대원아파트)","606759","태영해운","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386284.315674476","177801.686463325","100000000","기타",
"426","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500030","20130719","","03","폐업","3","폐지","20130719","","","","0514692215","","601839","부산광역시 동구 초량동 1213번지 8호 삼성빌딩 203-2호","부산광역시 동구 중앙대로180번길 12-11, 203-2호 (초량동,삼성빌딩)","601839","태성마린(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385903.913007561","181137.880071293","100000000","기타",
"427","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500031","20130723","","03","폐업","3","폐지","20130723","","","","0512468005","","600083","부산광역시 중구 보수동3가 60번지 1호","부산광역시 중구 보수대로118번길 50 (보수동3가)","600083","진성에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384389.778022901","180243.017374047","113700000","기타",
"428","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500032","20130805","","03","폐업","3","폐지","20130805","","","","","","600816","부산광역시 중구 중앙동4가 78번지 4호 동일빌딩 305호","부산광역시 중구 충장대로5번길 56-2, 305호 (중앙동4가,동일빌딩)","600816","(주)송하마린","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385768.085933238","180905.236331808","100000000","기타",
"429","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500033","20130812","","03","폐업","3","폐지","20161102","","","","","","601838","부산광역시 동구 초량동 1197번지 8호","부산광역시 동구 중앙대로226번길 3-6, 2층 (초량동)","601838","(주)대금","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386068.288562816","181716.688690821","100000000","기타",
"430","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500034","20130826","","03","폐업","3","폐지","20130826","","","","","","600045","부산광역시 중구 남포동5가 92번지 신동아빌딩 406호","부산광역시 중구 자갈치로 42, 406호 (남포동5가,신동아빌딩)","600045","비와이에너지(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384953.004015023","179411.688598493","100000000","기타",
"431","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500035","20130917","","03","폐업","3","폐지","20130917","","","","0512430018","","600022","부산광역시 중구 동광동2가 4번지 동양빌딩 501호","부산광역시 중구 광복로97번길 18, 501호 (동광동2가,동양빌딩)","600022","엠앤드에스마린(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385514.844564816","179798.854865759","100000000","기타",
"432","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500029","20120710","","03","폐업","3","폐지","20120710","","","","0514670281","","601838","부산광역시 동구 초량동 1197번지 1호 금봉빌딩 803호","부산광역시 동구 중앙대로236번길 8, 803호 (초량동,금봉빌딩)","601838","(주)정우에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386089.420913756","181731.617240491","100000000","기타",
"433","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500031","20120726","","03","폐업","3","폐지","20120726","","","","0512461713","","600016","부산광역시 중구 중앙동6가  20번지 3호","부산광역시 중구 중앙대로 20-3 (중앙동6가)","600016","비와이에너지(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","","","100000000","기타",
"434","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500032","20120731","","03","폐업","3","폐지","20120731","","","","0532625180","","609816","부산광역시 금정구 남산동 999번지 20호","부산광역시 금정구 금샘로 460 (남산동)","609816","(주)대상오일","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","389684.419159864","198069.527451455","950000000","기타",
"435","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500034","20120823","","03","폐업","3","폐지","20120823","","","","0514699988","","600016","부산광역시 중구 중앙동6가 72번지 동방빌딩 306호","부산광역시 중구 중앙대로 22, 306호 (중앙동6가,동방빌딩)","600016","미룡통상(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385663.457515779","179718.597231335","100000000","기타",
"436","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500035","20120823","","03","폐업","3","폐지","20120823","","","","0512426180","","602011","부산광역시 서구 충무동1가 25번지 8호 동해빌딩 502호","부산광역시 서구 충무대로 276, 502호 (충무동1가,동해빌딩)","602011","동성상사(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384540.709350821","179225.76973005","100000000","기타",
"437","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500019","20130426","","03","폐업","3","폐지","20130426","","","","","","607842","부산광역시 동래구 온천동 1446번지 19호","부산광역시 동래구 충렬대로86번길 47 (온천동)","607842","(주)케이패트로","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","388464.618934819","191456.341537694","100000000","기타",
"438","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500021","20130510","","03","폐업","3","폐지","","","","","0517170120","","600814","부산광역시 중구 중앙동4가 88번지 1호 미광빌딩 502호","부산광역시 중구 충장대로9번길 11, 502호 (중앙동4가,미광빌딩)","600814","(주)해성오일","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385683.626852112","180478.6861309","100000000","기타",
"439","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006700002","20130514","","03","폐업","3","폐지","20130514","","","","","","609813","부산광역시 금정구 남산동 484번지 8호 마이빌스위트 602호","부산광역시 금정구 금강로 617, 602호 (남산동,마이빌스위트)","609813","즐거운기름","20220702204730","U","2022-07-04 02:40:00.0","부생연료판매소","389928.444358818","197931.667596638","","LG석유화학, 호남석유화학",
"440","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500022","20130522","","03","폐업","3","폐지","20130522","","","","0514421326","","600816","부산광역시 중구 중앙동4가 78번지 12호 남정빌딩 303호","부산광역시 중구 충장대로5번길 52, 303호 (중앙동4가,남정빌딩)","600816","(주)한성에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385752.555956106","180859.80912644","100000000","기타",
"441","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500004","20140120","","03","폐업","3","폐지","20140120","","","","0512540551","","600011","부산광역시 중구 중앙동1가 21번지 6호 대영빌딩 200호","부산광역시 중구 중앙대로29번길 2-5, 200호 (중앙동1가,대영빌딩)","600011","만주해운(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385587.324994965","179829.423301237","100000000","기타",
"442","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500007","20140207","","03","폐업","3","폐지","20140207","","","","0512440177","","600074","부산광역시 중구 부평동4가 32번지 2호","부산광역시 중구 보수대로 62 (부평동4가)","600074","(주)삼우비앤씨","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384385.56369900000","180259.73166600000","100000000","기타",
"443","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500005","20140120","","03","폐업","3","폐지","20140120","","","","0514186894","","606823","부산광역시 영도구 청학동 391번지 644호","부산광역시 영도구 태종로 232, 3층 (청학동)","606823","(주)원에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","387169.943964713","179301.702331287","100000000","기타",
"444","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500006","20140124","","03","폐업","3","폐지","20140124","","","","0518677690","","609753","부산광역시 금정구 부곡동 225번지 6호 경남한신아파트 102동 102호","부산광역시 금정구 중앙대로1685번길 24, 102동 102호 (부곡동,경남한신아파트)","609753","유광에너지(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","390200.572461015","195007.620138808","100000000","기타",
"445","석유및석유대체연료판매업체","09_28_07_P","6260000","200862600006500022","20080619","","03","폐업","3","폐지","20120326","","","","0512431263","","602837","부산광역시 서구 토성동1가   11번지 5호 3층 301호","부산광역시 서구 까치고개로245번길 16 (토성동1가,3층 301호)","","(주)엠에스오일","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384379.11471817","179782.71563829","100000000","기타",
"446","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006700003","20131218","","03","폐업","3","폐지","20131218","","","","0512440177","","617810","부산광역시 사상구 덕포동 779번지 1호","부산광역시 사상구 백양대로762번길 10 (덕포동)","617810","(주)아라에너지","20220702204730","U","2022-07-04 02:40:00.0","부생연료판매소","381131.102190109","187978.970884854","","롯데케미칼, 삼성물산",
"447","석유및석유대체연료판매업체","09_28_07_P","6260000","200662600006500034","20061031","","03","폐업","3","폐지","20061031","","","","0517580087","","611817","부산광역시 연제구 연산9동  458번지 2호 신한양주유소1층","부산광역시 연제구 연안로 20, 1층 (연산동,신한양주유소)","611817","(주)세은에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","391882.703903306","189857.777735406","100000000","기타",
"448","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500003","20110110","","03","폐업","3","폐지","20111004","","","","0514664033","","600721","부산광역시 중구 중앙동4가 89번지 2호 흥우빌딩 12층","부산광역시 중구 중앙대로 96, 12층 (중앙동4가,흥우빌딩)","600721","(주)해안트랜스","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385614.928477875","180471.183034331","100000000","기타",
"449","석유및석유대체연료판매업체","09_28_07_P","6260000","200962600006500010","20090416","","03","폐업","3","폐지","20100915","","","","0514001234","","600814","부산광역시 중구 중앙동4가   23번지 노블리안 902호","","","(주)재유에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","","","100000000","SK",
"450","석유및석유대체연료판매업체","09_28_07_P","6260000","200862600006500010","20080306","","03","폐업","3","폐지","20090622","","","","","","601837","부산광역시 동구 초량3동   1162번지 9호 해인빌딩 503호","부산광역시 동구 중앙대로286번길 7, 503호 (초량동,해인빌딩)","","삼해기업(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386293.18317087","182224.63791398","100000000","기타",
"451","석유및석유대체연료판매업체","09_28_07_P","6260000","200862600006500011","20080314","","03","폐업","3","폐지","20090330","","","","0513165691","","617721","부산광역시 사상구 감전1동  152번지 2호 산업용재유통상가 2동 327호","","","(주)태일기업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","380482.767624189","185582.274947583","100000000","기타",
"452","석유및석유대체연료판매업체","09_28_07_P","6260000","200862600006500013","20080415","","03","폐업","3","폐지","20130123","","","","","","613816","부산광역시 수영구 남천1동   69번지 6호 로얄오피스텔 302호","부산광역시 수영구 수영로 421-1, 302호 (남천동,로얄오피스텔)","","극동석유(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","392128.255708793","184765.314836397","100000000","기타",
"453","석유및석유대체연료판매업체","09_28_07_P","6260000","200862600006500014","20080415","","03","폐업","3","폐지","20080507","","","","0512435189","","600022","부산광역시 중구 동광동2가   15번지 4호 동남빌딩 500호","부산광역시 중구 대청로126번길 23, 500호 (동광동2가,동남빌딩)","","(주)명현자원","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385428.340471934","179856.526619736","100000000","기타",
"454","석유및석유대체연료판매업체","09_28_07_P","6260000","200862600006500015","20080424","","03","폐업","3","폐지","20090626","","","","0514625151","","601839","부산광역시 동구 초량1동   1204번지 6호 중앙빌딩 205호","부산광역시 동구 중앙대로196번길 12-8, 205호 (초량동,중앙빌딩)","","(주)명진해운","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385930.5511013","181306.457183279","100000000","기타",
"455","석유및석유대체연료판매업체","09_28_07_P","6260000","200962600006500014","20090506","","03","폐업","3","폐지","20090930","","","","0514121113","","606818","부산광역시 영도구 청학2동   3번지 201호","","","(주)지구에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","","","100000000","SK",
"456","석유및석유대체연료판매업체","09_28_07_P","6260000","201962600006500024","20190725","","03","폐업","3","폐지","20190725","","","","0518171065","","47257","부산광역시 부산진구 부전동 474-80 유원골든타워오피스텔 1603호","부산광역시 부산진구 서면문화로 27, 유원골든타워오피스텔 1603호 (부전동)","47257","(주)비에스에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","387225.613588405","186408.726533861","200000000","기타",
"457","석유및석유대체연료판매업체","09_28_07_P","6260000","201962600006500029","20190916","","03","폐업","3","폐지","20190916","","","","0512572823","","48955","부산광역시 중구 중앙동6가 66-3 부산데파트 311호","부산광역시 중구 중앙대로 21, 부산데파트 311호 (중앙동6가)","48955","(주)보해마린","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385587.465780386","179726.692445216","100000000","기타",
"458","석유및석유대체연료판매업체","09_28_07_P","6260000","201962600006500023","20190722","","03","폐업","3","폐지","20190722","","","","0519175004","","48729","부산광역시 동구 초량동 1154-1 서남빌딩 502호","부산광역시 동구 중앙대로332번길 8, 서남빌딩 502호 (초량동)","48729","(주)도리스","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386480.438778908","182596.053419147","100000000","기타",
"459","석유및석유대체연료판매업체","09_28_07_P","6260000","200862600006500006","20080201","","03","폐업","3","폐지","20090924","","","","0514411153","","600815","부산광역시 중구 중앙동4가   37번지 16호 동아제일빌딩 408호","부산광역시 중구 중앙대로81번길 9, 408호 (중앙동4가,동아제일빌딩)","","(주)티케이태흥","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385473.576409934","180297.978228551","100000000","기타",
"460","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500016","20110415","","03","폐업","3","폐지","20121227","","","","0514412082","","602808","부산광역시 서구 동대신동1가   113번지 1호 306호","부산광역시 서구 대영로 78 (동대신동1가,306호)","","(주)현대토탈","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384068.256070915","180895.799571889","100000000","기타",
"461","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500027","20110817","","03","폐업","3","폐지","20120615","","","","0514412058","","600816","부산광역시 중구 중앙동4가   78번지 24호 대림빌딩 302","부산광역시 중구 중앙대로132번길 7 (중앙동4가,대림빌딩 302)","","(주)선문에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385750.663036562","180786.918635816","300000000","기타",
"462","석유및석유대체연료판매업체","09_28_07_P","6260000","200062600006500002","20000613","","03","폐업","3","폐지","20070207","","","","","","600074","부산광역시 중구 부평동4가   52번지 3호 골든오피스텔1302호","부산광역시 중구 보수대로 82 (부평동4가,골든오피스텔1302호)","","삼진해상급유(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384249.201710589","180080.172971726","100000000","기타",
"463","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500044","20121012","","03","폐업","3","폐지","20140605","","","","0514421773","","600101","부산광역시 중구 대창동1가 54번지 1호 센트럴오피스텔 703호","부산광역시 중구 중앙대로 131, 703호 (대창동1가,센트럴오피스텔)","600101","(주)고려이엔지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385617.137705097","180818.494927285","100000000","기타",
"464","석유및석유대체연료판매업체","09_28_07_P","6260000","201762600006500008","20170203","","03","폐업","3","폐지","20170203","","","","0514416460","","","부산광역시 중구 중앙동4가 25번지 2호 유창빌딩 503호","부산광역시 중구 중앙대로 72, 503호 (중앙동4가,유창빌딩)","48941","삼미에너지(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385635.339978485","180238.223506039","100000000","기타",
"465","석유및석유대체연료판매업체","09_28_07_P","6260000","201962600006500040","20191111","","03","폐업","3","폐지","20191111","","","","0514698839","","48931","부산광역시 중구 중앙동3가 1번지 부산우체국","부산광역시 중구 중앙대로 63, 부산우체국 (중앙동3가)","48931","(주)명성티엔에스","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385561.650139456","180152.738082365","100000000","기타",
"466","석유및석유대체연료판매업체","09_28_07_P","6260000","201962600006500034","20191028","","03","폐업","3","폐지","20191028","","","","0514425550","","48733","부산광역시 동구 초량동 1200-2 601호","부산광역시 동구 중앙대로214번길 3-12, 601호 (초량동)","48733","(주)청해마린","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386042.447864171","181654.568868581","100000000","기타",
"467","석유및석유대체연료판매업체","09_28_07_P","6260000","201962600006500032","20191025","","03","폐업","3","폐지","20191025","","","","0514695812","","48733","부산광역시 동구 초량동 1197-1 금봉빌딩 1001호","부산광역시 동구 중앙대로236번길 8, 금봉빌딩 1001호 (초량동)","48733","(주)메트로마린","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386089.420913756","181731.617240491","100000000","기타",
