"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","기공용레스수","원심주조기수","기공용모터수","아세틸렌수","치과용프레스수","전기로수","포셀린로수","초음파청소기수","서베이어수","진동기수","트리머수","기공용컴프레서수","샌드기수","진공매몰기수","핀덱스수",
"390","치과기공소","01_02_04_P","3320000","PHMB320123320045062300002","20120919","","01","영업/정상","13","영업중","","","","","051-330-5292","","616817","부산광역시 북구 덕천동 325번지 5호 3층","부산광역시 북구 금곡대로 28, 3층 (덕천동)","46547","굿윌디지털 치과기공소","20150901095428","I","2018-08-31 23:59:59.0","","382478.027067096","192200.498440694","1","1","10","1","1","2","3","2","1","2","1","1","3","2","1",
"391","치과기공소","01_02_04_P","3320000","PHMB320133320045062300002","20130816","","01","영업/정상","13","영업중","","","","","051-504-2855","","616818","부산광역시 북구 덕천1동 336번지 33호","부산광역시 북구 금곡대로20번길 79, 2층 (덕천동)","46546","신라치과기공소","20130816182632","I","2018-08-31 23:59:59.0","","382853.547915791","192253.555972201","1","1","3","1","1","2","1","1","1","1","1","2","2","1","1",
"392","치과기공소","01_02_04_P","3320000","PHMB320163320045062300004","20160805","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 1087번지 8호","부산광역시 북구 백양대로1015번길 6, 7층 (구포동)","46650","더반치과기공소","20160810100025","I","2018-08-31 23:59:59.0","","381562.468483638","190426.58842035","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"393","치과기공소","01_02_04_P","3320000","PHMB320133320045062300001","20130327","","01","영업/정상","13","영업중","","","","","051-992-2800","","","부산광역시 북구 구포동 677번지","부산광역시 북구 모분재로 24, 3층 (구포동)","46599","미소웰치과기공소","20200107180447","U","2020-01-09 02:40:00.0","","382603.174442897","191406.13645815","1","1","3","1","1","2","1","1","1","1","1","1","2","1","1",
"394","치과기공소","01_02_04_P","3320000","PHMB320143320045062300002","20140424","","01","영업/정상","13","영업중","","","","","338-2894","","616801","부산광역시 북구 구포동 546번지 2호","부산광역시 북구 낙동대로1762번가길 15-4, 2층 (구포동)","46580","이노치과기공소","20140425170657","I","2018-08-31 23:59:59.0","","382190.812595102","191697.48879125","1","1","5","1","1","1","2","1","1","1","1","1","2","1","1",
"395","치과기공소","01_02_04_P","3320000","PHMB320153320045062300001","20150121","","01","영업/정상","13","영업중","","","","","051-335-2822","","","","부산광역시 북구 만덕대로39번길 21, 3층 (덕천동)","46548","폴라리스기공소","20211015094626","U","2021-10-17 02:40:00.0","","382854.675316386","192164.327836058","1","1","5","1","1","2","2","1","1","1","1","1","2","1","1",
"396","치과기공소","01_02_04_P","3320000","PHMB320153320045062300002","20150316","","01","영업/정상","13","영업중","","","","","051-365-2204","","","부산광역시 북구 구포동 690번지 29호","부산광역시 북구 시랑로 31 (구포동)","46600","자연치과기공소","20190320100716","U","2019-03-22 02:40:00.0","","382477.528812199","191131.681420724","1","1","3","0","1","1","1","1","1","1","1","1","2","1","1",
"397","치과기공소","01_02_04_P","3320000","PHMB320153320045062300003","20150703","","01","영업/정상","13","영업중","","","","","051-335-2807","","616101","부산광역시 북구 덕천동 354번지 7호","부산광역시 북구 만덕대로39번길 21, 3층 (덕천동)","46548","아인치과기공소","20170703105818","I","2018-08-31 23:59:59.0","","382854.675316386","192164.327836058","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"398","치과기공소","01_02_04_P","3320000","PHMB320153320045062300004","20150803","","01","영업/정상","13","영업중","","","","","051-336-2875","","","부산광역시 북구 만덕동 256번지 12호 3층","부산광역시 북구 만덕2로44번길 61, 3층 (만덕동)","46565","더나은치과기공소","20150902161522","I","2018-08-31 23:59:59.0","","385168.192569645","192039.260777806","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"399","치과기공소","01_02_04_P","3320000","PHMB320153320045062300005","20150902","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 만덕동 761번지 10호","부산광역시 북구 만덕대로178번길 27, 2층 (만덕동)","46570","시언치과기공소","20150902174429","I","2018-08-31 23:59:59.0","","384268.243964938","192189.194590879","1","1","3","","1","2","1","1","1","1","1","1","1","1","1",
"400","치과기공소","01_02_04_P","3320000","PHMB320153320045062300006","20151125","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 932번지 35호","부산광역시 북구 백양대로 1061, 4층 (구포동)","46649","도담기공소","20151125102152","I","2018-08-31 23:59:59.0","","381802.260388193","190805.809142206","1","2","3","","1","2","1","1","1","1","1","1","2","2","1",
"401","치과기공소","01_02_04_P","3320000","PHMB320163320045062300001","20160404","","01","영업/정상","13","영업중","","","","","051-336-2804","","","부산광역시 북구 덕천동 388번지 1호","부산광역시 북구 만덕대로90번길 13, 207호 (덕천동, 대방아파트 상가2동)","46568","마드리드치과기공소","20160404171730","I","2018-08-31 23:59:59.0","","383443.264423517","192181.296404737","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"402","치과기공소","01_02_04_P","3320000","PHMB320103320045062300003","20101227","","01","영업/정상","13","영업중","","","","","051-501-2808","","","부산광역시 북구 덕천동 336-33","부산광역시 북구 금곡대로20번길 79, 3층 (덕천동)","46546","우주치과기공소","20210223103524","U","2021-02-25 02:40:00.0","","382853.547915791","192253.555972201","1","1","3","1","1","1","2","1","1","1","1","1","1","1","1",
"403","치과기공소","01_02_04_P","3320000","PHMB320163320045062300003","20160721","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 만덕동 828-44 부산참빛교회","부산광역시 북구 만덕1로 32, 부산참빛교회 2층 (만덕동)","46557","지르코코리아치과기공소","20211119192554","U","2021-11-21 02:40:00.0","","385163.218619794","192471.66943716","1","1","8","1","1","2","2","1","1","2","2","1","2","1","1",
"404","치과기공소","01_02_04_P","3320000","PHMB320203320045062300001","20200514","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 만덕동 761-12 강산마을","부산광역시 북구 만덕대로178번길 30, 2층 (일부)201호 (만덕동, 강산마을)","46570","온치과기공소","20210407090347","U","2021-04-09 02:40:00.0","","384240.705250876","192172.489143583","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"405","치과기공소","01_02_04_P","3320000","PHMB320213320045062300005","20120913","","01","영업/정상","13","영업중","","","","","051-808-9534","","","부산광역시 북구 구포동 1243-9 백양아파트","부산광역시 북구 시랑로 181, 백양아파트 상가동 1층 3호 (구포동)","46626","I.O.Lab 부산","20211206172106","I","2021-12-08 00:22:43.0","","383456.582797885","190333.963436876","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"406","치과기공소","01_02_04_P","3320000","PHMB320213320045062300004","20210806","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 화명동 190-2 대진빌딩","부산광역시 북구 금곡대로 366, 대진빌딩 6층 (화명동)","46517","K-Digital 치과기공소","20210809093149","I","2021-08-11 00:22:50.0","","383283.302724162","195388.510308474","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"407","치과기공소","01_02_04_P","3320000","PHMB320213320045062300003","20210604","","01","영업/정상","13","영업중","","","","","051-343-2870","","","부산광역시 북구 덕천동 388-1 대방아파트","부산광역시 북구 만덕대로90번길 13, 상가2동 2층 205호 (덕천동, 대방아파트)","46568","미드림치과기공소","20210607090342","U","2021-06-09 02:40:00.0","","383443.264423517","192181.296404737","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"408","치과기공소","01_02_04_P","3320000","PHMB320213320045062300002","20190221","","01","영업/정상","13","영업중","","","","","070-4250-9393","","","부산광역시 북구 구포동 986-56 에이스타운","부산광역시 북구 백양대로 1096, 에이스타운 2층 205호 (구포동)","46634","에이스밀링센터","20210412120009","I","2021-04-14 00:22:57.0","","382043.600117825","191055.953658406","1","2","2","1","1","1","1","1","1","1","1","1","1","1","0",
"409","치과기공소","01_02_04_P","3330000","PHMB319933330024062300001","19930908","","03","폐업","03","폐업","20130227","","","","747-4058","","612021","부산광역시 해운대구 우1동 197번지 4호 해운대고등학교 맞은편 방장치킨3층","부산광역시 해운대구 우동3로11번길 3-1 (우동)","612818","해운치과기공소","20130227105125","I","2018-08-31 23:59:59.0","","396942.56562847","187478.601097632","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"410","치과기공소","01_02_04_P","3330000","PHMB319993330024062300001","19990629","","03","폐업","03","폐업","20130701","","","","702-8003-4","","","","부산광역시 해운대구 재반로 96-17 (재송동, 나노메디칼)","48053","조은이치과기공소","20151007155636","I","2018-08-31 23:59:59.0","","393586.490478282","189608.542895765","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"411","치과기공소","01_02_04_P","3330000","PHMB320003330024062300001","20000425","","03","폐업","03","폐업","20110607","","","","731-2805","","612827","부산광역시 해운대구 우2동 1185번지 106호","부산광역시 해운대구 해운대로391번길 3-6 (우동)","","유창치과기공소","20111116165541","I","2018-08-31 23:59:59.0","","394855.353052449","187643.633207379","1","1","2","1","1","1","1","1","1","1","1","","","","",
"412","치과기공소","01_02_04_P","3330000","PHMB320083330024062300001","20080118","","03","폐업","03","폐업","20151015","","","","704-6025","","612012","부산광역시 해운대구 중2동 1521번지 26호 AID 아파트 올라가는 침례교회 맞은편건물","부산광역시 해운대구 좌동순환로433번길 31 (중동,AID 아파트 올라가는 침례교회 맞은편건물)","","STAR KOLAB 치과기공소","20151015161538","I","2018-08-31 23:59:59.0","","398253.680343627","186890.605682942","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"413","치과기공소","01_02_04_P","3330000","PHMB320083330024062300002","20081126","","03","폐업","03","폐업","20130425","","","","","","612021","부산광역시 해운대구 우1동 602번지 3호  동춘빌딩 4층","부산광역시 해운대구 중동1로 4 (우동,동춘빌딩 4층)","","PCM 기공소","20151006162307","I","2018-08-31 23:59:59.0","","396755.399417158","187118.594204187","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"414","치과기공소","01_02_04_P","3330000","PHMB320103330024062300002","20100126","","03","폐업","03","폐업","20130618","","","","504-3375","","612022","부산광역시 해운대구 우2동 1470번지 에이스하이테크21 901호","부산광역시 해운대구 센텀중앙로 48 (우동,에이스하이테크21 901호)","","하이테크치과기공소","20151007105636","I","2018-08-31 23:59:59.0","","393963.840834294","188061.35516256","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"415","치과기공소","01_02_04_P","3330000","PHMB320103330024062300003","20100420","","03","폐업","03","폐업","20120709","","","","","","612034","부산광역시 해운대구 좌4동 1433번지 5호 유안빌딩 4층일부","부산광역시 해운대구 좌동순환로 247 (좌동)","612862","승희치과기공소","20120905174523","I","2018-08-31 23:59:59.0","","398634.402455444","188241.395033135","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"416","치과기공소","01_02_04_P","3330000","PHMB320103330024062300004","20100526","","03","폐업","03","폐업","20130506","","","","","","612051","부산광역시 해운대구 재송1동 1220번지 센텀필빌딩 2층","부산광역시 해운대구 센텀동로 102 (재송동,센텀필빌딩 2층)","","리더스치과기공소","20151006162119","I","2018-08-31 23:59:59.0","","393646.060558206","188448.775532351","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"417","치과기공소","01_02_04_P","3330000","PHMB320103330024062300005","20101104","","03","폐업","03","폐업","20110208","","","","746-2807","","612021","부산광역시 해운대구 우1동 1503번지 센텀브라이언빌딩 502호","부산광역시 해운대구 센텀2로 15 (우동,센텀브라이언빌딩 502호)","","캘리포니아치과기공소","20110208164639","I","2018-08-31 23:59:59.0","","394203.171792277","187471.692770602","1","1","2","1","1","1","1","1","1","1","1","","","","",
"418","치과기공소","01_02_04_P","3330000","PHMB320113330024062300001","20110519","","03","폐업","03","폐업","20160614","","","","783-2897","","612051","부산광역시 해운대구 재송1동 1095번지 10호","부산광역시 해운대구 해운대로 151 (재송동)","48055","지앤피치과기공소","20160614144248","I","2018-08-31 23:59:59.0","","393201.276524266","189257.434731193","1","1","4","1","1","2","1","1","1","1","1","1","1","1","1",
"419","치과기공소","01_02_04_P","3330000","PHMB320113330024062300002","20111019","","03","폐업","03","폐업","20130912","","","","746-2807","","612850","부산광역시 해운대구 중2동 1521번지 19호 2층","부산광역시 해운대구 좌동순환로433번길 23 (중동,2층)","","드림화이트치과기공소","20151007105518","I","2018-08-31 23:59:59.0","","398181.346860207","186854.460255777","1","1","7","1","1","1","1","1","1","1","1","1","1","1","1",
"420","치과기공소","01_02_04_P","3330000","PHMB320123330024062300004","20120802","","03","폐업","03","폐업","20151012","","","","051 866 2805","","612061","부산광역시 해운대구 반여1동 1217번지 16호 반여아시아드몰 4층 402호","부산광역시 해운대구 선수촌로 109-1, 4층 402호 (반여동, 반여아시아드몰)","48038","지르원 밀링센터","20151012145454","I","2018-08-31 23:59:59.0","","392954.815257868","191435.646014627","1","1","5","1","1","1","1","1","1","1","1","3","1","1","1",
"421","치과기공소","01_02_04_P","3330000","PHMB320123330024062300005","20121206","","03","폐업","03","폐업","20220126","","","","747-0571","","612021","부산광역시 해운대구 우1동 1462번지 센텀그린타워 505호","부산광역시 해운대구 센텀중앙로 78, 5층 505호 (우동, 센텀그린타워)","48059","그린덴탈랩","20220126130336","U","2022-01-28 02:40:00.0","","393696.083565618","188229.689546721","1","1","4","1","1","1","1","1","1","1","1","2","1","1","1",
"422","치과기공소","01_02_04_P","3330000","PHMB320133330024062300001","20130121","","03","폐업","03","폐업","20160229","","","","0515442888","","612081","부산광역시 해운대구 반송1동 77번지 반송영구임대아파트 상가동 209호","부산광역시 해운대구 신반송로 200, 상가동 209호 (반송동, 반송영구임대아파트)","48010","288치과기공소","20160229134748","I","2018-08-31 23:59:59.0","","396472.616414553","194680.788218004","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"423","치과기공소","01_02_04_P","3330000","PHMB320133330024062300002","20130411","","03","폐업","03","폐업","20140124","","","","","","612827","부산광역시 해운대구 우2동 1078번지 1호 신세계프라자 503-1호","부산광역시 해운대구 해운대로 407 (우동, 신세계프라자 503-1호)","612823","이앤이치과기공소","20140124105855","I","2018-08-31 23:59:59.0","","394974.292766227","187505.194990201","1","1","4","1","1","1","3","2","2","1","1","1","1","1","1",
"424","치과기공소","01_02_04_P","3330000","PHMB320133330024062300003","20130731","","03","폐업","03","폐업","20150506","","","","","","612862","부산광역시 해운대구 좌4동 1433번지 5호 유안빌딩 4층","부산광역시 해운대구 좌동순환로 247 (좌동)","612862","메디엔젠","20150506094549","I","2018-08-31 23:59:59.0","","398634.402455444","188241.395033135","3","1","4","1","1","2","1","1","1","1","1","2","2","1","1",
"425","치과기공소","01_02_04_P","3330000","PHMB320153330024062300002","20150514","","03","폐업","03","폐업","20220302","","","","051-702-7584","","","부산광역시 해운대구 중동 1756번지","부산광역시 해운대구 좌동순환로 6, 6층 일부층 (중동)","48082","더블유에스치과기공소","20220302163729","U","2022-03-04 02:40:00.0","","397461.534125954","187491.273602287","1","5","6","1","1","2","2","1","1","1","1","4","1","1","1",
"426","치과기공소","01_02_04_P","3330000","PHMB320153330024062300003","20150903","","03","폐업","03","폐업","20180111","","","","714-0428","","","부산광역시 해운대구 재송동 1212번지 본동 218호","부산광역시 해운대구 센텀중앙로 90, 본동 218호 (재송동, 큐비이센텀)","48059","세계로치과랩기공소","20180111165406","I","2018-08-31 23:59:59.0","","393605.930358633","188324.973749177","1","1","4","1","1","1","1","1","1","1","1","2","1","1","1",
"427","치과기공소","01_02_04_P","3330000","PHMB320143330024062300004","20140822","","03","폐업","03","폐업","20160418","","","","866-2805","","612811","부산광역시 해운대구 반여동 1217번지 15호","부산광역시 해운대구 선수촌로 109, 3층 (반여동)","48038","지르원스마트치과기공소","20160422134430","I","2018-08-31 23:59:59.0","","392938.830549879","191429.048302609","1","1","6","1","1","2","2","1","1","1","1","2","2","1","1",
"428","치과기공소","01_02_04_P","3330000","PHMB320143330024062300005","20141124","","03","폐업","03","폐업","20151019","","","","702-8004","","612832","부산광역시 해운대구 재송동","부산광역시 해운대구 재반로 166, 지하1층 (재송동)","48052","조은이치과기공소","20151019102045","I","2018-08-31 23:59:59.0","","393822.803973202","190222.12475839","1","1","3","1","1","2","2","1","1","1","1","1","1","1","1",
"429","치과기공소","01_02_04_P","3330000","PHMB320223330024062300001","20220304","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 좌동 1310 해운대화목타운","부산광역시 해운대구 대천로 187, 215호 (좌동, 해운대화목타운)","48107","더블유에스치과기공소","20220304161735","I","2022-03-06 00:22:36.0","","398431.390184482","188030.860145389","1","1","2","0","1","1","1","1","1","1","1","1","1","1","1",
"430","치과기공소","01_02_04_P","3330000","PHMB320103330024062300001","20100118","","01","영업/정상","13","영업중","","","","","051-626-1112","","","부산광역시 해운대구 우동 265번지 4호 시민인테리어","부산광역시 해운대구 우동3로11번길 35, 시민인테리어 2층 (우동)","48086","센텀치과기공소","20180625131911","I","2018-08-31 23:59:59.0","","396938.653801926","187781.241705378","1","1","7","1","1","3","3","2","3","2","1","1","2","2","2",
"431","치과기공소","01_02_04_P","3330000","PHMB320093330024062300001","20090107","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 중동 181-1 해운대중동롯데캐슬마스터II","부산광역시 해운대구 좌동로63번길 46, 301동 205호 (중동, 해운대중동롯데캐슬마스터II)","48082","새롬치과기공소","20210402111846","U","2021-04-04 02:40:00.0","","397827.333791435","188038.97850661","1","1","4","1","1","1","2","1","2","1","1","1","2","1","1",
"432","치과기공소","01_02_04_P","3330000","PHMB320013330024062300001","20010720","","01","영업/정상","13","영업중","","","","","702-2834","","","부산광역시 해운대구 반여동 885번지 3호","부산광역시 해운대구 선수촌로177번길 5, 4층 (반여동)","48032","거탑치과기공소","20190529163417","U","2019-05-31 02:40:00.0","","393285.184223866","192001.472430779","1","2","5","1","1","2","3","2","2","1","2","2","3","1","1",
"433","치과기공소","01_02_04_P","3330000","PHMB320033330024062300001","20030429","","01","영업/정상","13","영업중","","","","","051-741-3385","","","부산광역시 해운대구 우동 532번지 23호 우일시장4층","부산광역시 해운대구 우동1로20번가길 59, 2층 (우동)","48087","세보치과기공소","20170406161505","I","2018-08-31 23:59:59.0","","396595.29393042","187187.455478903","1","1","4","1","1","2","2","1","2","1","1","1","1","1","1",
"434","치과기공소","01_02_04_P","3330000","PHMB320123330024062300001","20120207","","01","영업/정상","13","영업중","","","","","051-469-7874","","612061","부산광역시 해운대구 반여1동 1291번지 914호","부산광역시 해운대구 해운대로 61-99 (반여동)","612062","부경치과기공소","20151007161311","I","2018-08-31 23:59:59.0","","393863.033660026","190502.456018142","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"435","치과기공소","01_02_04_P","3330000","PHMB320123330024062300002","20120227","","01","영업/정상","13","영업중","","","","","051-701-5451","","","부산광역시 해운대구 우동 387번지 3호","부산광역시 해운대구 우동1로71번길 8-1, 3층 (우동)","48088","오리진치과기공소","20170925161805","I","2018-08-31 23:59:59.0","","396415.95141979","187511.85664671","1","1","3","1","2","1","2","1","1","1","1","1","1","1","1",
"436","치과기공소","01_02_04_P","3330000","PHMB320133330024062300004","20130807","","01","영업/정상","13","영업중","","","","","051-527-2807","","612061","부산광역시 해운대구 반여1동 877번지 5호 4층","부산광역시 해운대구 반여로155번다길 41 (반여동, 4층)","48034","단디치과기공센터","20151007164050","I","2018-08-31 23:59:59.0","","393410.710787163","191944.383693703","1","1","4","1","1","1","2","1","1","1","1","1","1","1","1",
"437","치과기공소","01_02_04_P","3330000","PHMB320143330024062300001","20140403","","01","영업/정상","13","영업중","","","","","051-781-2804","","612050","부산광역시 해운대구 재송동 1145번지 24호","부산광역시 해운대구  재반로118번길  47, 3층 (재송동)","48053","센텀에이스기공소","20200409101210","U","2020-04-11 02:40:00.0","","393820.666281828","189971.070979604","1","1","3","1","1","1","1","1","1","1","1","1","2","1","1",
"438","치과기공소","01_02_04_P","3330000","PHMB320203330024062300001","20200421","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1503번지 센텀브라이빌딩","부산광역시 해운대구 센텀2로 15, 센텀브라이빌딩 502호 (우동)","48060","유니온 치과기공소","20200424104320","I","2020-04-26 00:23:32.0","","394203.171792277","187471.692770602","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"439","치과기공소","01_02_04_P","3330000","PHMB320183330024062300001","20180626","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 좌동 1314번지 2호 화목데파트 207호","부산광역시 해운대구 세실로 64, 207호 (좌동, 화목데파트)","48107","한결치과기공소","20180626143804","I","2018-08-31 23:59:59.0","","398320.764293408","187928.258297607","1","1","3","1","1","2","1","1","1","1","1","1","2","1","1",
"440","치과기공소","01_02_04_P","3330000","PHMB320143330024062300002","20140403","","01","영업/정상","13","영업중","","","","","747-2870","","","","부산광역시 해운대구 우동1로 75, 3층 (우동)","48088","동부치과기공소","20160303150036","I","2018-08-31 23:59:59.0","","396437.012330408","187554.395874295","1","1","3","1","1","1","2","1","1","1","1","1","1","1","1",
"441","치과기공소","01_02_04_P","3330000","PHMB320143330024062300003","20140529","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 해운대구 재반로 82, 2층 (재송동, 장안빌딩)","48053","T라인 치과기공소","20151007163658","I","2018-08-31 23:59:59.0","","393565.686883708","189491.840129076","1","1","3","1","1","1","2","1","1","1","1","1","2","1","1",
"442","치과기공소","01_02_04_P","3330000","PHMB320153330024062300001","20150303","","01","영업/정상","13","영업중","","","","","704-6025","","","","부산광역시 해운대구 우동1로 57, 5층 (우동)","48088","네오치과기공소","20151006150642","I","2018-08-31 23:59:59.0","","396496.255522456","187399.569936015","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"443","치과기공소","01_02_04_P","3330000","PHMB320213330024062300002","20151013","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 중동 1768-5 센트럴메디타워","부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 901호 (중동)","48096","지르원밀링센타","20210604141313","I","2021-06-06 00:23:02.0","","397476.861959937","187317.663264713","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"444","치과기공소","01_02_04_P","3330000","PHMB320203330024062300002","20201111","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1462 센텀그린타워","부산광역시 해운대구 센텀중앙로 78, 센텀그린타워 505호 (우동)","48059","디지털(DIGITAL) 치과기공소","20220126170712","U","2022-01-28 02:40:00.0","","393696.083565618","188229.689546721","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"445","치과기공소","01_02_04_P","3330000","PHMB320213330024062300001","20210222","","01","영업/정상","13","영업중","","","","","051-702-2879","","","부산광역시 해운대구 좌동 1479-1 웅신시네아트","부산광역시 해운대구 해운대로 802, 웅신시네아트 A동 210 일부호 (좌동)","48111","원픽기공소","20210223104837","I","2021-02-25 00:23:01.0","","398237.363461482","187720.511056894","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"446","치과기공소","01_02_04_P","3330000","PHMB320183330024062300003","20160420","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 해운대구 재반로 71, 3층 (재송동)","48056","스마트덴탈솔루션","20211115143219","U","2021-11-17 02:40:00.0","","393572.102951486","189373.284388372","1","1","5","1","1","2","3","2","1","2","1","2","2","1","1",
"447","치과기공소","01_02_04_P","3330000","PHMB320183330024062300002","20181123","","01","영업/정상","13","영업중","","","","","051-746-2803","","","부산광역시 해운대구 반송동 40-976","부산광역시 해운대구 윗반송로51번길 60-6, 2층 (반송동)","48007","미소를 만드는 치과기공소","20210317145855","U","2021-03-19 02:40:00.0","","396187.717438145","194472.631284764","1","1","4","1","1","1","3","1","1","1","1","1","1","1","1",
"448","치과기공소","01_02_04_P","3340000","PHMB320073340025062300001","20070222","","03","폐업","03","폐업","20090113","","","","","","617763","부산광역시 사상구 주례동 595번지 11통 7반 럭키아파트 7동 1406호","부산광역시 사상구 가야대로284번길 12, 7동 1406호 (주례동,럭키아파트)","617834","성우치과기공소","20091130142052","I","2018-08-31 23:59:59.0","","382436.349123865","185118.910557747","1","1","2","1","1","1","1","1","1","1","1","","","","",
"449","치과기공소","01_02_04_P","3340000","PHMB319943340025062300001","19940415","","03","폐업","03","폐업","20181029","","","","051-266-1924","","604040","부산광역시 사하구 장림동 191번지 8호","부산광역시 사하구 장림번영로104번길 19 (장림동)","","명문치과기공소","20181029132835","U","2018-10-31 02:36:00.0","","380229.877497806","177407.683122616","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"450","치과기공소","01_02_04_P","3340000","PHMB319993340025062300001","19990601","","03","폐업","03","폐업","20090318","","","","206-8222","","604813","부산광역시 사하구 괴정4동 762번지 47호","부산광역시 사하구 낙동대로 290 (괴정동)","","인성치과기공소","20090318175922","I","2018-08-31 23:59:59.0","","380970.39807219","179631.312534302","1","1","2","1","1","1","1","1","1","1","1","","","","",
"451","치과기공소","01_02_04_P","3340000","PHMB319863340025062300001","19860610","","03","폐업","03","폐업","20090320","","","","","","604813","부산광역시 사하구 괴정4동 577번지 42호","부산광역시 사하구 낙동대로 310 (괴정동)","","성신치과기공소","20090320173914","I","2018-08-31 23:59:59.0","","380775.660648155","179679.148008564","1","1","2","1","1","1","1","1","1","1","1","","","","",
"452","치과기공소","01_02_04_P","3340000","PHMB320103340025062300001","20100115","","03","폐업","03","폐업","20121108","","","","202-7440","","604850","부산광역시 사하구 하단1동 590번지 5호","부산광역시 사하구 하신중앙로 331 (하단동)","","E-Plus치과기공소","20121204161745","I","2018-08-31 23:59:59.0","","379202.091087337","180244.862068492","1","1","3","1","1","2","1","2","2","2","1","1","1","1","1",
"453","치과기공소","01_02_04_P","3340000","PHMB320023340025062300001","20020315","","03","폐업","03","폐업","20100510","","","","293-0564","","604811","부산광역시 사하구 괴정3동 1010번지 4호","","","명치과기공소","20100511130443","I","2018-08-31 23:59:59.0","","381755.695046117","179718.378305173","1","1","2","1","1","1","1","1","1","1","1","","","","",
"454","치과기공소","01_02_04_P","3340000","PHMB320103340025062300002","20100610","","03","폐업","03","폐업","20160226","","","","051-207-2582","","604831","부산광역시 사하구 당리동 350번지 38호","부산광역시 사하구 승학로 146-1 (당리동)","49331","미소담 DENTAL LAB","20160226162726","I","2018-08-31 23:59:59.0","","380726.201283819","180006.096585674","1","1","2","1","1","1","1","1","1","1","1","1","2","1","1",
"455","치과기공소","01_02_04_P","3340000","PHMB320103340025062300003","20100729","","03","폐업","03","폐업","20110602","","","","206-0428","","604812","부산광역시 사하구 괴정1동 545번지 29호 2층일부","부산광역시 사하구 괴정로232번길 11 (괴정동,2층일부)","","위드미치과기공소","20111208112359","I","2018-08-31 23:59:59.0","","381094.460045959","179288.178938762","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"456","치과기공소","01_02_04_P","3340000","PHMB320113340025062300004","20111209","","03","폐업","03","폐업","20170228","","","","051-554-0561","","604081","부산광역시 사하구 괴정1동 545번지 29호","부산광역시 사하구 괴정로232번길 11 (괴정동)","49385","나라&택기공소","20170417132033","I","2018-08-31 23:59:59.0","","381094.460045959","179288.178938762","1","1","3","1","1","2","2","1","1","1","1","1","2","1","1",
