"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"228","저수조청소업","09_30_14_P","3320000","332000031201800001","20180212","","01","영업/정상","11","정상","","","","","365-2367","","","부산광역시 북구 금곡동 55-14","부산광역시 북구 금곡대로616번길 142, 4층 (금곡동)","46505","주식회사 토르환경","20210608094620","U","2021-06-10 02:40:00.0","","383548.645914145","198244.159873149","31","","","","","","","저수조청소업",
"229","저수조청소업","09_30_14_P","3320000","332000031201800002","20190214","","01","영업/정상","11","정상","","","","","","","","부산광역시 북구 덕천동 336-10","부산광역시 북구 의성로78번길 15, 1층 (덕천동)","46546","에코맨즈","20190214153456","U","2019-02-16 02:40:00.0","","382860.488036027","192296.882062638","31","","","","","","","저수조청소업",
"230","저수조청소업","09_30_14_P","3320000","332000031200300006","20060613","","01","영업/정상","11","정상","","","","","051-361-0484","","","부산광역시 북구 금곡동 66-12","부산광역시 북구 금곡대로616번길 116  (금곡동)","","세종관리","20150105205935","I","2018-08-31 23:59:59.0","","383496.937338845","198128.071536156","31","","","","","","","저수조청소업",
"231","저수조청소업","09_30_14_P","3320000","332000031200500002","20071127","","01","영업/정상","11","정상","","","","","051-338-1224","","","부산광역시 북구 금곡동 56-1 한솔아파트 상가동 112호","부산광역시 북구 효열로 265, 상가동 112호 (금곡동, 한솔아파트)","46505","신광환경산업","20200727102500","U","2020-07-29 02:40:00.0","","383655.275869066","198192.954211848","31","","","","","","","저수조청소업",
"232","저수조청소업","09_30_14_P","3320000","332000031200600001","20071226","","01","영업/정상","11","정상","","","","","051-365-3341","","","부산광역시 북구 구포동 1123-7","부산광역시 북구 사상로 588 (구포동)","","배성산업(주)","20171222145516","I","2018-08-31 23:59:59.0","","381250.883405367","190403.803172189","31","","","","","","","저수조청소업",
"233","저수조청소업","09_30_14_P","3320000","332000031202000002","20201203","","01","영업/정상","11","정상","","","","","","","","부산광역시 북구 화명동 182-5 지하1층","부산광역시 북구 금곡대로 414, 지하1층 (화명동)","46511","부경종합환경","20201209094635","I","2020-12-11 00:23:07.0","","383160.105359844","195849.329297966","31","","","","","","","저수조청소업",
"234","저수조청소업","09_30_14_P","3320000","332000031201900001","20191021","","03","폐업","2","폐업","20200831","","","","051-361-6476","","","부산광역시 북구 금곡동 98-1 금곡2단지주공아파트 상가가동 104호","부산광역시 북구 금곡대로616번길 10-7, 상가가동 104호 (금곡동, 금곡2단지주공아파트)","46507","지에스서비스주식회사","20200925190830","U","2020-09-27 02:40:00.0","","383322.180241811","197560.128736032","31","","","","","","관련업 영업 폐지","저수조청소업",
"235","저수조청소업","09_30_14_P","3320000","332000031201000001","20120723","","03","폐업","2","폐업","20180719","","","","051-336-6821","","","부산광역시 북구 덕천동 561-11","부산광역시 북구 금곡대로 118, 4층 (덕천동, 남광정빌딩)","","주)세진환경종합개발","20180719130918","I","2018-08-31 23:59:59.0","","382715.125204295","193002.517982619","31","","","","","","","저수조청소업",
"236","저수조청소업","09_30_14_P","3320000","332000031200300001","20050429","","03","폐업","2","폐업","","","","","363-3543","","","부산광역시 북구 만덕동 909-6","부산광역시 북구 만덕3로48번가길 29  (만덕동)","","고려종합환경","20150105205935","I","2018-08-31 23:59:59.0","","384522.980177908","192124.203258281","31","","","","","","업체이전","저수조청소업",
"237","저수조청소업","09_30_14_P","3320000","332000031200300002","20161208","","03","폐업","2","폐업","20161208","","","","337-5511","","","부산광역시 북구 만덕동 390 신만덕유림노르웨이숲 상가동 B01호","부산광역시 북구 덕천로 345-1, 상가동 지하1층층 1호 (구포동)","","(주)대평","20171222131125","I","2018-08-31 23:59:59.0","","385720.78088828","191927.519624521","31","","","","","","","저수조청소업",
"238","저수조청소업","09_30_14_P","3320000","332000031200300003","20050830","","03","폐업","2","폐업","","","","","343-1389","","","부산광역시 북구 금곡동 56-1 벽산삼협한솔아파트 상가112호","","","신광환경산업","20150105205935","I","2018-08-31 23:59:59.0","","383655.275869066","198192.954211848","31","","","","","","사업자폐지(대표자변경)","저수조청소업",
"239","저수조청소업","09_30_14_P","3320000","332000031200300004","19950514","","03","폐업","2","폐업","20030414","","","","337-0583","","","부산광역시 북구 구포동 414-5","부산광역시 북구 가람로52번길 20 (구포동)","","세종기업(2003. 4.14폐지)","20171222131432","I","2018-08-31 23:59:59.0","","382035.643442946","191480.836286267","31","","","","","","","저수조청소업",
"240","저수조청소업","09_30_14_P","3320000","332000031201700001","20171221","","03","폐업","2","폐업","20191017","","","","051-758-1002","","","부산광역시 북구 금곡동 98-1 금곡2단지주공아파트 상가가동 105호","부산광역시 북구 금곡대로616번길 10-7, 상가가동 105호 (금곡동, 금곡2단지주공아파트)","46507","성원비엠씨(주)","20191017162517","U","2019-10-19 02:40:00.0","","383322.180241811","197560.128736032","31","","","","","","사업장 사정","저수조청소업",
"241","저수조청소업","09_30_14_P","3320000","332000031200300007","20050506","","03","폐업","2","폐업","","","","","365-1600","","","부산광역시 북구 화명동 1410-1","부산광역시 북구 금곡대로330번길 8  (화명동)","","세원환경","20150105205935","I","2018-08-31 23:59:59.0","","383310.465079472","195020.430195896","31","","","","","","영업실적 부진","저수조청소업",
"242","저수조청소업","09_30_14_P","3320000","332000031200300008","20140203","","03","폐업","2","폐업","20140203","","","","342-6622","","","부산광역시 북구 구포동 1224 동성상가 134,135호","","","세정종합설비","20150105205935","I","2018-08-31 23:59:59.0","","382734.03719127","190624.868664197","31","","","","","","사업소 이전(타구청 관할)","저수조청소업",
"243","저수조청소업","09_30_14_P","3330000","333000031200800001","20140408","","01","영업/정상","11","정상","","","","","867-1941","","","","부산광역시 해운대구 우동1로85번길 17, 202호 (우동, 벽산상가)","","(주)동방클린","20150105210148","I","2018-08-31 23:59:59.0","","396332.108283068","187497.245378605","31","","","","","","","저수조청소업",
"244","저수조청소업","09_30_14_P","3330000","333000031200500001","20071231","","01","영업/정상","11","정상","","","","","784-1592","","","부산광역시 해운대구 반여동 1576-26","","","시원환경","20150105210148","I","2018-08-31 23:59:59.0","","394396.499635187","191251.424458731","31","","","","","","","저수조청소업",
"245","저수조청소업","09_30_14_P","3330000","333000031200300004","20090323","","01","영업/정상","11","정상","","","","","784-2878","","","부산광역시 해운대구 반여동 1291-1405","","","에이스","20150105210148","I","2018-08-31 23:59:59.0","","394226.889534347","190683.139002631","31","","","","","","","저수조청소업",
"246","저수조청소업","09_30_14_P","3330000","333000031200700001","20081211","","01","영업/정상","11","정상","","","","","524-2196","","","부산광역시 해운대구 반여동 763-78","","","일진특수환경산업(주)","20150105210148","I","2018-08-31 23:59:59.0","","393307.096758991","192155.976778578","31","","","","","","","저수조청소업",
"247","저수조청소업","09_30_14_P","3330000","333000031200900001","20090203","","01","영업/정상","11","정상","","","","","","","","부산광역시 해운대구 반여동 615-7 2층","","","다바르용역","20150105210148","I","2018-08-31 23:59:59.0","","392650.504387912","192121.109134804","31","","","","","","","저수조청소업",
"248","저수조청소업","09_30_14_P","3330000","333000031200900002","20090129","","01","영업/정상","11","정상","","","","","","","","부산광역시 해운대구 반여동 615-7 2층","","","다바르용역","20150105210148","I","2018-08-31 23:59:59.0","","392650.504387912","192121.109134804","31","","","","","","","저수조청소업",
"249","저수조청소업","09_30_14_P","3330000","333000031200900003","20121206","","01","영업/정상","11","정상","","","","","051-327-4752","","","부산광역시 해운대구 재송동 1052-5 2층","","","(주)범경시스템","20150105210148","I","2018-08-31 23:59:59.0","","393146.497106033","189968.540965931","31","","","","","","","저수조청소업",
"250","저수조청소업","09_30_14_P","3330000","333000031201100001","20120914","","01","영업/정상","11","정상","","","","","051-915-7474","","","부산광역시 해운대구 반여동 797","","","(주)다조그린","20150105210148","I","2018-08-31 23:59:59.0","","393431.289705922","192079.753082703","31","","","","","","","저수조청소업",
"251","저수조청소업","09_30_14_P","3330000","333000031201200001","20200421","","01","영업/정상","11","정상","","","","","783-0011","","","부산광역시 해운대구 재송동 1124-14","부산광역시 해운대구 재반로84번길 13, 2층 (재송동)","48053","현대종합시스템","20200421101223","U","2020-04-23 02:40:00.0","","393582.702651929","189551.34754557","31","","","","","","","저수조청소업",
"252","저수조청소업","09_30_14_P","3330000","333000031201300001","20130220","","01","영업/정상","11","정상","","","","","544-7776","","","부산광역시 해운대구 반송동 77 반송영구임대아파트 상가 가동 206호","부산광역시 해운대구 신반송로 200, 가동 206호 (반송동, 반송영구임대아파트 상가)","","대건환경공사","20150105210148","I","2018-08-31 23:59:59.0","","396472.616414553","194680.788218004","31","","","","","","","저수조청소업",
"253","저수조청소업","09_30_14_P","3330000","333000031201300002","20130710","","01","영업/정상","11","정상","","","","","051-523-4952","","","부산광역시 해운대구 재송동 1212 큐비이센텀 본동 2312호","부산광역시 해운대구 센텀중앙로 90, 본동 2312호 (재송동, 큐비이센텀)","","(주)보성기업","20200106112840","U","2020-01-08 02:40:00.0","","393605.930358633","188324.973749177","31","","","","","","","저수조청소업",
"254","저수조청소업","09_30_14_P","3330000","333000031201700001","20171107","","01","영업/정상","11","정상","","","","","","","","부산광역시 해운대구 재송동 273-3 센텀재송빌아파트","부산광역시 해운대구 재반로63번길 17, 106호 (재송동, 센텀재송빌아파트)","48056","금화건업","20171107173355","I","2018-08-31 23:59:59.0","","393532.489968662","189297.00970577","31","","","","","","","저수조청소업",
"255","저수조청소업","09_30_14_P","3330000","333000031200600001","20111121","","03","폐업","2","폐업","20190208","","","","051-783-0757","","","부산광역시 해운대구 재송동 1117-32 2층","부산광역시 해운대구 재반로 71 (반여동)","","(주)청진시스템","20190208073815","U","2019-02-10 02:40:00.0","","393572.102951486","189373.284388372","31","","","","","","영업부진","저수조청소업",
"256","저수조청소업","09_30_14_P","3330000","333000031200300001","20110621","","03","폐업","2","폐업","20110621","","","","051-782-0045","","","부산광역시 해운대구 재송동 1107-4","","","극동용역","20150105210148","I","2018-08-31 23:59:59.0","","393393.415396005","189281.306652039","31","","","","","","영업부진","저수조청소업",
"257","저수조청소업","09_30_14_P","3330000","333000031200300003","20110621","","03","폐업","2","폐업","20110621","","","","784-6294","","","부산광역시 해운대구 반여동 862-17","","","혜성환경개발(주)","20150105210148","I","2018-08-31 23:59:59.0","","393431.923797607","192024.961134451","31","","","","","","영업부진","저수조청소업",
"258","저수조청소업","09_30_14_P","3330000","333000031200300005","20060502","","03","폐업","2","폐업","","","","","784-2970","","","부산광역시 해운대구 재송동 1092-34","","","대봉환경","20150105210148","I","2018-08-31 23:59:59.0","","393283.9205905","189492.042388643","31","","","","","","대표자 사망","저수조청소업",
"259","저수조청소업","09_30_14_P","3330000","333000031200500002","20110603","","03","폐업","2","폐업","20110603","","","","526-8164","","","부산광역시 해운대구 반여동 692-9","","","스쿨환경산업","20150105210148","I","2018-08-31 23:59:59.0","","392944.184127823","192130.274603211","31","","","","","","영업부진","저수조청소업",
"260","저수조청소업","09_30_14_P","3330000","333000031201100002","20130109","","03","폐업","2","폐업","20130109","","","","051-722-7250","","","부산광역시 해운대구 좌동 1473-1 대림아크로텔 2404호","","","가나용역(주)","20200106113021","U","2020-01-08 02:40:00.0","","398108.414170962","187646.046319826","31","","","","","","본사통합관계","저수조청소업",
"261","저수조청소업","09_30_14_P","3330000","333000031201800001","20180308","","03","폐업","2","폐업","20201109","","","","051-853-7770","","","부산광역시 해운대구 재송동 1208-2 센텀스카이비즈","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 (재송동)","48058","대동녹지건설(주)","20201110153958","U","2020-11-12 02:40:00.0","","393503.395720953","188279.474831569","31","","","","","","해당사업 포기","저수조청소업",
"262","저수조청소업","09_30_14_P","3340000","334000031201900001","20191210","","01","영업/정상","11","정상","","","","","","","","부산광역시 사하구 괴정동 352-34 벽산하이츠타운","부산광역시 사하구 오작로 104, 상가동 1층 102호 (괴정동, 벽산하이츠타운)","49360","(주)사오건설","20191209095549","U","2019-12-11 02:40:00.0","","382657.143553687","179750.871429895","31","","","","","","","저수조청소업",
"263","저수조청소업","09_30_14_P","3340000","334000031201900002","20190715","","01","영업/정상","11","정상","","","","","","","","부산광역시 사하구 괴정동 378-255","부산광역시 사하구 오작로76번길 45 (괴정동)","49360","-","20190712143918","I","2019-07-14 02:21:36.0","","382526.257802025","179632.242467368","31","","","","","","","저수조청소업",
"264","저수조청소업","09_30_14_P","3340000","334000031202000001","20200123","","01","영업/정상","11","정상","","","","","051-265-2022","","","부산광역시 사하구 다대동 675-5","부산광역시 사하구 다대로 575 (다대동)","49524","(주)그린환경","20200123173014","I","2020-01-25 00:23:24.0","","379729.827467721","174685.736751117","31","","","","","","","저수조청소업",
"265","저수조청소업","09_30_14_P","3340000","334000031202100002","20211210","","01","영업/정상","11","정상","","","","","051-292-3342","","","부산광역시 사하구 괴정동 795-10","부산광역시 사하구 승학로 214, 201호 (괴정동)","49336","태영종합관리","20211210153506","I","2021-12-14 00:22:42.0","","381258.812395398","179786.948554877","31","","0","","","","","저수조청소업",
"266","저수조청소업","09_30_14_P","3340000","334000031200300014","19991012","","01","영업/정상","11","정상","","","","","","","","부산광역시 사하구 다대동 1548-18 1통3반","","","미래환경수질공사","20150105210006","I","2018-08-31 23:59:59.0","","379285.24584426","174140.916066183","31","","","","","","","저수조청소업",
"267","저수조청소업","09_30_14_P","3340000","334000031201200004","20120118","","01","영업/정상","11","정상","","","","","051-316-4161~2","","","부산광역시 사하구 하단동 521-10","부산광역시 사하구 낙동남로1367번길 11 (하단동)","","강진산업","20150105210006","I","2018-08-31 23:59:59.0","","378733.242863851","180434.958905237","31","","","","","","","저수조청소업",
"268","저수조청소업","09_30_14_P","3340000","334000031201400001","20140116","","01","영업/정상","11","정상","","","","","","","","부산광역시 사하구 당리동","부산광역시 사하구 마하로43번길 43-1 (당리동)","","세영종합환경","20150105210006","I","2018-08-31 23:59:59.0","","","","31","","","","","","","저수조청소업",
"269","저수조청소업","09_30_14_P","3340000","334000031201400002","20141205","","01","영업/정상","11","정상","","","","","","","","","부산광역시 사하구 낙동대로264번길 27 (괴정동)","","청관","20150105210006","I","2018-08-31 23:59:59.0","","381189.565728471","179767.244841725","31","","","","","","","저수조청소업",
"270","저수조청소업","09_30_14_P","3340000","334000031200600001","20180221","","01","영업/정상","11","정상","","","","","207-4080","","","부산광역시 사하구 하단동 604-16","부산광역시 사하구 동매로 23, 3층 (하단동)","49428","(주)대산기업","20180221154229","I","2018-08-31 23:59:59.0","","378736.300979165","180061.070434891","31","","","","","","","저수조청소업",
"271","저수조청소업","09_30_14_P","3340000","334000031200600002","20060116","","01","영업/정상","11","정상","","","","","051-207-4080","","","부산광역시 사하구 하단동 900-1","","","(주)대산기업","20150105210006","I","2018-08-31 23:59:59.0","","378653.314066477","180163.286175213","31","","","","","","","저수조청소업",
"272","저수조청소업","09_30_14_P","3340000","334000031200600003","20080107","","01","영업/정상","11","정상","","","","","265-4576","","","부산광역시 사하구 신평동 647-3 신평빌딩 506호","","","(주)승학","20150105210006","I","2018-08-31 23:59:59.0","","378645.755155187","179036.740032567","31","","","","","","","저수조청소업",
"273","저수조청소업","09_30_14_P","3340000","334000031200700001","20081001","","01","영업/정상","11","정상","","","","","051-265-2022","","","부산광역시 사하구 다대동 926-4","","","그린산업","20150105210006","I","2018-08-31 23:59:59.0","","379944.912921572","175348.555691453","31","","","","","","","저수조청소업",
"274","저수조청소업","09_30_14_P","3340000","334000031200900001","20210528","","01","영업/정상","11","정상","","","","","051-206-3334","","","부산광역시 사하구 괴정동 568-36","부산광역시 사하구 장평로443번길 31 (괴정동)","49401","우주 종합 환경","20210528115338","U","2021-05-30 02:40:00.0","","380833.166094526","179472.217897206","31","","","","","","","저수조청소업",
"275","저수조청소업","09_30_14_P","3340000","334000031201100001","20130321","","01","영업/정상","11","정상","","","","","051-264-2858","","","부산광역시 사하구 다대동 250-1","부산광역시 사하구 다대동로 90, 1층 (다대동)","","킴스 ENC","20150105210006","I","2018-08-31 23:59:59.0","","380063.448724067","175120.936107909","31","","","","","","","저수조청소업",
"276","저수조청소업","09_30_14_P","3340000","334000031201200001","20120118","","01","영업/정상","11","정상","","","","","051-291-2696","","","부산광역시 사하구 하단동 503-19","부산광역시 사하구 하신번영로380번길 91 (하단동)","","보광환경","20150105210006","I","2018-08-31 23:59:59.0","","378706.653377646","180800.891670491","31","","","","","","","저수조청소업",
"277","저수조청소업","09_30_14_P","3340000","334000031201200002","20120118","","01","영업/정상","11","정상","","","","","051-291-2696","","","부산광역시 사하구 하단동 503-19","부산광역시 사하구 하신번영로380번길 91 (하단동)","","보광환경","20150105210006","I","2018-08-31 23:59:59.0","","378706.653377646","180800.891670491","31","","","","","","","저수조청소업",
"278","저수조청소업","09_30_14_P","3340000","334000031201400003","20150224","","01","영업/정상","11","정상","","","","","051.203.5719","","","부산광역시 사하구 하단동","부산광역시 사하구 동매로9번길 20 (하단동)","","대한티이씨주식회사","20170120112956","I","2018-08-31 23:59:59.0","","378604.255049465","180151.655793409","31","","","","","","","저수조청소업",
"279","저수조청소업","09_30_14_P","3340000","334000031201200003","20120118","","01","영업/정상","11","정상","","","","","051-316-4161~2","","","부산광역시 사하구 하단동 521-10","부산광역시 사하구 낙동남로1367번길 28 (하단동)","","강진산업","20151208091733","I","2018-08-31 23:59:59.0","","378733.242863851","180434.958905237","31","","","","","","","저수조청소업",
"280","저수조청소업","09_30_14_P","3340000","334000031201600002","20210714","","01","영업/정상","11","정상","","","","","","","","","부산광역시 사하구 장평로41번길 51, 상가2동 104호 (장림동, (장림동 국제마마))","","유디코","20210714115126","U","2021-07-16 02:40:00.0","","379668.624359832","176338.229863588","31","","0","","","","","저수조청소업",
"281","저수조청소업","09_30_14_P","3340000","334000031201700001","20170323","","01","영업/정상","11","정상","","","","","051-243-9877","","","","부산광역시 사하구 장평로443번길 112 (괴정동)","","유림종합환경","20170324093837","I","2018-08-31 23:59:59.0","","380447.707544398","179588.585423105","31","","","","","","","저수조청소업",
"282","저수조청소업","09_30_14_P","3340000","334000031201800001","20180306","","01","영업/정상","11","정상","","","","","208-2001","","","부산광역시 사하구 괴정동 581-54","부산광역시 사하구 장평로443번길 66 (괴정동)","49400","우주환경개발","20180306095640","I","2018-08-31 23:59:59.0","","380688.084574606","179525.99697057","31","","","","","","","저수조청소업",
"283","저수조청소업","09_30_14_P","3340000","334000031201800002","20180510","","01","영업/정상","11","정상","","","","","051-465-6400","","","부산광역시 사하구 당리동 329-1","부산광역시 사하구 동매로 140-1 (당리동)","49416","아주종함방제(주)","20180510104432","I","2018-08-31 23:59:59.0","","379834.084483658","179752.224805895","31","","","","","","","저수조청소업",
"284","저수조청소업","09_30_14_P","3340000","334000031200300005","20211229","","01","영업/정상","11","정상","","","","","204-7007","","","부산광역시 사하구 장림동 224-1","부산광역시 사하구 다대로 258 (장림동)","","보건연합방역공사","20211229165739","U","2021-12-31 02:40:00.0","","380250.019471512","177399.069575703","31","","0","","","","","저수조청소업",
"285","저수조청소업","09_30_14_P","3340000","334000031200300008","20071210","","01","영업/정상","11","정상","","","","","291-4142","","","부산광역시 사하구 당리동 309-4 11통3반 대성아파트 가동 101호","","","구성환경","20150105210006","I","2018-08-31 23:59:59.0","","379814.823972997","180446.667845491","31","","","","","","","저수조청소업",
"286","저수조청소업","09_30_14_P","3340000","334000031200300009","20130226","","01","영업/정상","11","정상","","","","","207-8953","","","부산광역시 사하구 하단동 893-5","부산광역시 사하구 낙동남로 1348-5 (하단동)","","(주)명가종합관리","20170908142516","I","2018-08-31 23:59:59.0","","378562.342543267","180258.997578492","31","","","","","","","저수조청소업",
"287","저수조청소업","09_30_14_P","3340000","334000031200300010","20071227","","01","영업/정상","11","정상","","","","","202-3720","","","부산광역시 사하구 당리동 341-45","","","성빈기업","20150105210006","I","2018-08-31 23:59:59.0","","380329.489572859","179868.566989106","31","","","","","","","저수조청소업",
"288","저수조청소업","09_30_14_P","3340000","334000031200300001","19990113","","01","영업/정상","11","정상","","","","","206-6544","","","부산광역시 사하구 괴정동 342-3","부산광역시 사하구 낙동대로 106 (괴정동)","","부일환경산업","20150105210006","I","2018-08-31 23:59:59.0","","382626.476785176","180211.27600293","31","","","","","","","저수조청소업",
"289","저수조청소업","09_30_14_P","3340000","334000031200300002","20080929","","01","영업/정상","11","정상","","","","","203-7984","","","부산광역시 사하구 신평동 100 상가3층 304호","부산광역시 사하구 다대로 109, 상가동 3층 304호 (괴정동)","","동아종합용역(주)","20150105210006","I","2018-08-31 23:59:59.0","","380345.573526256","178844.74521913","31","","","","","","","저수조청소업",
"290","저수조청소업","09_30_14_P","3340000","334000031200300004","20191113","","01","영업/정상","11","정상","","","","","202-2993","","","부산광역시 사하구 하단동 492-2 대우에덴프라자","부산광역시 사하구 낙동대로 542, 2층 209-A호 (하단동, 대우에덴프라자)","49324","주식회사 승학환경","20191113085510","U","2019-11-15 02:40:00.0","","379052.480675244","181034.181864204","31","","","","","","","저수조청소업",
"291","저수조청소업","09_30_14_P","3340000","334000031202100001","20210929","","01","영업/정상","11","정상","","","","","","","","부산광역시 사하구 감천동 6-1587","부산광역시 사하구 감내1로175번길 27 (감천동)","49364","녹색환경 클린케어","20210929151013","U","2021-10-01 02:40:00.0","","383112.722697882","179292.419409873","31","","0","","","","","저수조청소업",
"292","저수조청소업","09_30_14_P","3340000","334000031202000002","20201203","","01","영업/정상","11","정상","","","","","051-264-8585","","","부산광역시 사하구 장림동 372-4 장림현대아파트","부산광역시 사하구 다대로 305, 장림현대아파트 상가동 3층 308-2호 (장림동)","49511","서부산방역","20201203143628","I","2020-12-05 00:23:25.0","","380299.690312546","176893.324496578","31","","","","","","","저수조청소업",
"293","저수조청소업","09_30_14_P","3340000","334000031200300013","20051227","","03","폐업","2","폐업","","","","","207-0185","","","부산광역시 사하구 괴정동 458","","","경기종합환경","20150105210006","I","2018-08-31 23:59:59.0","","","","31","","","","","","자진폐업","저수조청소업",
"294","저수조청소업","09_30_14_P","3340000","334000031201600001","20160519","","03","폐업","2","폐업","20160920","","","","266-6725","","","","부산광역시 사하구 다대로 339, 상가203호 (괴정동, 극동정림아파트)","","주식회사 태승엠에스","20160920174014","I","2018-08-31 23:59:59.0","","380341.359337058","176613.378791287","31","","","","","","영업부진","저수조청소업",
"295","저수조청소업","09_30_14_P","3340000","334000031200300006","20050615","","03","폐업","2","폐업","","","","","207-1666","","","부산광역시 사하구 신평동 630-2","","","대성환경공사","20150105210006","I","2018-08-31 23:59:59.0","","378577.826943545","179250.070181834","31","","","","","","영업부진","저수조청소업",
"296","저수조청소업","09_30_14_P","3340000","334000031200300007","20071126","","03","폐업","2","폐업","","","","","206-5503","","","부산광역시 사하구 하단동 산 611-20","","","대정수조","20150105210006","I","2018-08-31 23:59:59.0","","","","31","","","","","","영업부진","저수조청소업",
"297","저수조청소업","09_30_14_P","3340000","334000031200300011","20040507","","03","폐업","2","폐업","","","","","205-5911","","","부산광역시 사하구 괴정동 578-20","","","(주)경성종합관리","20150105210006","I","2018-08-31 23:59:59.0","","380660.645365417","179601.663083996","31","","","","","","경영부실","저수조청소업",
"298","저수조청소업","09_30_14_P","3340000","334000031200300012","20040817","","03","폐업","2","폐업","","","","","266-5167","","","부산광역시 사하구 다대동 954-11","","","무지개환경","20150105210006","I","2018-08-31 23:59:59.0","","379463.315826535","174712.935002833","31","","","","","","영업부진으로 저수조청소업 폐지","저수조청소업",
"299","저수조청소업","09_30_14_P","3340000","334000031200300003","20140819","","03","폐업","2","폐업","20140819","","","","204-8148","","","부산광역시 사하구 감천동 46-6 14통1반","","","한국수질개선산업사","20150105210006","I","2018-08-31 23:59:59.0","","383031.597831263","178254.563785206","31","","","","","","영업부진","저수조청소업",
"300","저수조청소업","09_30_14_P","3350000","335000031202200001","20220222","","01","영업/정상","11","정상","","","","","","","","부산광역시 금정구 장전동 650-11 금정라움 오피스텔","부산광역시 금정구 식물원로9번길 20, 금정라움 오피스텔 302호 (장전동)","46301","(주)삼명이엔씨","20220222111307","I","2022-02-24 00:22:37.0","","389872.440415511","193549.59565051","31","","0","","","","","저수조청소업",
"301","저수조청소업","09_30_14_P","3350000","335000031200300007","20130213","","01","영업/정상","11","정상","","","","","","","","부산광역시 금정구 남산동 52-18 골든하우스 101호","","","(주)일산기업","20200730171318","U","2020-08-01 02:40:00.0","","390386.269399018","198551.712629252","31","","","","","","","저수조청소업",
"302","저수조청소업","09_30_14_P","3350000","335000031200300002","20071226","","01","영업/정상","11","정상","","","","","","","","부산광역시 금정구 서동 520-95 가원아파트","부산광역시 금정구 서동로91번길 23 (서동, 가원아파트)","46319","그린환경산업","20200730162311","U","2020-08-01 02:40:00.0","","390895.641567601","192974.411222011","31","","","","","","","저수조청소업",
"303","저수조청소업","09_30_14_P","3350000","335000031200300009","20080930","","01","영업/정상","11","정상","","","","","051-363-3543","","","부산광역시 금정구 부곡동 18-28","","","고려종합환경","20160412133909","I","2018-08-31 23:59:59.0","","390717.562903846","195718.707679542","31","","","","","","","저수조청소업",
"304","저수조청소업","09_30_14_P","3350000","335000031200300010","20110811","","01","영업/정상","11","정상","","","","","051-515-5020","","","부산광역시 금정구 서동 219-17","","","청수환경","20170118101100","I","2018-08-31 23:59:59.0","","391674.646119156","192317.756425612","31","","","","","","","저수조청소업",
"305","저수조청소업","09_30_14_P","3350000","335000031201500001","20190906","","01","영업/정상","11","정상","","","","","051-301-5199","","","부산광역시 금정구 구서동 248-25 4층","부산광역시 금정구 중앙대로 1893, 4층 (구서동)","46233","주식회사 제이앤제이","20200730173755","U","2020-08-01 02:40:00.0","","390245.50666236","196888.172189295","31","","","","","","","저수조청소업",
"306","저수조청소업","09_30_14_P","3350000","335000031200300013","20110331","","01","영업/정상","11","정상","","","","","051-518-4576","","","부산광역시 금정구 장전동 23-29   지하","","","서령상사","20150105205753","I","2018-08-31 23:59:59.0","","","","31","","","","","","","저수조청소업",
"307","저수조청소업","09_30_14_P","3350000","335000031200400001","20071227","","01","영업/정상","11","정상","","","","","051-582-3011","","","부산광역시 금정구 남산동 953-0001 금강빌딩 4층동","","","미래 메인티넌스","20150105205753","I","2018-08-31 23:59:59.0","","389661.825043617","199298.252293392","31","","","","","","","저수조청소업",
"308","저수조청소업","09_30_14_P","3350000","335000031200500002","20191127","","01","영업/정상","11","정상","","","","","051-582-6889","","","부산광역시 금정구 부곡동 295-26","부산광역시 금정구 동부곡로5번길 7 (부곡동)","46271","스팀지니","20191127171118","U","2019-11-29 02:40:00.0","","390424.334562492","193875.873842556","31","","","","","","","저수조청소업",
"309","저수조청소업","09_30_14_P","3350000","335000031200500004","20120702","","01","영업/정상","11","정상","","","","","051-524-5220","","","부산광역시 금정구 서동 151-47","","","하얀도시","20150105205753","I","2018-08-31 23:59:59.0","","391016.941920379","193020.607361254","31","","","","","","","저수조청소업",
"310","저수조청소업","09_30_14_P","3350000","335000031200800003","20081208","","01","영업/정상","11","정상","","","","","581-0162","","","부산광역시 금정구 부곡동 296-71번지","부산광역시 금정구 서부곡로 12-1 (부곡동)","","뉴미래환경","20190102125318","U","2019-01-04 02:40:00.0","","390247.006331136","193891.06915446","31","","","","","","","저수조청소업",
"311","저수조청소업","09_30_14_P","3350000","335000031201700001","20170622","","01","영업/정상","11","정상","","","","","051-465-4036","","","부산광역시 금정구 부곡동 320-4 1층","부산광역시 금정구 가마실로 54 (부곡동)","46305","동화기업(주)","20181128100003","U","2018-11-30 02:40:00.0","","390618.204805484","193628.36011603","31","","","","","","","저수조청소업",
