"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료유사업종별명","종업원수","자격증소유자수","보조종업원수","시설관리자수","기타종업원수","병상수","욕실면적","총면적",
"146","의료유사업","01_01_10_P","3330000","PHMB420133330024042400003","20130218","","01","영업/정상","13","영업중","","","","","701-1144","","","","부산광역시 해운대구 해운대로 814, A동 306호 (좌동, 세종월드프라자)","48111","수앤수","20151125152159","I","2018-08-31 23:59:59.0","안마원","398330.516530402","187771.511373596","안마원","1","","","","","","","91.2",
"147","의료유사업","01_01_10_P","3330000","PHMB420133330024042400005","20130529","","01","영업/정상","13","영업중","","","","","051-703-7958","","","부산광역시 해운대구 중동 1394-286 크리스탈비치오피스텔","부산광역시 해운대구 해운대해변로 291, 크리스탈비치오피스텔 304호 (중동)","48095","이든7575지압원","20220623113541","U","2022-06-25 02:40:00.0","안마원","396962.538162221","186759.94170898","안마원","1","0","0","0","0","2","0","90",
"148","의료유사업","01_01_10_P","3330000","PHMB420053330024042400002","20050503","","01","영업/정상","13","영업중","","","","","923-7575","","612030","부산광역시 해운대구 좌동 1460번지 2호 해운대쌍용플래티넘트원 102-203","부산광역시 해운대구 양운로 88 (좌동,해운대쌍용플래티넘트원 102-203)","","푸른지압원","20151125151925","I","2018-08-31 23:59:59.0","안마원","398109.116603935","187907.800641685","안마원","1","","","","","","","58.41",
"149","의료유사업","01_01_10_P","3330000","PHMB420103330024042400001","20100202","","01","영업/정상","13","영업중","","","","","051-612-0002","","612846","부산광역시 해운대구 중동 1327번지 2호 (지상4층)","부산광역시 해운대구 좌동순환로8번길 54-11, 1층 (중동)","48082","사쿠라지압원","20210917113618","U","2021-09-19 02:40:00.0","안마원","397630.194814074","187653.010319113","안마원","1","0","0","0","0","0","0","66.15",
"150","의료유사업","01_01_10_P","3330000","PHMB420103330024042400002","20100315","","01","영업/정상","13","영업중","","","","","720-8100","","612889","부산광역시 해운대구 우2동 1505번지 센텀호텔 318호","부산광역시 해운대구 센텀3로 20 (우동,센텀호텔 318호)","","센텀엘림안마원","20150715164031","I","2018-08-31 23:59:59.0","안마원","394254.000317371","187484.983031977","안마원","2","","","","","","","66.64",
"151","의료유사업","01_01_10_P","3330000","PHMB420103330024042400003","20100514","","01","영업/정상","13","영업중","","","","","544-9675","","612805","부산광역시 해운대구 반송1동 257번지 250호 2층","부산광역시 해운대구 아랫반송로 13-1 (반송동)","48017","통증없는 바른몸 안마원","20151126105035","I","2018-08-31 23:59:59.0","안마원","395460.064291326","193923.829452596","안마원","1","","","","","","","66.99",
"152","의료유사업","01_01_10_P","3330000","PHMB420153330024042400002","20150930","","01","영업/정상","13","영업중","","","","","051-731-0399","","","","부산광역시 해운대구 재반로103번가길 58, 1층 (재송동, 신아씽크공장)","48054","썬안마지압원","20150930104927","I","2018-08-31 23:59:59.0","안마원","393603.914151015","189954.734958583","안마원","0","","","","","0","0","93.98",
"153","의료유사업","01_01_10_P","3330000","PHMB420183330024042400001","20181211","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 해운대구 대천로 205, 303호 (좌동, 벽산1차아파트)","48110","톡톡건강안마원","20181218101644","I","2018-12-20 02:20:22.0","안마원","398538.34378124","187842.077508272","안마원","","","","","","","","41.04",
"154","의료유사업","01_01_10_P","3340000","PHMB420013340025042400001","20010418","","03","폐업","03","폐업","20090518","","","","051-293-7515","","604852","부산광역시 사하구 하단2동 514번지 6호","부산광역시 사하구 낙동남로1405번길 17 (하단동)","","에덴안마시술소","20090518154253","I","2018-08-31 23:59:59.0","안마시술소","379110.687036291","180471.767350855","안마시술소","2","","","","","28","","670.5",
"155","의료유사업","01_01_10_P","3340000","PHMB420013340025042400002","20010508","","03","폐업","03","폐업","20141205","","","","051-206-7494","","604809","부산광역시 사하구 괴정3동 260번지 316호 동산빌라 201호","부산광역시 사하구 낙동대로200번길 9 (괴정동, 동산빌라 201호)","604809","소생안마시술소","20141205160722","I","2018-08-31 23:59:59.0","안마시술소","381789.415180934","179834.131093974","안마시술소","1","","","","","1","","20.93",
"156","의료유사업","01_01_10_P","3340000","PHMB420043340025042400002","20040930","","03","폐업","03","폐업","20100331","","","","051-293-0994","","604812","부산광역시 사하구 괴정1동 486번지 7호","부산광역시 사하구 괴정로284번길 24-4 (괴정동)","","보건안마원","20100401141820","I","2018-08-31 23:59:59.0","안마원","381538.315005925","179288.890596179","안마원","1","","","","","","","69.03",
"157","의료유사업","01_01_10_P","3340000","PHMB420063340025042400003","20060922","","03","폐업","03","폐업","20130220","","","","051-292-0416","","604834","부산광역시 사하구 신평2동 615번지 2호","부산광역시 사하구 하신번영로163번길 11 (신평동)","","김종철물리안마원","20130220153412","I","2018-08-31 23:59:59.0","안마원","378583.665102002","179323.10070582","안마원","1","","","","","","","31.08",
"158","의료유사업","01_01_10_P","3340000","PHMB420093340025042400001","20090522","","03","폐업","03","폐업","20100802","","","","051-293-7515","","604852","부산광역시 사하구 하단2동 514번지 6호","부산광역시 사하구 낙동남로1405번길 17 (하단동)","","에덴안마시술소","20100802171358","I","2018-08-31 23:59:59.0","안마시술소","379110.687036291","180471.767350855","안마시술소","2","","","","","16","","670.5",
"159","의료유사업","01_01_10_P","3340000","PHMB420103340025042400001","20100719","","03","폐업","03","폐업","20110405","","","","","","604848","부산광역시 사하구 하단1동 618번지 1호","부산광역시 사하구 낙동대로457번길 5 (하단동)","","선희안마시술소","20110405110729","I","2018-08-31 23:59:59.0","안마시술소","379416.907347882","180234.137264888","안마시술소","2","","","","","12","","429.75",
"160","의료유사업","01_01_10_P","3340000","PHMB420043340025042400001","20040430","","03","폐업","03","폐업","20100217","","","","051-204-0666","","604021","부산광역시 사하구 하단동 618번지 1호","부산광역시 사하구 낙동대로457번길 5 (하단동)","","VIP 골드안마시술소","20100219103605","I","2018-08-31 23:59:59.0","안마시술소","379416.907347882","180234.137264888","안마시술소","2","","","","","12","","429.75",
"161","의료유사업","01_01_10_P","3340000","PHMB420083340025042400001","20081113","","03","폐업","03","폐업","20150820","","","","051-204-7575","","604830","부산광역시 사하구 당리동 325번지 11호 2층","부산광역시 사하구 낙동대로 391-1, 2층 (당리동)","49411","HC보건안마원","20150821114246","I","2018-08-31 23:59:59.0","안마원","380019.603767351","179979.14792443","안마원","2","","","","","","","123.9",
"162","의료유사업","01_01_10_P","3340000","PHMB420073340025042400001","20070309","","03","폐업","03","폐업","20090219","","","","051-205-3346","","604020","부산광역시 사하구 하단동 512번지 16호","부산광역시 사하구 낙동대로485번길 10 (하단동)","","OK안마시술소","20090219141144","I","2018-08-31 23:59:59.0","안마시술소","379219.232921819","180494.013038142","안마시술소","2","","","","","9","","405.72",
"163","의료유사업","01_01_10_P","3340000","PHMB420103340025042400002","20100802","","03","폐업","03","폐업","20110131","","","","051-293-7515","","604852","부산광역시 사하구 하단2동 514번지 6호","부산광역시 사하구 낙동남로1405번길 17 (하단동)","","에덴안마시술소","20110131091450","I","2018-08-31 23:59:59.0","안마시술소","379110.687036291","180471.767350855","안마시술소","2","","","","","16","","661",
"164","의료유사업","01_01_10_P","3340000","PHMB420113340025042400002","20110621","","03","폐업","03","폐업","20121122","","","","","","604848","부산광역시 사하구 하단1동 618번지 1호","부산광역시 사하구 낙동대로457번길 5 (하단동)","","예락 안마시술소","20121122171009","I","2018-08-31 23:59:59.0","안마시술소","379416.907347882","180234.137264888","안마시술소","2","","","","","9","","411.45",
"165","의료유사업","01_01_10_P","3340000","PHMB420123340025042400001","20120130","","03","폐업","03","폐업","20120326","","","","","","604816","부산광역시 사하구 괴정4동 1133번지 18호","부산광역시 사하구 낙동대로327번길 1 (괴정동)","604816","자비손 안마원","20120326141152","I","2018-08-31 23:59:59.0","안마원","380591.54244669","179661.205726793","안마원","1","","","","","","","52.86",
"166","의료유사업","01_01_10_P","3340000","PHMB420053340025042400001","20050128","","01","영업/정상","13","영업중","","","","","051-203-7297","","604832","부산광역시 사하구 신평1동 161번지 71호","부산광역시 사하구 다대로140번길 163 (신평동)","","용인안마원","20130329152153","I","2018-08-31 23:59:59.0","안마원","379986.487951003","178879.72557341","안마원","1","","","","","","","11.78",
"167","의료유사업","01_01_10_P","3340000","PHMB420063340025042400002","20060913","","01","영업/정상","13","영업중","","","","","202-7997","","604832","부산광역시 사하구 신평동 82번지 25호","부산광역시 사하구 다대로136번길 6, 2층 (신평동)","49441","성심안마원","20150508104013","I","2018-08-31 23:59:59.0","안마원","380270.951330976","178612.966505575","안마원","0","","","","","0","0","46.67",
"168","의료유사업","01_01_10_P","3340000","PHMB419963340025042400001","19960325","","01","영업/정상","13","영업중","","","","","051-262-8397","","604042","부산광역시 사하구 장림동 193번지 4호","부산광역시 사하구 장림번영로 105 (장림동)","49464","해동지압원","20140122131623","I","2018-08-31 23:59:59.0","안마원","380213.426915165","177532.283470077","안마원","1","","","","","","","39.2",
"169","의료유사업","01_01_10_P","3340000","PHMB420063340025042400001","20060912","","01","영업/정상","13","영업중","","","","","051-205-0566","","604852","부산광역시 사하구 하단2동 527번지 23호","부산광역시 사하구 낙동남로1423번길 17, 7층 (하단동)","49311","제니스안마시술소","20180716135404","I","2018-08-31 23:59:59.0","안마시술소","379228.183009227","180458.125100092","안마시술소","2","","","","","14","","280.64",
"170","의료유사업","01_01_10_P","3340000","PHMB420103340025042400003","20100910","","01","영업/정상","13","영업중","","","","","051-293-0994","","604813","부산광역시 사하구 괴정동 571번지 8호 10통 8반 일동지엔닌상가 206호","부산광역시 사하구 낙동대로 301, 206호 (괴정동,일동지엔닌상가)","","재생안마원","20130329161617","I","2018-08-31 23:59:59.0","안마원","380853.588688537","179587.091838053","안마원","1","","","","","","","51",
"171","의료유사업","01_01_10_P","3340000","PHMB420103340025042400004","20101116","","01","영업/정상","13","영업중","","","","","051-903-6517","","604831","부산광역시 사하구 당리동 343번지 6호","부산광역시 사하구 낙동대로356번길 19, 1층 (당리동)","49331","덕심지압원","20140626160907","I","2018-08-31 23:59:59.0","안마원","380430.653607464","179925.356699867","안마원","2","","","","","","","52.3",
"172","의료유사업","01_01_10_P","3340000","PHMB420113340025042400001","20110613","","01","영업/정상","13","영업중","","","","","205-2522","","604831","부산광역시 사하구 당리동 321번지 21호","부산광역시 사하구 낙동대로 376, 3층 (당리동)","49329","양지안마지압원","20140620111045","I","2018-08-31 23:59:59.0","안마원","380205.930671604","179962.057266907","안마원","2","","","","","3","","85.77",
"173","의료유사업","01_01_10_P","3340000","PHMB420133340025042400001","20131118","","01","영업/정상","13","영업중","","","","","051-201-0440","","604829","부산광역시 사하구 당리동 305번지 2호","부산광역시 사하구 낙동대로450번길 12, 2층 (당리동)","49326","두드림안마원","20200316131441","U","2020-03-18 02:40:00.0","안마원","379561.421962639","180290.888947226","안마원","0","","","","","0","0","165",
"174","의료유사업","01_01_10_P","3340000","PHMB420163340025042400001","20161109","","01","영업/정상","13","영업중","","","","","051-205-3331","","","부산광역시 사하구 괴정동 550번지 9호 천아하늘정원2차아파트 101호","부산광역시 사하구 장평로449번길 26, 1층 101호 (괴정동, 천아하늘정원2차아파트)","49402","효사랑안마지압원","20161109134954","I","2018-08-31 23:59:59.0","안마원","381013.15069900000","179850.20314200000","안마원","0","","","","","0","0","48.84",
"175","의료유사업","01_01_10_P","3340000","PHMB420163340025042400002","20161109","","01","영업/정상","13","영업중","","","","","051-529-7070","","","부산광역시 사하구 당리동 426번지 4호","부산광역시 사하구 낙동대로 352 (당리동)","49345","강동근안마지압원","20201224182806","U","2020-12-26 02:40:00.0","안마원","380385.73456456","179821.876860769","안마원","0","","","","","0","0","91.57",
"176","의료유사업","01_01_10_P","3340000","PHMB420163340025042400003","20161111","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 하단동 611번지 45호","부산광역시 사하구 동매로81번길 1 (하단동)","49414","행복한 힐링 안마원","20161111141210","I","2018-08-31 23:59:59.0","안마원","379272.846036421","179936.08112558","안마원","0","","","","","","","36.06",
"177","의료유사업","01_01_10_P","3340000","PHMB420193340025042400001","20200102","","01","영업/정상","13","영업중","","","","","051-205-7577","","","부산광역시 사하구 당리동 572번지 당리푸르지오","부산광역시 사하구 승학로71번길 30, 110동 303호 (당리동, 당리푸르지오)","49322","가장좋은날 안마지압원","20200102105142","I","2020-01-04 00:23:37.0","안마원","380204.099112574","180187.93485952","안마원","0","","","","","","","55.06",
"178","의료유사업","01_01_10_P","3340000","PHMB420213340025042400001","20211124","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 괴정동 1284 사하역 비스타 동원 상가 301동 B102호","부산광역시 사하구 낙동대로 280, 301동 B102호 (괴정동, 사하역 비스타 동원)","49343","서강안마지압원","20211124172908","I","2021-11-26 00:22:55.0","안마원","","","안마원","0","0","0","0","0","0","0","49.6",
"179","의료유사업","01_01_10_P","3340000","PHMB420203340025042400001","20201207","","01","영업/정상","13","영업중","","","","","051-262-3089","","","부산광역시 사하구 다대동 1548-37 몰운대종합시장상가","부산광역시 사하구 다대로 704, 몰운대종합시장상가 4층 401호 (다대동)","49505","정다운안마원","20201211163817","I","2020-12-13 00:23:06.0","안마원","379191.329567722","173961.914773076","안마원","1","","","","","","","163.56",
"180","의료유사업","01_01_10_P","3350000","PHMB419963350024042400001","19960326","","03","폐업","03","폐업","20020304","","","","051-522-5311","","609828","부산광역시 금정구 서3동 206번지 3호","부산광역시 금정구 서동로 193-15 (서동)","","향림안마시술소","20090901095121","I","2018-08-31 23:59:59.0","안마시술소","391842.833387012","192672.824505146","안마시술소","3","","","","","25","","730.92",
"181","의료유사업","01_01_10_P","3350000","PHMB420013350024042400001","20011102","","03","폐업","03","폐업","20021112","","","","051-521-5219","","609829","부산광역시 금정구 서1동 494번지","부산광역시 금정구 서동로103번길 58 (서동)","","홍익안마시술소","20090901095227","I","2018-08-31 23:59:59.0","안마시술소","391161.228126064","192978.395491758","안마시술소","1","","","","","1","","27.14",
"182","의료유사업","01_01_10_P","3350000","PHMB420043350024042400001","20040319","","03","폐업","03","폐업","20080618","","","","051-581-6522","","609840","부산광역시 금정구 장전2동 594번지 2호","부산광역시 금정구 금강로 165 (장전동)","","은하장안안마시술소","20090901100108","I","2018-08-31 23:59:59.0","안마시술소","389429.90281586","193565.473990429","안마시술소","1","","","","","1","","320.8",
"183","의료유사업","01_01_10_P","3350000","PHMB419973350024042400001","19970109","","03","폐업","03","폐업","20040319","","","","051-581-6522","","609840","부산광역시 금정구 장전2동 594번지 2호","부산광역시 금정구 금강로 165 (장전동)","","은하장안마시술소","20090901095713","I","2018-08-31 23:59:59.0","안마시술소","389429.90281586","193565.473990429","안마시술소","8","","","","","4","","320.8",
"184","의료유사업","01_01_10_P","3350000","PHMB419943350024042400003","19940322","","03","폐업","03","폐업","19960312","","","","051-522-5311~2","","609850","부산광역시 금정구 서3동 206번지 3호","부산광역시 금정구 서동로 193-15 (서동)","","향림안마시술소","20090901094009","I","2018-08-31 23:59:59.0","안마시술소","391842.833387012","192672.824505146","안마시술소","6","","","","","20","","730.92",
"185","의료유사업","01_01_10_P","3350000","PHMB419983350024042400001","19981026","","03","폐업","03","폐업","20110922","","","","","","609320","부산광역시 금정구 부곡동 607번지 1호","부산광역시 금정구 동부곡로12번길 84-15 (부곡동)","","삼일안마시술소","20110922174351","I","2018-08-31 23:59:59.0","안마시술소","390838.432197383","193683.416965616","안마시술소","1","","","","","1","","25.33",
"186","의료유사업","01_01_10_P","3350000","PHMB419983350024042400002","19980121","","03","폐업","03","폐업","20140624","","","","051-515-0792","","609320","부산광역시 금정구 부곡동 305번지 17호","부산광역시 금정구 부곡로 106 (부곡동)","609851","정수물리지압원","20140624172657","I","2018-08-31 23:59:59.0","안마시술소","390378.131197114","193775.110675835","안마시술소","1","","","","","1","","33",
"187","의료유사업","01_01_10_P","3350000","PHMB420083350024042400001","20080821","","03","폐업","03","폐업","20090410","","","","051-581-6522","","609390","부산광역시 금정구 장전동 594번지 2호 2,3층","부산광역시 금정구 금강로 165 (장전동,2,3층)","","상상안마시술소","20090901100150","I","2018-08-31 23:59:59.0","안마시술소","389429.90281586","193565.473990429","안마시술소","3","","","","","10","","326.88",
"188","의료유사업","01_01_10_P","3350000","PHMB419943350024042400002","19940719","","03","폐업","03","폐업","19980904","","","","051-513-7822","","609811","부산광역시 금정구 남산동 131번지 10호","부산광역시 금정구 두실로24번길 6 (남산동)","","동방물리지압원","20090901101837","I","2018-08-31 23:59:59.0","안마시술소","390016.561155138","197744.03010993","안마시술소","1","","","","","1","","117.39",
"189","의료유사업","01_01_10_P","3350000","PHMB420123350024042400001","20120518","","01","영업/정상","13","영업중","","","","","051-512-5152","","609825","부산광역시 금정구 부곡동 546번지 1호","부산광역시 금정구 동부곡로12번길 39, 1층 (부곡동)","46303","지성안마지압원","20121112173609","I","2018-08-31 23:59:59.0","안마원","390638.715113293","193736.90328688","안마원","1","","","","","","","36.5",
"190","의료유사업","01_01_10_P","3350000","PHMB420023350024042400001","20020326","","01","영업/정상","13","영업중","","","","","051-582-9896","","","부산광역시 금정구 구서동 194번지 9호 2층","부산광역시 금정구 구서중앙로15번길 9 (구서동)","46230","금정안마원","20150830133142","I","2018-08-31 23:59:59.0","안마원","390105.673602204","197014.43559875","안마원","1","","","","","1","","116.8",
"191","의료유사업","01_01_10_P","3350000","PHMB420053350024042400001","20050201","","01","영업/정상","13","영업중","","","","","051-525-9697","","609848","부산광역시 금정구 서3동 167번지 1호 지하1,2층","부산광역시 금정구 서부로 39, 지하1층,2층 (서동)","46318","사랑안마원","20120117135140","I","2018-08-31 23:59:59.0","안마원","391313.595531988","192890.074248768","안마원","1","","","","","1","","100.8",
"192","의료유사업","01_01_10_P","3360000","PHMB420203360024042400001","20190321","","01","영업/정상","13","영업중","","","","","051-553-0754","","","부산광역시 강서구 명지동 3357-1 부산명지지구아이메디컬","부산광역시 강서구 명지국제8로 229, 부산명지지구아이메디컬 201호 (명지동)","46773","부산보건안마센터","20210915180534","U","2021-09-17 02:40:00.0","안마원","374819.186711909","179407.097712782","안마원","1","0","0","0","0","0","0","68.04",
"193","의료유사업","01_01_10_P","3370000","PHMB420063370022042400001","20060512","","03","폐업","03","폐업","20090703","","","","051-851-3342","","611822","부산광역시 연제구 연산4동 724번지 2호","부산광역시 연제구 중앙대로1120번길 8 (연산동)","","엑스안마시술소","20090703114141","I","2018-08-31 23:59:59.0","안마시술소","389550.122115653","189576.717422213","안마시술소","3","","","","","15","","358.57",
"194","의료유사업","01_01_10_P","3370000","PHMB420073370022042400001","20071002","","03","폐업","03","폐업","20100126","","","","051-863-7422","","611820","부산광역시 연제구 연산4동 603번지 6호","부산광역시 연제구 반송로 22 (연산동)","","수 안마시술소","20100126110224","I","2018-08-31 23:59:59.0","안마시술소","389719.695026166","189529.091207964","안마시술소","2","","","","","12","","451.14",
"195","의료유사업","01_01_10_P","3370000","PHMB420093370022042400002","20090206","","03","폐업","03","폐업","20090911","","","","051-863-3280","","611820","부산광역시 연제구 연산4동 588번지 22호","부산광역시 연제구 반송로 37 (연산동)","","펄 안마시술소","20090911152031","I","2018-08-31 23:59:59.0","안마시술소","389784.973705475","189687.749921142","안마시술소","3","","","","","14","","478.5",
"196","의료유사업","01_01_10_P","3370000","PHMB420143370022042400001","20141230","","03","폐업","03","폐업","20200203","","","","051-852-1892","","611828","부산광역시 연제구 연산동 1244번지 2호 3층","부산광역시 연제구 월드컵대로145번길 20, 3층 (연산동)","47540","연안마시술소","20200204140848","U","2020-02-06 02:40:00.0","안마시술소","389397.694353512","189358.066280987","안마시술소","2","","","","","12","","394.22",
"197","의료유사업","01_01_10_P","3370000","PHMB420093370022042400005","20091221","","03","폐업","03","폐업","20100226","","","","051-864-5561","","611831","부산광역시 연제구 연산5동 1126번지 12호","부산광역시 연제구 월드컵대로 144 (연산동)","","비 안마시술소","20100226170220","I","2018-08-31 23:59:59.0","안마시술소","389447.871657583","189478.394670647","안마시술소","2","","","","","15","","518.1",
"198","의료유사업","01_01_10_P","3370000","PHMB420103370022042400001","20100526","","03","폐업","03","폐업","20120910","","","","051-863-7422","","611820","부산광역시 연제구 연산4동 603번지 6호","부산광역시 연제구 반송로 22 (연산동)","","정안마시술소","20120910164533","I","2018-08-31 23:59:59.0","안마시술소","389719.695026166","189529.091207964","안마시술소","2","","","","","11","","451.14",
"199","의료유사업","01_01_10_P","3370000","PHMB420103370022042400002","20100709","","03","폐업","03","폐업","20120830","","","","051-864-5561","","611831","부산광역시 연제구 연산5동 1126번지 12호  (3층)","부산광역시 연제구 월드컵대로 144 (연산동,(3층))","","비 안마시술소","20120830165600","I","2018-08-31 23:59:59.0","안마시술소","389447.871657583","189478.394670647","안마시술소","2","","","","","15","","518",
"200","의료유사업","01_01_10_P","3370000","PHMB420113370022042400001","20110214","","03","폐업","03","폐업","20181112","","","","","","611839","부산광역시 연제구 연산5동 706번지 11호 (1층 전부)","부산광역시 연제구 월드컵대로91번가길 28 (연산동,(1층 전부))","","톡톡건강안마원","20181112115746","U","2018-11-14 02:35:49.0","안마원","389495.196778839","189070.781373324","안마원","1","","","","","","","56.8",
"201","의료유사업","01_01_10_P","3370000","PHMB420123370022042400003","20120403","","03","폐업","03","폐업","20121127","","","","051-864-3617","","611814","부산광역시 연제구 연산1동 590번지 98호","부산광역시 연제구 고분로13번길 41 (연산동)","611814","몸편한약손안마원","20121127184448","I","2018-08-31 23:59:59.0","안마원","389853.12106836","189563.979424065","안마원","1","","","","","","","87.75",
"202","의료유사업","01_01_10_P","3370000","PHMB420093370022042400003","20090914","","03","폐업","03","폐업","20210825","","","","051-851-2025","","611820","부산광역시 연제구 연산4동 588번지 22호","부산광역시 연제구 반송로 37 (연산동)","","펄 안마시술소","20210825175748","U","2021-08-27 02:40:00.0","안마시술소","389784.973705475","189687.749921142","안마시술소","2","0","0","0","0","14","0","478.55",
"203","의료유사업","01_01_10_P","3370000","PHMB420093370022042400004","20091119","","03","폐업","03","폐업","20100927","","","","051-853-0775","","611820","부산광역시 연제구 연산4동 586번지 15호","부산광역시 연제구 중앙대로1134번길 9 (연산동)","","약손안마원","20100927134156","I","2018-08-31 23:59:59.0","안마원","389524.792556655","189734.985791166","안마원","1","","","","","","","32.55",
"204","의료유사업","01_01_10_P","3370000","PHMB420113370022042400002","20110906","","03","폐업","03","폐업","20181129","","","","051-868-4993","","611820","부산광역시 연제구 연산4동 603번지 1호 2층","부산광역시 연제구 반송로 30 (연산동)","47549","앤안마시술소","20181129185123","U","2018-12-01 02:40:00.0","안마시술소","389769.596168536","189597.688249197","안마시술소","2","","","","","15","","434.57",
"205","의료유사업","01_01_10_P","3370000","PHMB420123370022042400001","20120112","","03","폐업","03","폐업","20130128","","","","051-853-0675","","611840","부산광역시 연제구 연산2동 844번지 10호","부산광역시 연제구 연수로 88 (연산동)","611840","승록안마원","20130128131952","I","2018-08-31 23:59:59.0","안마원","389458.253276027","188210.538329795","안마원","1","","","","","","","13.03",
"206","의료유사업","01_01_10_P","3370000","PHMB420123370022042400002","20120216","","03","폐업","03","폐업","20120629","","","","051-852-1107","","611831","부산광역시 연제구 연산5동 1142번지 7호 샤이나오피스텔 301호","부산광역시 연제구 월드컵대로 173 (연산동, 샤이나오피스텔 301호)","611831","약손안마원","20130417095913","I","2018-08-31 23:59:59.0","안마원","389158.602312428","189529.725684087","안마원","1","","","","","","","26.18",
"207","의료유사업","01_01_10_P","3370000","PHMB420123370022042400004","20120504","","03","폐업","03","폐업","20150911","","","","051-867-8588","","611825","부산광역시 연제구 연산6동 1999번지 13호 2층","부산광역시 연제구 연수로 130 (연산동, 2층)","47610","한마음안마원","20151020113148","I","2018-08-31 23:59:59.0","안마원","389857.445982341","188153.673598994","안마원","1","","","","","","","59.83",
"208","의료유사업","01_01_10_P","3370000","PHMB420133370022042400002","20131113","","03","폐업","03","폐업","20161028","","","","051-852-3811","","611831","부산광역시 연제구 연산5동 1126번지 12호 3층","부산광역시 연제구 월드컵대로 144, 3층 (연산동)","47524","힐링안마시술소","20161028174659","I","2018-08-31 23:59:59.0","안마시술소","389447.871657583","189478.394670647","안마시술소","3","","","","","10","","518.1",
"209","의료유사업","01_01_10_P","3370000","PHMB420083370022042400001","20080314","","03","폐업","03","폐업","20091118","20091007","20091106","","051-864-0663","","611080","부산광역시 연제구 연산동 1126번지 12호","부산광역시 연제구 월드컵대로 144 (연산동)","","비 안마시술소","20091118175923","I","2018-08-31 23:59:59.0","안마시술소","389447.871657583","189478.394670647","안마시술소","4","","","","","15","","518.1",
"210","의료유사업","01_01_10_P","3370000","PHMB420053370022042400001","20050406","","03","폐업","03","폐업","20130902","","","","051-867-9008","","611831","부산광역시 연제구 연산5동 1124번지 7호","부산광역시 연제구 중앙대로 1117 (연산동)","","킹","20130925172405","I","2018-08-31 23:59:59.0","안마시술소","389478.870984061","189542.065731877","안마시술소","3","","","","","16","","705.12",
"211","의료유사업","01_01_10_P","3370000","PHMB420053370022042400002","20051227","","03","폐업","03","폐업","20090430","","","","051-865-6580","","611831","부산광역시 연제구 연산5동 1127번지 30호","부산광역시 연제구 거제천로182번길 42-4 (연산동)","","에스안마시술소","20090730114332","I","2018-08-31 23:59:59.0","안마시술소","389331.727220526","189557.975328762","안마시술소","2","","","","","19","","493.13",
"212","의료유사업","01_01_10_P","3370000","PHMB420183370022042400001","20181017","","03","폐업","03","폐업","20210129","","","","","","","부산광역시 연제구 연산동 723번지 15호 해조빌딩","부산광역시 연제구 중앙대로1120번길 14-7, 해조빌딩 5층 (연산동)","47520","제이안마시술소","20210129172528","U","2021-01-31 02:40:00.0","안마시술소","389617.508928887","189565.405213778","안마시술소","2","","","","","8","","515.38",
"213","의료유사업","01_01_10_P","3370000","PHMB420093370022042400001","20090430","","01","영업/정상","13","영업중","","","","","051-865-6580","","611831","부산광역시 연제구 연산5동 1127번지 30호","부산광역시 연제구 거제천로182번길 42-4 (연산동)","47524","에스안마시술소","20210706132540","U","2021-07-08 02:40:00.0","안마시술소","389331.727220526","189557.975328762","안마시술소","3","0","0","0","0","18","0","493.13",
"214","의료유사업","01_01_10_P","3370000","PHMB420113370022042400004","20111208","","01","영업/정상","13","영업중","","","","","051-751-4976","","611819","부산광역시 연제구 연산9동 2235번지 10호  2충","부산광역시 연제구 과정로 82 (연산동)","47573","건강한미안마지압원","20220115095557","U","2022-01-18 02:40:00.0","안마원","391902.30001519","188631.167238132","안마원","1","0","0","0","0","0","0","55.02",
"215","의료유사업","01_01_10_P","3370000","PHMB420133370022042400001","20130320","","01","영업/정상","13","영업중","","","","","051-864-3617","","611814","부산광역시 연제구 연산1동 590번지 4호 1층","부산광역시 연제구 고분로13번길 61-3 (연산동)","47551","몸편한약손약발지압원","20200707180103","U","2020-07-09 02:40:00.0","안마원","389904.904883917","189670.938137221","안마원","1","","","","","","","91.3",
"216","의료유사업","01_01_10_P","3370000","PHMB420173370022042400001","20170106","","01","영업/정상","13","영업중","","","","","051-544-9928","","","","부산광역시 연제구 월드컵대로 10, 1층 (연산동)","47592","연산우리들안마원","20170113171226","I","2018-08-31 23:59:59.0","안마원","390009.298983563","188254.942120883","안마원","1","","","","","","","34.71",
"217","의료유사업","01_01_10_P","3370000","PHMB420173370022042400002","20170210","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 연제구 거제천로118번길 23, 상가동 203호 (연산동, 엔학미지앙)","47541","소생안마원","20170210181452","I","2018-08-31 23:59:59.0","안마원","389036.444191863","189161.558118678","안마원","1","","","","","","","36.48",
