"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자산규모","부채총액","자본금","판매방식명",
"699","전화권유판매업","08_26_03_P","3330000","2019333015124200002","20190311","","01","영업/정상","01","정상영업","","","","","070-4622-4380","","","부산광역시 해운대구 재송동 ****번지 큐비이센텀","부산광역시 해운대구 센텀중앙로 **, 큐비이센텀 ***호 (재송동)","48059","(주)제이엠디마케팅 부산지점","20190523173155","U","2019-05-25 02:40:00.0","","393605.930358633","188324.973749177","50000000","0","50000000","",
"700","전화권유판매업","08_26_03_P","3330000","2019333015124200004","20190524","","01","영업/정상","01","정상영업","","","","","070-4622-4380","","","부산광역시 해운대구 우동 ****번지 벽산이센텀클래스원*차","부산광역시 해운대구 센텀동로 **, 벽산이센텀클래스원*차 ****호 (우동)","48059","주식회사 제이엠디마케팅","20190528095444","I","2019-05-30 02:20:58.0","","393790.344709358","188235.889521484","12192805","42914120","-30721315","",
"701","전화권유판매업","08_26_03_P","3330000","2022333015124200005","20220419","","01","영업/정상","01","정상영업","","","","","1833-9713","","","부산광역시 해운대구 재송동 **** 큐비이센텀 본동 ****호","부산광역시 해운대구 센텀중앙로 **, 큐비이센텀 본동 ****호 (재송동)","48059","주식회사 에스에스한주","20220419162200","I","2022-04-21 00:22:33.0","","393605.930358633","188324.973749177","38786240","96874216","-58087972","",
"702","전화권유판매업","08_26_03_P","3330000","2019333015124200007","20191106","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 해운대구 좌동 ****번지 삼성아파트","부산광역시 해운대구 세실로 ***, ***동 ***호 (좌동, 삼성아파트)","48076","윤 Biz consulting","20191108124439","U","2019-11-10 02:40:00.0","","398375.978241032","188861.300752056","","","","",
"703","전화권유판매업","08_26_03_P","3330000","2019333015124200006","20191028","","01","영업/정상","01","정상영업","","","","","070-7843-8864","","","부산광역시 해운대구 재송동 ****번지 *호 센텀스카이비즈","부산광역시 해운대구 센텀중앙로 **, 센텀스카이비즈 A동 ****호 (재송동)","48058","주식회사 아람커뮤니케이션즈","20191030094959","I","2019-11-01 00:23:04.0","","393503.395720953","188279.474831569","1000000000","500000000","100000000","",
"704","전화권유판매업","08_26_03_P","3330000","2022333015124200003","20220228","","01","영업/정상","01","정상영업","","","","","051-558-8334","","","부산광역시 해운대구 반여동 *** 반여농산물도매시장 서비스동 *층 사무실에이","부산광역시 해운대구 수영강변대로 ***, 반여농산물도매시장 서비스동 *층 사무실에이호 (반여동)","48031","(주) 대원코퍼레이션","20220228105602","I","2022-03-02 00:22:36.0","","393233.931123062","192684.487637586","1321354880","911069180","410285664","",
"705","전화권유판매업","08_26_03_P","3330000","2022333015124200002","20220214","","01","영업/정상","01","정상영업","","","","","070-4917-4433","","","부산광역시 해운대구 우동 **** 롯데갤러리움센텀 에스동 ***호","부산광역시 해운대구 센텀*로 *, 롯데갤러리움센텀 에스동 ***호 (우동)","48060","주식회사 오투플랫폼","20220407101258","U","2022-04-09 02:40:00.0","","394085.659790124","187458.456044384","13747115","33836140","-20089024","",
"706","전화권유판매업","08_26_03_P","3330000","2022333015124200004","20210420","","01","영업/정상","01","정상영업","","","","","051-978-2243","","","부산광역시 해운대구 우동 **** 에이스하이테크** ****호","부산광역시 해운대구 센텀중앙로 **, 에이스하이테크** ****호 (우동)","48059","위너스펀딩 주식회사","20220303190819","I","2022-03-05 00:22:37.0","","393963.840834294","188061.35516256","5920720","3518574","10000000","",
"707","전화권유판매업","08_26_03_P","3330000","2020333015124200001","20200204","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 해운대구 재송동 ****번지 *호 ***호","부산광역시 해운대구 재반로 ***-*, *층 ***호 (재송동)","48053","주식회사 아이씨티브이","20200207085430","I","2020-02-09 00:23:23.0","","393753.928636764","190055.673830715","20000000","0","20000000","",
"708","전화권유판매업","08_26_03_P","3330000","2022333015124200001","20220121","","01","영업/정상","01","정상영업","","","","","051-717-0184","","","부산광역시 해운대구 우동 **** 카이저빌 ***호","부산광역시 해운대구 마린시티*로 **, 카이저빌 ***호 (우동)","48118","주식회사 상정","20220124164454","U","2022-01-26 02:40:00.0","","395494.954597888","186085.296980002","10000000","0","10000000","",
"709","전화권유판매업","08_26_03_P","3330000","2021333015124200008","20190322","","01","영업/정상","01","정상영업","","","","","051-747-9010","","","부산광역시 해운대구 송정동 ***-** *층","부산광역시 해운대구 송정*로*번길 **-*, *층 (송정동)","48068","가람","20211007191614","I","2021-10-09 00:22:47.0","","400174.913507126","189093.671352481","10000000","0","10000000","",
"710","전화권유판매업","08_26_03_P","3330000","2018333013224200004","20130515","","01","영업/정상","01","정상영업","","","","","051-503-5555","","","부산광역시 해운대구 우동 ****번지 마린파크","부산광역시 해운대구 마린시티*로 *, 마린파크 ***호 (우동)","48092","(주)한양골프","20180801145805","I","2018-08-31 23:59:59.0","","395308.61045334","186564.639113751","385026207","22959656","250000000","",
"711","전화권유판매업","08_26_03_P","3330000","2020333015124200004","20200702","","01","영업/정상","01","정상영업","","","","","070-5214-2914","","","부산광역시 해운대구 우동 **** *층","부산광역시 해운대구 센텀동로 **, *층 (우동)","48059","주식회사 원넷","20200703162758","I","2020-07-05 00:23:17.0","","393984.782972055","188114.466275933","1105896236","887266694","218629542","",
"712","전화권유판매업","08_26_03_P","3330000","2020333015124200005","20200812","","01","영업/정상","01","정상영업","","","","","1644-9844","","","부산광역시 해운대구 우동 **** 센텀그린타워 ***~***호","부산광역시 해운대구 센텀중앙로 **, 센텀그린타워 ***~***호 (우동)","48059","(주)해윰","20200818105026","I","2020-08-20 00:23:13.0","","393696.083565618","188229.689546721","1024522910","504299567","502223343","",
"713","전화권유판매업","08_26_03_P","3330000","2021333015124200005","20210127","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 해운대구 우동 **** 부산영상후반작업시설 ***호, ***호, ***호","부산광역시 해운대구 센텀*로 *, 부산영상후반작업시설 ***호, ***호, ***호 (우동)","48058","주식회사 부일기획","20210714210924","I","2021-07-16 00:22:53.0","","393505.382349297","188093.533877672","292878518","349000000","100000000","",
"714","전화권유판매업","08_26_03_P","3330000","2021333015124200006","20210810","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 해운대구 재송동 ****-* 센텀스카이비즈 B동 ***호 *실","부산광역시 해운대구 센텀중앙로 **, 센텀스카이비즈 B동 ***호 *실호 (재송동)","48058","대한우수선정센터","20210810171537","I","2021-08-12 00:22:50.0","","393503.395720953","188279.474831569","0","0","0","",
"715","전화권유판매업","08_26_03_P","3330000","2021333015124200007","20210810","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 해운대구 재송동 **** 큐비이센텀 ****호","부산광역시 해운대구 센텀중앙로 **, 큐비이센텀 ****호 (재송동)","48059","대한맛집선정센터","20210810172015","I","2021-08-12 00:22:50.0","","393605.930358633","188324.973749177","0","0","0","",
"716","전화권유판매업","08_26_03_P","3330000","2021333015124200003","20210506","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 해운대구 우동 ***-** 해운대엔스타아파트 상가동 ***호","부산광역시 해운대구 해운대로***번가길 **, 상가동 ***호 (우동, 해운대엔스타아파트)","48065","다담","20210506092839","I","2021-05-08 00:22:56.0","","395433.078813293","187130.434184719","","","","",
"717","전화권유판매업","08_26_03_P","3330000","2021333015124200004","20210625","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 해운대구 우동 **** 더블유비씨더팔레스오피스텔 ***동 ****호","부산광역시 해운대구 센텀*로 **, 더블유비씨더팔레스오피스텔 ***동 ****호 (우동)","48060","주식회사 롱텀인터내셔널","20210625092907","I","2021-06-27 00:23:03.0","","394115.595090543","187246.521204797","817140374","173840791","643299583","",
"718","전화권유판매업","08_26_03_P","3330000","2021333015124200002","20210427","","01","영업/정상","01","정상영업","","","","","070-8767-5919","","","부산광역시 해운대구 재송동 **** 센텀아이에스타워 ****호","부산광역시 해운대구 센텀북대로 **, 센텀아이에스타워 ****호 (재송동)","48059","주식회사 제이앤제이아이티솔루션","20210427063844","I","2021-04-29 00:23:08.0","","393527.757337839","188440.756376893","121710287","32007790","50000000","",
"719","전화권유판매업","08_26_03_P","3330000","2021333015124200001","20210407","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 해운대구 우동 **** 트럼프월드센텀* B동 ****호","부산광역시 해운대구 센텀*로 **, 트럼프월드센텀* B동 ****호 (우동)","48060","티오프클럽 주식회사","20210407165946","I","2021-04-09 00:23:07.0","","394340.426549986","187360.769460221","50000000","0","50000000","",
"720","전화권유판매업","08_26_03_P","3330000","2015333010324200001","20150113","","01","영업/정상","01","정상영업","","","","","051-505-2233","","","","부산광역시 해운대구 마린시티*로 *, ****호 (우동, 마린파크)","612824","바로연","20150113095800","I","2018-08-31 23:59:59.0","","395308.61045334","186564.639113751","","","","",
"721","전화권유판매업","08_26_03_P","3330000","2012333010324200008","20100630","","01","영업/정상","01","정상영업","","","","","051-505-3677","","612050","부산광역시 해운대구 재송동 ****번지 벽산e센텀클래스원 ***호","부산광역시 해운대구 센텀동로 **, ***호 (재송동, 벽산e센텀클래스원)","612051","(주)코스넷","20121018133230","I","2018-08-31 23:59:59.0","","393553.326853219","188402.465080284","100000000","0","100000000","",
"722","전화권유판매업","08_26_03_P","3330000","2016333013224200003","20160224","","01","영업/정상","01","정상영업","","","","","070-8740-2787","","","부산광역시 해운대구 우동 ****번지 벽산이센텀클래스원*차","부산광역시 해운대구 센텀동로 **, 벽산이센텀클래스원*차 ****호 (우동)","48059","주식회사 유캐스트","20180126203818","I","2018-08-31 23:59:59.0","","393790.344709358","188235.889521484","5000000","1261800","4189148","",
"723","전화권유판매업","08_26_03_P","3330000","2012333010324200001","20120106","","01","영업/정상","01","정상영업","","","","","051-747-5033","","612020","부산광역시 해운대구 우동 ****번지 선프라자 ***호","부산광역시 해운대구 센텀동로 **, ***호 (우동, 선프라자)","612725","(주)와이엔텍 명성","20160119135543","I","2018-08-31 23:59:59.0","","395615.201853958","186406.750870936","1694935930","529394983","250000000","",
"724","전화권유판매업","08_26_03_P","3330000","2014333010324200004","20140307","","01","영업/정상","01","정상영업","","","","","","","","","부산광역시 해운대구 양운로 **, 비동 ****호 (좌동, 해운대베르나움)","48104","(주)비에스회원권거래소","20150914135707","I","2018-08-31 23:59:59.0","","398240","187521","20000000","0","50000000","",
"725","전화권유판매업","08_26_03_P","3330000","2014333010324200009","20140725","","01","영업/정상","01","정상영업","","","","","1899-6678","","","","부산광역시 해운대구 마린시티*로 **, ***호 (우동, 한일오르듀)","612824","바이오셀뱅킹(주)","20170613152013","I","2018-08-31 23:59:59.0","","395534.321856148","186145.130163447","30000000","0","30000000","",
"726","전화권유판매업","08_26_03_P","3330000","2008333008224200001","20080311","","01","영업/정상","01","정상영업","","","","","051-703-0370","","612030","부산광역시 해운대구 좌동 ****번지 KT 좌동지점","부산광역시 해운대구 좌동순환로***번길 ** (좌동,KT 좌동지점)","","동부산정보통신","20190314092724","U","2019-03-16 02:40:00.0","","398720.306720092","188545.64353842","","","","",
"727","전화권유판매업","08_26_03_P","3330000","2020333015124200007","20201228","","01","영업/정상","01","정상영업","","","","","070-7396-7722","","","부산광역시 해운대구 우동 **** 썬프라자 ***호","부산광역시 해운대구 마린시티*로 *, ***호 (우동, 썬프라자)","48092","주식회사 신성이엔아이","20201228155703","I","2020-12-30 00:23:06.0","","395615.201853958","186406.750870936","1392823947","272148638","200000000","",
"728","전화권유판매업","08_26_03_P","3330000","2016333013224200001","20160111","","02","휴업","02","휴업처리","","20171219","20180531","","051-714-4208","","","","부산광역시 해운대구 센텀북대로 **, **층 ****호 (재송동, 센텀아이에스타워)","48059","(주)티에이치이","20171219201048","I","2018-08-31 23:59:59.0","","393561.58646018","188474.665440257","500000000","0","500000000","",
"729","전화권유판매업","08_26_03_P","3330000","2019333015124200005","20180801","","03","폐업","03","폐업처리","20190901","","","","02-1644-7750","","","부산광역시 해운대구 재송동 ****번지 *호 센텀스카이비즈","부산광역시 해운대구 센텀중앙로 **, 센텀스카이비즈 에이동 ****호 (재송동)","48058","(주)앞선그룹","20190906124700","U","2019-09-08 02:40:00.0","","393503.395720953","188279.474831569","20930562683","16011376981","50000000","",
"730","전화권유판매업","08_26_03_P","3330000","2020333015124200002","20200213","","03","폐업","03","폐업처리","20200401","","","","","","","부산광역시 해운대구 재송동 ****번지 *호 센텀스카이비즈 에이동 ****호","부산광역시 해운대구 센텀중앙로 **, 센텀스카이비즈 에이동 ****호 (재송동)","48058","(주)앞선그룹","20200331145316","U","2020-04-02 02:40:00.0","","393503.395720953","188279.474831569","20930562683","16011376981","4919185702","",
"731","전화권유판매업","08_26_03_P","3330000","2020333015124200003","20200414","","03","폐업","03","폐업처리","20200727","","","","","","","부산광역시 해운대구 우동 ****번지 에이스하이테크** ***호","부산광역시 해운대구 센텀중앙로 **, 에이스하이테크** ***호 (우동)","48059","주식회사 더블에스넷","20200727175426","U","2020-07-29 02:40:00.0","","393963.840834294","188061.35516256","300000000","0","300000000","",
"732","전화권유판매업","08_26_03_P","3330000","2005333008224200006","20050909","","03","폐업","03","폐업처리","20071228","","","","051-701-7616","","612010","부산광역시 해운대구 중동 ****번지 *호 웰컴하우스 B동 ***호","부산광역시 해운대구 달맞이길**번길 **-*, B동 ***호 (중동,웰컴하우스)","","조은기획","20071228103808","I","2018-08-31 23:59:59.0","","398121.164836097","186620.548525793","","","","",
"733","전화권유판매업","08_26_03_P","3330000","2007333008224200011","20070626","","03","폐업","03","폐업처리","20081009","","","","051-742-8597","","612010","부산광역시 해운대구 중동 ***번지 *호","","","유진웰라이프","20090703135947","I","2018-08-31 23:59:59.0","","","","","","","",
"734","전화권유판매업","08_26_03_P","3330000","2014333010324200010","20141015","","03","폐업","03","폐업처리","20201030","","","","1855-2612","","","","부산광역시 해운대구 송정중앙로 **, ***호 (송정동, 코스마아파트)","612040","(주)하이비젼","20201102105929","U","2020-11-04 02:40:00.0","","400599.91331495","189335.681021492","836000000","645000000","191000000","",
"735","전화권유판매업","08_26_03_P","3330000","2014333010324200011","20141023","","03","폐업","03","폐업처리","20161104","","","","070-7396-7722","","","","부산광역시 해운대구 센텀동로 **, ****호 (우동, 벽산e센텀클래스원*차)","612020","주식회사 신성이엔아이","20161104173603","I","2018-08-31 23:59:59.0","","393790.344709358","188235.889521484","685517059","53283668","200000000","",
"736","전화권유판매업","08_26_03_P","3330000","2015333010324200003","20150311","","03","폐업","03","폐업처리","20171215","","","","051-782-4547","","","","부산광역시 해운대구 재반로**번길 **, 상가동 ***호 (재송동, 이진아파트)","612828","주식회사 엘엔피(LNP Co. ,Ltd)","20171215174439","I","2018-08-31 23:59:59.0","","393731.727810214","189180.842609872","50000000","0","50000000","",
"737","전화권유판매업","08_26_03_P","3330000","2015333010324200010","20090130","","03","폐업","03","폐업처리","20151211","","","","553-4911","","","부산광역시 해운대구 우동 ****번지 삼운빌딩","부산광역시 해운대구 센텀동로 **, ***호 (우동, 부산디자인센터)","48059","(주)비즈폼","20151211143854","I","2018-08-31 23:59:59.0","","393918.643809797","188170.19630527","2723002474","636316750","2086685724","",
"738","전화권유판매업","08_26_03_P","3330000","2015333010324200011","20150930","","03","폐업","03","폐업처리","20151117","","","","","","","","부산광역시 해운대구 센텀*로 **, **층 ****호 (우동, 센텀스퀘어)","48060","삼보기획","20151117164748","I","2018-08-31 23:59:59.0","","394304.865511712","187411.826417127","","","","",
"739","전화권유판매업","08_26_03_P","3330000","2015333010324200012","20151105","","03","폐업","03","폐업처리","20170731","","","","1800-1860","","","","부산광역시 해운대구 센텀중앙로 **, ****호 (우동, 에이스하이테크**)","48059","(주)이레정보","20170731153658","I","2018-08-31 23:59:59.0","","394035.24909500000","188368.64865100000","57113855","352043293","150000000","",
"740","전화권유판매업","08_26_03_P","3330000","2016333013224200004","20160317","","03","폐업","03","폐업처리","20160608","","","","051-817-7247","","","","부산광역시 해운대구 센텀중앙로 **, ***호 (우동, 센텀그린타워)","48059","(주)타스컴","20160609165846","I","2018-08-31 23:59:59.0","","393696.083565618","188229.689546721","626728862","414468649","212260213","",
"741","전화권유판매업","08_26_03_P","3330000","2016333013224200005","20160523","","03","폐업","03","폐업처리","20181005","","","","","","","","부산광역시 해운대구 센텀중앙로 **, ***호 (우동, 에이스하이테크**)","48059","비젼스대부","20181001174951","U","2018-10-03 02:36:30.0","","394035.24909500000","188368.64865100000","","","","",
"742","전화권유판매업","08_26_03_P","3330000","2017333013224200001","20170105","","03","폐업","03","폐업처리","20180517","","","","","","","","부산광역시 해운대구 센텀동로 **, ****호 (우동, 벽산이센텀클래스원*차)","48059","시제이헬로고해운대기장방송","20180517151505","I","2018-08-31 23:59:59.0","","393790.344709358","188235.889521484","","","","",
"743","전화권유판매업","08_26_03_P","3330000","2017333013224200002","20170724","","03","폐업","03","폐업처리","20170929","","","","051-747-2623","","","","부산광역시 해운대구 좌동순환로 *, ***동 ****호 (중동, 이안해운대)","48084","한국교육개발원","20170929175337","I","2018-08-31 23:59:59.0","","397358.257473215","187467.922526965","","","","",
"744","전화권유판매업","08_26_03_P","3330000","2018333013224200001","20180202","","03","폐업","03","폐업처리","20190830","","","","","","","부산광역시 해운대구 우동 ***번지 **호","부산광역시 해운대구 구남로 *, 라마다앙코르해운대호텔 KT *층 ***호 (우동)","48095","비숑컴퍼니","20190830164048","U","2019-09-01 02:40:00.0","","396697.413310095","187037.673015139","","","","",
"745","전화권유판매업","08_26_03_P","3330000","2013333010324200001","20130102","","03","폐업","03","폐업처리","20131231","","","","051-916-7070","","","","부산광역시 해운대구 좌동순환로 ***-* (중동)","612011","카쏘 (KSSO)","20131231115231","I","2018-08-31 23:59:59.0","","397548.783746097","187216.241467139","","","","",
"746","전화권유판매업","08_26_03_P","3330000","2013333010324200002","20130128","","03","폐업","03","폐업처리","20140117","","","","","","","","부산광역시 해운대구 센텀*로 ** (우동)","612021","(주)하나투자건설","20140117094036","I","2018-08-31 23:59:59.0","","394176.848642491","187415.090101089","127500000","27500000","100000000","",
"747","전화권유판매업","08_26_03_P","3330000","2013333010324200003","20130605","","03","폐업","03","폐업처리","20140428","","","","051-542-8887","","","","부산광역시 해운대구 아랫반송로 ** (반송동)","612803","넘버원","20140428100145","I","2018-08-31 23:59:59.0","","395556.965224961","193836.470267269","","","","",
"748","전화권유판매업","08_26_03_P","3330000","2015333010324200004","20140904","","03","폐업","03","폐업처리","20161007","","","","","","","","부산광역시 해운대구 해운대로***번길 **, ***동 ****호 (중동, 경동하나메르빌)","48102","주식회사 케이제이정보통신","20161019140144","I","2018-08-31 23:59:59.0","","398005","187836","10000000","0","10000000","",
"749","전화권유판매업","08_26_03_P","3330000","2015333010324200005","20150206","","03","폐업","03","폐업처리","20180116","","","","051-746-7741","","","","부산광역시 해운대구 센텀중앙로 **, ***호 (우동, 에이스하이테크**)","612020","주식회사 러빙데이","20180305183531","I","2018-08-31 23:59:59.0","","394035.24909500000","188368.64865100000","50000000","0","50000000","",
"750","전화권유판매업","08_26_03_P","3330000","2018333013224200003","20180517","","03","폐업","03","폐업처리","20181025","","","","","","","부산광역시 해운대구 우동 ****번지 벽산이센텀클래스원*차","부산광역시 해운대구 센텀동로 **, 벽산이센텀클래스원*차 ****호 (우동)","48059","시제이 헬로고 해운대기장방송","20181025180922","U","2018-10-27 02:37:44.0","","393790.344709358","188235.889521484","","","","",
"751","전화권유판매업","08_26_03_P","3330000","2012333010324200002","20120106","","03","폐업","03","폐업처리","20140602","","","","051-747-5044","","612020","부산광역시 해운대구 우동 ****번지 선프라자 ***호","부산광역시 해운대구 마린시티*로 *, ***호 (우동, 선프라자)","612725","주식회사 예림네트웍스","20140602091555","I","2018-08-31 23:59:59.0","","395615.201853958","186406.750870936","751616617","117798788","200000000","",
"752","전화권유판매업","08_26_03_P","3330000","2012333010324200003","20120210","","03","폐업","03","폐업처리","20130807","","","","","","612020","부산광역시 해운대구 우동 ***번지 *호 팔레스오피스텔 ****호","부산광역시 해운대구 구남로**번길 **, ****호 (우동, 팔레스오피스텔)","612821","(주)제이앤제이마케팅","20130805113824","I","2018-08-31 23:59:59.0","","396625.791487006","186952.601632625","10000000","0","10000000","",
"753","전화권유판매업","08_26_03_P","3330000","2012333010324200004","20120405","","03","폐업","03","폐업처리","20150123","","","","1544-2160","","612020","부산광역시 해운대구 우동 ****번지 제니스스퀘어상가 A동 ***호","부산광역시 해운대구 마린시티*로 **, A동 ***호 (우동, 제니스스퀘어상가)","612824","주식회사 제이엠씨(JMC)","20150123145841","I","2018-08-31 23:59:59.0","","395388.715069604","186268.853282623","50000000","0","50000000","",
"754","전화권유판매업","08_26_03_P","3330000","2012333010324200006","20120921","","03","폐업","03","폐업처리","20130310","","","","","","612020","부산광역시 해운대구 우동 ****번지 에이스하이테크** ****호","부산광역시 해운대구 센텀중앙로 **, ****호 (우동, 에이스하이테크**)","612022","주식회사 스타미디어컬처센터","20130305171840","I","2018-08-31 23:59:59.0","","393963.840834294","188061.35516256","0","0","30000000","",
"755","전화권유판매업","08_26_03_P","3330000","2013333010324200004","20130925","","03","폐업","03","폐업처리","20151105","","","","070-7862-9369","","","","부산광역시 해운대구 센텀동로 **, ****호 (재송동, 벽산이센텀클래스원)","612050","(주)엔씨티솔루션","20151104163449","I","2018-08-31 23:59:59.0","","393607.260373715","188408.076687691","100000000","0","100000000","",
"756","전화권유판매업","08_26_03_P","3330000","2014333010324200002","20140116","","03","폐업","03","폐업처리","20141231","","","","051-744-8502","","","","부산광역시 해운대구 센텀*로 **, ***호 (우동, 센텀타워메디컬)","612889","(주)삼호도시건설","20141231171929","I","2018-08-31 23:59:59.0","","394176.848642491","187415.090101089","208869939","158869939","50000000","",
"757","전화권유판매업","08_26_03_P","3330000","2014333010324200003","20140305","","03","폐업","03","폐업처리","20150204","","","","","","","","부산광역시 해운대구 재반로 *** (반여동)","612817","한백텔레콤","20150204152715","I","2018-08-31 23:59:59.0","","394049.758169174","190926.224818414","","","","",
"758","전화권유판매업","08_26_03_P","3330000","2014333010324200005","20140418","","03","폐업","03","폐업처리","20150408","","","","051-714-0772","","","","부산광역시 해운대구 센텀중앙로 **, ***호 (우동, 센텀그린타워)","612020","주식회사 채움엘씨티","20150409172756","I","2018-08-31 23:59:59.0","","393696.083565618","188229.689546721","0","0","10000000","",
"759","전화권유판매업","08_26_03_P","3330000","2014333010324200006","20120613","","03","폐업","03","폐업처리","20160706","","","","6101988","","","","부산광역시 해운대구 해운대로 ***, *층 (우동)","612819","엠스타남남북녀","20160706102522","I","2018-08-31 23:59:59.0","","396680.835052367","187141.304503139","","","","",
"760","전화권유판매업","08_26_03_P","3330000","2014333010324200007","20140605","","03","폐업","03","폐업처리","20160608","","","","051-545-7780","","","","부산광역시 해운대구 아랫반송로**번길 ***-** (반송동)","612806","아미원식품","20160608103703","I","2018-08-31 23:59:59.0","","395628.941697525","194295.565066991","","","","",
"761","전화권유판매업","08_26_03_P","3330000","2014333010324200008","20050826","","03","폐업","03","폐업처리","20140731","","","","051-636-5578","","","","부산광역시 해운대구 센텀서로 **, *층 ***~***호 (우동, KNN타워)","612912","(주)에듀스","20140731090235","I","2018-08-31 23:59:59.0","","393810.868918246","187968.239406246","1154044908","348866498","150000000","",
"762","전화권유판매업","08_26_03_P","3330000","2010333010324200004","20100310","","03","폐업","03","폐업처리","20101231","","","","906-8562","","612020","부산광역시 해운대구 우동 ****번지 *호 신세계프라자빌딩 ***호","부산광역시 해운대구 해운대로 ***, ***호 (우동,신세계프라자빌딩)","","B&G 텔레콤","20151221164523","I","2018-08-31 23:59:59.0","","394974.292766227","187505.194990201","","","","",
"763","전화권유판매업","08_26_03_P","3330000","2005333008224200002","20050222","","03","폐업","03","폐업처리","20171130","","","","051-745-8744","","","","부산광역시 해운대구 청사포로 **, ***동 ****호 (좌동, SKVIEW)","612773","Medi 라인","20171130174410","I","2018-08-31 23:59:59.0","","398932.204390401","187351.865554875","","","","",
"764","전화권유판매업","08_26_03_P","3330000","2005333008224200007","20051005","","03","폐업","03","폐업처리","20071217","","","","051-702-8229","","612030","부산광역시 해운대구 좌동 ****번지 동신아파트 ***동 ****호","부산광역시 해운대구 좌동순환로***번길 *, ***동 ****호 (좌동,동신아파트)","","gis컨설팅","20071217161438","I","2018-08-31 23:59:59.0","","398480.822750921","188607.54544303","","","","",
"765","전화권유판매업","08_26_03_P","3330000","2007333008224200001","20070122","","03","폐업","03","폐업처리","20080626","","","","051-543-6298","","612807","부산광역시 해운대구 반송동 ***번지 *호 초원맨션 ***호","부산광역시 해운대구 운봉길 **, ***호 (반송동,초원맨션)","","삼영통상","20080626091300","I","2018-08-31 23:59:59.0","","395311.51114746","194686.087254196","","","","",
"766","전화권유판매업","08_26_03_P","3330000","2007333008224200002","20070316","","03","폐업","03","폐업처리","20081226","","","","","","612060","부산광역시 해운대구 반여동 ****번지 ***호","부산광역시 해운대구 재반로 *** (반여동)","","(주)엔젤상조","20100402111543","I","2018-08-31 23:59:59.0","","394015.402984641","190631.627599601","0","0","0","",
"767","전화권유판매업","08_26_03_P","3330000","2007333008224200003","20070615","","03","폐업","03","폐업처리","20090102","","","","051-531-5320","","612809","부산광역시 해운대구 반여동 ***번지 **호","부산광역시 해운대구 반여로***번가길 **-* (반여동)","","비케이","20131212104841","I","2018-08-31 23:59:59.0","","393589.254981889","191764.527729763","","","","",
"768","전화권유판매업","08_26_03_P","3330000","2007333008224200010","20060421","","03","폐업","03","폐업처리","20100203","","","","051-749-3926","","612030","부산광역시 해운대구 좌동 ****번지 *호 웅신씨네아트빌딩 *층","부산광역시 해운대구 해운대로 *** (좌동,웅신씨네아트빌딩 *층)","","㈜씨제이헬로비전해운대기장방송","20100203131328","I","2018-08-31 23:59:59.0","","398237.363461482","187720.511056894","33479000000","26482000000","4500000000","",
"769","전화권유판매업","08_26_03_P","3330000","2007333008224200014","20070731","","03","폐업","03","폐업처리","20080501","","","","051-747-0734","","612031","부산광역시 해운대구 좌동 ****번지 *통 *반 해운대주공아파트(*)단지 ***동 ****호","부산광역시 해운대구 청사포로 **, ***동 ****호 (좌동,해운대주공아파트(*)단지)","","여명정보통신","20090604105439","I","2018-08-31 23:59:59.0","","398778.030403091","187351.865554875","","","","",
"770","전화권유판매업","08_26_03_P","3330000","2007333008224200019","20070807","","03","폐업","03","폐업처리","20070807","","","","051-740-0685","","612020","부산광역시 해운대구 우동 ***번지 *호 해운대그랜트호텔 지하*층","부산광역시 해운대구 해운대해변로 *** (우동,해운대그랜트호텔 지하*층)","","비더블유(BW)마케팅&컨설팅","20070807171411","I","2018-08-31 23:59:59.0","","396311.478370083","186563.963573726","","","","",
"771","전화권유판매업","08_26_03_P","3330000","2007333008224200020","20070807","","03","폐업","03","폐업처리","20070807","","","","051-731-9800","","612020","부산광역시 해운대구 우동 ****번지 유스호스텔 아르피나 *층","부산광역시 해운대구 해운대해변로 ** (우동,유스호스텔 아르피나 *층)","","유비스엠","20071207153704","I","2018-08-31 23:59:59.0","","394725.789471238","187180.759947299","","","","",
"772","전화권유판매업","08_26_03_P","3330000","2008333008224200002","20080319","","03","폐업","03","폐업처리","20080828","","","","051-744-3581","","612020","부산광역시 해운대구 우동 ***번지 **호 장산빌딩 **층","부산광역시 해운대구 해운대로 *** (우동,장산빌딩 **층)","","DYCS","20080828143535","I","2018-08-31 23:59:59.0","","396785.246336812","187220.834428291","","","","",
