"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"114","관광숙박업","03_11_01_P","3330000","CDFI2260032008000001","20080226","","01","영업/정상","13","영업중","","","","","051-746-1010","","","부산광역시 해운대구 중동 1124-2 팔레드시즈","부산광역시 해운대구 해운대해변로298번길 24, 팔레드시즈 (중동)","48099","팔레드시즈","20211005153651","U","2021-10-07 02:40:00.0","","397340.061979116","186699.763267637","관광숙박업","관광사업","","","","","","","","","331","","","","","","","","","","","","","","","","","","","","","","","","","휴양콘도미니엄업",
"115","관광숙박업","03_11_01_P","3330000","CDFI2260032008000002","20080724","","01","영업/정상","13","영업중","","","","","051-744-7161","","612824","부산광역시 해운대구 우동 1435-2","부산광역시 해운대구 마린시티1로 137 (우동)","48118","대우월드마크콘도미니엄","20210628133510","U","2021-06-30 02:40:00.0","","395553.873163203","186199.790541274","관광숙박업","관광사업","중심상업지역","39","기타","","","콘도미니엄","39","2","393","","","","","","","","","","","","","","","","","","","","","","","","","휴양콘도미니엄업",
"116","관광숙박업","03_11_01_P","3330000","CDFI2260032012000002","20121228","","01","영업/정상","13","영업중","","","","","051-990-1234","","612824","부산광역시 해운대구 우동 1409-3","부산광역시 해운대구 마린시티1로 51 (우동)","48120","파크하얏트부산","20220427180352","U","2022-04-29 02:40:00.0","","395089.374582997","186246.124349487","관광숙박업","","","0","","","","","34","6","269","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","관광호텔업",
"117","관광숙박업","03_11_01_P","3330000","CDFI2260032014000006","20141114","","01","영업/정상","13","영업중","","","","","051-606-0600","","612846","부산광역시 해운대구 중동 1400-57번지 마리안느호텔","부산광역시 해운대구 해운대해변로 310 (중동, 마리안느호텔)","48099","베니키아해운대호텔마리안느(주)","20200402175127","U","2020-04-04 02:40:00.0","","397171.468396291","186829.824770153","관광숙박업","","일반상업지역","24","기타","","","숙박시설","22","2","127","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업",
"118","관광숙박업","03_11_01_P","3330000","CDFI2260032014000007","20141203","","01","영업/정상","13","영업중","","","","","051-901-1100","","612821","부산광역시 해운대구 우동 651-1","부산광역시 해운대구 해운대해변로209번길 8 (우동)","48093","이비스버젯앰배서더 해운대","20200921201429","U","2020-09-23 02:40:00.0","","396241.040314138","186559.309026682","관광숙박업","","일반상업지역","19","","","","숙박시설","15","4","178","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업",
"119","관광숙박업","03_11_01_P","3330000","CDFI2260032014000008","20141210","","01","영업/정상","13","영업중","","","","","051-704-0001","","612040","부산광역시 해운대구 송정동 437-9","부산광역시 해운대구 송정광어골로 49 (송정동)","48073","올라호텔","20210218104912","U","2021-02-20 02:40:00.0","","400055.336497954","188617.527373636","관광숙박업","","준주거지역","11","","","","호텔","10","1","42","","","","","","","","","","","2998.54","","","","","","","","","8000000000","","","","2999","관광호텔업",
"120","관광숙박업","03_11_01_P","3330000","CDFI2260032015000003","20150612","","01","영업/정상","13","영업중","","","","","051-702-8811","","612040","부산광역시 해운대구 송정동 437-1","부산광역시 해운대구 송정광어골로 47 (송정동)","48073","송정 오셔너스","20210607180041","U","2021-06-09 02:40:00.0","","400062.976192875","188633.949304624","관광숙박업","","","","","","","","","","18","","","","","","","","","","","1806.33","","","","","","","","","","","","","1806","호스텔업",
"121","관광숙박업","03_11_01_P","3330000","CDFI2260032015000005","20150727","","01","영업/정상","13","영업중","","","","","","","612846","부산광역시 해운대구 중동","부산광역시 해운대구 달맞이길62번가길 31, 2층 (중동)","48098","3355호스텔","20210208181245","U","2021-02-10 02:40:00.0","","397802.743262991","186546.161279845","관광숙박업","","상업지역","","","","","","","","5","","","","","","","","","","","375.16","","","","","","","","","28000000","","","","375","호스텔업",
"122","관광숙박업","03_11_01_P","3330000","CDFI2260032015000007","20150916","","01","영업/정상","13","영업중","","","","","051-741-1178","","","부산광역시 해운대구 우동","부산광역시 해운대구 우동1로20번길 5 (우동)","48087","J. SUN 게스트하우스","20211006150848","U","2021-10-08 02:40:00.0","","396459.363077644","187093.349862245","관광숙박업","","","","","","","","","","5","","","","","","","","","","","195.89","","","","","","","","","","","","","196","호스텔업",
"123","관광숙박업","03_11_01_P","3330000","CDFI2260032015000008","20151116","","01","영업/정상","13","영업중","","","","","051-760-7000","","","부산광역시 해운대구 중동","부산광역시 해운대구 해운대해변로 317 (중동, 베니키아해운대호텔)","48095","베니키아호텔 해운대","20200921201319","U","2020-09-23 02:40:00.0","","397246.80420800000","187240.81359500000","관광숙박업","","","","","","","","","","166","","","","","","","","","","","","","","","","","","","","5000000000","","","","","관광호텔업",
"124","관광숙박업","03_11_01_P","3330000","CDFI2260032016000001","20160104","","01","영업/정상","13","영업중","","","","","051-703-9733","","","부산광역시 해운대구 송정동","부산광역시 해운대구 송정광어골로 65 (송정동, 모닝캄)","48073","모닝캄","20220427180104","U","2022-04-29 02:40:00.0","","400025.539405138","188477.098251774","관광숙박업","","","","","","","","","","8","","","","","","","","","","","487.03","","","","","","","","","","","","","487","호스텔업",
"125","관광숙박업","03_11_01_P","3330000","CDFI2260032016000002","20160104","","01","영업/정상","13","영업중","","","","","051-746-2183","","","부산광역시 해운대구 우동","부산광역시 해운대구 해운대해변로197번길 13 (우동, 아이비모텔)","48093","캔버스보산주식회사","20211124104153","U","2021-11-26 02:40:00.0","","396074.474963015","186563.605652607","관광숙박업","","","","","","","","","","28","","","","","","","","","","","1367","","","","","","","","","","","","","1367","호스텔업",
"126","관광숙박업","03_11_01_P","3330000","CDFI2260032016000003","20160115","","01","영업/정상","13","영업중","","","","","051-741-1045","","","부산광역시 해운대구 우동","부산광역시 해운대구 해운대해변로237번길 5 (우동, 토요코인부산해운대2호점)","48093","토요코인 부산 해운대-Ⅱ","20220526134321","U","2022-05-28 02:40:00.0","","396514","186602","관광숙박업","","","0","","","","","0","0","442","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","관광호텔업",
"127","관광숙박업","03_11_01_P","3330000","CDFI2260032016000004","20160601","","01","영업/정상","13","영업중","","","","","051-630-1100","","","부산광역시 해운대구 우동","부산광역시 해운대구 해운대해변로237번길 12 (우동)","48093","이비스 앰배서더 해운대","20201008134410","U","2020-10-10 02:40:00.0","","396555.31512897","186659.762484566","관광숙박업","","","","","","","","20","3","237","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업",
"128","관광숙박업","03_11_01_P","3330000","CDFI2260032016000005","20160707","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동","부산광역시 해운대구 송정광어골로 88 (송정동, 명품한우)","48073","스테이 모어 호스텔","20210114200410","U","2021-01-16 02:40:00.0","","400012.874103203","188287.108794998","관광숙박업","","","","","","","","","","6","","","","","","","","","","","506.55","","","","","","","","","","","","","507","호스텔업",
"129","관광숙박업","03_11_01_P","3330000","CDFI2260032016000006","20160722","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 195번지","부산광역시 해운대구 송정강변로 23 (송정동)","48070","송정아토 호스텔","20200213115624","U","2020-02-15 02:40:00.0","","400817.585616257","189379.097411849","관광숙박업","","","","","","","","","","7","","","","","","","","","","","814.64","","","","","","","","","","","","","815","호스텔업",
"130","관광숙박업","03_11_01_P","3330000","CDFI2260032016000007","20160909","","01","영업/정상","13","영업중","","","","","051-781-5100","","","부산광역시 해운대구 재송동","부산광역시 해운대구 해운대로 107 (재송동, 비너스모텔)","48055","스테이 안","20200213132806","U","2020-02-15 02:40:00.0","","393145.7817784","189664.531098108","관광숙박업","","","","","","","","","","18","","","","","","","","","","","875.5","","","","","","","","","","","","","876","호스텔업",
"131","관광숙박업","03_11_01_P","3330000","CDFI2260032018000004","20180705","","01","영업/정상","13","영업중","","","","","051-742-0021","","","부산광역시 해운대구 중동 1488-7번지","부산광역시 해운대구 달맞이길 209 (중동)","48115","선트리호텔","20200213113055","U","2020-02-15 02:40:00.0","","398857.534892358","186663.552507473","관광숙박업","","일반주거지역","10","","","","","6","4","32","","","","","","","","","","","2700.74","","","","","","","","","","","","","2701","관광호텔업",
"132","관광숙박업","03_11_01_P","3330000","CDFI2260032017000013","20171220","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 중동 1256-4번지 승훈빌딩","부산광역시 해운대구 해운대해변로359번길 27, 승훈빌딩 3~4층 (중동)","48096","더크립34","20200213171246","U","2020-02-15 02:40:00.0","","397494.828591053","187231.036757478","관광숙박업","","상업지역","7","기타","","","숙박시설","","","4","","","","","","","","","","","165.94","","","","","","","","","","","","","166","호스텔업",
"133","관광숙박업","03_11_01_P","3330000","CDFI2260032017000014","20171220","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 중동 1256-4번지 승훈빌딩","부산광역시 해운대구 해운대해변로359번길 27, 승훈빌딩 5~6층 (중동)","48096","더크립56","20200213171312","U","2020-02-15 02:40:00.0","","397494.828591053","187231.036757478","관광숙박업","","상업지역","","기타","","","숙박시설","","","4","","","","","","","","","","","165.94","","","","","","","","","","","","","166","호스텔업",
"134","관광숙박업","03_11_01_P","3330000","CDFI2260032018000001","20180227","","01","영업/정상","13","영업중","","","","","051-714-0003","","","부산광역시 해운대구 송정동 436-1","부산광역시 해운대구 송정광어골로 39 (송정동)","48073","호텔라온","20210203144704","U","2021-02-05 02:40:00.0","","400100.005644729","188707.654428396","관광숙박업","","일반상업지역","12","기타","","","숙박시설","12","1","67","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업",
"135","관광숙박업","03_11_01_P","3330000","CDFI2260032018000002","20180503","","01","영업/정상","13","영업중","","","","","051-746-9468","","","부산광역시 해운대구 중동 1026 우주모텔","부산광역시 해운대구 달맞이길62번가길 37, 우주모텔 (중동)","48098","휘겔리 스위트","20220510152346","U","2022-05-12 02:40:00.0","","397830.16203515","186525.323637002","관광숙박업","","일반상업지역","0","","","","숙박시설","0","0","9","0","","","0","0","","0","0","","0","360.46","","0","","","","","","","0","","","","360","호스텔업",
"136","관광숙박업","03_11_01_P","3330000","CDFI2260032017000001","20170112","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동","부산광역시 해운대구 송정광어골로82번길 16 (송정동)","48073","이너피스","20210115115752","U","2021-01-17 02:40:00.0","","399962","188319","관광숙박업","","","","","","","","","","5","","","","","","","","","","","669.54","","","","","","","","","","","","","670","호스텔업",
"137","관광숙박업","03_11_01_P","3330000","CDFI2260032017000002","20170316","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 762-25","부산광역시 해운대구 해운대해변로197번길 14 (우동, 조아텔)","48093","캔버스태암주식회사","20211124123822","U","2021-11-26 02:40:00.0","","396104.030543913","186586.252670203","관광숙박업","","일반상업지역","0","학교정화(상대)","","","숙박시설","5","0","27","1384","","","0","0","","0","0","","0","1384","","0","","","","","","","565000000","","","","1384","호스텔업",
"138","관광숙박업","03_11_01_P","3330000","CDFI2260032016000009","20161109","","01","영업/정상","13","영업중","","","","","051-702-2222","","","부산광역시 해운대구 송정동 437-7","부산광역시 해운대구 송정중앙로6번길 180 (송정동)","48073","해운대 카라반 호스텔","20220503095206","U","2022-05-05 02:40:00.0","","400051.570365188","188591.799186962","관광숙박업","","","0","","","","","0","0","5","0","","","0","0","","0","0","","0","231.44","","0","","","","","","","0","","","","231","호스텔업",
"139","관광숙박업","03_11_01_P","3330000","CDFI2260032017000004","20170322","","01","영업/정상","13","영업중","","","","","051-742-3993","","","부산광역시 해운대구 중동 993-3","부산광역시 해운대구 달맞이길62번길 78 (중동)","48098","엣지 993(edge 993)","20201229085600","U","2020-12-31 02:40:00.0","","398128.640845139","186302.61932968","관광숙박업","","일반상업지역","5","기타","","","숙박시설","4","1","15","780","","","","","","","","","","779.66","","","","","","","","","100000000","","","","780","호스텔업",
"140","관광숙박업","03_11_01_P","3330000","CDFI2260032017000005","20170412","","01","영업/정상","13","영업중","","","","","051-912-9000","","","부산광역시 해운대구 우동 629-6","부산광역시 해운대구 해운대로570번길 46 (우동)","48093","신라스테이 해운대호텔","20220411162153","U","2022-04-13 02:40:00.0","","396626.391770844","186648.146853189","관광숙박업","","일반상업지역","20","기타","","","호텔","16","4","407","29599","SHILLA STAY HAEUNDAE HOTEL","TOURIST ACCOMMODATION(TOURIST HOTEL)","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","관광호텔업",
"141","관광숙박업","03_11_01_P","3330000","CDFI2260032017000008","20170721","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 442-5번지","부산광역시 해운대구 송정광어골로 67 (송정동)","48073","Nudge567","20200213171049","U","2020-02-15 02:40:00.0","","400028.786901196","188457.424861164","관광숙박업","","준주거지역","","기타","","","","","","4","","","","","","","","","","","335.28","","","","","","","","","","","","","335","호스텔업",
"142","관광숙박업","03_11_01_P","3330000","CDFI2260032017000009","20170904","","01","영업/정상","13","영업중","","","","","051-702-1928","","","부산광역시 해운대구 송정동 265번지","부산광역시 해운대구 송정해변로 8-17 (송정동, 송정동해수락)","48072","송정 해수락","20200213113424","U","2020-02-15 02:40:00.0","","400730.067993635","189145.674198705","관광숙박업","","","","","","","","","","37","","","","","","","","","","","","","","","","","","","","","","","","","가족호텔업",
"143","관광숙박업","03_11_01_P","3330000","CDFI2260032017000010","20170927","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 159-5","부산광역시 해운대구 송정광어골로 3 (송정동)","48073","MARINE K POOL VILLA","20210628131324","U","2021-06-30 02:40:00.0","","400263.127386977","189037.983079638","관광숙박업","","준주거지역","9","","","","숙박시설","","","10","","","","","","","","","","","787.29","","","","","","","","","","","","","787","호스텔업",
"144","관광숙박업","03_11_01_P","3330000","CDFI2260032017000011","20171115","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 중동 1256-4","부산광역시 해운대구 해운대해변로359번길 27, 7층 (중동)","48096","마르가","20220225132341","U","2022-02-27 02:40:00.0","","397494.828591053","187231.036757478","관광숙박업","","일반상업지역","7","기타","","","숙박시설","7","0","2","","","","","","","","","","","82.97","","","","","","","","","","","","","83","호스텔업",
"145","관광숙박업","03_11_01_P","3330000","CDFI2260032017000012","20171214","","01","영업/정상","13","영업중","","","","","051-702-0090","","","부산광역시 해운대구 송정동 422-13","부산광역시 해운대구 송정광어골로 30 (송정동)","48073","브라운도트호텔","20210407142023","U","2021-04-09 02:40:00.0","","400088.349003345","188831.84266955","관광숙박업","","주거지역","10","주택가주변","","","숙박시설","9","1","38","","","","","","","","","","","1964.46","","","","","","","","","","","","","1964","관광호텔업",
"146","관광숙박업","03_11_01_P","3330000","CDFI2260032013000002","20130829","","01","영업/정상","13","영업중","","","","","051-747-6147","","612011","부산광역시 해운대구 중동 1398-7 마린타워 11층, 12층","부산광역시 해운대구 해운대해변로 321, 11층,12층층 (중동, 마린타워)","48096","팝콘호스텔","20210319131503","U","2021-03-21 02:40:00.0","","397215.357597138","186959.519684603","관광숙박업","","일반상업지역","","기타","","","기타","11","2","17","","","","","","","","","","","769.29","","","","","","","","","","","","","769","호스텔업",
"147","관광숙박업","03_11_01_P","3330000","CDFI2260032014000001","20140115","","01","영업/정상","13","영업중","","","","","051-750-9000","","612821","부산광역시 해운대구 우동 637-1","부산광역시 해운대구 구남로12번길 31 (우동)","48094","제이비디자인호텔(JB Design HOTEL)","20210421091454","U","2021-04-23 02:40:00.0","","396563.699326907","186860.565344096","관광숙박업","","일반상업지역","12","유흥업소밀집지역","","","숙박시설","11","1","80","","","","","","","","","","","5140.06","","","","","","","","","5700000000","","","","5140","관광호텔업",
"148","관광숙박업","03_11_01_P","3330000","CDFI2260032019000002","20190628","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 793-1번지","부산광역시 해운대구 송정구덕포길 64 (송정동)","48073","그림하우스","20190701151419","U","2019-07-03 02:40:00.0","","400129.030738022","188183.89714443","관광숙박업","","일반주거지역","3","","","","","","","5","","","","","","","","","","","326.98","","","","","","","","","12500000","","","","327","호스텔업",
"149","관광숙박업","03_11_01_P","3330000","CDFI2260032019000005","20191107","","01","영업/정상","13","영업중","","","","","051-781-0601","","","부산광역시 해운대구 재송동 1100-8 야자호텔","부산광역시 해운대구 해운대로143번길 16-9, 야자호텔 6층 (재송동)","48055","야자호텔","20210817102212","U","2021-08-19 02:40:00.0","","393252.251574202","189298.132725572","관광숙박업","","일반상업지역","6","","","","숙박시설","6","0","3","0","","","0","0","","0","0","","0","107.91","","0","","","","","","","0","","","","108","호스텔업",
"150","관광숙박업","03_11_01_P","3330000","CDFI2260032022000003","20220406","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 199-12","부산광역시 해운대구 송정중앙로15번길 6 (송정동)","48070","월하정인","20220427112024","U","2022-04-29 02:40:00.0","","400573.921588619","189356.949422397","관광숙박업","","일반상업지역","2","","","","","2","0","2","0","","","0","0","","0","0","","0","82","","0","","","","","","","150000000","","","","82","호스텔업",
"151","관광숙박업","03_11_01_P","3330000","CDFI2260032022000001","20220208","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 445-4","부산광역시 해운대구 송정광어골로 90, A동 (송정동)","48073","스테이모어 빌리지","20220208183502","I","2022-02-10 00:22:48.0","","400015.766063742","188249.235141306","관광숙박업","","","0","","","","","0","0","4","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","호스텔업",
"152","관광숙박업","03_11_01_P","3330000","CDFI2260032022000002","20220311","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 191-16","부산광역시 해운대구 송정중앙로9번길 24-9, 2층 (송정동)","48070","PLAGE","20220427112007","U","2022-04-29 02:40:00.0","","400603.254691617","189457.583274106","관광숙박업","","일반주거지역","2","","","","","0","0","1","0","","","0","0","","0","0","","0","76.25","","0","","","","","","","22984604","","","","76","호스텔업",
"153","관광숙박업","03_11_01_P","3330000","CDFI2260032018000003","20180625","","01","영업/정상","13","영업중","","","","","051-703-3757","","","부산광역시 해운대구 송정동 291-11 3~5층 일부","부산광역시 해운대구 송정중앙로36번길 25, 3~5층 (송정동)","48072","앙스모멍","20210819151338","U","2021-08-21 02:40:00.0","","400617.341348377","189138.187119628","관광숙박업","","","5","","","","","0","0","7","0","","","0","0","","0","0","","0","577.64","","0","","","","","","","0","","","","578","호스텔업",
"154","관광숙박업","03_11_01_P","3330000","CDFI2260032020000003","20200526","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 312-10 상림빌딩","부산광역시 해운대구 송정광어골로 19, 상림빌딩 3~5층 (송정동)","48073","송정스카이풀","20210817102341","U","2021-08-19 02:40:00.0","","400192.402342594","188896.461179341","관광숙박업","","준주거지역","10","","","","","9","1","7","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","호스텔업",
"155","관광숙박업","03_11_01_P","3330000","CDFI2260032020000004","20200612","","01","영업/정상","13","영업중","","","","","051-922-1000","","","부산광역시 해운대구 중동 1829 엘시티","부산광역시 해운대구 달맞이길 30 (중동, 엘시티)","48099","(주)호텔롯데 시그니엘 부산","20220223122022","U","2022-02-25 02:40:00.0","","","","관광숙박업","","","","","","","","19","2","260","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업",
"156","관광숙박업","03_11_01_P","3330000","CDFI2260032020000002","20200508","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 312-6","부산광역시 해운대구 송정광어골로 15-1, 2~4층 (송정동)","48073","펜톤나인","20210817102323","U","2021-08-19 02:40:00.0","","400211.697271779","188918.077386148","관광숙박업","","","0","","","","","0","0","7","0","","","0","0","","0","0","","0","440.4","","0","","","","","","","0","","","","440","호스텔업",
"157","관광숙박업","03_11_01_P","3330000","CDFI2260032020000001","20200501","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 158-3","부산광역시 해운대구 송정중앙로6번길 54 (송정동)","48073","송정스케치.K","20220303153337","U","2022-03-05 02:40:00.0","","400336.809488059","189143.147865081","관광숙박업","","준주거지역","7","","","","","7","0","5","0","","","0","0","","0","0","","0","545.44","","0","","","","","","","0","","","","545","호스텔업",
"158","관광숙박업","03_11_01_P","3330000","CDFI2260032021000007","20211014","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 436-4","부산광역시 해운대구 송정광어골로 41, 5~8층 (송정동)","48073","쿠무다레스메종","20211014095856","I","2021-10-16 00:22:46.0","","400087.05396596","188680.789824039","관광숙박업","","준주거지역","8","","","","","2","8","10","870","","","0","0","","0","0","","0","870.42","","0","","","","","","","2100000000","","","","870","호스텔업",
"159","관광숙박업","03_11_01_P","3330000","CDFI2260032021000008","20211022","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 840","부산광역시 해운대구 송정구덕포길 164 (송정동)","48073","휴가","20211022113033","I","2021-10-24 00:22:46.0","","400097.524221978","187694.404747449","관광숙박업","","","3","","","","","3","0","2","451","","","0","0","","0","0","","0","451.48","","0","","","","","","","0","","","","451","호스텔업",
"160","관광숙박업","03_11_01_P","3330000","CDFI2260032020000005","20200812","","01","영업/정상","13","영업중","","","","","051-601-4300","","","부산광역시 해운대구 중동 957-1 미포오션사이드호텔","부산광역시 해운대구 달맞이길62번길 28, 미포오션사이드호텔 (중동)","48098","미포오션사이드호텔(주)","20210407142923","U","2021-04-09 02:40:00.0","","397711.52670234","186567.355303274","관광숙박업","","일반상업지역","5","","","","숙박시설","4","1","28","","","","","","","","","","","3932.98","","","","","","","","","","","","","3933","소형호텔업",
"161","관광숙박업","03_11_01_P","3330000","CDFI2260032021000006","20210916","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 159-8","부산광역시 해운대구 송정중앙로6번길 82 (송정동)","48073","네버엔딩웨이브","20210923105238","I","2021-09-25 00:22:48.0","","400273.377173154","189020.621086654","관광숙박업","","준주거지역","2","","","","숙박시설","2","0","3","155","","","0","0","","0","0","","0","155.34","","0","","","","","","","10000000","","","","155","호스텔업",
"162","관광숙박업","03_11_01_P","3330000","CDFI2260032021000004","20210730","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 159-9","부산광역시 해운대구 송정중앙로6번길 86 (송정동)","48073","마레마레송정","20210817095658","U","2021-08-19 02:40:00.0","","400266.479233063","189006.093576839","관광숙박업","","준주거지역","8","기타","","","숙박시설","8","0","8","0","","","0","0","","0","0","","0","453.89","","0","","","","","","","2000000000","","","","454","호스텔업",
"163","관광숙박업","03_11_01_P","3330000","CDFI2260032021000005","20210916","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 312-9","부산광역시 해운대구 송정광어골로 21, 2층 (송정동)","48073","펜트온","20210923105215","U","2021-09-25 02:40:00.0","","400178.392140175","188869.035783063","관광숙박업","","준주거지역","2","","","","숙박시설","0","0","3","151","","","0","0","","0","0","","0","0","","0","","","","","","","32500000","","","","0","호스텔업",
"164","관광숙박업","03_11_01_P","3330000","CDFI2260032021000002","20210531","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 437-3 하얀집","부산광역시 해운대구 송정광어골로 55, 하얀집 6,7층 (송정동)","48073","카이브2","20210629100442","U","2021-07-01 02:40:00.0","","400019.797358523","188564.675431826","관광숙박업","","","","","","","","","","6","","","","","","","","","","","326.22","","","","","","","","","","","","","326","호스텔업",
"165","관광숙박업","03_11_01_P","3330000","CDFI2260032021000003","20210621","","01","영업/정상","13","영업중","","","","","051-760-9001","","","부산광역시 해운대구 중동 1137-4","부산광역시 해운대구 해운대해변로298번길 33 (중동)","48099","해운대센트럴호텔","20210628125848","U","2021-06-30 02:40:00.0","","397395.506626726","186791.711763008","관광숙박업","","","","","","","","18","2","132","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업",
"166","관광숙박업","03_11_01_P","3330000","CDFI2260032020000006","20200907","","01","영업/정상","13","영업중","","","","","051-922-5000","","","부산광역시 해운대구 중동 1405-16 그랜드조선 부산","부산광역시 해운대구 해운대해변로 292, 그랜드조선 부산 (중동)","48099","(주)조선호텔앤리조트 그랜드조선 부산","20210125155020","U","2021-01-27 02:40:00.0","","397022.971550345","186692.06462196","관광숙박업","","","","","","","","","","330","","","","","","","","","","","","","","","","","","","","","","","","","관광호텔업",
"167","관광숙박업","03_11_01_P","3330000","CDFI2260032021000001","20210426","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 159-12","부산광역시 해운대구 송정중앙로6번길 94 (송정동)","48073","지비 그리다","20220510152505","U","2022-05-12 02:40:00.0","","400247.814972824","188971.385046867","관광숙박업","","","0","","","","","0","0","8","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","호스텔업",
"168","관광숙박업","03_11_01_P","3330000","CDFI2260032018000006","20181023","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 438-11번지 3~5층","부산광역시 해운대구 송정광어골로 58-1 (송정동)","48073","송정 미연","20200213171456","U","2020-02-15 02:40:00.0","","399965.427098023","188569.679295001","관광숙박업","","준주거지역","8","기타","","","","3","5","8","","","","","","","","","","","","","","","","","","","","","","","","","호스텔업",
"169","관광숙박업","03_11_01_P","3330000","CDFI2260032018000005","20181017","","01","영업/정상","13","영업중","","","","","051-704-7888","","","부산광역시 해운대구 송정동 809","부산광역시 해운대구 송정구덕포길 130 (송정동)","48073","일로이풀빌라","20220504133213","U","2022-05-06 02:40:00.0","","400102.463000748","187863.015365939","관광숙박업","","주거지역","4","","","","","4","0","7","0","","","0","0","","0","0","","0","598.73","","0","","","","","","","0","","","","599","호스텔업",
"170","관광숙박업","03_11_01_P","3340000","CDFI2260031987000001","19871127","","03","폐업","03","폐업","20141104","","","","051-205-6611","","604811","부산광역시 사하구 괴정동 477-2번지","부산광역시 사하구 사하로 166  (괴정동)","","크로바관광호텔","20141104163251","I","2018-08-31 23:59:59.0","","381753.509588417","179296.177935356","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"171","관광숙박업","03_11_01_P","3340000","CDFI2260031991000001","19911221","","03","폐업","03","폐업","20080531","","","","","","604829","부산광역시 사하구 당리동 302-1번지","부산광역시 사하구 승학로 8  (당리동)","","사파이어관광호텔","20080609140007","I","2018-08-31 23:59:59.0","","379527.59641944","180353.588070705","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"172","관광숙박업","03_11_01_P","3340000","CDFI2260031999000001","19991208","","03","폐업","03","폐업","20070126","","","","051-263-7080","","604825","부산광역시 사하구 다대동 769번지","부산광역시 사하구 다대로 565  (다대동)","","다대베스트관광호텔","20070131155707","I","2018-08-31 23:59:59.0","","379731.953370869","174765.307900471","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
