"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"60","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212021000002","20210706","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 442-28","부산광역시 영도구 청학남로3번길 8, 1층 (청학동)","49018","영도","20210914145536","U","2021-09-16 02:40:00.0","","387620.27292616","178767.977647209","외국인관광 도시민박업","","주거지역","2","주택가주변","","","다세대주택","0","0","1","0","Yeongdo","Guesthouse for Foreign Tourists","0","0","","0","0","","0","72.82","","0","","","","","","","0","","","","73",
"61","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212021000003","20210713","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 268-42","부산광역시 영도구 청학북로16번길 3 (청학동)","49031","만개2","20210914145553","U","2021-09-16 02:40:00.0","","387605.716871135","179169.944793707","외국인관광 도시민박업","","일반주거지역","1","주택가주변","","","단독주택","1","0","1","0","1000kai2","Guesthouse for Foreign Tourists","0","0","","0","0","","0","38.84","","0","","","","","","","150000000","","","","39",
"62","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212021000005","20210809","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 봉래동5가 81-2","부산광역시 영도구 외나무길 156 (봉래동5가)","49027","하버하우스X봉산","20210914145632","U","2021-09-16 02:40:00.0","","386971.473070537","179078.450705872","외국인관광 도시민박업","","일반주거지역","1","주택가주변","","","단독주택","0","0","1","0","HarborhouseXBongsan","Guesthouse for Foreign Tourists","0","0","","0","0","","0","40.4","","0","","","","","","","0","","","","40",
"63","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212021000006","20210915","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 360-64","부산광역시 영도구 태종로300번길 10-3, 2층 (청학동)","49022","영도교옥","20210915174816","I","2021-09-17 00:22:49.0","","387638.317472449","179528.896471061","외국인관광 도시민박업","","일반상업지역","2","주택가주변","","","다세대주택","2","0","1","0","The Bridge House","Guesthouse for Foreign Tourists","0","0","","0","0","","0","49.98","","0","","","","","","","0","","","","50",
"64","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212021000001","20210415","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 398-15","부산광역시 영도구 청학서로16번길 43-16 (청학동)","49031","윤슬가","20220104140052","U","2022-01-06 02:40:00.0","","387608.397605613","179078.075819297","외국인관광 도시민박업","","일반주거지역","1","주택가주변","","","단독주택","1","0","1","0","YoonSeulga","Guesthouse for Foreign Tourists","0","0","","0","0","","0","45.45","","0","","","","","","","200000000","","","","45",
"65","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212020000004","20201204","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 361-21","부산광역시 영도구 청학서로74번길 12, 1층 (청학동)","49024","영도아레","20210603111052","U","2021-06-05 02:40:00.0","","387621.731791127","179421.546903961","외국인관광 도시민박업","","일반주거지역","2","주택가주변","","","다세대주택","2","","1","","YEONGDOARE","Guesthouse for Foreign Tourists","","","","","","","","60.03","","","","","","","","","","","","","60",
"66","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212020000005","20201218","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 동삼동 355-5","부산광역시 영도구 동삼로 37, 3층 (동삼동)","49106","파티파티룸룸","20210114110058","U","2021-01-16 02:40:00.0","","388828.765064872","177264.316079067","외국인관광 도시민박업","","일반주거지역","4","","","","단독주택","3","1","2","","PartyPartyRoomRoom","Guesthouse for Foreign Tourists","","","","","","","","98.6","","","","","","","","","","","","","99",
"67","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212022000002","20220324","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 159-12","부산광역시 영도구 청학북로 43-3, 1층 (청학동)","49014","네버엔딩웨이브","20220325143426","I","2022-03-27 00:22:35.0","","387891.951836297","179091.367791998","외국인관광 도시민박업","","","0","","","","","0","0","1","0","Never ending wave","Guesthouse for Foregin Tourists","0","0","","0","0","","0","66.08","","0","","","","","","","0","","","","66",
"68","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212022000006","20220609","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 398-16","부산광역시 영도구 청학서로16번길 43-13 (청학동)","49031","바다작업실","20220609150623","I","2022-06-11 00:22:30.0","","387616.107321382","179069.371865665","외국인관광 도시민박업","","","0","","","","","0","0","2","63","Mer Atelier","Foreign tourist city guest house","0","0","","0","0","","0","63.36","","0","","","","","","","0","","","","63",
"69","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212022000007","20220622","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 442-5","부산광역시 영도구 와치로 13, 5층 (청학동)","49084","Sookso","20220622165657","I","2022-06-25 00:22:31.0","","387613.172373485","178717.314753529","외국인관광 도시민박업","","","0","","","","","0","0","2","0","Sookso","Foreign tourist city guest house","0","0","","0","0","","0","123.76","","0","","","","","","","0","","","","124",
"70","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212022000004","20220516","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 442-26","부산광역시 영도구 청학남로3번길 12, 1층 (청학동)","49018","프루스트","20220516165512","I","2022-05-18 00:22:31.0","","387615.079678204","178787.792937626","외국인관광 도시민박업","","","0","","","","","0","0","1","0","Proust","Foreign tourist city guest house","0","0","","0","0","","0","68.5","","0","","","","","","","0","","","","69",
"71","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212022000005","20220517","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 396-5","부산광역시 영도구 청학서로18번길 35, 2층 (청학동)","49031","청학뜰안에","20220518133904","I","2022-05-20 00:22:32.0","","387577.096050587","179130.278048839","외국인관광 도시민박업","","","0","","","","","0","0","1","0","Ceonghak yard in love","Foreign tourist city guest house","0","0","","0","0","","0","48.38","","0","","","","","","","0","","","","48",
"72","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212022000003","20220510","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 118-13","부산광역시 영도구 태종로384번길 24 (청학동)","49016","하루나스테이","20220510164937","I","2022-05-12 00:22:32.0","","388193.650432391","178993.282014621","외국인관광 도시민박업","","","1","","","","","1","0","1","0","HARUNA STAY","Foreign tourist city guest house","0","0","","0","0","","0","56.2","","0","","","","","","","0","","","","56",
"73","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212015000004","20150915","","02","휴업","02","휴업","","20211129","20221128","","","","","부산광역시 부산진구 부전동 537-9 더샵 센트럴스타 E동 4704호","부산광역시 부산진구 중앙대로666번길 50, E동 4704호 (부전동, 더샵 센트럴스타)","","다니엘하우스","20211130102444","U","2021-12-02 02:40:00.0","","387748.383011444","185533.437357236","외국인관광 도시민박업","","","","","","객실수/수용인원:3/10","","","","","","","","","","","","","","","180.36","","","","","","","","","","","","","180",
"74","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212013000001","20130321","","03","폐업","03","폐업","20200301","","","","","","","부산광역시 부산진구 범천동 966-8 102동 801호","부산광역시 부산진구 범천로12번길 8, 102동 801호 (범천동, 서면동일스위트)","","BnBBusan","20200708090908","U","2020-07-10 02:40:00.0","","387347.307807412","185090.246547302","외국인관광 도시민박업","","","","","","객실수/수용인원:2/6","","","","","","BnB Busan","URBAN HOME VISITE SYSTEM FOREIGN TOURIST","","","","","","","","59.99","","","","","","","","","","","","","60",
"75","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212015000001","20150610","","03","폐업","03","폐업","20170824","","","","","","614858","부산광역시 부산진구 양정동 477-9번지","부산광역시 부산진구 동평로325번길 12-9 (양정동)","","BUSAN BACKPACKERS","20170824180805","I","2018-08-31 23:59:59.0","","387645.399671603","188108.744122149","외국인관광 도시민박업","","","","","","객실수/수용인원:2/3","","","","","","","","","","","","","","","78.91","","","","","","","","","","","","","79",
"76","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212015000003","20150902","","03","폐업","03","폐업","20180703","","","","","","","부산광역시 부산진구 부전동 537-9번지 더샵 센트럴스타 C동 4401호","부산광역시 부산진구 중앙대로666번길 50, C동 4401호 (부전동, 더샵 센트럴스타)","","어스틴게스트","20180703140209","I","2018-08-31 23:59:59.0","","387748.383011444","185533.437357236","외국인관광 도시민박업","","","","","","객실수/수용인원:3/12","","","","","","","","","","","","","","","202.41","","","","","","","","","","","","","202",
"77","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212016000001","20160616","","03","폐업","03","폐업","20181001","","","","","","","부산광역시 부산진구 전포동 362-1번지","부산광역시 부산진구 전포대로176번길 10 (전포동)","","캡슐하우스","20181001171313","U","2018-10-03 02:35:43.0","","388198.897580053","185618.623330423","외국인관광 도시민박업","","일반상업지역","3","","","객실 1개/4인","단독주택","","","","","","","","","","","","","","37.4","","","","","","","","","15000000","","","","37",
"78","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212016000002","20161021","","03","폐업","03","폐업","20171102","","","","","","","부산광역시 부산진구 부전동 156-50번지","부산광역시 부산진구 서전로10번길 22-7, 101호 (부전동)","47291","루미하우스","20171102163627","I","2018-08-31 23:59:59.0","","387622.384495169","186141.707567896","외국인관광 도시민박업","","","","유흥업소밀집지역","","객실수/수용인원 : 2개/4명","다세대주택","","","","","","","","","","","","","","37.05","","","","","","","","","","","","","37",
"79","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212017000001","20170510","","03","폐업","03","폐업","20180927","","","","","","","부산광역시 부산진구 전포동 880-1번지","부산광역시 부산진구 전포대로171번길 12, B동 1902호 (전포동, 서면세종그랑시아)","47298","루크스테이","20180927162857","U","2018-09-27 23:59:59.0","","388047.601405001","185592.49113213","외국인관광 도시민박업","","일반상업지역","","","","객실수/수용인원 : 2개/ 6명","아파트","","","","","","","","","","","","","","84.59","","","","","","","","","","","","","85",
"80","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212017000002","20170510","","03","폐업","03","폐업","20220118","","","","","","","부산광역시 부산진구 전포동 880-1","부산광역시 부산진구 전포대로171번길 12, A동 203호 (전포동, 서면세종그랑시아)","47298","원더풀스테이","20220119130520","U","2022-01-21 02:40:00.0","","388047.601405001","185592.49113213","외국인관광 도시민박업","","일반상업지역","","","","객실수/수용인원 : 2개/ 6명","아파트","","","","","","","","","","","","","","84.59","","","","","","","","","","","","","85",
"81","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212017000003","20170912","","03","폐업","03","폐업","20210913","","","","","","","부산광역시 부산진구 전포동 880-1","부산광역시 부산진구 전포대로171번길 12, B동 201호 (전포동, 서면세종그랑시아)","47298","로스스테이","20210914105651","U","2021-09-16 02:40:00.0","","388047.601405001","185592.49113213","외국인관광 도시민박업","","일반상업지역","","아파트지역","","객실수/수용인원 : 2개/10명","아파트","","","","","","","","","","","","","","84.59","","","","","","","","","","","","","85",
"82","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212019000001","20191209","","03","폐업","03","폐업","20210131","","","","","","","부산광역시 부산진구 당감동 105-1","부산광역시 부산진구 가야대로691번길 41 (당감동)","47262","다온 하우스","20210329173107","U","2021-03-31 02:40:00.0","","386304.540088642","186184.369236734","외국인관광 도시민박업","","일반주거지역","","","","객실수2/수용인원4","단독주택","","","","","","","","","","","","","","125.2","","","","","","","","","","","","","125",
"83","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212014000001","20141001","","01","영업/정상","13","영업중","","","","","070-4195-1381","","614829","부산광역시 부산진구 범천동 865번지 서면유림노르웨이숲 102동 3604호","부산광역시 부산진구 신천대로 71, 102동 3604호 (범천동, 서면유림노르웨이숲)","","다이나믹 게스트하우스","20160503133536","I","2018-08-31 23:59:59.0","","387439.42758851","185345.209698032","외국인관광 도시민박업","","","","","","객실수/수용인원: 3/8","","","","","","","","","","","","","","","116.98","","","","","","","","","","","","","117",
"84","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212015000002","20150701","","01","영업/정상","13","영업중","","","","","","","614832","부산광역시 부산진구 범천동 1080-121번지","부산광역시 부산진구 신암로185번길 32 (범천동)","","Yun's House","20160503133728","I","2018-08-31 23:59:59.0","","386358.886681043","185905.955904117","외국인관광 도시민박업","","","","","","객실수/수용인원:2/5","","","","","","","","","","","","","","","95.07","","","","","","","","","","","","","95",
"85","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212018000001","20180115","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 전포동 695-5번지 보해이브빌","부산광역시 부산진구 전포대로 179, 1002호 (전포동, 보해이브빌)","47297","리아하우스","20180123093341","I","2018-08-31 23:59:59.0","","388101.317145732","185665.31732929","외국인관광 도시민박업","","주거지역","","아파트지역","","객실수2/수용인원12","아파트","","","","","","","","","","","","","","84.49","","","","","","","","","","","","","84",
"86","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212015000005","20151102","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 당감동 128-2번지 벽산블루밍아파트 102동 2003호","부산광역시 부산진구 마철로 98, 102동 2003호 (당감동, 벽산블루밍아파트)","","GREEN HOUSE","20170112153139","I","2018-08-31 23:59:59.0","","385804.383414568","186210.853037665","외국인관광 도시민박업","","","","","","객실수/수용인원:1/2","","","","","","GREEN HOUSE","URBAN HOME VISIT SYSTEM FOREIGN TOURIST","","","","","","","","84.22","","","","","","","","","","","","","84",
"87","외국인관광도시민박업","03_11_04_P","3300000","CDFI2262212013000001","20130114","","03","폐업","03","폐업","20201216","","","","051-514-0940","","607782","부산광역시 동래구 온천동 1412-1","부산광역시 동래구 아시아드대로 234, 106동 14층 1401호 (온천동, 반도보라스카이뷰)","","해피맘 홈스테이","20201216104414","U","2020-12-18 02:40:00.0","","388310.527062149","191440.874252037","외국인관광 도시민박업","","일반상업지역","46","","","","아파트","40","6","1","","HappyMom Homestay","Tourist Service Facility Business","","","","","","","","101.4","","","","","","","","","","","","","101",
"88","외국인관광도시민박업","03_11_04_P","3300000","CDFI2262212013000002","20130114","","03","폐업","03","폐업","20191227","","","","070-8600-8398","","607020","부산광역시 동래구 복천동 41-18번지","부산광역시 동래구 복천로 24, 3층 304호 (복천동)","","해피홈스테이","20191227155339","U","2019-12-29 02:40:00.0","","390126.168043758","191605.086394921","외국인관광 도시민박업","","일반주거지역","7","","","","아파트","6","1","3","","","","","","","","","","","75.06","","","","","","","","","","","","","75",
"89","외국인관광도시민박업","03_11_04_P","3300000","CDFI2262212014000001","20140717","","03","폐업","03","폐업","20170824","","","","","","","부산광역시 동래구 복천동 500-1번지 우성베스토피아아파트 5동 1303호","부산광역시 동래구 복천로5번길 34, 5동 1303호 (복천동, 우성베스토피아)","47803","airbnb(에버버앤버)","20170824165055","I","2018-08-31 23:59:59.0","","390073.926684164","191730.637114022","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"90","외국인관광도시민박업","03_11_04_P","3300000","CDFI2262212015000001","20150622","","03","폐업","03","폐업","20161031","","","","","","607841","부산광역시 동래구 온천동 1242-6번지 승미하이츠 B동 401호","부산광역시 동래구 아시아드대로231번길 83, B동 401호 (온천동, 승미하이츠)","","소소한 게스트하우스","20161101095442","I","2018-08-31 23:59:59.0","","387823.241036633","191625.304783852","외국인관광 도시민박업","","일반주거지역","4","주택가주변","","","다세대주택","4","","","","","","","","","","","","","93.26","","","","","","","","","","","","","93",
"91","외국인관광도시민박업","03_11_04_P","3300000","CDFI2262212015000002","20150514","","03","폐업","03","폐업","20171227","","","","","","607111","부산광역시 동래구 명장동 611-1번지 명장우성타운 101동 209호","부산광역시 동래구 안락로101번길 35, 101동 209호 (명장동, 명장우성타운)","","주차가능한 아늑한 집","20171227174522","I","2018-08-31 23:59:59.0","","391807.440543973","191115.906424669","외국인관광 도시민박업","","일반주거지역","","아파트지역","","","연립주택","","","3","","","","","","","","","","","56.31","","","","","","","","","","","","","56",
"92","외국인관광도시민박업","03_11_04_P","3300000","CDFI2262212018000003","20180621","","03","폐업","03","폐업","20190110","","","","","","","부산광역시 동래구 명장동 543-7번지","부산광역시 동래구 명서로110번길 28-5 (명장동)","47757","전망좋은 민박 게스트하우스","20190110181339","U","2019-01-12 02:40:00.0","","391068.642890257","192399.155663225","외국인관광 도시민박업","","","3","","","","","2","1","2","","","","","","","","","","","73.07","","","","","","","","","","","","","73",
"93","외국인관광도시민박업","03_11_04_P","3300000","CDFI2262212018000001","20180109","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 칠산동 202-3","부산광역시 동래구 명륜로112번길 123 (칠산동)","47811","코지 트리(Cosy Tree)","20200910085457","U","2020-09-12 02:40:00.0","","390224.783230134","191246.856201743","외국인관광 도시민박업","","일반주거지역","","","","","단독주택","","","2","","","","","","","","","","","82.65","","","","","","","","","","","","","83",
"94","외국인관광도시민박업","03_11_04_P","3300000","CDFI2262212018000002","20180621","","01","영업/정상","13","영업중","","","","","051 8521529","","","부산광역시 동래구 사직동 981-100번지 삼정그린코아","부산광역시 동래구 쇠미로 37, 110동 2103호 (사직동, 삼정그린코아)","47873","보람 게스트하우스","20180711100103","I","2018-08-31 23:59:59.0","","386837.88103427","190686.323148828","외국인관광 도시민박업","","","","","","","아파트","","","2","","","","","","","","","","","116.24","","","","","","","","","","","","","116",
"95","외국인관광도시민박업","03_11_04_P","3300000","CDFI2262212019000001","20191024","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 사직동 348번지","부산광역시 동래구 아시아드대로184번길 35 (사직동)","47840","The Antique","20200120153310","U","2020-01-22 02:40:00.0","","388142.423983406","190935.460219105","외국인관광 도시민박업","","","","","","","","","","2","","","","","","","","","","","63.94","","","","","","","","","","","","","64",
"96","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212012000002","20120803","","03","폐업","03","폐업","20190409","","","","070-8966-8777","","608780","부산광역시 남구 문현동 395번지 삼성아파트 105동 1802호","부산광역시 남구 전포대로20번길 15, 105동 1802호 (문현동)","","데레사의 집(THERESA'S HOUSE)","20190410101426","U","2019-04-12 02:40:00.0","","388508.92424016","184240.639378779","외국인관광 도시민박업","","일반주거지역","26","학교정화(상대)","","","아파트","25","1","3","","THERESA'S HOUSE","Foreigner Tourism City home-stay Business","","","","","","","","149.98","","","","","","","","","","","","","150",
"97","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212012000003","20120406","","03","폐업","03","폐업","20200330","","","","051-902-8856","","608749","부산광역시 남구 용호동 944번지 오륙도SK뷰아파트 102동 901호","부산광역시 남구 오륙도로 85, 102동 901호 (용호동, 오륙도SK뷰아파트)","","Sea-side Guest House","20200330173239","U","2020-04-01 02:40:00.0","","393163.706837417","180257.324526174","외국인관광 도시민박업","","일반주거지역","","","","","","","","","","","","","","","","","","","84.96","","","","","","","","","","","","","85",
"98","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212012000004","20120919","","03","폐업","03","폐업","20160608","","","","","","608811","부산광역시 남구 대연동 987-62번지","부산광역시 남구 유엔평화로28번길 19-2 (대연동)","","Kim's house in Busan","20160608115833","I","2018-08-31 23:59:59.0","","390505.839118734","183461.62641335","외국인관광 도시민박업","","일반주거지역","2","주택가주변","","","단독주택","2","","","","KIm's house in Busan","Hostel(Guesthouse)","","","","","","","","118.68","","","","","","","","","","","","","119",
"99","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212013000001","20130409","","03","폐업","03","폐업","20160608","","","","","","608811","부산광역시 남구 대연동 867-25번지","부산광역시 남구 유엔로 173-1 (대연동)","","Kim's house in Busan 2nd","20160608115847","I","2018-08-31 23:59:59.0","","390909.078080347","183267.212504549","외국인관광 도시민박업","","","","","","","","","","","","KIm's house in Busan 2nd","Hostel(Guesthouse)","","","","","","","","","","","","","","","","","50000000","","","","",
"100","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212013000002","20130703","","03","폐업","03","폐업","20160601","","","","","","608020","부산광역시 남구 대연동 52-7번지 세원레이크빌리지 102호","부산광역시 남구 수영로322번길 29, 1층 102호 (대연동, 세원레이크빌리지)","","부산경성호스텔","20160615105919","I","2018-08-31 23:59:59.0","","391517.389714399","183970.315904115","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","123.36","","","","","","","","","10000000","","","","123",
"101","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212014000001","20140523","","03","폐업","03","폐업","20211026","","","","","","","부산광역시 남구 용호동 944 오륙도 에스케이뷰 아파트 113동 103호","부산광역시 남구 오륙도로 85, 113동 103호 (용호동, 오륙도 에스케이뷰 아파트)","48594","오륙도 게스트하우스","20211027073016","U","2021-10-29 02:40:00.0","","393163.706837417","180257.324526174","외국인관광 도시민박업","","","","","","","","","","3","","","","","","","","","","","200.89","","","","","","","","","","","","","201",
"102","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212015000001","20150417","","03","폐업","03","폐업","20211105","","","","","","","부산광역시 남구 대연동 1858 대연힐스테이트푸르지오","부산광역시 남구 수영로 345, 101동 3503호 (대연동, 대연힐스테이트푸르지오)","48432","어린왕자(The Little Prince)","20211105171227","U","2021-11-07 02:40:00.0","","391411.450181345","184553.672800184","외국인관광 도시민박업","","","","","","","아파트","","","2","","The Little Prince","Foreigner Tourism City home-stay Business","","","","","","","","134.54","","","","","","","","","","","","","135",
"103","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212015000002","20150508","","03","폐업","03","폐업","20200617","","","","","","","부산광역시 남구 대연동 898-5번지","부산광역시 남구 천제등로38번길 8 (대연동)","48460","Mama N Daughter House","20200617162038","U","2020-06-19 02:40:00.0","","390311.853554685","183493.283703432","외국인관광 도시민박업","","일반주거지역","2","주택가주변","","","단독주택","2","","","","Mama N Daughter House","Foreigner Tourism City home-stay Business","","","","","","","","143.17","","","","","","","","","","","","","143",
"104","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212015000004","20151103","","03","폐업","03","폐업","20181015","","","","","","","부산광역시 남구 대연동 364-20번지","부산광역시 남구 용소로34번길 51-9 (대연동)","","May House","20181015170713","U","2018-10-15 23:59:59.0","","391215.179204209","183685.124052918","외국인관광 도시민박업","","일반주거지역","2","","","","단독주택","2","","","","May House","Foreigner Tourism City home-stay Business","","","","","","","","109.27","","","","","","","","","","","","","109",
"105","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212015000005","20151104","","03","폐업","03","폐업","20200103","","","","051-611-9250","","","부산광역시 남구 대연동 158번지 대연롯데캐슬 105동 903호","부산광역시 남구 수영로325번길 61, 105동 903호 (대연동, 대연 롯데캐슬아파트)","48433","카사미아","20200103153454","U","2020-01-05 02:40:00.0","","391314","184490","외국인관광 도시민박업","","일반주거지역","","","","","아파트","9","","","","CASA MIA","Foreigner Tourism City home-stay Business","","","","","","","","70","","","","","","","","","","","","","70",
"106","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212015000006","20150817","","03","폐업","03","폐업","20160711","","","","","","","부산광역시 남구 대연동 1858번지 대연힐스테이트 푸르지오 104동 2204호","부산광역시 남구 수영로 345, 104동 2204호 (대연동, 대연힐스테이트푸르지오)","","Jay house","20160713094620","I","2018-08-31 23:59:59.0","","391411.450181345","184553.672800184","외국인관광 도시민박업","","일반주거지역","42","기타","","","아파트","41","3","","","","","","","","","","","","102.38","","","","","","","","","","","","","102",
"107","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212016000002","20160425","","03","폐업","03","폐업","20161002","","","","","","","부산광역시 남구 용호동","부산광역시 남구 오륙도로 85, 110동 1402층 (용호동, 오륙도에스케이뷰아파트)","","SUN Guest house","20161014181019","I","2018-08-31 23:59:59.0","","393449.69378400000","180727.61997800000","외국인관광 도시민박업","","","","","","","아파트","","","","","SUN Guest house","Foreigner Tourism City home-stay Business","","","","","","","","122.27","","","","","","","","","","","","","122",
"108","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212016000003","20160616","","03","폐업","03","폐업","20180524","","","","","","","부산광역시 남구 대연동","부산광역시 남구 유엔로157번길 31-6 (대연동)","","Kim's house in busan","20180524093258","I","2018-08-31 23:59:59.0","","390710.048947989","183403.700999586","외국인관광 도시민박업","","일반주거지역","2","","","","다세대주택","1","","","","Kim's house in busan","Foreigner Tourism City home-stay Business","","","","","","","","102.31","","","","","","","","","100000000","","","","102",
"109","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212016000005","20160817","","03","폐업","03","폐업","20191101","","","","","","","부산광역시 남구 용호동 370-46번지","부산광역시 남구 용호로 134-1, 2층 (용호동)","48528","여우하우스","20191104180346","U","2019-11-06 02:40:00.0","","392437.213079465","182177.347272852","외국인관광 도시민박업","","일반상업지역","","","","","단독주택","","","3","","FOX HOUSE","Foreigner Tourism City home-stay Business","","","","","","","","78.21","","","","","","","","","","","","","78",
"110","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212017000001","20171123","","03","폐업","03","폐업","20190104","","","","","","","부산광역시 남구 문현동 1128-8번지","부산광역시 남구 장고개로63번가길 25 (문현동)","48477","노던베이(Nothern Bay) 게스트하우스","20190107094338","U","2019-01-09 02:40:00.0","","388414.885938477","183183.392223202","외국인관광 도시민박업","","","","","","","","","","3","","","","","","","","","","","49.59","","","","","","","","","","","","","50",
"111","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212019000003","20191104","","03","폐업","03","폐업","20211027","","","","","","","부산광역시 남구 용호동 394-44 지영주택 103호","부산광역시 남구 용호로 149-1, 103호 (용호동, 지영주택)","48585","이기대 외국인 숙소","20211028072935","U","2021-10-30 02:40:00.0","","392482.471855918","182021.437019122","외국인관광 도시민박업","","일반상업지역","","","","","연립주택","","","1","","","","","","","","","","","40.26","","","","","","","","","300000","","","","40",
"112","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212018000001","20180730","","03","폐업","03","폐업","20190730","","","","0516213399","","","부산광역시 남구 용호동 80-8번지","부산광역시 남구 용호로106번길 3, 1층 (용호동)","48524","다해 게스트하우스","20190730174232","U","2019-08-01 02:40:00.0","","392453.989900613","182442.032418148","외국인관광 도시민박업","","","2","","","","","2","","","","","","","","","","","","","62.58","","","","","","","","","150000000","","","","63",
"113","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212018000002","20181214","","03","폐업","03","폐업","20181226","","","","","","","부산광역시 남구 대연동 53-36번지","부산광역시 남구 용소로7번길 42, 5층 (대연동)","48512","부산 해피 하우스","20181227103803","U","2018-12-29 02:40:00.0","","391551.819138264","184065.998123395","외국인관광 도시민박업","","일반주거지역","5","기타","","","단독주택","5","","","","BUSAN HAPPY HOUSE","Foreigner Tourism City home-stay Business","","","","","","","","59.4","","","","","","","","","20000000","","","","59",
