"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","약국영업면적","지정일자",
"2230","약국","01_01_06_P","3330000","PHMD120013330024084000003","20010709","","03","폐업","03","폐업","20121002","","","","051-746-0145","","612826","부산광역시 해운대구 우동 1087번지 55호","부산광역시 해운대구 해운대로 403 (우동)","612826","우이약국","20141208173555","I","2018-08-31 23:59:59.0","","394931.325893239","187534.299928851","55.2","20010709",
"2231","약국","01_01_06_P","3330000","PHMD120013330024084000006","20011004","","03","폐업","03","폐업","20100901","","","","051-703-6777","","612032","부산광역시 해운대구 좌2동 1485-4 대승빌딩 104","","","대승약국","20100902100353","I","2018-08-31 23:59:59.0","","","","42.8","20011004",
"2232","약국","01_01_06_P","3330000","PHMD120023330024084000004","20020812","","03","폐업","03","폐업","20201207","","","","051-529-2272","","612060","반여동 1639번지 3호 대룡빌딩 102호","부산광역시 해운대구 선수촌로 94, 102호 (반여동, 대룡빌딩)","48037","한마음약국","20201205173907","U","2020-12-08 02:40:00.0","","392954.654365537","191266.557813841","67.62","20020812",
"2233","약국","01_01_06_P","3330000","PHMD120023330024084000005","20021107","","03","폐업","03","폐업","20141224","","","","051-741-5554","","612821","우동 606번지 15호","부산광역시 해운대구 중동1로 12 (우동)","612821","우리약국","20141224095154","I","2018-08-31 23:59:59.0","","396821.119121307","187072.994173957","34.73","20021107",
"2234","약국","01_01_06_P","3330000","PHMD120023330024084000006","20021128","","03","폐업","03","폐업","20100611","","","","051-704-2485","","612031","부산광역시 해운대구 좌1동1300 롯데3차@상가 101","","","경화약국","20100611112547","I","2018-08-31 23:59:59.0","","","","35.13","20021128",
"2235","약국","01_01_06_P","3330000","PHMD120033330024084000003","20030416","","03","폐업","03","폐업","20090622","","","","051-702-3545","","612031","부산광역시 해운대구 좌1동 1460-4 화인크리닉센터 101","","","화인크리닉약국","20090622114205","I","2018-08-31 23:59:59.0","","","","195.75","20030416",
"2236","약국","01_01_06_P","3330000","PHMD120033330024084000004","20030501","","03","폐업","03","폐업","20101213","","","","051-743-0400","","612011","부산광역시 해운대구 중1동 1382-1","","","해성약국","20101210095954","I","2018-08-31 23:59:59.0","","","","75","20030501",
"2237","약국","01_01_06_P","3330000","PHMD120033330024084000007","20030830","","03","폐업","03","폐업","20090729","","","","051-746-6155","","612011","부산광역시 해운대구 중1동 1780-6","","","동서원약국","20090730132653","I","2018-08-31 23:59:59.0","","","","91.12","20030830",
"2238","약국","01_01_06_P","3330000","PHMD120043330024084000002","20040401","","03","폐업","03","폐업","20110517","","","","051-731-5090","","621021","부산광역시 해운대구 우1동 1181-11","","","조은약국","20110517180640","I","2018-08-31 23:59:59.0","","","","34.65","20040401",
"2239","약국","01_01_06_P","3330000","PHMD120043330024084000003","20040430","","03","폐업","03","폐업","20121004","","","","051-783-2575","","612062","부산광역시 해운대구 반여2동 1291-246","","","동인당약국","20121004174503","I","2018-08-31 23:59:59.0","","","","93.79","20040430",
"2240","약국","01_01_06_P","3330000","PHMD120043330024084000004","20040603","","03","폐업","03","폐업","20120701","","","","051-529-7515","","612061","부산광역시 해운대구 반여1동 1217-16","","","건강약국","20120628141052","I","2018-08-31 23:59:59.0","","","","46.2","20040603",
"2241","약국","01_01_06_P","3330000","PHMD120043330024084000005","20040607","","03","폐업","03","폐업","20111213","","","","051-545-8487","","612081","부산광역시 해운대구 반송1동 679-3","","","반송우리약국","20111214102444","I","2018-08-31 23:59:59.0","","","","42","20040607",
"2242","약국","01_01_06_P","3330000","PHMD120043330024084000009","20040811","","03","폐업","03","폐업","20120213","","","","051-747-2354","","612011","부산광역시 해운대구 중1동 192-4","","","미소약국","20120213112145","I","2018-08-31 23:59:59.0","","","","16.59","20040811",
"2243","약국","01_01_06_P","3330000","PHMD120043330024084000011","20041001","","03","폐업","03","폐업","20100418","","","","051-746-1766","","612062","부산광역시 해운대구 반여2동 1291-1334","","","정성약국","20100420183700","I","2018-08-31 23:59:59.0","","","","69.9","20041001",
"2244","약국","01_01_06_P","3330000","PHMD120043330024084000012","20041101","","03","폐업","03","폐업","20100831","","","","051-742-2721","","612022","부산광역시 해운대구 우2동 1078-1 신세계프라자102호","","","협진약국","20100831171919","I","2018-08-31 23:59:59.0","","","","35.91","20041101",
"2245","약국","01_01_06_P","3330000","PHMD120043330024084000013","20041112","","03","폐업","03","폐업","20110801","","","","051-544-0146","","612082","부산광역시 해운대구 반송1동 257-258","","","행복한약국","20110801142928","I","2018-08-31 23:59:59.0","","","","57.44","20041112",
"2246","약국","01_01_06_P","3330000","PHMD120043330024084000014","20041210","","03","폐업","03","폐업","20100506","","","","051-744-1576","","612021","부산광역시 해운대구 우1동 1388-4 마리나@1차상가 108","","","마리나약국","20100507142837","I","2018-08-31 23:59:59.0","","","","17.5","20041210",
"2247","약국","01_01_06_P","3330000","PHMD120043330024084000015","20041221","","03","폐업","03","폐업","20130331","","","","051-747-6365","","612021","부산광역시 해운대구 우1동 592-23","부산광역시 해운대구 해운대로 641-1 (우동)","612820","메디칼현대약국","20130401162718","I","2018-08-31 23:59:59.0","","396764.570992279","187207.773079282","49.78","20041221",
"2248","약국","01_01_06_P","3330000","PHMD120053330024084000001","20050207","","03","폐업","03","폐업","20110729","","","","051-703-8812","","612032","부산광역시 해운대구 좌2동 1479-1 웅신시네아트 145","","","웅신메디칼약국","20110729180008","I","2018-08-31 23:59:59.0","","","","43.23","20050207",
"2249","약국","01_01_06_P","3330000","PHMD120053330024084000003","20050504","","03","폐업","03","폐업","20190415","","","","051-747-0775","","612021","부산광역시 해운대구 우1동 148번지 10호 1층","부산광역시 해운대구 우동1로38번길 31, 1층 (우동)","48087","두미소한약국","20190415112522","U","2019-04-17 02:40:00.0","","396716.942888555","187392.026571671","69.85","20050504",
"2250","약국","01_01_06_P","3330000","PHMD120053330024084000004","20050516","","03","폐업","03","폐업","20130607","","","","051-781-9202","","612062","부산광역시 해운대구 반여2동 1291-1028","","","새시민약국","20130607104136","I","2018-08-31 23:59:59.0","","","","20.4","20050516",
"2251","약국","01_01_06_P","3330000","PHMD120053330024084000006","20050829","","03","폐업","03","폐업","20101220","","","","051-702-9108","","612032","부산광역시 해운대구 좌2동 1317 경동G-plus상가 106호","","","비타민약국","20101216170802","I","2018-08-31 23:59:59.0","","","","47.52","20050829",
"2252","약국","01_01_06_P","3330000","PHMD120053330024084000007","20051101","","03","폐업","03","폐업","20141229","","","","051-704-1575","","612840","부산광역시 해운대구 좌동 1317번지 경동지플러스상가 242호","부산광역시 해운대구 세실로 30, 242호 (좌동, 경동지플러스상가)","612840","도담한약국","20141229095713","I","2018-08-31 23:59:59.0","","398491.352089522","187644.220019205","39.67","20051101",
"2253","약국","01_01_06_P","3330000","PHMD120063330024084000010","20060816","","03","폐업","03","폐업","20170814","","","","051-783-4285","","612829","재송동 1034번지 18호","부산광역시 해운대구 재반로 153 (재송동)","48051","동부약국","20170814131331","I","2018-08-31 23:59:59.0","","393745.604747824","190139.462656123","44.1","20060816",
"2254","약국","01_01_06_P","3330000","PHMD120063330024084000011","20060926","","03","폐업","03","폐업","20190304","","","","051-531-5310","","612811","부산광역시 해운대구 반여동 1206번지 13호 2층","부산광역시 해운대구 선수촌로 102-2, 2층 (반여동)","48037","부원약국","20190304123602","U","2019-03-06 02:40:00.0","","392961.569950281","191339.009205653","26.66","20060926",
"2255","약국","01_01_06_P","3330000","PHMD120063330024084000012","20061120","","03","폐업","03","폐업","20131014","","","","051-746-0708","","612847","부산광역시 해운대구 중동 1392번지 90호","부산광역시 해운대구 구남로 37 (중동)","612847","새제일약국","20140618110549","I","2018-08-31 23:59:59.0","","396861.527245589","186781.259633624","45.36","20061120",
"2256","약국","01_01_06_P","3330000","PHMD120073330024084000002","20070112","","03","폐업","03","폐업","20150831","","","","051-784-7377","","612832","재송동 1145번지 1호","부산광역시 해운대구 재반로 150 (재송동)","48053","미소약국","20150831095652","I","2018-08-31 23:59:59.0","","393767.387550068","190085.274360331","70","20070112",
"2257","약국","01_01_06_P","3330000","PHMD120073330024084000003","20070302","","03","폐업","03","폐업","20150301","","","","051-782-1908","","612833","재송동 1117번지 20호","부산광역시 해운대구 재반로 79-1 (재송동)","612833","메디팜지원약국","20150303113508","I","2018-08-31 23:59:59.0","","393540.196416858","189451.818862745","59.48","20070302",
"2258","약국","01_01_06_P","3330000","PHMD120073330024084000004","20070307","","03","폐업","03","폐업","20090725","","","","051-742-2638","","","부산광역시 해운대구 중동 1774번지 5호 236호","부산광역시 해운대구 좌동순환로 473, 236호 (중동, 로데오아울렛)","48097","오렌지약국","20151119112438","I","2018-08-31 23:59:59.0","","397589.427500231","187097.471409014","49.25","20070307",
"2259","약국","01_01_06_P","3330000","PHMD120073330024084000005","20070307","","03","폐업","03","폐업","20111001","","","","051-704-9393","","612031","부산광역시 해운대구 좌1동 1289-2 거성프라자 101호","","","하나약국","20110930180706","I","2018-08-31 23:59:59.0","","","","23.76","20070307",
"2260","약국","01_01_06_P","3330000","PHMD120073330024084000007","20070402","","03","폐업","03","폐업","20090929","","","","051-741-7434","","612021","부산광역시 해운대구 우1동 449-3","","","일동약국","20090929171833","I","2018-08-31 23:59:59.0","","","","60.7","20070402",
"2261","약국","01_01_06_P","3330000","PHMD120073330024084000008","20070405","","03","폐업","03","폐업","20110322","","","","051-954-7575","","612021","부산광역시 해운대구 우1동 1434-1 마리나센터","","","오렌지약국","20110323102324","I","2018-08-31 23:59:59.0","","","","23.5","20070405",
"2262","약국","01_01_06_P","3330000","PHMD120073330024084000009","20070611","","03","폐업","03","폐업","20090801","","","","051-784-8999","","612051","부산광역시 해운대구 재송1동 1094-29","","","소나무약국","20090731132749","I","2018-08-31 23:59:59.0","","","","56.7","20070611",
"2263","약국","01_01_06_P","3330000","PHMD120073330024084000010","20070723","","03","폐업","03","폐업","20100302","","","","051-744-4855","","612011","부산광역시 해운대구 중1동 1767 이마트지하","","","해운대이팜약국","20100305101849","I","2018-08-31 23:59:59.0","","","","44.1","20070723",
"2264","약국","01_01_06_P","3330000","PHMD120103330024084000026","20100706","","03","폐업","03","폐업","20100914","","","","745-8455","","612022","부산광역시 해운대구 우2동 1514번지 센텀리더스마크 1층 118호","부산광역시 해운대구 APEC로 17 (우동,센텀리더스마크 1층 118호)","","리더스약국","20100913163505","I","2018-08-31 23:59:59.0","","394209.294344881","187280.207931335","34.23","20100706",
"2265","약국","01_01_06_P","3330000","PHMD120103330024084000027","20100722","","03","폐업","03","폐업","20100930","","","","701-0078","","612861","부산광역시 해운대구 좌4동 1433번지 3호 성암빌딩 1층","부산광역시 해운대구 좌동순환로 245 (좌동,성암빌딩 1층)","","보감약국","20100930125143","I","2018-08-31 23:59:59.0","","398617.516415678","188269.805586006","364.85","20100722",
"2266","약국","01_01_06_P","3330000","PHMD120103330024084000034","20100930","","03","폐업","03","폐업","20101220","","","","701-0078","","612034","부산광역시 해운대구 좌4동 1433번지 3호 성암빌딩 1층","부산광역시 해운대구 좌동순환로 245 (좌동,성암빌딩 1층)","","보감약국","20101217120244","I","2018-08-31 23:59:59.0","","398617.516415678","188269.805586006","364.85","20100930",
"2267","약국","01_01_06_P","3330000","PHMD120103330024084000035","20100204","","03","폐업","03","폐업","20101115","","","","544-2111","","612082","부산광역시 해운대구 반송2동 76번지 1호","부산광역시 해운대구 윗반송로 94 (반송동)","612800","우정약국","20120315155112","I","2018-08-31 23:59:59.0","","396397.280516163","194694.10633752","33","20100204",
"2268","약국","01_01_06_P","3330000","PHMD120103330024084000036","20101102","","03","폐업","03","폐업","20160620","","","","747-2457","","612011","부산광역시 해운대구 중1동 1766번지 6호 영풍리젠시 502호일부","부산광역시 해운대구 좌동순환로 506 (중동, 영풍리젠시 502호 일부)","48101","새봄약국","20160620095814","I","2018-08-31 23:59:59.0","","397518.595862562","187373.24534171","39.6","20101102",
"2269","약국","01_01_06_P","3330000","PHMD120103330024084000037","20101104","","03","폐업","03","폐업","20110224","","","","","","612061","부산광역시 해운대구 반여1동 1629번지 4호 청암빌딩 1층","부산광역시 해운대구 반여로 98 (반여동,청암빌딩 1층)","","장수약국","20110224160538","I","2018-08-31 23:59:59.0","","393312.097178291","191071.92075857","85.79","20101104",
"2270","약국","01_01_06_P","3330000","PHMD120103330024084000038","20101105","","03","폐업","03","폐업","20121210","","","","545-3123","","612800","부산광역시 해운대구 반송2동 211번지 2호","부산광역시 해운대구 윗반송로 68 (반송동)","612801","해맑은약국","20121207143336","I","2018-08-31 23:59:59.0","","396313.282430352","194447.146191848","25.08","20101105",
"2271","약국","01_01_06_P","3330000","PHMD120103330024084000039","20101115","","03","폐업","03","폐업","20120509","","","","544-2111","","612082","부산광역시 해운대구 반송2동 76번지 1호","부산광역시 해운대구 윗반송로 94 (반송동)","612800","우정약국","20120509170911","I","2018-08-31 23:59:59.0","","396397.280516163","194694.10633752","33","20101115",
"2272","약국","01_01_06_P","3330000","PHMD120103330024084000041","20101210","","03","폐업","03","폐업","20121013","","","","743-0400","","612011","부산광역시 해운대구 중1동 1382번지 1호","부산광역시 해운대구 구남로29번길 16 (중동)","612847","해성약국","20121015103332","I","2018-08-31 23:59:59.0","","396895.429733331","186886.749218135","75","20101210",
"2273","약국","01_01_06_P","3330000","PHMD120103330024084000011","20100302","","03","폐업","03","폐업","20140501","","","","703-2902","","612031","부산광역시 해운대구 좌1동 1307번지 대원@상가 105,101","부산광역시 해운대구 좌동순환로 252 (좌동, 대원아파트상가 105,101)","612786","대학약국","20140501102203","I","2018-08-31 23:59:59.0","","398587.756504036","188114.028456529","49.5","20100302",
"2274","약국","01_01_06_P","3330000","PHMD120103330024084000043","20101231","","03","폐업","03","폐업","20120828","","","","784-8999","","612051","부산광역시 해운대구 재송1동 1094번지 29호","부산광역시 해운대구 해운대로 133 (재송동)","612831","소나무약국","20120828144352","I","2018-08-31 23:59:59.0","","393154.98265978","189403.474258733","56.7","20101231",
"2275","약국","01_01_06_P","3330000","PHMD120113330024084000002","20110303","","03","폐업","03","폐업","20120316","","","","","","612021","부산광역시 해운대구 우1동 640번지  -5","부산광역시 해운대구 해운대로 589 (우동)","612821","새희망약국","20120316093948","I","2018-08-31 23:59:59.0","","396338.471180642","186900.437044688","53.52","20110303",
"2276","약국","01_01_06_P","3330000","PHMD120113330024084000003","20110401","","03","폐업","03","폐업","20120329","","","","","","612011","부산광역시 해운대구 중1동 1774번지 5호 로데오오렌지관 236호","부산광역시 해운대구 좌동순환로 473 (중동, 로데오오렌지관 236호)","612851","로데오약국","20120329115310","I","2018-08-31 23:59:59.0","","397589.427500231","187097.471409014","49.25","20110401",
"2277","약국","01_01_06_P","3330000","PHMD120113330024084000004","20110407","","03","폐업","03","폐업","20160617","","","","747-1906","","612836","부산광역시 해운대구 좌동 1467번지 4호 지팝빌딩 138호","부산광역시 해운대구 해운대로 813, 138호 (좌동, 지팝빌딩)","48106","아울렛약국","20160620095322","I","2018-08-31 23:59:59.0","","398269.05154158","187874.778091232","54.76","20110407",
"2278","약국","01_01_06_P","3330000","PHMD120113330024084000005","20110426","","03","폐업","03","폐업","20130630","","","","","","612021","부산광역시 해운대구 우1동 1434번지 1호 마리나센터","부산광역시 해운대구 해운대해변로 154 (우동, 마리나센터)","612824","마리나약국","20130628101250","I","2018-08-31 23:59:59.0","","395695.998702938","186416.839176222","23.55","20110426",
"2279","약국","01_01_06_P","3330000","PHMD120113330024084000009","20110530","","03","폐업","03","폐업","20120415","","","","","","612032","부산광역시 해운대구 좌2동 1438번지 대우2차APT상가 106호","부산광역시 해운대구 좌동순환로 275 (좌동, 대우2차아파트상가 106호)","612759","정문약국","20120413130542","I","2018-08-31 23:59:59.0","","398866.445014628","188038.176406302","59.4","20110530",
"2280","약국","01_01_06_P","3330000","PHMD120113330024084000011","20110705","","03","폐업","03","폐업","20120611","","","","781-9093","","612062","부산광역시 해운대구 반여2동 1291번지 552호","부산광역시 해운대구 재반로 215-1 (반여동)","612813","주민약국","20120608174531","I","2018-08-31 23:59:59.0","","393985.558387053","190677.251818954","25.08","20110705",
"2281","약국","01_01_06_P","3330000","PHMD120113330024084000018","20110930","","03","폐업","03","폐업","20140310","","","","","","612061","부산광역시 해운대구 반여1동 1639번지 1호","부산광역시 해운대구 선수촌로 98 (반여동)","612061","새씨앗약국","20140311104238","I","2018-08-31 23:59:59.0","","392956.485221901","191299.167783618","149.34","20110930",
"2282","약국","01_01_06_P","3330000","PHMD120113330024084000019","20111031","","03","폐업","03","폐업","20130225","","","","","","612826","부산광역시 해운대구 우2동 1089번지 7호","부산광역시 해운대구 해운대로 395 (우동, 해운대로)","612826","대영약국","20130222111915","I","2018-08-31 23:59:59.0","","394875.754963253","187586.751355979","52.8","20111031",
"2283","약국","01_01_06_P","3330000","PHMD120173330024084000012","20170831","","03","폐업","03","폐업","20171220","","","","070-7363-8318","","","부산광역시 해운대구 반여동 1608번지 14호","부산광역시 해운대구 재반로 248-1 (반여동)","48025","반여약국","20171220153941","I","2018-08-31 23:59:59.0","","394056.990421525","190986.951963388","23.8","20170831",
"2284","약국","01_01_06_P","3330000","PHMD120173330024084000013","20170928","","03","폐업","03","폐업","20180903","","","","051-744-5566","","","부산광역시 해운대구 우동 1407번지","부산광역시 해운대구 마린시티2로 33, 104동 116호 (우동, 해운대두산위브더제니스)","48119","민온누리약국","20180903103422","U","2018-09-03 23:59:59.0","","395388.715069604","186268.853282623","53.15","20170928",
"2285","약국","01_01_06_P","3330000","PHMD120173330024084000014","20171001","","03","폐업","03","폐업","20180821","","","","051-930-0617","","","부산광역시 해운대구 좌동 1473번지 2호","부산광역시 해운대구 해운대로 794, 107-1호 (좌동, 엘리움)","48104","1층약국","20180821114426","I","2018-08-31 23:59:59.0","","398155.660814985","187681.573589165","23.1","20171001",
"2286","약국","01_01_06_P","3330000","PHMD120183330024084000007","20180501","","03","폐업","03","폐업","20190614","","","","051-701-2451","","","부산광역시 해운대구 좌동 1443번지 7호 삼정프라자","부산광역시 해운대구 좌동순환로 309, 삼정프라자 104호 (좌동)","48113","일신약국","20190614141657","U","2019-06-16 02:40:00.0","","398833.568023361","187648.429022692","57","20180501",
"2287","약국","01_01_06_P","3330000","PHMD120103330024084000013","20100309","","03","폐업","03","폐업","20100802","","","","702-4232","","612034","부산광역시 해운대구 좌4동 1431번지 is프라자빌딩 1동 103호","부산광역시 해운대구 좌동순환로249번길 21 (좌동,is프라자빌딩 1동 103호)","","동백약국","20100802113016","I","2018-08-31 23:59:59.0","","398694.155871524","188302.926584749","127.61","20100309",
"2288","약국","01_01_06_P","3330000","PHMD120103330024084000014","20100318","","03","폐업","03","폐업","20100518","","","","745-8455","","612022","부산광역시 해운대구 우2동 1514번지 센텀리더스마크 1층 118호","부산광역시 해운대구 APEC로 17 (우동,센텀리더스마크 1층 118호)","","리더스약국","20100518154821","I","2018-08-31 23:59:59.0","","394209.294344881","187280.207931335","34.23","20100318",
"2289","약국","01_01_06_P","3330000","PHMD120113330024084000013","20110804","","03","폐업","03","폐업","20170717","","","","747-0881","","612011","부산광역시 해운대구 중1동 1766번지 3호 이룸J타워 109호","부산광역시 해운대구 좌동순환로 502 (중동, 이룸J타워 109호)","48101","햇님약국","20170717103553","I","2018-08-31 23:59:59.0","","397547.447576446","187358.73551491","64.19","20110804",
"2290","약국","01_01_06_P","3330000","PHMD120113330024084000014","20110819","","03","폐업","03","폐업","20160418","","","","930-0888","","612032","부산광역시 해운대구 좌2동 1473번지 2호 삼정엘리움 701호","부산광역시 해운대구 해운대로 794 (좌동, 삼정엘리움 701호)","48104","아이맘약국","20160511085435","I","2018-08-31 23:59:59.0","","398155.660814985","187681.573589165","0","20110819",
"2291","약국","01_01_06_P","3330000","PHMD120113330024084000015","20110914","","03","폐업","03","폐업","20191002","","","","0515448864","","612712","부산광역시 해운대구 재송동 1200번지 센텀파크아파트상가 4동 104호","부산광역시 해운대구 센텀중앙로 145, 4동 104호 (재송동, 센텀파크아파트상가)","48050","미소약국","20191002183855","U","2019-10-04 02:40:00.0","","393239.237933586","188619.149645081","29.7","20110914",
"2292","약국","01_01_06_P","3330000","PHMD120103330024084000028","20100809","","03","폐업","03","폐업","20110201","","","","","","612051","부산광역시 해운대구 재송1동 1209번지 센텀is타워 103호","부산광역시 해운대구 센텀북대로 60 (재송동,센텀is타워 103호)","","센텀편안한약국","20110201104805","I","2018-08-31 23:59:59.0","","393527.757337839","188440.756376893","16","20100809",
"2293","약국","01_01_06_P","3330000","PHMD120103330024084000029","20100811","","03","폐업","03","폐업","20151102","","","","744-5501","","612823","부산광역시 해운대구 우동 1081번지 1호","부산광역시 해운대구 해운대로 413 (우동)","48064","은하약국","20151102110531","I","2018-08-31 23:59:59.0","","394989.348616175","187423.978024975","64.8","20100811",
"2294","약국","01_01_06_P","3330000","PHMD120103330024084000030","20100817","","03","폐업","03","폐업","20151101","","","","784-7117","","612051","부산광역시 해운대구 재송1동 939번지 23호","부산광역시 해운대구 해운대로76번길 58 (재송동)","48047","이편한약국","20151030091441","I","2018-08-31 23:59:59.0","","392786.711973392","189918.22631349","28","20100817",
"2295","약국","01_01_06_P","3330000","PHMD120103330024084000031","20100902","","03","폐업","03","폐업","20110720","","","","703-6777","","612032","부산광역시 해운대구 좌2동 1485번지 4호 대승프라임104호","부산광역시 해운대구 세실로 31 (좌동,대승프라임104호)","","대승약국","20110720152409","I","2018-08-31 23:59:59.0","","398461.813174819","187579.129294703","42.8","20100902",
"2296","약국","01_01_06_P","3330000","PHMD120103330024084000032","20100910","","03","폐업","03","폐업","20101130","","","","784-8555","","612052","부산광역시 해운대구 재송2동 179번지 40호 A11호","","","보건약국","20101130114638","I","2018-08-31 23:59:59.0","","393326.068790106","190254.42464416","39.67","20100910",
"2297","약국","01_01_06_P","3330000","PHMD120103330024084000033","20100930","","03","폐업","03","폐업","20120116","","","","741-7434","","612021","부산광역시 해운대구 우1동 449번지 3호","부산광역시 해운대구 우동1로20번가길 31 (우동)","","일동약국","20120116160710","I","2018-08-31 23:59:59.0","","396578.07987615","187359.84636895","83","20100930",
"2298","약국","01_01_06_P","3330000","PHMD120123330024084000002","20120116","","03","폐업","03","폐업","20121123","","","","741-7434","","612819","부산광역시 해운대구 우동 449번지 3호","부산광역시 해운대구 우동1로20번가길 31 (우동)","612819","새일동약국","20121122163655","I","2018-08-31 23:59:59.0","","396578.07987615","187359.84636895","83","20120116",
"2299","약국","01_01_06_P","3330000","PHMD120123330024084000005","20120305","","03","폐업","03","폐업","20130417","","","","743-2538","","612819","부산광역시 해운대구 우동 395번지 10호","부산광역시 해운대구 우동1로 72-1 (우동)","612819","다나아약국","20130417102546","I","2018-08-31 23:59:59.0","","396478.157294149","187532.555096726","21.57","20120305",
"2300","약국","01_01_06_P","3330000","PHMD120123330024084000009","20120413","","03","폐업","03","폐업","20140526","","","","","","612759","부산광역시 해운대구 좌동 1438번지 대우2차아파트상가 106호","부산광역시 해운대구 좌동순환로 275 (좌동)","612759","365열린약국","20140526091826","I","2018-08-31 23:59:59.0","","398866.445014628","188038.176406302","59.4","20120413",
"2301","약국","01_01_06_P","3330000","PHMD120123330024084000011","20120509","","03","폐업","03","폐업","20140123","","","","544-2111","","612800","부산광역시 해운대구 반송동 76번지 1호","부산광역시 해운대구 윗반송로 94 (반송동)","","우정약국","20140123091420","I","2018-08-31 23:59:59.0","","396397.280516163","194694.10633752","33","20120509",
"2302","약국","01_01_06_P","3330000","PHMD120123330024084000012","20120608","","03","폐업","03","폐업","20170620","","","","746-7182","","612847","부산광역시 해운대구 중동 1394번지 15호","부산광역시 해운대구 중동1로 17 (중동)","48095","드림약국","20170620090643","I","2018-08-31 23:59:59.0","","396902.377023276","187067.288348798","39.44","20120608",
"2303","약국","01_01_06_P","3330000","PHMD120123330024084000014","20120716","","03","폐업","03","폐업","20150407","","","","746-8813","","612821","부산광역시 해운대구 우동 640번지 5호","부산광역시 해운대구 해운대로 589 (우동)","612821","푸른약국","20150407102222","I","2018-08-31 23:59:59.0","","396338.471180642","186900.437044688","53.52","20120716",
"2304","약국","01_01_06_P","3330000","PHMD120123330024084000015","20120809","","03","폐업","03","폐업","20130513","","","","747-8589","","612818","부산광역시 해운대구 우동 149번지 9호","부산광역시 해운대구 우동2로 16 (우동)","612818","덕인약국","20130513101458","I","2018-08-31 23:59:59.0","","396771.437409211","187359.366667794","51.91","20120809",
"2305","약국","01_01_06_P","3330000","PHMD120123330024084000017","20120809","","03","폐업","03","폐업","20181008","","","","704-8878","","612768","부산광역시 해운대구 좌4동 306호 엘지아파트 상가동","부산광역시 해운대구 대천로103번길 61, 306호 (좌동, 엘지아파트상가동)","48075","새롬약국","20181008155112","U","2018-10-10 02:35:41.0","","397926.518365471","188980.774505655","26.4","20120809",
"2306","약국","01_01_06_P","3330000","PHMD120123330024084000018","20120820","","03","폐업","03","폐업","20140701","","","","782-4000","","612051","부산광역시 해운대구 재송1동 1210번지  벽산e-센텀클래스원 203호","부산광역시 해운대구 센텀동로 99, 203호 (재송동, 벽산e-센텀클래스원)","612051","햇살약국","20140701100350","I","2018-08-31 23:59:59.0","","393553.326853219","188402.465080284","48.69","20120820",
"2307","약국","01_01_06_P","3330000","PHMD120123330024084000019","20120828","","03","폐업","03","폐업","20160402","","","","784-8999","","612831","부산광역시 해운대구 재송1동 1094번지 29호","부산광역시 해운대구 해운대로 133 (재송동)","48055","소나무약국","20160401164407","I","2018-08-31 23:59:59.0","","393154.98265978","189403.474258733","56.7","20120828",
"2308","약국","01_01_06_P","3330000","PHMD120123330024084000020","20120913","","03","폐업","03","폐업","20131029","","","","542-0772","","612734","부산광역시 해운대구 반송동 888번지 삼환그린타운상가 102호","부산광역시 해운대구 신반송로 171, 102호 (반송동, 삼환그린타워상가)","612734","하나로약국","20131029094605","I","2018-08-31 23:59:59.0","","396648.967098586","194203.282249904","82.5","20120913",
"2309","약국","01_01_06_P","3330000","PHMD120123330024084000022","20121004","","03","폐업","03","폐업","20160105","","","","783-2575","","612812","부산광역시 해운대구 반여동 1291번지 246호","부산광역시 해운대구 재반로 231 (반여동)","48028","동인당약국","20160105133831","I","2018-08-31 23:59:59.0","","394003.089256707","190825.101208965","93.79","20121004",
"2310","약국","01_01_06_P","3330000","PHMD120123330024084000024","20121012","","03","폐업","03","폐업","20130901","","","","741-3016","","612889","부산광역시 해운대구 우동 1510번지 105호","부산광역시 해운대구 센텀2로 25 (우동)","612889","센텀드림약국","20130830093627","I","2018-08-31 23:59:59.0","","394259.857138235","187389.720344275","63.84","20121012",
"2311","약국","01_01_06_P","3330000","PHMD120113330024084000007","20110513","","03","폐업","03","폐업","20110930","","","","702-1678","","612032","부산광역시 해운대구 좌2동 1479번지 3호 세종월드프라자 119호","부산광역시 해운대구 해운대로 814 (좌동,세종월드프라자 119호)","","유한약국","20110930174202","I","2018-08-31 23:59:59.0","","398330.516530402","187771.511373596","34.34","20110513",
"2312","약국","01_01_06_P","3330000","PHMD120113330024084000008","20110524","","03","폐업","03","폐업","20111031","","","","","","612021","부산광역시 해운대구 우1동 639번지 3호 (1층)","부산광역시 해운대구 구남로8번길 40-8 (우동)","612021","대영약국","20111031155714","I","2018-08-31 23:59:59.0","","396478.179451555","186902.829190447","23.6","20110524",
