"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","사무실면적","소독차량차고면적","초미립자살포기수","휴대용소독기수","동력분무기수","수동식분무기수","방독면수","보호안경수","보호용의복수","진공청소기수",
"481","소독업","09_30_11_P","3320000","PHMB520053320045042500002","20050708","","03","폐업","03","폐업","20180615","","","","365-0045","","616841","부산광역시 북구 금곡동 1880번지 11호","부산광역시 북구 학사로 297 (금곡동)","46519","북구희망터지역자활센터","20180615103658","I","2018-08-31 23:59:59.0","","383087.878818178","196110.756034875","179.31","144.5","1","2","1","5","5","5","5","1",
"482","소독업","09_30_11_P","3320000","PHMB520063320045042500002","20060302","","03","폐업","03","폐업","20150923","","","","361-8841","","616122","부산광역시 북구 화명동 1554번지 14호","부산광역시 북구 산성로20번길 16 (화명동)","46530","시장연합회방역공사","20150923105139","I","2018-08-31 23:59:59.0","","383506.365146834","195175.115927205","42.16","","1","2","1","5","5","5","5","1",
"483","소독업","09_30_11_P","3320000","PHMB520063320045042500005","20061024","","03","폐업","03","폐업","20150923","","","","343-0111","","616101","부산광역시 북구 덕천동 389번지 10호","부산광역시 북구 만덕대로 112 (덕천동)","46568","한솔그린","20150923105247","I","2018-08-31 23:59:59.0","","383589.007288727","192260.101028063","11.17","","1","3","1","5","5","5","5","1",
"484","소독업","09_30_11_P","3320000","PHMB520063320045042500001","20061025","","03","폐업","03","폐업","20081117","","","","051-342-7222","","616807","부산광역시 북구 구포동 1084번지 3호 협진태양프라자 108호","","","경원방역","20081117171617","I","2018-08-31 23:59:59.0","","381617.539582972","190548.761316912","21.09","","1","2","1","5","5","5","5","1",
"485","소독업","09_30_11_P","3320000","PHMB520163320045042500003","20160822","","03","폐업","03","폐업","20200601","","","","","","","","부산광역시 북구 구남언덕로16번길 12 (구포동)","46647","부경환경설비","20200601091740","U","2020-06-04 02:40:00.0","","381550.484081978","190977.393933828","11.22","4.35","1","3","0","5","5","5","5","1",
"486","소독업","09_30_11_P","3320000","PHMB520163320045042500004","20161102","","03","폐업","03","폐업","20170627","","","","","","","","부산광역시 북구 금곡대로324번길 24 (화명동, 새진흥상가)","46531","우창환경","20170627105550","I","2018-08-31 23:59:59.0","","383397.946068151","194933.178066196","23.14","9.9","1","2","0","3","5","5","5","1",
"487","소독업","09_30_11_P","3320000","PHMB520173320045042500003","20170724","","03","폐업","03","폐업","20180726","","","","","","","","부산광역시 북구 낙동대로 1680 (구포동)","46502","대성종합환경","20180726100135","I","2018-08-31 23:59:59.0","","381662.976830355","191340.684089573","33","10","1","2","0","3","5","5","5","1",
"488","소독업","09_30_11_P","3320000","PHMB520173320045042500004","20130206","","03","폐업","03","폐업","20180104","","","","","","619963","부산광역시 기장군 정관면 방곡리 398번지 7호","부산광역시 기장군 정관면 정관로 581 (성원프라자 405호)","46015","(주)성원비엠씨","20180104113625","I","2018-08-31 23:59:59.0","","398016.85495700000","204908.78697700000","120","41059","1","2","1","5","5","5","5","1",
"489","소독업","09_30_11_P","3320000","PHMB520183320045042500001","20180206","","03","폐업","03","폐업","20210824","","","","","","","","부산광역시 북구 효열로203번가길 45 (금곡동)","46506","(주)한스클린","20210824094056","U","2021-08-26 02:40:00.0","","383517.580290329","198038.111148171","7.68","17.48","1","2","0","3","5","5","5","1",
"490","소독업","09_30_11_P","3320000","PHMB520113320045042500003","20110627","","03","폐업","03","폐업","20140417","","","","070-7869-2997","","616092","부산광역시 북구 구포2동 1120번지 7호","부산광역시 북구 낙동대로1582번길 7 (구포동)","616807","(주)제이앤제이","20140417130822","I","2018-08-31 23:59:59.0","","381134.472167773","190531.513683648","69.67","24.08","1","2","1","5","5","5","5","1",
"491","소독업","09_30_11_P","3320000","PHMB520123320045042500002","20120326","","03","폐업","03","폐업","20200602","","","","361-4959","","","부산광역시 북구 금곡동 227번지 2호","부산광역시 북구 효열로219번다길 18-3 (금곡동)","46506","한길종합방역","20200602171328","U","2020-06-04 02:40:00.0","","383600.934807431","198050.114401805","16.28","9.6","1","2","2","5","5","5","5","1",
"492","소독업","09_30_11_P","3320000","PHMB520123320045042500003","20120621","","03","폐업","03","폐업","20191202","","","","341-9841","","","부산광역시 북구 덕천동 74번지 주공상가 101호","부산광역시 북구 덕천로 74 (덕천동, 주공아파트2단지)","46589","빛차린환경","20191202151817","U","2019-12-04 02:40:00.0","","383466.393861237","191812.597924166","29.12","5.1","1","2","0","6","5","5","5","1",
"493","소독업","09_30_11_P","3320000","PHMB520133320045042500001","20130103","","03","폐업","03","폐업","20150302","","","","","","616130","부산광역시 북구 금곡동 641번지 8호","부산광역시 북구 금곡대로636번길 7 (금곡동)","616130","대도메디크린","20150302133704","I","2018-08-31 23:59:59.0","","383369.949991945","197924.031090786","14.08","7.56","1","2","1","5","5","5","5","1",
"494","소독업","09_30_11_P","3320000","PHMB520143320045042500001","20140128","","03","폐업","03","폐업","20151224","","","","335-1116","","","","부산광역시 북구 만덕2로 10 (만덕동, 삼성종합상가204호)","46566","남영씨앤에스","20151224154950","I","2018-08-31 23:59:59.0","","385365.731517822","192096.641643769","28.98","3.22","1","2","1","5","5","5","5","2",
"495","소독업","09_30_11_P","3320000","PHMB520143320045042500002","20140203","","03","폐업","03","폐업","20210106","","","","","","","부산광역시 북구 만덕동 907번지 6호","부산광역시 북구 만덕3로 28-10 (만덕동)","46570","(주)한샘클린","20210106170242","U","2021-01-08 02:40:00.0","","384435.11816244","192129.060803393","29.52","12.48","1","2","1","5","5","5","5","1",
"496","소독업","09_30_11_P","3320000","PHMB520153320045042500001","20150618","","03","폐업","03","폐업","20160128","","","","","","616761","부산광역시 북구 금곡동 53번지 1호","부산광역시 북구 효열로 270, 207호 (금곡동, 금곡1단지상가)","46510","해양환경관리","20160128092120","I","2018-08-31 23:59:59.0","","383675.465026876","198372.358377528","20.83","2","1","2","0","3","5","5","5","1",
"497","소독업","09_30_11_P","3320000","PHMB520163320045042500002","20160510","","03","폐업","03","폐업","20181219","","","","","","","부산광역시 북구 만덕동","부산광역시 북구 만덕3로 19 (만덕동)","46562","현우환경","20181219144859","U","2018-12-21 02:40:00.0","","384420.872829639","192225.371255578","69.35","5.4","1","2","0","3","5","5","5","1",
"498","소독업","09_30_11_P","3320000","PHMB520183320045042500005","20180719","","03","폐업","03","폐업","20190131","","","","","","","","부산광역시 북구 기찰로 34, 마이다스 201호 (덕천동)","46548","안티버그","20190131104528","U","2019-02-02 02:40:00.0","","382830.769976597","192150.790812551","69.85","2.7","1","2","0","3","5","5","5","1",
"499","소독업","09_30_11_P","3320000","PHMB520103320045042500001","20100120","","03","폐업","03","폐업","20160729","","","","331-2633","","616807","부산광역시 북구 구포2동 1075번지 33호","부산광역시 북구 구남언덕로16번길 12 (구포동)","46647","부경환경설비공사","20160729165552","I","2018-08-31 23:59:59.0","","381550.484081978","190977.393933828","11.65","10.65","1","2","1","5","5","5","5","1",
"500","소독업","09_30_11_P","3320000","PHMB520103320045042500002","20100610","","03","폐업","03","폐업","20110805","","","","907-7576","","616818","부산광역시 북구 덕천1동 343번지 36호","부산광역시 북구 기찰로 65 (덕천동)","","가나바이오방역","20110805131911","I","2018-08-31 23:59:59.0","","383131.474242677","192284.498235962","","","1","2","1","5","5","5","5","1",
"501","소독업","09_30_11_P","3320000","PHMB520103320045042500003","20101213","","03","폐업","03","폐업","20160120","","","","","","616821","부산광역시 북구 덕천1동 412번지 3호","부산광역시 북구 의성로109번길 8 (덕천동)","46567","로뎀직업재활센터","20160120173005","I","2018-08-31 23:59:59.0","","383073.382615537","192023.77403821","15","188","1","2","1","6","12","12","12","1",
"502","소독업","09_30_11_P","3320000","PHMB520113320045042500001","20110131","","03","폐업","03","폐업","20120716","","","","051-342-1297","","616807","부산광역시 북구 구포2동 1084번지 3호 협진태양상가 1층 118호","부산광역시 북구 백양대로 1025 (구포동)","616807","대휘환경","20120716105349","I","2018-08-31 23:59:59.0","","381617.539582972","190548.761316912","20","20","1","2","1","5","5","5","5","1",
"503","소독업","09_30_11_P","3320000","PHMB520203320045042500005","20200730","","03","폐업","03","폐업","20201127","","","","","","","","부산광역시 북구 만덕2로29번길 21-7 (만덕동)","46607","상가케어선수단","20201127160112","U","2020-11-29 02:40:00.0","","385517.29188933","192178.154437246","9.9","23","1","2","0","3","5","5","5","2",
"504","소독업","09_30_11_P","3320000","PHMB520203320045042500004","20200722","","03","폐업","03","폐업","20210120","","","","","","","","부산광역시 북구 덕천로281번길 57 (만덕동)","46565","(주)태윤에스앤씨","20210120092126","U","2021-01-22 02:40:00.0","","385309.949932103","192209.146133768","64.77","5.1","1","2","0","3","5","5","5","1",
"505","소독업","09_30_11_P","3320000","PHMB520083320045042500006","20081216","","03","폐업","03","폐업","20110524","","","","333-0758","","616100","부산광역시 북구 덕천동 406번지 한성@상가3호","","","부영","20110524101422","I","2018-08-31 23:59:59.0","","383962.071287765","192154.034671928","16","17","1","2","1","5","5","5","5","1",
"506","소독업","09_30_11_P","3320000","PHMB520063320045042500006","20061207","","03","폐업","03","폐업","20200521","","","","361-0484","","616130","부산광역시 북구 금곡동 66번지 12호","부산광역시 북구 금곡대로616번길 116 (금곡동)","46506","세종관리","20200521105614","U","2020-05-23 02:40:00.0","","383496.937338845","198128.071536156","82.39","","1","2","1","5","5","5","5","1",
"507","소독업","09_30_11_P","3320000","PHMB520073320045042500001","20070209","","03","폐업","03","폐업","20120724","","","","342-6622","","616093","부산광역시 북구 구포동 1224번지 동성상가135","부산광역시 북구 시랑로79번길 30-8 (구포동)","616805","세정종합설비","20120724163150","I","2018-08-31 23:59:59.0","","382734.03719127","190624.868664197","7","3.6","1","2","1","5","5","5","5","1",
"508","소독업","09_30_11_P","3320000","PHMB520083320045042500002","20080110","","03","폐업","03","폐업","20160127","","","","342-3855","","616093","부산광역시 북구 구포동 1225번지 10호","부산광역시 북구 시랑로83번길 21 (구포동)","46622","(주)에스씨에스","20160127110042","I","2018-08-31 23:59:59.0","","382753.206540753","190588.562418228","99.56","","1","2","1","5","5","5","5","1",
"509","소독업","09_30_11_P","3320000","PHMB520213320045042500003","20210330","","03","폐업","03","폐업","20220307","","","","","","","","부산광역시 북구 학사로 297, 성원빌딩 (금곡동)","46519","북구희망터지역자활센터","20220307140813","U","2022-03-10 02:40:00.0","","383087.878818178","196110.756034875","57.6","6.93","4","2","0","3","5","5","5","1",
"510","소독업","09_30_11_P","3320000","PHMB520183320045042500008","20181004","","03","폐업","03","폐업","20211119","","","","","","","부산광역시 북구 화명동 390번지 2호","부산광역시 북구 산성로47번길 10 (화명동)","46528","큐브시스템","20211119090924","U","2021-11-21 02:40:00.0","","383634.449478751","195421.064965435","27.2","3.72","1","2","0","3","5","5","5","1",
"511","소독업","09_30_11_P","3320000","PHMB520183320045042500009","20181210","","03","폐업","03","폐업","20220118","","","","","","","부산광역시 북구 만덕동 216번지 7호 그린코아아파트","부산광역시 북구 덕천로234번길 48, 그린코아아파트상가 1층14호 (만덕동)","46605","클린빌","20220118155606","U","2022-01-20 02:40:00.0","","384776.04113361","191712.881178391","16.77","8.06","1","2","0","3","5","5","5","1",
"512","소독업","09_30_11_P","3320000","PHMB520223320045042500001","20220128","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 화명대로 69-17      2층","","","모든방역","20220128144524","I","2022-01-30 00:22:49.0","","","","67.5","3.61","1","2","0","3","5","5","5","1",
"513","소독업","09_30_11_P","3320000","PHMB520203320045042500003","20200604","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 금곡대로616번길 142 (금곡동)","46505","(주)크린코리아에스엔","20200604162014","I","2020-06-06 00:23:18.0","","383548.645914145","198244.159873149","37.3","37.6","1","2","0","3","5","5","5","1",
"514","소독업","09_30_11_P","3320000","PHMB520203320045042500002","20200602","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 구남언덕로16번길 12 (구포동)","46647","부경환경설비","20200602112813","I","2020-06-04 00:23:18.0","","381550.484081978","190977.393933828","11.22","4.42","1","2","0","3","5","5","5","1",
"515","소독업","09_30_11_P","3320000","PHMB520123320045042500005","20120718","","01","영업/정상","13","영업중","","","","","051-362-0740","","","부산광역시 북구 금곡동 72-3 라현빌딩","부산광역시 북구 금곡대로638번길 9-7, 라현빌딩 (금곡동)","46505","(주)병운에프씨","20210414164405","U","2021-04-16 02:40:00.0","","383380.662691108","197972.563417021","153.6","41.28","1","2","0","3","5","5","5","1",
"516","소독업","09_30_11_P","3320000","PHMB520213320045042500006","20211125","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 금곡동 1330-1 금곡월드프라자 240호","부산광역시 북구 금곡대로 458, 금곡월드프라자 (금곡동)","46509","신화방역","20211125193206","I","2021-11-27 00:22:44.0","","383187.953800754","196281.988973649","9.6","4","1","2","0","3","5","5","5","1",
"517","소독업","09_30_11_P","3320000","PHMB520083320045042500005","20080917","","01","영업/정상","13","영업중","","","","","338-0041","","616092","부산광역시 북구 구포동 968번지 6호","부산광역시 북구 백양대로 1078 (구포동)","46634","(주)부일환경종합방역","20120110101255","I","2018-08-31 23:59:59.0","","381939.879137147","190934.577531239","46.67","","1","3","1","5","5","5","5","1",
"518","소독업","09_30_11_P","3320000","PHMB519993320045042500001","19990317","","01","영업/정상","13","영업중","","","","","051-333-0006","","","부산광역시 북구 금곡동 641번지 5호","부산광역시 북구 금곡대로616번길 10-5 (금곡동, 금곡2단지주공상가 207호)","46507","태화환경공사","20161107174620","I","2018-08-31 23:59:59.0","","383344.123686221","197933.380795177","14.4","7.2","1","2","1","5","5","5","5","1",
"519","소독업","09_30_11_P","3320000","PHMB519863320045042500001","19860213","","01","영업/정상","13","영업중","","","","","334-8300","","616802","부산광역시 북구 구포동 986번지 30호","부산광역시 북구 낙동북로681번길 28 (구포동)","46634","제일방역공사","20120110101703","I","2018-08-31 23:59:59.0","","382064.848070919","191004.638503615","48.79","16.75","1","2","1","5","5","5","5","1",
"520","소독업","09_30_11_P","3320000","PHMB520033320045042500001","20030509","","01","영업/정상","13","영업중","","","","","301-1222","","616805","부산광역시 북구 구포동 1223번지 8호","부산광역시 북구 시랑로83번길 28, 102호 (구포동)","46622","해충방역 캐치원","20140507113940","I","2018-08-31 23:59:59.0","","382712.78571986","190658.790178655","20.74","18.9","1","2","1","5","5","5","5","1",
"521","소독업","09_30_11_P","3320000","PHMB520053320045042500001","20050121","","01","영업/정상","13","영업중","","","","","333-3855","","616093","부산광역시 북구 구포동 1217번지 8호","부산광역시 북구 시랑로 62 (구포동)","46631","(주)성아종합관리","20120110102509","I","2018-08-31 23:59:59.0","","382538.760664128","190835.937827813","101","","1","2","1","5","5","5","5","1",
"522","소독업","09_30_11_P","3320000","PHMB520063320045042500003","20060321","","01","영업/정상","13","영업중","","","","","365-3341","","616090","부산광역시 북구 구포동 1123번지 7호","부산광역시 북구 사상로 588 (구포동)","46503","배성산업(주)","20120110102109","I","2018-08-31 23:59:59.0","","381250.883405367","190403.803172189","68.25","","1","2","1","5","5","5","5","1",
"523","소독업","09_30_11_P","3320000","PHMB520063320045042500004","20060419","","01","영업/정상","13","영업중","","","","","323-4400","","616101","부산광역시 북구 덕천동 387번지 17호","부산광역시 북구 의성로109번길 63-1 (덕천동)","46567","고려용역","20120110102202","I","2018-08-31 23:59:59.0","","383326.192022774","192151.395544971","54.54","","1","2","1","5","5","5","5","1",
"524","소독업","09_30_11_P","3320000","PHMB520083320045042500001","20081117","","01","영업/정상","13","영업중","","","","","327-3113","","","부산광역시 북구 구포동 1075번지 24호","부산광역시 북구 구남언덕로16번길 4 (구포동)","46647","(주)하이종합환경","20180829101630","I","2018-08-31 23:59:59.0","","381577.715533202","191009.567298346","83.5","","1","2","1","5","5","5","5","1",
"525","소독업","09_30_11_P","3320000","PHMB520093320045042500001","20090220","","01","영업/정상","13","영업중","","","","","051-363-9425","","616810","부산광역시 북구 금곡동 66번지 8호 102호","부산광역시 북구 금곡대로616번길 106 (금곡동)","46506","씨엠제이환경공사","20150401171218","I","2018-08-31 23:59:59.0","","383481.812995552","198081.334775021","38","20.32","1","2","1","5","5","5","5","1",
"526","소독업","09_30_11_P","3320000","PHMB520093320045042500002","20090224","","01","영업/정상","13","영업중","","","","","051-557-8802","","","부산광역시 북구 구포동 700번지 88호 금상빌딩","부산광역시 북구 시랑로 10-2, 금상빌딩 (구포동)","46630","(주)더정우","20200427180408","U","2020-04-29 02:40:00.0","","382438.309482807","191333.459708158","21.16","19.14","1","2","1","5","5","5","5","1",
"527","소독업","09_30_11_P","3320000","PHMB520173320045042500001","20170220","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 시랑로61번길 6 (구포동)","46621","제로치","20170221095412","I","2018-08-31 23:59:59.0","","382597.30475013","190831.638361191","13.9","10.56","1","2","0","4","5","5","5","1",
"528","소독업","09_30_11_P","3320000","PHMB520173320045042500002","20170227","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 상리로 42-1 (만덕동)","46614","그린방역","20200214164838","U","2020-02-16 02:40:00.0","","385649.85963600000","192080.83531300000","37.2","6.4","1","2","0","3","5","5","5","1",
"529","소독업","09_30_11_P","3320000","PHMB520123320045042500001","20120220","","01","영업/정상","13","영업중","","","","","336-7014","","616788","부산광역시 북구 만덕3동 911번지 3호 럭키2차@상가 102호","부산광역시 북구 덕천로234번길 24 (만덕동, 럭키2차@상가 102호)","46603","이강바이오테크","20120220175610","I","2018-08-31 23:59:59.0","","384542.231867606","191984.524085557","4.48","2.67","1","2","1","5","5","5","5","1",
"530","소독업","09_30_11_P","3320000","PHMB520143320045042500004","20140521","","01","영업/정상","13","영업중","","","","","336-6821","","","","부산광역시 북구 금곡대로 118 (덕천동, 남광빌딩(4층))","46545","(주)세진환경종합개발","20170908154342","I","2018-08-31 23:59:59.0","","382715.125204295","193002.517982619","38.35","19.8","1","2","1","5","5","5","5","1",
"531","소독업","09_30_11_P","3320000","PHMB520143320045042500005","20140613","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 백양대로1074번길 959-9 (구포동)","616806","(주)금화종합관리","20160502125117","I","2018-08-31 23:59:59.0","","","","38","2","1","2","1","5","5","5","5","1",
"532","소독업","09_30_11_P","3320000","PHMB520153320045042500002","20151224","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 만덕2로 14 (만덕동, 부산만덕삼성종합상가)","46566","남영건물관리","20151229102227","I","2018-08-31 23:59:59.0","","385365.731517822","192096.641643769","28.98","3.22","1","2","0","3","5","5","5","1",
"533","소독업","09_30_11_P","3320000","PHMB520163320045042500001","20160120","","01","영업/정상","13","영업중","","","","","343-7797","","","부산광역시 북구 덕천동 412번지 3호","부산광역시 북구 의성로109번길 8 (덕천동)","46567","사회복지법인로뎀복지재단로뎀직업재활센터","20160121172934","I","2018-08-31 23:59:59.0","","383073.382615537","192023.77403821","15","188","4","4","0","8","12","12","12","2",
"534","소독업","09_30_11_P","3320000","PHMB520183320045042500002","20180405","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 덕천동 336번지 10호","부산광역시 북구 의성로78번길 15 (덕천동)","46546","에코맨즈","20190215095936","U","2019-02-17 02:40:00.0","","382860.488036027","192296.882062638","4.8","30.3","1","2","0","3","5","5","5","1",
"535","소독업","09_30_11_P","3320000","PHMB520183320045042500003","20180611","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 금곡대로616번길 106, 103호 (금곡동)","46506","(주)푸른하늘","20180628172327","I","2018-08-31 23:59:59.0","","383481.812995552","198081.334775021","17.94","12.09","1","2","0","5","5","5","5","1",
"536","소독업","09_30_11_P","3320000","PHMB520183320045042500004","20180625","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 1241-19","부산광역시 북구 시랑로 173 (구포동)","46626","에코그린","20200806124233","U","2020-08-08 02:40:00.0","","383369.459253953","190384.686324656","18.9","21.15","1","2","0","3","5","5","5","1",
"537","소독업","09_30_11_P","3320000","PHMB520093320045042500003","20090408","","01","영업/정상","13","영업중","","","","","051-336-9226","","","부산광역시 북구 덕천동 808번지 상가207호","부산광역시 북구 덕천로 74 (덕천동, 주공아파트2단지)","46589","(주)패스원","20170905153924","I","2018-08-31 23:59:59.0","","383466.393861237","191812.597924166","50.4","5.8","1","2","1","5","5","5","5","1",
"538","소독업","09_30_11_P","3320000","PHMB520113320045042500002","20110225","","01","영업/정상","13","영업중","","","","","331-0109","","616782","부산광역시 북구 만덕동 216번지 7호","부산광역시 북구 덕천로234번길 48, 1층 12호 (만덕동)","46605","동부개발","20150710154153","I","2018-08-31 23:59:59.0","","384776.04113361","191712.881178391","38.16","16.5","1","2","1","5","5","5","5","1",
"539","소독업","09_30_11_P","3320000","PHMB520183320045042500006","20180725","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 금곡대로 185-10 (화명동)","46541","무지개환경","20180725133312","I","2018-08-31 23:59:59.0","","382888.498787186","193677.067452948","14.5","97.5","1","2","0","3","5","5","5","1",
"540","소독업","09_30_11_P","3320000","PHMB520183320045042500007","20180730","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 사상로577번길 14 (구포동)","46504","(주)대성종합환경","20180730151037","I","2018-08-31 23:59:59.0","","381149.13984569","190326.704116311","23.18","23.18","1","2","0","3","5","5","5","1",
"541","소독업","09_30_11_P","3320000","PHMB520203320045042500006","20200820","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 만덕1로 53 (만덕동)","46560","벌레잡는총각들","20200820174207","I","2020-08-22 00:23:13.0","","384914.377397197","192436.857639105","24.75","20","1","2","0","3","5","5","5","1",
"542","소독업","09_30_11_P","3320000","PHMB520203320045042500007","20200824","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 만덕2로29번길 21-5 (만덕동)","46607","청소야닷컴","20200824153202","I","2020-08-26 00:23:13.0","","385530.231217234","192176.591100249","6.5","14.99","1","2","0","3","5","5","5","1",
"543","소독업","09_30_11_P","3320000","PHMB520213320045042500005","20210805","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 사상로 592(구포동)","46503","티에스(T/S)방역","20210805134703","I","2021-08-07 00:22:51.0","","381256.518362262","190448.00980941","33.3","15.6","1","2","0","3","5","5","5","1",
"544","소독업","09_30_11_P","3320000","PHMB520213320045042500004","20210604","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 1084-3 협진태양아파트 152호","부산광역시 북구 백양대로 1025 (구포동, 협진태양아파트)","46650","(주)비뉴","20211201164735","U","2021-12-03 02:40:00.0","","381617.539582972","190548.761316912","18","66.88","1","2","0","3","5","5","5","1",
"545","소독업","09_30_11_P","3320000","PHMB520083320045042500003","20080130","","01","영업/정상","13","영업중","","","","","363-2106","","616810","부산광역시 북구 금곡동 66번지 8호","부산광역시 북구 금곡대로616번길 106, 101호 (금곡동)","46506","(주)푸른환경시스템","20150710153746","I","2018-08-31 23:59:59.0","","383481.812995552","198081.334775021","40","","1","2","1","5","5","5","5","1",
"546","소독업","09_30_11_P","3320000","PHMB520203320045042500008","20201215","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 만덕1로 53 (만덕동)","46560","버그잡스","20201215174028","I","2020-12-17 00:23:06.0","","384914.377397197","192436.857639105","12.54","19","1","2","0","3","5","5","5","1",
"547","소독업","09_30_11_P","3320000","PHMB520213320045042500001","20210105","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 금곡대로 414 (화명동)","46511","부경종합환경","20210105150823","I","2021-01-07 00:23:04.0","","383160.105359844","195849.329297966","13.94","10.53","2","2","0","3","5","5","5","1",
"548","소독업","09_30_11_P","3320000","PHMB520213320045042500002","20210205","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 만덕2로29번길 21-7 (만덕동)","46607","올윈존","20220413142637","U","2022-04-15 02:40:00.0","","385517.29188933","192178.154437246","10.23","23.5","1","2","0","3","5","5","5","2",
"549","소독업","09_30_11_P","3330000","PHMB520193330024042500001","20190128","","03","폐업","03","폐업","20210203","","","","","","","부산광역시 해운대구 우동 1507번지 트럼프월드센텀2","부산광역시 해운대구 센텀3로 32, 트럼프월드센텀2 2층 214호 (우동)","48060","(주)퓨머크린","20210203151554","U","2021-02-05 02:40:00.0","","394340.426549986","187360.769460221","71","","1","2","0","3","5","5","5","1",
"550","소독업","09_30_11_P","3330000","PHMB520033330024042500001","20030516","","03","폐업","03","폐업","20110823","","","","782-5317","","612050","부산광역시 해운대구 재송동 1130번지 12호","부산광역시 해운대구 재반로112번길 9 (재송동)","","(주)우민개발","20110823165928","I","2018-08-31 23:59:59.0","","393711.125925148","189803.07476023","52.25","15.75","1","3","1","5","5","5","5","1",
"551","소독업","09_30_11_P","3330000","PHMB520053330024042500003","20050720","","03","폐업","03","폐업","20180131","","","","742-9523","","612040","부산광역시 해운대구 송정동 192번지 22호","부산광역시 해운대구 송정중앙로15번길 48-8 (송정동)","48070","해동방역공사","20180131141221","I","2018-08-31 23:59:59.0","","400690.520505482","189524.664008913","32.66","1.66","1","2","1","5","5","5","5","1",
"552","소독업","09_30_11_P","3330000","PHMB520093330024042500001","20090218","","03","폐업","03","폐업","20130710","","","","781-2014","","612051","부산광역시 해운대구 재송1동 1144번지 2호 신성레포츠 1층","부산광역시 해운대구 재반로118번길 45 (재송동,신성레포츠 1층)","","(주)현대써비스","20130710151306","I","2018-08-31 23:59:59.0","","393795.95321238","189959.680460115","50","24","1","2","1","5","5","5","5","1",
"553","소독업","09_30_11_P","3330000","PHMB520063330024042500002","20061108","","03","폐업","03","폐업","20100224","","","","746-5271","","612021","부산광역시 해운대구 우1동 640번지 24호 국제빌딩 601호","부산광역시 해운대구 해운대로 575 (우동,국제빌딩 601호)","","대원에코필드(주)","20100224151356","I","2018-08-31 23:59:59.0","","396225.196088216","186827.050655607","26","10","1","2","1","5","5","5","5","1",
"554","소독업","09_30_11_P","3330000","PHMB520073330024042500001","20070108","","03","폐업","03","폐업","20120723","","","","051-784-1592","","612063","부산광역시 해운대구 반여3동 1576번지 26호","부산광역시 해운대구 재반로282번길 100 (반여동)","","시원환경","20120723172455","I","2018-08-31 23:59:59.0","","394396.499635187","191251.424458731","21.6","15.3","1","2","1","5","5","5","5","1",
"555","소독업","09_30_11_P","3330000","PHMB520073330024042500005","20071227","","03","폐업","03","폐업","20101001","","","","","","612021","부산광역시 해운대구 우1동 640번지 24호 국제빌딩 101호","부산광역시 해운대구 해운대로 575 (우동,국제빌딩 101호)","","세진환경","20101001194015","I","2018-08-31 23:59:59.0","","396225.196088216","186827.050655607","64.68","42.7","1","2","1","5","5","5","5","1",
"556","소독업","09_30_11_P","3330000","PHMB520093330024042500002","20091106","","03","폐업","03","폐업","20180126","","","","070-8827-2388","","612809","부산광역시 해운대구 반여1동 797번지","부산광역시 해운대구 반여로155번나길 107 (반여동)","","(주)다조그린","20180126160535","I","2018-08-31 23:59:59.0","","393431.289705922","192079.753082703","22.75","21","1","2","1","5","5","5","5","1",
"557","소독업","09_30_11_P","3330000","PHMB520093330024042500003","20091123","","03","폐업","03","폐업","20160122","","","","051)545-2012","","612736","부산광역시 해운대구 반송2동 77번지 주공아파트 상가나동 205,208호","부산광역시 해운대구 신반송로 200 (반송동,주공아파트 상가나동 205,208호)","","바이오크린","20160425101612","I","2018-08-31 23:59:59.0","","396472.616414553","194680.788218004","14.8","14.8","1","2","1","5","5","5","5","1",
