"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"3512","의원","01_01_02_P","3310000","PHMA120203310024041100011","20200812","","01","영업/정상","13","영업중","","","","","051-623-8828","","","부산광역시 남구 용호동 371-19","부산광역시 남구 용호로 127, 3층 (용호동)","48579","용호탑치과보철과치과의원","20200813221316","U","2020-08-15 02:40:00.0","치과의원","392494.540455676","182227.694685499","치과의원","1","0","0","203.14","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"3513","의원","01_01_02_P","3310000","PHMA120203310024041100012","20200812","","01","영업/정상","13","영업중","","","","","051-715-2870","","","","부산광역시 남구 수영로 223, 삼창빌딩 1층 (대연동)","48445","명인이플란트치과의원","20220530161849","U","2022-06-01 02:40:00.0","치과의원","390501.520242015","183795.197897729","치과의원","1","0","0","225.59","402 403 404 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"3514","의원","01_01_02_P","3310000","PHMA120213310024041100013","20210727","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 384-26 벽산e-솔렌스힐","부산광역시 남구 수영로 283, 103동 1층 104호 (대연동, 벽산e-솔렌스힐)","48443","허균한의원","20210820071321","U","2021-08-22 02:40:00.0","한의원","391074.138740834","183931.790139989","한의원","1","0","0","99.9","308 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과","","","","0","0","","","0","",
"3515","의원","01_01_02_P","3310000","PHMA120213310024041100012","20210723","","01","영업/정상","13","영업중","","","","","051-621-2502","","","부산광역시 남구 대연동 290-6","부산광역시 남구 못골로 87, 대연스퀘어 A동 3층 301.302호 (대연동)","48444","대명치과의원","20210730054317","U","2021-08-01 02:40:00.0","치과의원","390604.946418457","183892.672258546","치과의원","2","0","0","267.78","412 411 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"3516","의원","01_01_02_P","3310000","PHMA120213310024041100015","20210830","","01","영업/정상","13","영업중","","","","","051-711-9876","","","부산광역시 남구 대연동 72-7 산암빌딩","부산광역시 남구 수영로 298, 산암빌딩 6층 (대연동)","48499","도레미의원","20220218021317","U","2022-02-20 02:40:00.0","의원","391236.731927596","183961.925783646","의원","1","0","0","319.8","122 120 115 114 113 112 111 110 109 108 106 105 104 101","내과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"3517","의원","01_01_02_P","3310000","PHMA120213310024041100010","20210618","","01","영업/정상","13","영업중","","","","","051-717-7045","","","부산광역시 남구 문현동 1227-2","부산광역시 남구 전포대로 133, IFC 4층 402호 (문현동)","48400","부산미래IFC치과의원","20210701231320","U","2021-07-03 02:40:00.0","치과의원","388150.394268792","185188.729710212","치과의원","1","0","0","100.76","411 408 407 406 405 404 403","치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 예방치과","","","","0","0","","","0","",
"3518","의원","01_01_02_P","3310000","PHMA120213310024041100011","20210618","","01","영업/정상","13","영업중","","","","","1833-9179","","","부산광역시 남구 대연동 72-6 VISION PLAZA","부산광역시 남구 수영로 300, VISION PLAZA 10층 101호 (대연동)","48499","블리비의원","20210625041318","U","2021-06-27 02:40:00.0","의원","391258.375402253","183964.793946133","의원","1","0","0","486.67","114","피부과","","","","0","0","","","0","",
"3519","의원","01_01_02_P","3310000","PHMA120223310024041100001","20220125","","01","영업/정상","13","영업중","","","","","051-611-9800","","","","부산광역시 남구 수영로 306, 농협대연동지점 4층 (대연동)","48499","365 자연안에한의원 대연","20220523112843","U","2022-05-25 02:40:00.0","한의원","391311.022281768","183993.102870656","한의원","6","10","16","531.17","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"3520","의원","01_01_02_P","3310000","PHMA120183310024041100016","20110503","","01","영업/정상","13","영업중","","","","","051-751-9633","","","부산광역시 남구 용호동 486번지 16호 나은소아과의원","부산광역시 남구 용호로 196, 1층 (용호동)","48568","예담한의원","20211026172744","U","2021-10-28 02:40:00.0","한의원","392363.935830856","181573.384524037","한의원","1","0","0","135","308 301 303 302 304 305","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","","","","0","0","","","0","",
"3521","의원","01_01_02_P","3310000","PHMA120203310024041100015","20201028","","01","영업/정상","13","영업중","","","","","051-715-8212","","","부산광역시 남구 대연동 1764-1","부산광역시 남구 수영로 184, 4층 (대연동)","48460","올바른신경외과의원","20220422091327","U","2022-04-24 02:40:00.0","의원","390122.150375116","183709.62898488","의원","1","0","0","429.32","125 120 116 114 111 109 107 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 소아청소년과, 피부과, 영상의학과, 재활의학과, 응급의학과","","","","0","0","","","0","",
"3522","의원","01_01_02_P","3310000","PHMA120203310024041100014","20201019","","01","영업/정상","13","영업중","","","","","051-612-1335","","","부산광역시 남구 대연동 1741-11 민석빌딩","부산광역시 남구 수영로 233, 민석빌딩 8층 (대연동)","48445","대연봄정신건강의학과의원","20211112104738","U","2021-11-14 02:40:00.0","의원","390616.111354872","183813.98658918","의원","2","0","0","224.38","103","정신건강의학과","","","","0","0","","","0","",
"3523","의원","01_01_02_P","3310000","PHMA120203310024041100018","20201113","","01","영업/정상","13","영업중","","","","","051-637-1075","","","부산광역시 남구 문현동 1229-1 부산국제금융센터","부산광역시 남구 문현금융로 40, 부산국제금융센터 230호 (문현동)","48400","당봄한의원 부산점","20220621172304","U","2022-06-23 02:40:00.0","한의원","388182.381367829","185024.662471639","한의원","1","0","0","46.35","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"3524","의원","01_01_02_P","3310000","PHMA120203310024041100019","20201120","","01","영업/정상","13","영업중","","","","","051-612-1076","","","부산광역시 남구 용호동 494-22 늘푸른학원","부산광역시 남구 동명로146번길 70, 늘푸른학원 2층 (용호동)","48585","화목한의원","20220624001319","U","2022-06-26 02:40:00.0","한의원","392442.588327513","181735.857362076","한의원","1","0","0","107.14","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"3525","의원","01_01_02_P","3310000","PHMA120203310024041100016","20201111","","01","영업/정상","13","영업중","","","","","051-622-0124","","","부산광역시 남구 대연동 1753-1","부산광역시 남구 유엔평화로4번길 45, 2층 (대연동)","48493","금손한의원","20220511170321","U","2022-05-13 02:40:00.0","한의원","390361.090779605","183685.43013627","한의원","1","0","0","96.57","308 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","","","","0","0","","","0","",
"3526","의원","01_01_02_P","3310000","PHMA120203310024041100017","20201111","","01","영업/정상","13","영업중","","","","","051-628-7277","","","부산광역시 남구 용호동 532-6","부산광역시 남구 용호로 207, 7층 (용호동)","48591","맑고고운의원","20211001001323","U","2021-10-03 02:40:00.0","의원","392410.956004706","181441.71629432","의원","1","0","0","276.13","122 114 111 108 101","내과, 성형외과, 소아청소년과, 피부과, 가정의학과","","","","0","0","","","0","",
"3527","의원","01_01_02_P","3310000","PHMA120213310024041100004","20210311","","01","영업/정상","13","영업중","","","","","051-628-7575","","","부산광역시 남구 대연동 290-6","부산광역시 남구 못골로 87, 303,304호 (대연동)","48444","더편한마취통증의학과의원","20220304014318","U","2022-03-06 02:40:00.0","의원","390604.946418457","183892.672258546","의원","1","0","0","430.7","120 109 106 105","정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"3528","의원","01_01_02_P","3310000","PHMA120213310024041100005","20210315","","01","영업/정상","13","영업중","","","","","051-710-8881","","","부산광역시 남구 대연동 1740-2 정성약국","부산광역시 남구 수영로 240, 정성약국 2층 (대연동)","48496","류상효신경과의원","20220211001316","U","2022-02-13 02:40:00.0","의원","390682.146751329","183758.486053656","의원","3","0","0","226.2","103 122 106 101 102 120","내과, 신경과, 정신건강의학과, 신경외과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"3529","의원","01_01_02_P","3310000","PHMA120213310024041100006","20210315","","01","영업/정상","13","영업중","","","","","051-863-0075","","","부산광역시 남구 용호동 957-1 힐탑탑플레이스","부산광역시 남구 분포로 115, 힐탑탑플레이스 A동 202호 (용호동)","48515","아름다운피부과의원","20211029061317","U","2021-10-31 02:40:00.0","의원","392515.689667818","183481.94111857","의원","2","0","0","139.3","114","피부과","","","","0","0","","","0","",
"3530","의원","01_01_02_P","3310000","PHMA120213310024041100008","20210402","","01","영업/정상","13","영업중","","","","","051-923-9988","","","부산광역시 남구 용호동 198-6 대성빌딩","부산광역시 남구 용호로 48, 대성빌딩 2층 일부, 3층 (용호동)","48523","용호메트로마취통증의학과의원","20220519234322","U","2022-05-21 02:40:00.0","의원","392191.164407296","182841.157761943","의원","2","0","0","493.59","120 109 106 105 101","내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"3531","의원","01_01_02_P","3310000","PHMA120213310024041100009","20210406","","01","영업/정상","13","영업중","","","","","051-710-2000","","","부산광역시 남구 문현동 1227-2","부산광역시 남구 전포대로 133, 3,4층일부층 (문현동)","48400","부산미래아이에프씨의원","20220523134000","U","2022-05-25 02:40:00.0","의원","388150.394268792","185188.729710212","의원","12","0","0","1799.3","122 113 101","내과, 이비인후과, 가정의학과","","","","0","0","","","0","",
"3532","의원","01_01_02_P","3310000","PHMA120213310024041100007","20210317","","01","영업/정상","13","영업중","","","","","051-791-2822","","","부산광역시 남구 용호동 532-6","부산광역시 남구 용호로 207, 601호 (용호동)","48591","우리가족치과의원","20210326051315","U","2021-03-28 02:40:00.0","치과의원","392410.956004706","181441.71629432","치과의원","1","0","0","276","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"3533","의원","01_01_02_P","3310000","PHMA120183310024041100018","20181226","","01","영업/정상","13","영업중","","","","","051-622-0365","","","부산광역시 남구 용호동 954번지 더블유","부산광역시 남구 분포로 145, 2086-2, 2087호 (용호동, 더블유)","48515","W365메디컬의원","20211203081320","U","2021-12-05 02:40:00.0","의원","392495.046847798","183633.944535074","의원","1","0","0","686.09","114 113 111 105 101","내과, 정형외과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"3534","의원","01_01_02_P","3310000","PHMA120183310024041100017","20181112","","01","영업/정상","13","영업중","","","","","051-715-8277~8","","","부산광역시 남구 대연동 1741번지 11호 민석빌딩","부산광역시 남구 수영로 233, 민석빌딩 11층 (대연동)","48445","대연맑은내과의원","20181115231338","U","2018-11-21 04:00:00.0","의원","390616.111354872","183813.98658918","의원","3","0","0","483.27","122 113 111 101","내과, 소아청소년과, 이비인후과, 가정의학과","","","","0","0","","","0","",
"3535","의원","01_01_02_P","3310000","PHMA120193310024041100001","20190104","","01","영업/정상","13","영업중","","","","","051-644-2825","","","","부산광역시 남구 석포로 76, 4층 (대연동)","48539","새이치과의원","20210119093058","U","2021-01-21 02:40:00.0","치과의원","390322.696663882","182596.054702467","치과의원","1","0","0","224.8","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"3536","의원","01_01_02_P","3310000","PHMA120213310024041100001","20210105","","01","영업/정상","13","영업중","","","","","051-711-2845","","","부산광역시 남구 대연동 1767-17","부산광역시 남구 수영로 163, 6층 (대연동)","48453","이좋은45치과의원","20210105171748","I","2021-01-07 00:23:04.0","치과의원","389913.286036693","183746.148088655","치과의원","1","0","0","372.74","412 411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"3537","의원","01_01_02_P","3310000","PHMA120213310024041100002","20210105","","01","영업/정상","13","영업중","","","","","051-628-7711~2","","","부산광역시 남구 대연동 73-1 태강프라자","부산광역시 남구 수영로 323, 태강프라자 201호 (대연동)","48434","최원복소아청소년과의원","20210105172358","I","2021-01-07 00:23:04.0","의원","391426.347246453","184152.204362594","의원","1","0","0","190.17","113 111 101","내과, 소아청소년과, 이비인후과","","","","0","0","","","0","",
"3538","의원","01_01_02_P","3310000","PHMA120203310024041100020","20201222","","01","영업/정상","13","영업중","","","","","051-542-8840","","","부산광역시 남구 대연동 1171-43","부산광역시 남구 석포로 74, 3~7층 (대연동)","48539","강한정형외과의원","20220617014316","U","2022-06-19 02:40:00.0","의원","390311.972614397","182574.585639968","의원","1","10","29","881.01","122 120 115 114 109 108 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 피부과, 비뇨의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"3539","의원","01_01_02_P","3310000","PHMA120223310024041100006","20220519","","01","영업/정상","13","영업중","","","","","051-714-2475","","","부산광역시 남구 대연동 55-7 동영빌딩","부산광역시 남구 용소로 5, 동영빌딩 2,5,6층 (대연동)","48508","광덕안정한의원 부산대연점","20220616234319","U","2022-06-18 02:40:00.0","한의원","391375.431623477","183987.303219634","한의원","4","12","20","508.02","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"3540","의원","01_01_02_P","3310000","PHMA120223310024041100007","20220527","","01","영업/정상","13","영업중","","","","","051-621-1077","","","부산광역시 남구 대연동 327-5","부산광역시 남구 수영로 260, 6층 612호 (대연동)","48497","이든정신건강의학과의원","20220603134000","U","2022-06-05 02:40:00.0","의원","390895.739752517","183784.118967179","의원","1","0","0","137.4","103 102","신경과, 정신건강의학과","","","","0","0","","","0","",
"3541","의원","01_01_02_P","3310000","PHMA120223310024041100005","20220503","","01","영업/정상","13","영업중","","","","","051-715-9600","","","부산광역시 남구 대연동 1751-3 미즈빌딩","부산광역시 남구 수영로 216, 미즈빌딩 7층 (대연동)","48492","아이앤맘정신건강의학과의원","20220507093930","I","2022-05-10 00:22:32.0","의원","390431.099113795","183736.286805202","의원","1","0","0","200.3","103","정신건강의학과","","","","0","0","","","0","",
"3542","의원","01_01_02_P","3310000","PHMA120083310024041100004","20080130","","04","취소/말소/만료/정지/중지","24","직권폐업","20170208","","","","051-611-8384","","608811","부산광역시 남구 대연1동 1729번지 5호 (3층)","부산광역시 남구 수영로 244 (대연동, (3층))","48496","(모아의료소비자생활협동조합)대연성림의원","20170209175017","I","2018-08-31 23:59:59.0","의원","390721.833829318","183760.93794348","의원","1","0","0","215.64","101","내과","","","","0","0","","","0","",
"3543","의원","01_01_02_P","3310000","PHMA120083310024041100005","20080201","","04","취소/말소/만료/정지/중지","24","직권폐업","20170208","","","","051-611-8384","","608811","부산광역시 남구 대연1동 1729번지 5호","부산광역시 남구 수영로 244 (대연동)","48496","(모아의료소비자생활협동조합)대연사거리한의원","20170209174101","I","2018-08-31 23:59:59.0","한의원","390721.833829318","183760.93794348","한의원","1","0","0","125.52","301 302 303 304 305","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과","","","","0","0","","","0","",
"3544","의원","01_01_02_P","3320000","PHMA120193320045041100008","20191001","","02","휴업","02","휴업","","20220101","20220630","","051-338-3373","","","부산광역시 북구 만덕동 774번지 9호 벽산라인아파트","부산광역시 북구 덕천로 174, 벽산라인아파트 상가동 119호 (만덕동)","46602","고운의원","20220103163059","U","2022-01-05 02:40:00.0","의원","384264.39112908","191890.46464361","의원","1","0","0","43.6","113 111 101","내과, 소아청소년과, 이비인후과","","","","0","0","","","0","",
"3545","의원","01_01_02_P","3320000","PHMA119953320045041200006","19950912","","02","휴업","02","휴업","","20220101","20221231","","070-4825-8432","","616809","부산광역시 북구 구포3동 1255번지 2호","부산광역시 북구 시랑로114번길 45 (구포동)","46643","주민복지한의원(사회복지법인 장선종합복지공동체)","20220103125503","U","2022-01-05 02:40:00.0","한의원","382865.897094966","190186.827804782","한의원","1","0","0","162","301 308","한방내과, 침구과","","","","0","0","","","0","",
"3546","의원","01_01_02_P","3320000","PHMA120193320045041100003","20190117","","03","폐업","03","폐업","20210316","","","","051-863-0075","","","부산광역시 북구 화명동 2276번지 3호 웰빙프라자","부산광역시 북구 화명대로 34, 웰빙프라자 3층 301호 (화명동)","46526","아름다운피부과의원","20210312084313","U","2021-03-14 02:40:00.0","의원","383073.995955977","194657.022235391","의원","1","0","0","248.9","114","피부과","","","","0","0","","","0","",
"3547","의원","01_01_02_P","3320000","PHMA120193320045041100005","20190328","","03","폐업","03","폐업","20200901","","","","051-711-9885","","","부산광역시 북구 화명동 2275번지 2호 대성빌딩","부산광역시 북구 화명대로 20, 대성빌딩 10층 (화명동)","46527","로뎀정신건강의학과의원","20200814180428","U","2020-08-16 02:40:00.0","의원","382914.855661455","194677.236669963","의원","2","7","49","739.44","103","정신건강의학과","","","","0","0","","","0","",
"3548","의원","01_01_02_P","3320000","PHMA119923320045041200003","19920817","","03","폐업","03","폐업","20100607","","","","051-333-3030","","616801","부산광역시 북구 구포1동 599-12","","","진주한의원","20110808110541","I","2018-08-31 23:59:59.0","한의원","","","한의원","1","0","0","0","301 308","한방내과, 침구과","","","","0","0","","","0","",
"3549","의원","01_01_02_P","3320000","PHMA119763320045041100001","19760818","","03","폐업","03","폐업","20161031","","","","051-332-6309","","616820","부산광역시 북구 덕천동 401번지 8호 (8층)","부산광역시 북구 만덕대로 22, 8층 (덕천동)","46576","구포치과의원","20161031171841","I","2018-08-31 23:59:59.0","치과의원","382739.622735596","191957.571638864","치과의원","1","0","0","254.19","401","치과","","","","0","0","","","0","",
"3550","의원","01_01_02_P","3320000","PHMA119813320045041200001","19810602","","03","폐업","03","폐업","20151231","","","","051-332-4733","","616820","부산광역시 북구 덕천2동 400-13","부산광역시 북구 백양대로 1202 (덕천동)","46576","서정승 산부인과의원","20160212103005","I","2018-08-31 23:59:59.0","의원","382577.391062634","191888.925490034","의원","1","0","0","102.09","110","산부인과","","","","0","0","","","0","",
"3551","의원","01_01_02_P","3320000","PHMA119833320045041200002","19831229","","03","폐업","03","폐업","20090430","","","","051-333-5501","","616834","부산광역시 북구 화명2동 1458-13","","","김창현안과의원","20090501094302","I","2018-08-31 23:59:59.0","의원","","","의원","1","0","0","0","112","안과","","","","0","0","","","0","",
"3552","의원","01_01_02_P","3320000","PHMA120103320045041100013","20100805","","03","폐업","03","폐업","20110301","","","","","","616827","부산광역시 북구 만덕2동 847번지 8호 3, 5층","부산광역시 북구 덕천로 310 (만덕동,3, 5층)","","정민의원","20110228151932","I","2018-08-31 23:59:59.0","의원","385494.280355184","191903.421016948","의원","1","4","13","375","101 111 105 122 120","내과, 정형외과, 소아청소년과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"3553","의원","01_01_02_P","3320000","PHMA119863320045041200007","19860913","","03","폐업","03","폐업","20170605","","","","051-334-8393","","","부산광역시 북구 만덕동 840번지 5층, 금강빌딩","부산광역시 북구 덕천로 300, 5층 (만덕동, 금강빌딩)","46612","금강한의원","20170605102121","I","2018-08-31 23:59:59.0","한의원","385406.770641979","191907.867289611","한의원","1","0","0","235","301 308","한방내과, 침구과","","","","0","0","","","0","",
"3554","의원","01_01_02_P","3320000","PHMA119873320045041200003","19870327","","03","폐업","03","폐업","20130128","","","","051-334-5329","","616846","부산광역시 북구 화명1동 963번지 11호","부산광역시 북구 금곡대로 183 (화명동)","616846","김진일한의원","20130213112915","I","2018-08-31 23:59:59.0","한의원","382903.64047411","193645.911570839","한의원","1","0","0","0","301 308","한방내과, 침구과","","","","0","0","","","0","",
"3555","의원","01_01_02_P","3320000","PHMA119873320045041200004","19870327","","03","폐업","03","폐업","20121228","","","","051-342-3330","","616829","부산광역시 북구 만덕3동 925번지 1호 동원상가 8동 307호","부산광역시 북구 덕천로234번길 5 (만덕동)","616759","황규찬한의원","20121228112122","I","2018-08-31 23:59:59.0","한의원","384842.086013826","191944.551597493","한의원","1","0","0","0","301 308","한방내과, 침구과","","","","0","0","","","0","",
"3556","의원","01_01_02_P","3320000","PHMA119873320045041200007","19871128","","03","폐업","03","폐업","20100305","","","","051-336-0035","","616800","부산광역시 북구 구포1동 147번지 5호 5층,6층 일부","부산광역시 북구 백양대로 1196 (구포동,5층,6층 일부)","","정화당한의원","20100305140603","I","2018-08-31 23:59:59.0","한의원","382558.311413058","191821.254770724","한의원","1","0","0","292.16","301 308 304 307 305 302 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"3557","의원","01_01_02_P","3320000","PHMA119893320045041200001","19890107","","03","폐업","03","폐업","20150116","","","","051-332-6356","","616827","부산광역시 북구 만덕2동 847-4","부산광역시 북구 은행나무로 7 (만덕동)","616827","정한영소아청소년과의원","20150116164202","I","2018-08-31 23:59:59.0","의원","385478.082479202","191860.822580183","의원","1","0","0","79","111","소아청소년과","","","","0","0","","","0","",
"3558","의원","01_01_02_P","3320000","PHMA119893320045041200002","19890211","","03","폐업","03","폐업","20150116","","","","051-336-6245","","616827","부산광역시 북구 만덕2동 847-4","부산광역시 북구 은행나무로 7 (만덕동)","616827","구의자산부인과의원","20150116163849","I","2018-08-31 23:59:59.0","의원","385478.082479202","191860.822580183","의원","1","0","0","79","110","산부인과","","","","0","0","","","0","",
"3559","의원","01_01_02_P","3320000","PHMA119913320045041200008","19911015","","03","폐업","03","폐업","20080902","","","","051-333-0065","","616816","부산광역시 북구 덕천2동 399-10","","","백산블루한의원","20081008160928","I","2018-08-31 23:59:59.0","한의원","","","한의원","1","0","0","148.7","301 308","한방내과, 침구과","","","","0","0","","","0","",
"3560","의원","01_01_02_P","3320000","PHMA120023320045041200021","20021207","","03","폐업","03","폐업","20171101","","","","051-361-7855","","616810","부산광역시 북구 금곡동 64번지 4호 2층","부산광역시 북구 효열로203번길 6 (금곡동)","46506","다솜의원","20171101172722","I","2018-08-31 23:59:59.0","의원","383587.483856561","197816.491050049","의원","1","0","0","318.6","101 104 111 113 105 115 114","내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"3561","의원","01_01_02_P","3320000","PHMA120103320045041100014","20100816","","03","폐업","03","폐업","20190115","20180603","20190602","","051-335-0035","","616800","부산광역시 북구 구포1동 147번지 5호 대성빌딩 6층","부산광역시 북구 백양대로 1196, 6층 (구포동, 대성빌딩)","46576","정화당한의원","20190214150155","U","2019-02-16 02:40:00.0","한의원","382558.311413058","191821.254770724","한의원","1","0","0","262","301 304 308 302 305","한방내과, 한방부인과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","","","","0","0","","","0","",
"3562","의원","01_01_02_P","3320000","PHMA120103320045041100015","20100824","","03","폐업","03","폐업","20170302","","","","051-336-2877","","616816","부산광역시 북구 덕천2동 399번지 4호 3층","부산광역시 북구 만덕대로 9 (덕천동)","46548","오즈어린이치과의원","20170302100149","I","2018-08-31 23:59:59.0","치과의원","382604.74333959","192003.464267557","치과의원","1","0","0","264","401","치과","","","","0","0","","","0","",
"3563","의원","01_01_02_P","3320000","PHMA120103320045041100016","20101005","","03","폐업","03","폐업","20211031","","","","051-337-3331","","616754","부산광역시 북구 덕천동 397번지 1호 아남프라자 2층 2동 2호","부산광역시 북구 금곡대로8번길 33, 2층 (덕천동)","46548","바른정형외과의원","20211028134612","U","2021-10-30 02:40:00.0","의원","382703.070316607","192096.317910797","의원","1","0","0","221","101 104 105 106 109 120","내과, 외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과","","","","0","0","","","0","",
"3564","의원","01_01_02_P","3320000","PHMA120103320045041100022","20101213","","03","폐업","03","폐업","20161216","","","","051-365-2882","","616852","부산광역시 북구 화명동 2276번지 3호 웰빙프라자 401호","부산광역시 북구 화명대로 34, 401호 (화명동, 웰빙프라자)","46526","엘에이플란트치과의원","20161216095556","I","2018-08-31 23:59:59.0","치과의원","383073.995955977","194657.022235391","치과의원","1","0","0","212","401","치과","","","","0","0","","","0","",
"3565","의원","01_01_02_P","3320000","PHMA120113320045041100001","20110119","","03","폐업","03","폐업","20180413","","","","051-557-0040","","616829","부산광역시 북구 만덕동 774번지 7호","부산광역시 북구 덕천로 182, 209호 (만덕동)","46602","수안미의원","20200915152916","U","2020-09-17 02:40:00.0","의원","384257.067576796","191991.025225857","의원","1","0","0","257.28","111 113 101 105 104 114","내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"3566","의원","01_01_02_P","3320000","PHMA119913320045041200009","19911127","","03","폐업","03","폐업","20151005","","","","051-341-2872","","616852","부산광역시 북구 화명동 2276번지 1호 301호","부산광역시 북구 화명신도시로 120, 301,302호 (화명동, 화명메디칼센터)","46526","아름다운이치과의원","20151005161301","I","2018-08-31 23:59:59.0","치과의원","383009.010596608","194665.052323752","치과의원","1","0","0","165.91","401","치과","","","","0","0","","","0","",
"3567","의원","01_01_02_P","3320000","PHMA119923320045041200004","19921001","","03","폐업","03","폐업","20180903","","","","051-332-8440","","616820","부산광역시 북구 덕천동 400번지 17호","부산광역시 북구 만덕대로 12, 3층 (덕천동)","46576","서울삼성비뇨기과의원","20180903110553","U","2018-09-03 23:59:59.0","의원","382638.897640309","191943.192540446","의원","1","0","0","129.36","115 114","피부과, 비뇨의학과","","","","0","0","","","0","",
"3568","의원","01_01_02_P","3320000","PHMA119933320045041200002","19930420","","03","폐업","03","폐업","20180325","","","","051-338-7477","","","부산광역시 북구 덕천동 385번지 4호","부산광역시 북구 만덕대로 58, 2층 (덕천동)","46567","조소아청소년과의원","20180326105435","I","2018-08-31 23:59:59.0","의원","383078.479179793","192086.373316715","의원","1","0","0","122.53","111 101 113 114","내과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
